,BMET1_Distal
TMEM174,0
RP11-60A8.1,1
RP11-60A8.2,0
FOXD1,2
RP11-79P5.2,0
RP11-79P5.7,0
RP11-79P5.5,0
RP11-79P5.9,2
BTF3,3552
ANKRA2,48
UTP15,10
AC008387.1,0
ARHGEF28,2
CTC-575I10.1,0
RP11-428C6.2,0
CTD-2292M14.1,0
CTD-2275D24.4,0
CTD-2275D24.1,0
CTD-2275D24.2,0
CTD-2275D24.3,0
CTC-419K13.1,0
ENC1,50
HEXB,114
GFM2,22
NSA2,560
FAM169A,17
CTD-2377O17.1,0
CTD-2503O16.4,2
GCNT4,8
RP11-229C3.2,10
ANKRD31,2
CTD-2235C13.2,0
HMGCR,36
CTD-2235C13.3,0
COL4A3BP,100
POLK,106
CTC-366B18.2,1
CTC-366B18.4,4
ANKDD1B,1
POC5,23
CTC-235G5.3,0
SV2C,2
RP11-466P24.6,0
RP11-466P24.7,0
IQGAP2,235
CTD-2236F14.1,0
F2RL2,1
CTD-2384B11.2,0
F2R,97
F2RL1,6
S100Z,14
CRHBP,88
AGGF1,76
ZBED3,12
CTC-564N23.2,0
ZBED3-AS1,3
PDE8B,1
WDR41,53
OTP,0
TBCA,696
RP11-107N7.1,0
AP3B1,105
CTD-2037K23.2,36
SCAMP1,69
LHFPL2,30
ARSB,15
DMGDH,6
BHMT2,10
BHMT,1
AC016559.1,0
JMY,67
HOMER1,22
PAPD4,114
CMYA5,3
CTC-431G16.2,2
RP11-168A11.1,0
MTX3,11
THBS4,2
CTD-2201I18.1,0
SERINC5,67
CTC-458I2.2,0
SPZ1,0
ZFYVE16,109
CTD-2015H6.3,12
FAM151B,1
ANKRD34B,0
CTC-325J23.3,0
DHFR,143
CTC-325J23.2,6
MTRNR2L2,286
MSH3,71
CTC-459I6.1,0
RASGRF2,24
CTD-2193P3.2,0
CKMT2-AS1,24
CKMT2,1
ZCCHC9,74
ACOT12,0
SSBP2,128
CTD-2249K22.1,0
ATG10,71
ATG10-AS1,0
RPS23,19508
ATP6AP1L,14
CTD-2015A6.1,0
CTD-2015A6.2,0
CTD-2218K11.2,0
RP11-78C3.1,0
CTD-2227C6.3,0
CTD-2227C6.2,0
RP11-343L5.2,0
TMEM167A,228
XRCC4,56
VCAN,624
VCAN-AS1,0
HAPLN1,0
EDIL3,0
CTD-2269F5.1,0
CTC-384G19.1,1
RP11-1072N2.3,0
CTD-2331D11.2,0
CTD-2331D11.3,0
CTD-2331D11.4,0
CTC-480C2.1,0
CTD-2036A18.2,0
CTC-261N6.3,0
CTC-261N6.1,0
CTC-261N6.2,0
COX7C,3059
CTC-493L21.1,0
CTC-493L21.2,0
RP11-72L22.1,0
AC008394.1,1
RASA1,65
CTC-428H11.2,76
CCNH,691
CTD-2316B1.1,0
CTD-2316B1.2,0
TMEM161B,43
TMEM161B-AS1,54
CTC-498M16.2,0
CTC-498M16.4,0
LINC00461,1
CTC-467M3.1,0
CTC-467M3.3,0
CTC-467M3.2,0
MEF2C,154
MEF2C-AS1,9
CTD-2232E5.2,0
RP11-116A1.1,0
AC113167.1,0
AC113167.2,0
RP11-61G23.2,0
CETN3,30
MBLAC2,18
POLR3G,4
LYSMD3,90
GPR98,5
RP11-414H23.2,0
RP11-414H23.3,0
RP11-213H15.1,1
LUCAT1,18
RP11-213H15.4,0
CTD-2061E19.6,0
ARRDC3,137
RP11-348J24.2,0
RP11-348J24.1,0
RP11-133F8.2,0
CTC-529L17.1,0
CTC-529L17.2,0
CTC-458G6.4,0
CTC-458G6.2,0
CTD-2091N23.1,0
NR2F1,0
FAM172A,126
POU5F2,28
RP11-185E12.2,1
KIAA0825,15
ANKRD32,73
MCTP1,23
CTC-484P3.3,0
CTC-558O19.1,0
FAM81B,2
TTC37,160
ARSK,27
GPR150,1
RFESD,50
SPATA9,0
CTD-2154I11.2,0
RHOBTB3,38
GLRX,417
AC008592.4,0
AC008592.8,0
C5orf27,2
ELL2,317
CTD-2337A12.1,0
AC008592.7,0
RP11-254I22.1,0
RP11-254I22.3,0
RP11-254I22.2,0
PCSK1,1
CAST,444
CTC-506B8.1,0
ERAP1,86
CTD-2260A17.1,4
CTD-2260A17.3,1
CTD-2260A17.2,3
ERAP2,188
LNPEP,221
CTD-2215E18.1,0
LIX1,0
RIOK2,56
CTD-2215E18.2,0
CTD-2215E18.3,0
RP11-1E3.1,0
RP11-455B3.1,0
AC008834.1,0
RGMB,6
RGMB-AS1,0
CHD1,613
CTD-2007H13.3,1
CTD-2151A2.1,0
RP11-346J10.1,0
CTD-2001C12.1,2
FAM174A,49
CTC-293G12.1,0
ST8SIA4,74
CTD-2333K2.1,0
SLCO4C1,20
AC008948.1,0
SLCO6A1,0
RP11-58B2.1,0
LINC00492,0
CTD-2340E1.2,2
LINC00491,1
PAM,17
GIN1,9
PPIP5K2,171
CTC-503K11.2,0
C5orf30,37
CTD-2154H6.1,0
CTD-2193G5.1,0
NUDT12,4
RP11-138J23.1,0
RP11-6N13.1,0
RP11-6N13.4,0
CTD-2374C24.1,0
CTC-254B4.1,0
EFNA5,0
RP11-252I13.2,0
FBXL17,38
LINC01023,4
FER,38
CTD-2197I11.1,0
CTD-2587M2.1,12
PJA2,215
RP11-231G15.2,10
RP11-231G15.3,0
RP11-231G15.1,0
CTC-332L22.1,0
MAN2A1,65
AC011366.3,0
TMEM232,3
SLC25A46,95
CTC-551A13.1,0
TSLP,0
CTC-551A13.2,0
WDR36,52
CAMK4,169
AC010468.2,0
CTC-499J9.1,0
STARD4,49
STARD4-AS1,19
NREP,60
NREP-AS1,0
EPB41L4A,21
EPB41L4A-AS1,255
CTC-459M5.1,1
CTC-459M5.2,0
RP11-526F3.1,0
EPB41L4A-AS2,0
RP11-159K7.2,0
APC,85
CTC-554D6.1,0
CTC-487M23.8,12
SRP19,153
REEP5,240
ZRSR1,0
CTC-487M23.5,1
CTC-487M23.7,0
DCP2,177
MCC,27
CTD-2201G3.1,0
TSSK1B,0
YTHDC2,81
RP11-371M22.1,0
KCNN2,0
RP11-492A10.1,0
CTC-313D10.1,0
RP11-438C19.2,0
RP11-438C19.1,0
TRIM36,1
CTC-428G20.2,0
CTC-428G20.3,2
PGGT1B,29
CTC-428G20.6,1
CCDC112,53
FEM1C,42
TICAM2,0
TMED7-TICAM2,0
AC010226.4,3
TMED7,42
CTC-505O3.3,26
CTC-505O3.2,0
CDO1,34
ATG12,229
AP3S1,322
AQPEP,0
CTD-2287O16.3,0
ARL14EPL,0
CTD-2287O16.4,1
CTD-2287O16.5,6
COMMD10,61
CTC-339F2.2,0
SEMA6A,3
CTB-118N6.3,3
CTB-118N6.2,0
RP11-249M12.2,2
CTC-472C24.1,0
RP11-492L8.2,0
LINC00992,0
CTD-3179P9.1,4
CTD-3179P9.2,0
CTD-2281M20.1,0
RP11-2N5.2,0
RP11-2N5.1,0
CTC-448D22.1,0
DTWD2,17
CTB-161M19.4,0
DMXL1,60
TNFAIP8,308
HSD17B4,43
FAM170A,0
CTC-552D5.1,0
RP11-574H6.1,0
PRR16,2
CTD-2334D19.1,0
CTC-546K23.1,3
FTMT,0
SRFBP1,75
LOX,0
CTC-441N14.2,0
ZNF474,1
CTC-441N14.1,0
CTD-2544H17.2,0
SNCAIP,0
CTD-2544H17.1,0
CTD-2280E9.1,0
CTC-210G5.1,0
RP11-166A12.1,0
SNX2,128
SNX24,6
PPIC,0
RP11-359P5.1,0
AC106786.1,0
PRDM6,0
CEP120,48
CSNK1G3,66
LINC01170,0
CTC-369A16.2,0
CTC-369A16.3,0
CTD-2308B18.4,0
CTD-2308B18.1,0
CTD-2308B18.2,0
CTD-2308B18.3,0
ZNF608,0
RP11-43D2.2,0
RP11-436H11.2,0
RP11-436H11.3,0
RP11-436H11.4,0
RP11-436H11.6,0
RP11-284A20.3,0
RP11-284A20.2,0
RP11-284A20.1,0
RP11-257I8.2,0
RP11-508M8.1,0
RP11-425E13.1,0
RP11-395P13.2,0
RP11-395P13.1,0
RP11-395P13.3,0
RP11-395P13.4,0
RP11-395P13.5,0
RP11-395P13.6,9
RP11-756H20.1,0
RP11-114J13.1,0
CTC-339D2.1,0
GRAMD3,26
RP11-517I3.1,1
ALDH7A1,5
PHAX,106
C5orf48,0
RP11-434D11.4,0
LMNB1,52
3-Mar,18
C5orf63,19
MEGF10,0
CTD-2195M15.3,0
PRRC1,44
CTXN3,0
CTC-548H10.2,0
CTC-228N24.1,0
CTC-228N24.2,1
CTC-228N24.3,74
SLC12A2,48
FBN2,5
SLC27A6,0
ISOC1,64
ADAMTS19-AS1,0
ADAMTS19,0
CTC-575N7.1,0
KIAA1024L,25
CHSY3,0
HINT1,2571
LYRM7,118
CDC42SE2,567
RAPGEF6,50
CTC-432M15.3,0
FNIP1,62
ACSL6,48
AC034228.4,0
AC034228.3,0
AC034228.2,0
IL3,0
CSF2,1
AC063976.3,0
P4HA2-AS1,0
P4HA2,6
PDLIM4,0
SLC22A4,7
SLC22A5,8
C5orf56,119
AC116366.5,0
AC116366.6,5
IRF1,589
IL5,0
RAD50,195
AC004041.2,0
IL13,0
IL4,0
AC004237.1,0
KIF3A,53
CCNI2,0
8-Sep,16
SOWAHA,0
AC004775.5,0
SHROOM1,4
GDF9,0
UQCRQ,882
LEAP2,43
AFF4,177
CTC-350I8.1,1
ZCCHC10,116
HSPA4,96
RP11-485M7.3,0
CTB-49A3.2,0
FSTL4,1
CTB-49A3.5,0
CTB-49A3.4,0
CTB-3M24.3,0
CTD-2131I18.1,0
C5orf15,69
VDAC1,240
CTB-113I20.2,5
TCF7,249
SKP1,1016
CTD-2410N18.5,0
PPP2CA,235
CDKL3,39
CTD-2410N18.3,2
UBE2B,459
RP11-215P8.3,7
CDKN2AIPNL,78
RP11-215P8.4,0
AC005355.1,0
AC005355.2,3
JADE2,82
SAR1B,118
SEC24A,40
CAMLG,275
DDX46,499
C5orf24,134
TXNDC15,114
PCBD2,46
CATSPER3,0
PITX1,0
C5orf66,2
CTC-276P9.1,0
CTC-276P9.2,0
CTC-276P9.3,0
CTC-349C3.2,0
H2AFY,551
CTC-203F4.2,1
C5orf20,0
TIFAB,3
CTB-138E5.1,0
NEUROG1,0
CTC-321K16.1,1
CXCL14,78
CTC-321K16.4,0
RP11-119J18.1,0
SLC25A48,0
IL9,0
GS1-39E22.1,0
LECT2,0
TGFBI,53
VTRNA2-1,0
SMAD5-AS1,1
SMAD5,70
AC009014.3,0
TRPC7,0
TRPC7-AS1,0
TRPC7-AS2,0
RP11-114H21.2,0
CTB-1I21.1,0
SPOCK1,2
KLHL3,13
RP11-381K20.5,0
HNRNPA0,849
RP11-381K20.4,0
RP11-381K20.2,8
MYOT,0
PKD2L2,15
FAM13B,139
RP11-325L7.1,1
RP11-325L7.2,1
WNT8A,0
NME5,1
BRD8,55
KIF20A,4
CDC23,27
GFRA3,0
CDC25C,5
FAM53C,182
RP11-256P1.1,0
KDM3B,65
REEP2,0
EGR1,48
ETF1,191
HSPA9,241
CTNNA1,65
AC034243.1,0
LRRTM2,0
SIL1,54
CTB-46B19.2,7
MATR3,491
PAIP2,545
CTB-43P18.1,1
SLC23A1,2
MZB1,516
PROB1,0
SPATA24,8
DNAJC18,20
ECSCR,0
AC138517.1,0
TMEM173,197
UBE2D2,592
CTD-3224K15.3,2
CXXC5,53
CTD-3224K15.2,0
CTB-35F21.1,0
CTB-35F21.2,0
CTB-35F21.3,0
CTB-35F21.5,0
PSD2,0
NRG2,0
CTB-35F21.4,0
LINC01024,6
PURA,69
IGIP,8
CYSTM1,57
PFDN1,132
HBEGF,69
CTC-329D1.3,0
SLC4A9,0
CTC-329D1.2,2
ANKHD1,57
ANKHD1-EIF4EBP3,2
SRA1,120
EIF4EBP3,0
APBB3,10
SLC35A4,68
CD14,98
NDUFA2,457
TMCO6,22
IK,271
WDR55,57
DND1,1
HARS,104
HARS2,18
ZMAT2,200
PCDHA1,0
PCDHA2,0
PCDHA3,0
PCDHA4,0
PCDHA5,0
PCDHA6,0
PCDHA7,0
PCDHA8,0
PCDHA9,3
PCDHA10,0
AC005609.1,4
PCDHA11,0
PCDHA12,0
PCDHA13,0
PCDHAC1,0
PCDHAC2,0
PCDHB1,0
PCDHB2,0
AC005754.7,0
PCDHB3,0
AC005754.8,0
PCDHB4,0
PCDHB5,0
PCDHB6,0
PCDHB17,0
PCDHB7,0
PCDHB8,0
PCDHB16,1
PCDHB10,0
PCDHB11,0
PCDHB12,0
PCDHB13,0
PCDHB14,0
PCDHB15,0
SLC25A2,0
TAF7,344
AC005618.6,0
PCDHGA1,0
PCDHGA2,0
PCDHGA3,0
PCDHGB1,0
PCDHGA4,0
PCDHGB2,0
PCDHGA5,0
PCDHGB3,0
PCDHGA6,0
PCDHGA7,1
PCDHGB4,0
PCDHGA8,0
PCDHGA9,0
PCDHGB6,0
PCDHGA10,0
PCDHGB7,2
PCDHGA11,0
PCDHGA12,0
PCDHGC3,1
PCDHGC4,0
PCDHGC5,0
DIAPH1,210
CTD-2024I7.13,0
AC008781.7,2
HDAC3,135
RELL2,16
FCHSD1,26
ARAP3,2
PCDH1,1
KIAA0141,68
PCDH12,0
AC005740.6,0
RNF14,39
AC005740.5,0
GNPDA1,27
NDFIP1,300
SPRY4,0
AC005592.2,0
FGF1,0
AC005592.3,0
AC005592.1,0
ARHGAP26,69
ARHGAP26-AS1,0
NR3C1,258
CTD-2050E21.1,1
CTD-2050E21.2,0
HMHB1,6
YIPF5,120
KCTD16,1
CTC-367F4.1,0
CTC-806A22.1,0
CTB-73N10.1,0
PRELID2,17
GRXCR2,0
SH3RF2,0
PLAC8L1,1
RP11-118M9.3,0
LARS,281
RBM27,245
CTC-359M8.1,1
POU4F3,0
CTC-359M8.3,1
CTB-1H10.1,0
TCERG1,155
GPR151,0
CTB-99A3.1,0
PPP2R2B,68
CTC-255N20.1,0
STK32A,0
DPYSL3,1
CTB-108O6.2,0
JAKMIP2,21
SPINK1,1
SCGB3A2,0
C5orf46,0
CTC-327F10.5,0
CTC-327F10.4,0
SPINK5,0
SPINK14,0
SPINK6,0
CTC-295J13.3,0
SPINK13,0
RP11-373N22.3,0
SPINK7,0
AC091948.1,0
SPINK9,1
FBXO38,50
CTD-2283N19.1,4
HTR4,0
ADRB2,60
SH3TC2,3
RP11-44B19.1,0
CTC-529P8.1,0
ABLIM3,1
RP11-331K21.1,0
AC012613.2,0
AFAP1L1,1
GRPEL2,30
GRPEL2-AS1,0
PCYOX1L,10
IL17B,0
RP11-394O4.3,0
MIR143HG,7
AC131025.8,7
MIR145,5
CSNK1A1,462
ARHGEF37,6
PPARGC1B,24
PDE6A,11
SLC26A2,156
TIGD6,4
HMGXB3,83
CSF1R,30
PDGFRB,3
CDX1,0
SLC6A7,1
CAMK2A,0
ARSI,0
TCOF1,121
CD74,4191
RPS14,24028
CTC-367J11.1,0
NDST1,10
SYNPO,2
CTB-140J7.2,0
MYOZ3,7
CTC-345K18.2,0
RBM22,103
DCTN4,64
SMIM3,0
AC010441.1,0
IRGM,1
ZNF300,4
GPX3,9
TNIP1,169
ANXA6,226
CTB-17P3.4,0
CCDC69,264
GM2A,31
SLC36A3,3
SLC36A2,2
SLC36A1,23
FAT2,0
CTC-251D13.1,1
CTB-113P19.4,0
SPARC,8
CTB-113P19.1,0
CTB-113P19.5,2
ATOX1,228
CTB-113P19.3,0
G3BP1,287
GLRA1,6
CTB-12O2.1,0
NMUR2,0
AC091969.1,1
GRIA1,0
AC091962.3,0
RP11-461L18.1,0
FAM114A2,47
MFAP3,25
GALNT10,80
SAP30L-AS1,0
SAP30L,14
HAND1,0
CTB-158E9.1,0
LARP1,204
FAXDC2,13
CNOT8,79
GEMIN5,16
MRPL22,114
KIF4B,3
SGCD,1
CTC-340I23.2,0
TIMD4,4
HAVCR1,5
HAVCR2,104
CTB-120L21.1,0
MED7,32
ITK,298
FAM71B,0
CTB-4E7.1,1
CTC-248O19.1,0
CYFIP2,152
FNDC9,0
CTB-47B11.3,3
ADAM19,49
NIPAL4,0
AC106801.1,2
SOX30,1
C5orf52,0
AC008694.3,0
THG1L,56
AC026407.1,0
LSM11,14
CLINT1,202
CTC-436K13.5,0
CTC-436K13.1,0
CTC-436K13.6,0
CTC-436K13.3,0
CTC-436K13.2,0
RP11-542A14.1,0
RP11-542A14.2,0
RP11-32D16.1,0
EBF1,17
CTD-2363C16.1,0
CTD-2363C16.2,0
RP11-175K6.1,0
RNF145,47
CTB-11I22.1,1
CTB-11I22.2,0
UBLCP1,58
AC008697.1,0
IL12B,0
AC008703.1,0
AC008691.1,0
AC011343.1,0
ADRA1B,0
TTC1,142
PWWP2A,59
FABP6,0
CTB-127C13.1,3
CCNJL,2
C1QTNF2,2
C5orf54,0
SLU7,133
PTTG1,153
MIR146A,7
ATP10B,1
CTC-348L5.1,0
CTC-529G1.1,0
RP11-109J4.1,0
GABRB2,0
GABRA6,0
RP11-348M17.2,0
GABRA1,0
GABRG2,0
RP11-96G10.1,0
RP11-167P20.1,0
RP11-541P9.3,0
CCNG1,345
AC112205.1,0
NUDCD2,208
HMMR,56
RP11-80G7.1,0
MAT2B,129
CTC-207P7.1,0
CTB-32P11.1,0
CTC-340A15.2,1
CTD-2313P7.1,0
CTB-181F24.1,0
CTC-535M15.2,0
RP11-67M9.1,0
CTB-7E3.1,0
CTC-264O10.2,0
CTC-264O10.1,0
TENM2,0
CTB-180C19.1,0
CTC-286N12.1,0
CTB-105L4.2,0
CTB-78F1.1,0
CTC-353G13.1,0
CTB-77H17.1,0
CTB-178M22.1,0
CTB-178M22.2,0
WWC1,3
RARS,71
FBLL1,0
PANK3,62
CTC-558O2.2,0
SLIT3,1
CTC-558O2.1,0
CTB-174D11.2,0
CTB-174D11.1,0
SPDL1,29
DOCK2,117
CTB-37A13.1,0
FAM196B,0
FOXI1,0
CTB-27N1.1,0
C5orf58,0
LCP2,189
CTB-114C7.4,1
CTB-114C7.3,0
KCNIP1,1
KCNMB1,20
CTD-2270F17.1,1
CTB-147C13.1,0
CTC-265N9.1,0
MIR4454,0
GABRP,0
RANBP17,13
TLX3,0
NPM1,4008
FGF18,0
CTB-78H18.1,0
SMIM23,0
FBXW11,39
STK10,198
EFCAB9,0
UBTD2,4
SH3PXD2B,1
CTB-54I1.1,0
AC027309.1,0
NEURL1B,9
CTB-79E8.2,0
RP11-779O18.1,0
RP11-779O18.3,0
DUSP1,549
RP11-536N17.1,0
ERGIC1,137
CTC-308K20.1,9
CTC-308K20.2,1
RPL26L1,151
ATP6V0E1,673
CREBRF,196
CTC-209H22.3,1
BNIP1,18
NKX2-5,0
STC2,0
CTB-32H22.1,0
CTB-164N12.1,0
CTB-33O18.1,0
CTB-33O18.2,0
CTB-33O18.3,0
BOD1,18
CTB-43E15.1,0
CTB-43E15.2,0
CTB-43E15.3,3
CTB-43E15.4,1
CPEB4,71
C5orf47,0
NSG2,0
RP11-619L12.3,0
RP11-619L12.4,0
CTC-430J12.2,0
RP11-267A15.1,0
RP11-267A15.3,0
MSX2,0
CTD-2532K18.1,0
CTD-2532K18.2,0
CTC-281M20.1,0
CTC-281M20.4,0
DRD1,0
SFXN1,140
HRH2,13
CPLX2,0
THOC3,180
RP11-91H12.3,0
RP11-826N14.1,0
RP11-826N14.2,0
FAM153B,35
RP11-844P9.1,0
RP11-826N14.4,0
RP11-844P9.2,15
SIMC1,17
KIAA1191,88
RP11-843P14.2,0
RP11-843P14.1,0
ARL10,20
NOP16,91
HIGD2A,731
CLTB,24
FAF2,52
RNF44,93
CDHR2,0
GPRIN1,0
SNCB,0
EIF4E1B,0
TSPAN17,74
RP11-375B1.1,0
RP11-375B1.2,0
RP11-375B1.3,0
UNC5A,0
HK3,11
UIMC1,69
ZNF346,14
FGFR4,0
NSD1,306
RAB24,11
MXD3,27
PRELID1,171
LMAN2,315
RGS14,80
SLC34A1,0
PFN3,0
F12,4
GRK6,50
PRR7-AS1,4
PRR7,24
DBN1,11
PDLIM7,36
RP11-1334A24.6,0
DOK3,25
DDX41,62
FAM193B,26
RP11-1277A3.3,0
TMED9,266
B4GALT7,53
RP11-1277A3.1,2
RP11-1101H11.1,0
FAM153A,10
RP11-1026M7.2,7
RP11-1026M7.3,0
RP11-423H2.5,0
RP11-1252I4.2,0
RP11-423H2.3,11
PROP1,0
FAM153C,1
N4BP3,3
RMND5B,40
NHP2,357
HNRNPAB,192
PHYKPL,134
COL23A1,0
RP11-1259L22.1,0
CLK4,139
ZNF354A,22
ZNF354B,20
ZFP2,0
RP11-281O15.8,0
ZNF454,12
RP11-281O15.4,0
GRM6,8
ZNF879,9
ZNF354C,5
ADAMTS2,5
RP11-443C10.2,0
RP11-443C10.1,0
RP11-798K23.1,0
RP11-798K23.4,0
RUFY1,50
RP11-1379J22.2,0
HNRNPH1,663
C5orf60,0
AC136604.1,0
RP11-1379J22.5,1
CBY3,0
CANX,444
MAML1,49
LTC4S,1
MGAT4B,16
SQSTM1,312
C5orf45,60
CTC-241N9.1,4
TBC1D9B,60
RNF130,211
CTC-563A5.2,0
RASGEF1C,0
MAPK9,24
CTB-129O4.1,7
GFPT2,8
CTC-573N18.1,0
CNOT6,43
SCGB3A1,6
FLT4,0
RP11-451H23.3,0
OR2Y1,0
MGAT1,225
LINC00847,30
ZFP62,45
BTNL8,0
BTNL3,0
BTNL9,16
OR2V1,0
OR2V2,0
CTC-338M12.2,0
CTC-338M12.5,15
TRIM7,3
CTC-338M12.6,1
CTC-338M12.1,0
TRIM41,75
CTC-338M12.7,0
GNB2L1,7658
CTC-338M12.4,32
TRIM52,68
AC008443.1,2
TRIM52-AS1,68
CTC-338M12.9,0
AC138035.2,2
AC138035.1,0
OR4F3,0
LINC00266-3,0
RP3-416J7.4,4
RP3-416J7.5,0
DUSP22,71
IRF4,97
EXOC2,47
RP1-20B11.2,0
HUS1B,1
RP11-532F6.3,9
RP11-532F6.4,0
RP11-532F6.5,0
RP11-284J1.1,0
RP5-1077H22.2,0
RP5-1077H22.1,0
RP5-856G1.1,0
AL033381.1,0
FOXQ1,0
RP4-668J24.2,0
FOXF2,0
RP11-157J24.2,6
FOXC1,3
GMDS,7
GMDS-AS1,38
RP1-136B1.1,0
C6orf195,0
RP11-145H9.3,0
MYLK4,1
WRNIP1,53
SERPINB1,599
RP11-420G6.4,2
SERPINB9,372
RP1-90J20.2,0
SERPINB6,120
LINC01011,2
NQO2,86
RP1-90J20.8,2
RP1-90J20.12,22
RP1-40E16.2,1
RIPK1,39
RP1-40E16.12,1
BPHL,11
RP1-40E16.11,0
TUBB2A,55
RP1-40E16.9,0
TUBB2B,0
PSMG4,103
SLC22A23,4
RP11-506K6.4,0
RP1-223B1.1,0
PXDC1,2
RP11-420L9.5,0
FAM50B,17
RP1-140K8.1,0
RP1-140K8.5,0
C6ORF50,0
RP3-406P24.4,0
RP3-406P24.3,0
PRPF4B,362
FAM217A,0
C6orf201,0
ECI2,127
RP3-400B16.4,1
RP3-400B16.1,0
RP3-400B16.3,0
RP3-527G5.1,0
RP11-274H24.1,3
RP4-529N6.2,0
RP4-529N6.1,0
CDYL,42
RP3-430A16.1,0
RPP40,15
RP11-428J1.5,3
RP11-428J1.4,0
PPP1R3G,0
LYRM4,176
FARS2,41
RP1-232P20.1,0
RP1-256G22.2,0
RP3-380B8.4,2
NRN1,0
F13A1,18
LY86-AS1,3
LY86,62
RP1-80N2.3,2
RP1-80N2.2,2
RP3-470L22.1,0
RP3-429O6.1,0
RP11-556O15.1,0
RREB1,98
SSR1,312
RP11-69L16.4,0
CAGE1,11
RIOK1,81
RP3-512B11.3,0
DSP,1
SNRNP48,64
BMP6,3
TXNDC5,3
BLOC1S5-TXNDC5,0
BLOC1S5,78
EEF1E1-BLOC1S5,0
EEF1E1,135
RP11-203H2.1,0
RP11-203H2.2,0
SLC35B3,39
HULC,0
RP11-314C16.1,0
RP11-354I10.1,0
OFCC1,0
TFAP2A,0
TFAP2A-AS1,0
RP1-290I10.3,0
LINC00518,0
RP1-290I10.7,0
RP1-290I10.5,0
GCNT2,32
RP11-360O19.4,0
GCNT6,0
C6orf52,2
PAK1IP1,70
TMEM14C,461
RP11-421M1.8,6
TMEM14B,620
SYCP2L,0
RP11-637O19.3,0
MAK,5
GCM2,0
RP11-637O19.2,6
ELOVL2,0
ELOVL2-AS1,0
SMIM13,7
ERVFRD-1,0
RP3-510L9.1,0
NEDD9,137
RP11-716O23.1,0
RP11-716O23.2,0
TMEM170B,52
RP11-679B17.2,0
ADTRP,46
RP3-413H6.2,0
RP11-456H18.1,0
RP11-456H18.2,0
HIVEP1,49
EDN1,1
RP11-125M16.1,0
PHACTR1,108
RP1-257A7.4,4
TBC1D7,32
RP1-257A7.5,1
GFOD1,49
AL583828.1,0
GFOD1-AS1,0
SIRT5,20
RP1-223E5.4,4
NOL7,233
AL441883.1,0
RANBP9,42
MCUR1,42
RP3-500L14.2,0
RNF182,3
RP3-380E11.2,0
CD83,263
RP11-359N11.1,0
LINC01108,0
RP3-448I9.2,0
RP3-448I9.1,0
RP11-330A16.1,0
RP11-146I2.1,5
RP11-560J1.2,0
JARID2,222
JARID2-AS1,1
DTNBP1,62
RP11-401E14.2,0
MYLIP,171
GMPR,10
ATXN1,151
RP1-151F17.1,7
RP1-151F17.2,16
STMND1,8
RBM24,0
CAP2,0
FAM8A1,28
NUP153,89
RP11-500C11.3,14
KIF13A,35
NHLRC1,3
TPMT,61
KDM1B,23
DEK,534
RNF144B,106
RP11-686D16.1,0
RP1-167F1.2,0
RP3-471C18.2,0
RP3-471C18.1,0
RP4-625H18.2,0
ID4,0
MBOAT1,31
RP11-239H6.2,0
E2F3,89
CDKAL1,41
RP3-348I23.2,0
RP1-135L22.1,0
RP11-204E9.1,0
SOX4,392
CASC15,19
CASC14,0
RP11-524C21.2,0
RP3-404K8.2,0
PRL,0
HDGFL1,0
RP1-309H15.2,0
RP1-209A6.1,0
RP11-439H9.1,0
NRSN1,0
DCDC2,0
KAAG1,0
MRS2,60
GPLD1,5
ALDH5A1,23
KIAA0319,0
TDP2,63
ACOT13,63
RP1-30M3.5,4
C6orf62,461
RP1-30M3.6,0
RP3-369A17.4,0
GMNN,82
C6orf229,0
FAM65B,621
RP11-367G6.3,37
RP3-425P12.5,2
RP3-425P12.1,0
RP3-425P12.2,0
RP3-522P13.3,0
LRRC16A,43
SCGN,0
HIST1H2AA,0
HIST1H2BA,0
SLC17A4,0
SLC17A1,0
SLC17A3,2
SLC17A2,0
TRIM38,233
U91328.21,0
U91328.20,5
U91328.19,7
U91328.22,0
HIST1H1A,4
HIST1H3A,11
HIST1H4A,16
HIST1H4B,0
HIST1H3B,2
HIST1H2AB,6
HIST1H2BB,1
HIST1H3C,2
HIST1H1C,221
HFE,32
HIST1H4C,2335
HIST1H1T,0
HIST1H2BC,23
HIST1H2AC,44
HIST1H1E,251
HIST1H2BD,14
HIST1H2BE,1
HIST1H4D,2
HIST1H3D,4
HIST1H2AD,18
HIST1H2BF,28
HIST1H4E,15
HIST1H2BG,23
HIST1H2AE,17
HIST1H3E,1
HIST1H1D,335
HIST1H4F,3
HIST1H4G,0
HIST1H3F,6
HIST1H2BH,6
HIST1H3G,1
HIST1H2BI,2
HIST1H4H,7
BTN3A2,188
BTN2A2,27
BTN3A1,134
BTN3A3,57
BTN2A1,68
BTN1A1,0
HCG11,35
CTA-14H9.5,5
HMGN4,38
ABT1,134
ZNF322,30
RP11-457M11.5,2
LINC00240,5
RP11-239L20.6,1
RP1-86C11.7,0
HIST1H2BJ,13
HIST1H2AG,24
HIST1H2BK,105
HIST1H4I,1
HIST1H2AH,44
PRSS16,4
POM121L2,0
ZNF391,2
RP1-153G14.4,1
ZNF184,45
HIST1H2BL,2
HIST1H2AI,6
HIST1H3H,2
HIST1H2AJ,18
HIST1H2BM,0
HIST1H4J,8
