,BMM3_Benign
RP11-249M12.2,0
CTC-472C24.1,0
RP11-492L8.2,0
LINC00992,1
CTD-3179P9.1,0
CTD-3179P9.2,0
CTD-2281M20.1,0
RP11-2N5.2,0
RP11-2N5.1,0
CTC-448D22.1,1
DTWD2,48
CTB-161M19.4,1
DMXL1,176
TNFAIP8,1410
HSD17B4,152
FAM170A,0
CTC-552D5.1,0
RP11-574H6.1,0
PRR16,3
CTD-2334D19.1,0
CTC-546K23.1,2
FTMT,0
SRFBP1,328
LOX,0
CTC-441N14.2,0
ZNF474,0
CTC-441N14.1,0
CTD-2544H17.2,0
SNCAIP,0
CTD-2544H17.1,0
CTD-2280E9.1,0
CTC-210G5.1,0
RP11-166A12.1,0
SNX2,1219
SNX24,30
PPIC,4
RP11-359P5.1,0
AC106786.1,0
PRDM6,0
CEP120,110
CSNK1G3,193
LINC01170,0
CTC-369A16.2,0
CTC-369A16.3,0
CTD-2308B18.4,0
CTD-2308B18.1,0
CTD-2308B18.2,0
CTD-2308B18.3,0
ZNF608,90
RP11-43D2.2,0
RP11-436H11.2,0
RP11-436H11.3,0
RP11-436H11.4,0
RP11-436H11.6,0
RP11-284A20.3,2
RP11-284A20.2,0
RP11-284A20.1,0
RP11-257I8.2,0
RP11-508M8.1,0
RP11-425E13.1,0
RP11-395P13.2,0
RP11-395P13.1,0
RP11-395P13.3,0
RP11-395P13.4,0
RP11-395P13.5,0
RP11-395P13.6,5
RP11-756H20.1,0
RP11-114J13.1,0
CTC-339D2.1,0
GRAMD3,45
RP11-517I3.1,1
ALDH7A1,22
PHAX,465
C5orf48,1
RP11-434D11.4,1
LMNB1,105
3-Mar,99
C5orf63,175
MEGF10,0
CTD-2195M15.3,0
PRRC1,109
CTXN3,0
CTC-548H10.2,0
CTC-228N24.1,2
CTC-228N24.2,0
CTC-228N24.3,248
SLC12A2,126
FBN2,4
SLC27A6,0
ISOC1,198
ADAMTS19-AS1,0
ADAMTS19,0
CTC-575N7.1,0
KIAA1024L,70
CHSY3,0
HINT1,7927
LYRM7,304
CDC42SE2,1318
RAPGEF6,145
CTC-432M15.3,0
FNIP1,138
ACSL6,126
AC034228.4,0
AC034228.3,0
AC034228.2,0
IL3,0
CSF2,1
AC063976.3,0
P4HA2-AS1,0
P4HA2,260
PDLIM4,3
SLC22A4,8
SLC22A5,25
C5orf56,621
AC116366.5,1
AC116366.6,13
IRF1,927
IL5,0
RAD50,710
AC004041.2,0
IL13,0
IL4,3
AC004237.1,0
KIF3A,202
CCNI2,0
8-Sep,22
SOWAHA,0
AC004775.5,0
SHROOM1,7
GDF9,3
UQCRQ,1927
LEAP2,126
AFF4,517
CTC-350I8.1,3
ZCCHC10,668
HSPA4,496
RP11-485M7.3,0
CTB-49A3.2,0
FSTL4,1
CTB-49A3.5,0
CTB-49A3.4,0
CTB-3M24.3,0
CTD-2131I18.1,0
C5orf15,240
VDAC1,2429
CTB-113I20.2,52
TCF7,963
SKP1,3682
CTD-2410N18.5,0
PPP2CA,622
CDKL3,156
CTD-2410N18.3,2
UBE2B,1276
RP11-215P8.3,21
CDKN2AIPNL,295
RP11-215P8.4,0
AC005355.1,0
AC005355.2,4
JADE2,153
SAR1B,295
SEC24A,51
CAMLG,972
DDX46,1609
C5orf24,366
TXNDC15,249
PCBD2,136
CATSPER3,3
PITX1,0
C5orf66,4
CTC-276P9.1,0
CTC-276P9.2,0
CTC-276P9.3,0
CTC-349C3.2,0
H2AFY,2235
CTC-203F4.2,2
C5orf20,0
TIFAB,6
CTB-138E5.1,0
NEUROG1,0
CTC-321K16.1,0
CXCL14,97
CTC-321K16.4,0
RP11-119J18.1,0
SLC25A48,0
IL9,0
GS1-39E22.1,0
LECT2,0
TGFBI,92
VTRNA2-1,1
SMAD5-AS1,0
SMAD5,244
AC009014.3,0
TRPC7,0
TRPC7-AS1,0
TRPC7-AS2,0
RP11-114H21.2,0
CTB-1I21.1,0
SPOCK1,3
KLHL3,45
RP11-381K20.5,1
HNRNPA0,3172
RP11-381K20.4,0
RP11-381K20.2,28
MYOT,0
PKD2L2,20
FAM13B,388
RP11-325L7.1,1
RP11-325L7.2,0
WNT8A,0
NME5,0
BRD8,224
KIF20A,19
CDC23,83
GFRA3,0
CDC25C,18
FAM53C,156
RP11-256P1.1,0
KDM3B,131
REEP2,0
EGR1,77
ETF1,271
HSPA9,544
CTNNA1,73
AC034243.1,1
LRRTM2,1
SIL1,110
CTB-46B19.2,18
MATR3,1458
PAIP2,2471
CTB-43P18.1,10
SLC23A1,18
MZB1,2840
PROB1,0
SPATA24,29
DNAJC18,72
ECSCR,0
AC138517.1,1
TMEM173,529
UBE2D2,2574
CTD-3224K15.3,4
CXXC5,524
CTD-3224K15.2,2
CTB-35F21.1,0
CTB-35F21.2,0
CTB-35F21.3,0
CTB-35F21.5,0
PSD2,1
NRG2,1
CTB-35F21.4,0
LINC01024,11
PURA,172
IGIP,28
CYSTM1,112
PFDN1,531
HBEGF,15
CTC-329D1.3,0
SLC4A9,0
CTC-329D1.2,2
ANKHD1,161
ANKHD1-EIF4EBP3,12
SRA1,380
EIF4EBP3,1
APBB3,61
SLC35A4,206
CD14,80
NDUFA2,1574
TMCO6,109
IK,1050
WDR55,151
DND1,72
HARS,324
HARS2,95
ZMAT2,665
PCDHA1,0
PCDHA2,0
PCDHA3,0
PCDHA4,0
PCDHA5,0
PCDHA6,0
PCDHA7,0
PCDHA8,0
PCDHA9,3
PCDHA10,0
AC005609.1,10
PCDHA11,0
PCDHA12,0
PCDHA13,0
PCDHAC1,0
PCDHAC2,0
PCDHB1,0
PCDHB2,0
AC005754.7,0
PCDHB3,0
AC005754.8,0
PCDHB4,0
PCDHB5,0
PCDHB6,0
PCDHB17,0
PCDHB7,1
PCDHB8,0
PCDHB16,1
PCDHB10,0
PCDHB11,1
PCDHB12,0
PCDHB13,0
PCDHB14,0
PCDHB15,0
SLC25A2,0
TAF7,2126
AC005618.6,5
PCDHGA1,0
PCDHGA2,0
PCDHGA3,0
PCDHGB1,0
PCDHGA4,0
PCDHGB2,1
PCDHGA5,0
PCDHGB3,0
PCDHGA6,0
PCDHGA7,0
PCDHGB4,0
PCDHGA8,0
PCDHGA9,0
PCDHGB6,1
PCDHGA10,3
PCDHGB7,0
PCDHGA11,0
PCDHGA12,0
PCDHGC3,0
PCDHGC4,0
PCDHGC5,0
DIAPH1,352
CTD-2024I7.13,0
AC008781.7,2
HDAC3,453
RELL2,69
FCHSD1,61
ARAP3,4
PCDH1,1
KIAA0141,175
PCDH12,0
AC005740.6,0
RNF14,137
AC005740.5,0
GNPDA1,104
NDFIP1,680
SPRY4,0
AC005592.2,0
FGF1,0
AC005592.3,0
AC005592.1,0
ARHGAP26,128
ARHGAP26-AS1,0
NR3C1,858
CTD-2050E21.1,2
CTD-2050E21.2,0
HMHB1,92
YIPF5,384
KCTD16,1
CTC-367F4.1,0
CTC-806A22.1,0
CTB-73N10.1,0
PRELID2,38
GRXCR2,0
SH3RF2,1
PLAC8L1,0
RP11-118M9.3,0
LARS,860
RBM27,730
CTC-359M8.1,0
POU4F3,0
CTC-359M8.3,1
CTB-1H10.1,0
TCERG1,378
GPR151,0
CTB-99A3.1,0
PPP2R2B,164
CTC-255N20.1,0
STK32A,0
DPYSL3,0
CTB-108O6.2,0
JAKMIP2,104
SPINK1,0
SCGB3A2,2
C5orf46,0
CTC-327F10.5,0
CTC-327F10.4,0
SPINK5,0
SPINK14,0
SPINK6,0
CTC-295J13.3,0
SPINK13,0
RP11-373N22.3,3
SPINK7,0
AC091948.1,0
SPINK9,0
FBXO38,128
CTD-2283N19.1,26
HTR4,1
ADRB2,298
SH3TC2,6
RP11-44B19.1,0
CTC-529P8.1,0
ABLIM3,0
RP11-331K21.1,0
AC012613.2,0
AFAP1L1,3
GRPEL2,54
GRPEL2-AS1,0
PCYOX1L,28
IL17B,0
RP11-394O4.3,1
MIR143HG,17
AC131025.8,14
MIR145,16
CSNK1A1,1170
ARHGEF37,19
PPARGC1B,44
PDE6A,14
SLC26A2,207
TIGD6,21
HMGXB3,168
CSF1R,20
PDGFRB,10
CDX1,0
SLC6A7,0
CAMK2A,0
ARSI,0
TCOF1,287
CD74,29459
RPS14,76667
CTC-367J11.1,0
NDST1,8
SYNPO,3
CTB-140J7.2,0
MYOZ3,9
CTC-345K18.2,0
RBM22,456
DCTN4,117
SMIM3,0
AC010441.1,0
IRGM,17
ZNF300,5
GPX3,4
TNIP1,607
ANXA6,860
CTB-17P3.4,1
CCDC69,1097
GM2A,36
SLC36A3,2
SLC36A2,0
SLC36A1,30
FAT2,0
CTC-251D13.1,4
CTB-113P19.4,0
SPARC,5
CTB-113P19.1,0
CTB-113P19.5,11
ATOX1,416
CTB-113P19.3,0
G3BP1,554
GLRA1,14
CTB-12O2.1,1
NMUR2,0
AC091969.1,0
GRIA1,0
AC091962.3,0
RP11-461L18.1,0
FAM114A2,126
MFAP3,41
GALNT10,89
SAP30L-AS1,3
SAP30L,38
HAND1,0
CTB-158E9.1,0
LARP1,335
FAXDC2,31
CNOT8,463
GEMIN5,48
MRPL22,526
KIF4B,12
SGCD,2
CTC-340I23.2,0
TIMD4,8
HAVCR1,2
HAVCR2,93
CTB-120L21.1,0
MED7,274
ITK,504
FAM71B,0
CTB-4E7.1,0
CTC-248O19.1,7
CYFIP2,669
FNDC9,0
CTB-47B11.3,5
ADAM19,193
NIPAL4,3
AC106801.1,2
SOX30,1
C5orf52,0
AC008694.3,0
THG1L,154
AC026407.1,0
LSM11,21
CLINT1,596
CTC-436K13.5,30
CTC-436K13.1,59
CTC-436K13.6,4
CTC-436K13.3,10
CTC-436K13.2,14
RP11-542A14.1,9
RP11-542A14.2,17
RP11-32D16.1,0
EBF1,626
CTD-2363C16.1,4
CTD-2363C16.2,0
RP11-175K6.1,59
RNF145,114
CTB-11I22.1,0
CTB-11I22.2,0
UBLCP1,279
AC008697.1,25
IL12B,2
AC008703.1,0
AC008691.1,0
AC011343.1,0
ADRA1B,0
TTC1,695
PWWP2A,204
FABP6,1
CTB-127C13.1,2
CCNJL,8
C1QTNF2,4
C5orf54,9
SLU7,419
PTTG1,726
MIR146A,19
ATP10B,1
CTC-348L5.1,0
CTC-529G1.1,0
RP11-109J4.1,0
GABRB2,1
GABRA6,0
RP11-348M17.2,0
GABRA1,0
GABRG2,0
RP11-96G10.1,0
RP11-167P20.1,0
RP11-541P9.3,0
CCNG1,1016
AC112205.1,0
NUDCD2,662
HMMR,213
RP11-80G7.1,0
MAT2B,405
CTC-207P7.1,0
CTB-32P11.1,0
CTC-340A15.2,4
CTD-2313P7.1,0
CTB-181F24.1,0
CTC-535M15.2,0
RP11-67M9.1,0
CTB-7E3.1,0
CTC-264O10.2,0
CTC-264O10.1,0
TENM2,2
CTB-180C19.1,0
CTC-286N12.1,0
CTB-105L4.2,0
CTB-78F1.1,3
CTC-353G13.1,0
CTB-77H17.1,0
CTB-178M22.1,0
CTB-178M22.2,0
WWC1,7
RARS,296
FBLL1,1
PANK3,140
CTC-558O2.2,0
SLIT3,5
CTC-558O2.1,1
CTB-174D11.2,0
CTB-174D11.1,0
SPDL1,116
DOCK2,272
CTB-37A13.1,0
FAM196B,1
FOXI1,0
CTB-27N1.1,0
C5orf58,1
LCP2,400
CTB-114C7.4,0
CTB-114C7.3,4
KCNIP1,1
KCNMB1,39
CTD-2270F17.1,0
CTB-147C13.1,0
CTC-265N9.1,0
MIR4454,0
GABRP,0
RANBP17,8
TLX3,0
NPM1,12888
FGF18,0
CTB-78H18.1,0
SMIM23,0
FBXW11,149
STK10,517
EFCAB9,0
UBTD2,23
SH3PXD2B,0
CTB-54I1.1,0
AC027309.1,0
NEURL1B,15
CTB-79E8.2,0
RP11-779O18.1,0
RP11-779O18.3,2
DUSP1,495
RP11-536N17.1,0
ERGIC1,691
CTC-308K20.1,27
CTC-308K20.2,5
RPL26L1,426
ATP6V0E1,2588
CREBRF,433
CTC-209H22.3,2
BNIP1,88
NKX2-5,0
STC2,0
CTB-32H22.1,0
CTB-164N12.1,0
CTB-33O18.1,0
CTB-33O18.2,0
CTB-33O18.3,0
BOD1,59
CTB-43E15.1,0
CTB-43E15.2,0
CTB-43E15.3,5
CTB-43E15.4,0
CPEB4,90
C5orf47,0
NSG2,0
RP11-619L12.3,0
RP11-619L12.4,0
CTC-430J12.2,0
RP11-267A15.1,1
RP11-267A15.3,0
MSX2,7
CTD-2532K18.1,0
CTD-2532K18.2,0
CTC-281M20.1,0
CTC-281M20.4,0
DRD1,0
SFXN1,538
HRH2,82
CPLX2,0
THOC3,773
RP11-91H12.3,0
RP11-826N14.1,4
RP11-826N14.2,7
FAM153B,138
RP11-844P9.1,0
RP11-826N14.4,1
RP11-844P9.2,16
SIMC1,131
KIAA1191,177
RP11-843P14.2,0
RP11-843P14.1,1
ARL10,62
NOP16,164
HIGD2A,2111
CLTB,61
FAF2,229
RNF44,220
CDHR2,0
GPRIN1,1
SNCB,0
EIF4E1B,0
TSPAN17,64
RP11-375B1.1,0
RP11-375B1.2,0
RP11-375B1.3,0
UNC5A,0
HK3,16
UIMC1,251
ZNF346,83
FGFR4,0
NSD1,967
RAB24,39
MXD3,196
PRELID1,739
LMAN2,1039
RGS14,407
SLC34A1,2
PFN3,0
F12,23
GRK6,164
PRR7-AS1,6
PRR7,111
DBN1,205
PDLIM7,87
RP11-1334A24.6,0
DOK3,202
DDX41,190
FAM193B,63
RP11-1277A3.3,3
TMED9,1017
B4GALT7,156
RP11-1277A3.1,2
RP11-1101H11.1,0
FAM153A,36
RP11-1026M7.2,24
RP11-1026M7.3,1
RP11-423H2.5,0
RP11-1252I4.2,0
RP11-423H2.3,15
PROP1,0
FAM153C,17
N4BP3,21
RMND5B,208
NHP2,1035
HNRNPAB,189
PHYKPL,506
COL23A1,2
RP11-1259L22.1,0
CLK4,572
ZNF354A,100
ZNF354B,114
ZFP2,2
RP11-281O15.8,0
ZNF454,4
RP11-281O15.4,0
GRM6,11
ZNF879,60
ZNF354C,26
ADAMTS2,6
RP11-443C10.2,0
RP11-443C10.1,0
RP11-798K23.1,0
RP11-798K23.4,0
RUFY1,107
RP11-1379J22.2,0
HNRNPH1,1677
C5orf60,0
AC136604.1,0
RP11-1379J22.5,6
CBY3,1
CANX,779
MAML1,85
LTC4S,0
MGAT4B,29
SQSTM1,595
C5orf45,195
CTC-241N9.1,23
TBC1D9B,99
RNF130,241
CTC-563A5.2,0
RASGEF1C,0
MAPK9,78
CTB-129O4.1,10
GFPT2,1
CTC-573N18.1,0
CNOT6,48
SCGB3A1,9
FLT4,5
RP11-451H23.3,0
OR2Y1,0
MGAT1,592
LINC00847,182
ZFP62,161
BTNL8,0
BTNL3,0
BTNL9,16
OR2V1,0
OR2V2,0
CTC-338M12.2,0
CTC-338M12.5,40
TRIM7,5
CTC-338M12.6,1
CTC-338M12.1,1
TRIM41,142
CTC-338M12.7,1
GNB2L1,28670
CTC-338M12.4,56
TRIM52,202
AC008443.1,5
TRIM52-AS1,198
CTC-338M12.9,1
AC138035.2,1
AC138035.1,0
OR4F3,0
LINC00266-3,0
RP3-416J7.4,129
RP3-416J7.5,0
DUSP22,302
IRF4,619
EXOC2,114
RP1-20B11.2,0
HUS1B,5
RP11-532F6.3,23
RP11-532F6.4,0
RP11-532F6.5,0
RP11-284J1.1,0
RP5-1077H22.2,0
RP5-1077H22.1,0
RP5-856G1.1,0
AL033381.1,0
FOXQ1,0
RP4-668J24.2,0
FOXF2,0
RP11-157J24.2,7
FOXC1,1
GMDS,26
GMDS-AS1,104
RP1-136B1.1,0
C6orf195,1
RP11-145H9.3,0
MYLK4,3
WRNIP1,69
SERPINB1,934
RP11-420G6.4,35
SERPINB9,298
RP1-90J20.2,0
SERPINB6,158
LINC01011,23
NQO2,178
RP1-90J20.8,0
RP1-90J20.12,9
RP1-40E16.2,0
RIPK1,81
RP1-40E16.12,3
BPHL,80
RP1-40E16.11,1
TUBB2A,24
RP1-40E16.9,0
TUBB2B,2
PSMG4,441
SLC22A23,11
RP11-506K6.4,1
RP1-223B1.1,0
PXDC1,1
RP11-420L9.5,0
FAM50B,113
RP1-140K8.1,0
RP1-140K8.5,0
C6ORF50,0
RP3-406P24.4,0
RP3-406P24.3,0
PRPF4B,840
FAM217A,0
C6orf201,0
ECI2,429
RP3-400B16.4,0
RP3-400B16.1,1
RP3-400B16.3,0
RP3-527G5.1,0
RP11-274H24.1,23
RP4-529N6.2,0
RP4-529N6.1,2
CDYL,97
RP3-430A16.1,0
RPP40,46
RP11-428J1.5,7
RP11-428J1.4,1
PPP1R3G,0
LYRM4,515
FARS2,177
RP1-232P20.1,1
RP1-256G22.2,2
RP3-380B8.4,3
NRN1,11
F13A1,19
LY86-AS1,22
LY86,574
RP1-80N2.3,5
RP1-80N2.2,7
RP3-470L22.1,0
RP3-429O6.1,0
RP11-556O15.1,0
RREB1,122
SSR1,792
RP11-69L16.4,0
CAGE1,10
RIOK1,217
RP3-512B11.3,0
DSP,9
SNRNP48,271
BMP6,0
TXNDC5,0
BLOC1S5-TXNDC5,0
BLOC1S5,256
EEF1E1-BLOC1S5,0
EEF1E1,502
RP11-203H2.1,0
RP11-203H2.2,0
SLC35B3,162
HULC,0
RP11-314C16.1,0
RP11-354I10.1,0
OFCC1,1
TFAP2A,0
TFAP2A-AS1,3
RP1-290I10.3,0
LINC00518,0
RP1-290I10.7,1
RP1-290I10.5,0
GCNT2,90
RP11-360O19.4,0
GCNT6,0
C6orf52,6
PAK1IP1,145
TMEM14C,656
RP11-421M1.8,12
TMEM14B,1389
SYCP2L,0
RP11-637O19.3,0
MAK,8
GCM2,0
RP11-637O19.2,9
ELOVL2,1
ELOVL2-AS1,1
SMIM13,18
ERVFRD-1,0
RP3-510L9.1,0
NEDD9,245
RP11-716O23.1,0
RP11-716O23.2,0
TMEM170B,25
RP11-679B17.2,0
ADTRP,91
RP3-413H6.2,1
RP11-456H18.1,0
RP11-456H18.2,0
HIVEP1,87
EDN1,1
RP11-125M16.1,0
PHACTR1,655
RP1-257A7.4,15
TBC1D7,244
RP1-257A7.5,23
GFOD1,59
AL583828.1,0
GFOD1-AS1,0
SIRT5,122
RP1-223E5.4,22
NOL7,1102
AL441883.1,8
RANBP9,160
MCUR1,67
RP3-500L14.2,1
RNF182,0
RP3-380E11.2,0
CD83,80
RP11-359N11.1,0
LINC01108,0
RP3-448I9.2,0
RP3-448I9.1,0
RP11-330A16.1,0
RP11-146I2.1,0
RP11-560J1.2,0
JARID2,497
JARID2-AS1,1
DTNBP1,441
RP11-401E14.2,0
MYLIP,328
GMPR,3
ATXN1,253
RP1-151F17.1,2
RP1-151F17.2,16
STMND1,24
RBM24,0
CAP2,0
FAM8A1,46
NUP153,165
RP11-500C11.3,60
KIF13A,27
NHLRC1,6
TPMT,186
KDM1B,106
DEK,2033
RNF144B,135
RP11-686D16.1,0
RP1-167F1.2,0
RP3-471C18.2,0
RP3-471C18.1,0
RP4-625H18.2,0
ID4,0
MBOAT1,89
RP11-239H6.2,0
E2F3,158
CDKAL1,122
RP3-348I23.2,0
RP1-135L22.1,0
RP11-204E9.1,0
SOX4,1716
CASC15,54
CASC14,0
RP11-524C21.2,1
RP3-404K8.2,0
PRL,0
HDGFL1,0
RP1-309H15.2,0
RP1-209A6.1,0
RP11-439H9.1,0
NRSN1,2
DCDC2,1
KAAG1,0
MRS2,230
GPLD1,9
ALDH5A1,102
KIAA0319,1
TDP2,324
ACOT13,179
RP1-30M3.5,2
C6orf62,1063
RP1-30M3.6,1
RP3-369A17.4,0
GMNN,276
C6orf229,1
FAM65B,1741
RP11-367G6.3,71
RP3-425P12.5,3
RP3-425P12.1,0
RP3-425P12.2,0
RP3-522P13.3,0
LRRC16A,53
SCGN,0
HIST1H2AA,0
HIST1H2BA,0
SLC17A4,0
SLC17A1,0
SLC17A3,2
SLC17A2,0
TRIM38,935
U91328.21,1
U91328.20,3
U91328.19,27
U91328.22,2
HIST1H1A,33
HIST1H3A,40
HIST1H4A,38
HIST1H4B,7
HIST1H3B,12
HIST1H2AB,11
HIST1H2BB,9
HIST1H3C,14
HIST1H1C,2728
HFE,75
HIST1H4C,6031
HIST1H1T,0
HIST1H2BC,86
HIST1H2AC,705
HIST1H1E,2028
HIST1H2BD,164
HIST1H2BE,2
HIST1H4D,3
HIST1H3D,69
HIST1H2AD,18
HIST1H2BF,58
HIST1H4E,99
HIST1H2BG,47
HIST1H2AE,69
HIST1H3E,2
HIST1H1D,3042
HIST1H4F,3
HIST1H4G,0
HIST1H3F,9
HIST1H2BH,24
HIST1H3G,30
HIST1H2BI,6
HIST1H4H,53
BTN3A2,1220
BTN2A2,146
BTN3A1,243
BTN3A3,181
BTN2A1,209
BTN1A1,0
HCG11,100
CTA-14H9.5,6
HMGN4,74
ABT1,507
ZNF322,93
RP11-457M11.5,23
LINC00240,1
RP11-239L20.6,0
RP1-86C11.7,1
HIST1H2BJ,47
HIST1H2AG,43
HIST1H2BK,967
HIST1H4I,13
HIST1H2AH,128
PRSS16,3
POM121L2,0
ZNF391,8
RP1-153G14.4,1
ZNF184,101
HIST1H2BL,5
HIST1H2AI,12
HIST1H3H,6
HIST1H2AJ,54
HIST1H2BM,6
HIST1H4J,9
HIST1H4K,6
HIST1H2AK,43
HIST1H2BN,162
HIST1H2AL,48
HIST1H1B,356
HIST1H3I,7
HIST1H4L,2
HIST1H3J,6
HIST1H2AM,123
HIST1H2BO,3
OR2B2,0
OR2B6,5
RP1-313I6.12,181
ZNF165,17
ZSCAN16-AS1,285
ZSCAN16,104
RP1-265C24.8,3
ZKSCAN8,55
ZSCAN9,52
ZKSCAN4,47
NKAPL,23
PGBD1,32
ZSCAN31,21
ZKSCAN3,20
ZSCAN12,30
ZSCAN23,4
GPX6,0
GPX5,0
SCAND3,0
LINC00533,0
XXbac-BPG308K3.5,1
XXbac-BPG308K3.6,1
HCG14,1
TRIM27,406
C6orf100,0
HCG15,5
HCG16,0
ZNF311,2
OR2W1,0
OR2B3,0
OR2J1,0
OR2J3,0
XXbac-BCX196D17.5,0
OR2J2,0
XXbac-BPG308J9.3,0
OR14J1,0
OR5V1,0
OR12D3,0
OR12D2,0
OR11A1,0
OR10C1,0
OR2H1,0
MAS1L,0
XXbac-BPG13B8.10,0
LINC01015,0
UBD,0
GABBR1,34
OR2H2,0
MOG,8
ZFP57,0
HLA-F,1708
XXbac-BPG170G13.32,0
HLA-G,596
HLA-A,18263
HCG9,1
ZNRD1-AS1,114
ZNRD1,780
PPP1R11,709
RNF39,0
TRIM31,6
TRIM31-AS1,0
TRIM40,0
TRIM10,3
TRIM15,0
TRIM26,144
HCG17,0
HCG18,341
TRIM39,46
TRIM39-RPP21,0
RPP21,133
HLA-E,9768
XXbac-BPG249D20.9,0
GNL1,282
PRR3,159
ABCF1,377
PPP1R10,605
MRPS18B,619
ATAT1,93
C6orf136,126
DHX16,152
PPP1R18,1330
NRM,152
MDC1,76
MDC1-AS1,1
TUBB,4863
XXbac-BPG252P9.9,2
FLOT1,449
XXbac-BPG252P9.10,13
IER3,61
HCG20,0
XXbac-BPG27H4.8,7
DDR1-AS1,62
DDR1,16
GTF2H4,2
VARS2,39
SFTA2,0
DPCR1,0
HCG21,0
MUC21,1
MUC22,0
HCG22,0
C6orf15,0
PSORS1C1,7
CDSN,0
PSORS1C2,0
CCHCR1,76
TCF19,164
POU5F1,21
XXbac-BPG299F13.17,177
HCG27,19
XXbac-BPG299F13.14,0
HLA-C,26950
XXbac-BPG248L24.13,0
HLA-B,32655
XXbac-BPG181B23.7,61
MICA,104
LINC01149,0
MICB,97
MCCD1,0
ATP6V1G2-DDX39B,0
DDX39B,1455
DDX39B-AS1,1
ATP6V1G2,9
NFKBIL1,115
LTA,61
TNF,82
LTB,8420
LST1,1024
NCR3,466
AIF1,1105
PRRC2A,242
BAG6,237
APOM,59
C6orf47,270
C6orf47-AS1,5
GPANK1,404
CSNK2B,1117
CSNK2B-LY6G5B-1181,0
LY6G5B,12
LY6G5C,32
ABHD16A,9
XXbac-BPG32J3.20,0
LY6G6F,0
MEGT1,0
LY6G6E,0
LY6G6D,0
C6orf25,5
LY6G6C,0
DDAH2,814
CLIC1,4127
MSH5,35
MSH5-SAPCD1,2
SAPCD1,1
SAPCD1-AS1,1
VWA7,1
VARS,44
LSM2,1235
HSPA1L,19
HSPA1A,111
HSPA1B,56
C6orf48,4061
NEU1,124
SLC44A4,5
EHMT2,263
EHMT2-AS1,1
C2,30
ZBTB12,0
CFB,0
CFB,0
NELFE,470
SKIV2L,58
DXO,136
STK19,130
C4A,1
C4A-AS1,1
AL645922.1,0
C4B,0
C4B-AS1,0
CYP21A2,0
TNXB,0
ATF6B,1053
FKBPL,32
PRRT1,15
PPT2,7
PPT2-EGFL8,3
EGFL8,16
AGPAT1,173
RNF5,556
AGER,35
PBX2,117
GPSM3,3512
NOTCH4,78
XXbac-BPG154L12.4,10
C6orf10,0
HCG23,4
BTNL2,0
HLA-DRA,19447
HLA-DRB5,1696
HLA-DRB1,5927
HLA-DQA1,1552
HLA-DQB1,2029
HLA-DQB1-AS1,2
XXbac-BPG254F23.7,0
HLA-DQA2,49
HLA-DQB2,108
HLA-DOB,188
TAP2,0
TAP2,230
PSMB8,2407
TAPSAR1,1469
PSMB9,3011
TAP1,782
HLA-DMB,1171
XXbac-BPG181M17.5,0
HLA-DMA,2139
BRD2,934
XXbac-BPG181M17.6,1
HLA-DOA,213
HLA-DPA1,4759
HLA-DPB1,8332
HCG24,6
COL11A2,5
RXRB,177
SLC39A7,166
HSD17B8,120
RING1,279
HCG25,12
VPS52,49
RPS18,104088
B3GALT4,272
WDR46,284
PFDN6,453
RGL2,289
TAPBP,1403
ZBTB22,44
DAXX,433
KIFC1,101
PHF1,563
CUTA,2137
SYNGAP1,84
ZBTB9,31
BAK1,205
GGNBP1,2
LINC00336,3
ITPR3,56
UQCC2,458
SBP1,0
IP6K3,0
LEMD2,65
MLN,0
LINC01016,0
RP3-468B3.2,1
GRM4,3
HMGA1,576
C6orf1,308
RP11-513I15.6,13
NUDT3,312
RPS10-NUDT3,0
RPS10,9029
PACSIN1,9
SPDEF,0
C6orf106,125
RP11-140K17.3,87
SNRPC,826
UHRF1BP1,61
TAF11,425
ANKS1A,28
TCP11,0
SCUBE3,6
RP3-329A5.8,7
ZNF76,139
DEF6,432
PPARD,45
FANCE,12
RPL10A,34559
TEAD3,6
TULP1,0
RP3-340B19.3,0
FKBP5,965
RP3-510O8.4,5
ARMC12,6
CLPSL2,0
CLPSL1,0
CLPS,0
LHFPL5,0
SRPK1,404
SLC26A8,11
MAPK14,213
MAPK13,126
RP1-179N16.6,16
BRPF3,41
PNPLA1,3
C6orf222,0
ETV7,9
RP1-50J22.4,0
PXT1,0
KCTD20,274
STK38,449
SRSF3,3658
CDKN1A,28
RAB44,0
CPNE5,18
PPIL1,104
C6orf89,214
RP1-90K10.4,0
PI16,27
MTCH1,279
FGD2,241
COX6A1P2,403
PIM1,430
TMEM217,38
TBC1D22B,58
RNF8,235
CMTR1,47
CCDC167,581
RP1-153P14.8,2
RP1-153P14.5,2
MDGA1,38
RP3-441A12.1,1
ZFAND3,96
BTBD9,22
BTBD9-AS1,0
GLO1,1157
RP3-503A6.2,0
DNAH8,0
RP1-207H1.3,0
GLP1R,0
SAYSD1,157
KCNK5,1
KCNK17,18
KCNK16,0
KIF6,19
DAAM2,0
RP11-61I13.3,0
MOCS1,1
RP11-552E20.1,0
TDRG1,0
LINC00951,1
RP11-552E20.4,0
LRFN2,7
RP11-570K4.1,0
UNC5CL,9
OARD1,626
TSPO2,3
APOBEC2,1
NFYA,93
TREML1,0
TREM2,0
TREML2,20
TREML4,0
TREM1,10
NCR2,0
RP11-328M4.2,0
