,BMET8_Distal
EOGT,27
CTD-2013N24.2,0
TMF1,383
UBA3,277
ARL6IP5,1321
LMOD3,169
FRMD4B,103
RP11-62G11.2,0
RP11-444P10.1,0
MITF,14
RP11-460N16.1,22
RP11-231I13.2,0
FOXP1,1194
FOXP1-AS1,0
RP11-154H23.3,35
EIF4E3,163
GPR27,16
PROK2,4
LINC00877,32
RP11-398A8.4,0
LINC00870,0
RP11-433A10.3,0
RP11-433A10.2,0
RP11-447M4.1,0
RYBP,172
RP11-654C22.2,0
SHQ1,44
GXYLT2,0
PPP4R2,297
EBLN2,59
PDZRN3,0
PDZRN3-AS1,0
RP11-20B7.1,0
RP11-508O18.1,0
CNTN3,0
RP11-803B1.8,12
CTD-2026G6.3,0
FRG2C,0
LINC00960,1
ZNF717,56
ROBO2,0
RP11-354H21.1,0
RP11-354H21.2,0
RP11-314M24.1,0
ROBO1,2
RP11-47P18.1,0
RP11-47P18.2,0
RP11-6B4.1,0
RP11-520D19.1,0
RP11-520D19.2,0
GBE1,55
RP11-142L1.1,0
RP11-359D24.1,0
RP11-260O18.1,0
LINC00971,10
RP11-735B13.2,0
CADM2,0
CADM2-AS2,0
CADM2-AS1,0
RP11-789F5.1,0
RP11-331K15.1,0
VGLL3,1
CHMP2B,262
POU1F1,0
RP11-451B8.1,1
HTR1F,23
CGGBP1,567
RP11-159G9.5,28
ZNF654,78
C3orf38,121
EPHA3,0
PROS1,2
ARL13B,68
STX19,0
DHFRL1,56
NSUN3,147
LINC00879,0
MTRNR2L12,7203
EPHA6,0
ARL6,10
CRYBG3,27
CRYBG3,14
MINA,98
OR5AC2,0
RP11-343D2.11,0
OR5H1,0
OR5H14,0
OR5H15,0
RP11-325B23.2,0
OR5H6,0
OR5H2,0
OR5K4,0
OR5K3,0
OR5K1,0
OR5K2,0
CLDND1,454
CPOX,62
RP11-227H4.5,0
GPR15,0
ST3GAL6-AS1,0
ST3GAL6,83
DCBLD2,13
CTD-2021J15.1,0
LINC00973,0
RP11-779P15.1,0
RP11-779P15.2,0
RP11-201E8.1,0
COL8A1,0
RP11-383I23.2,1
CMSS1,235
FILIP1L,13
TMEM30C,0
TBC1D23,123
NIT2,161
RP11-114I8.4,2
TOMM70A,111
LNP1,16
TMEM45A,6
GPR128,0
TFG,186
ABI3BP,2
IMPG2,5
SENP7,186
TRMT10C,313
PCNP,903
ZBTB11,158
ZBTB11-AS1,45
RPL24,19791
CEP97,81
NXPE3,150
RP11-49I4.3,0
NFKBIZ,254
RP11-221J22.1,0
RP11-221J22.2,1
ZPLD1,0
RP11-280H21.1,0
ALCAM,81
CBLB,227
LINC00882,2
LINC00883,14
RP11-446H18.5,0
RP11-446H18.6,1
CCDC54,0
RP11-115H18.1,1
BBX,577
LINC00635,0
LINC00636,0
CD47,718
RP11-861A13.4,103
IFT57,174
HHLA2,4
MYH15,0
KIAA1524,78
DZIP3,108
RETNLB,0
TRAT1,871
GUCA1C,0
MORC1,0
MORC1-AS1,0
RP11-59E19.1,0
RP11-59E19.4,0
LINC00488,0
DPPA2,1
DPPA4,26
RP11-702L6.4,2
RP11-457K10.1,0
RP11-119D18.1,0
RP11-553A10.1,0
PVRL3-AS1,0
PVRL3,2
CD96,285
RP11-615J4.3,0
ZBED2,0
PLCXD2,6
PLCXD2-AS1,0
PHLDB2,35
ABHD10,72
TAGLN3,1
TMPRSS7,12
C3orf52,19
GCSAM,70
RP11-757F18.5,1
SLC9C1,1
RP11-90K6.1,1
CD200,41
RP11-231E6.1,1
BTLA,61
ATG3,579
SLC35A5,81
RP11-572C15.6,2
CCDC80,0
RP11-572C15.5,6
CD200R1L,0
CD200R1,27
RP11-484K9.4,9
GTPBP8,156
C3orf17,173
RP11-572M11.4,2
RP11-572M11.1,0
RP11-572M11.3,0
BOC,0
WDR52,33
WDR52-AS1,0
SPICE1,54
SIDT1,68
SIDT1-AS1,147
KIAA2018,143
NAA50,381
RP11-271C24.2,0
ATP6V1A,195
GRAMD1C,6
RP11-255E6.6,0
ZDHHC23,16
KIAA1407,78
QTRTD1,91
DRD3,0
RP11-553L6.2,59
ZNF80,40
TIGIT,201
RP11-553L6.5,48
ZBTB20,288
ZBTB20-AS1,2
RP11-197K3.1,0
ZBTB20-AS2,7
ZBTB20-AS3,0
ZBTB20-AS4,6
RP11-190P13.2,1
GAP43,0
LSAMP,3
LSAMP-AS1,0
LINC00903,0
TUSC7,0
LINC00901,0
RP11-384F7.2,0
RP11-768G7.2,0
RP11-768G7.3,0
RP11-384F7.1,1
IGSF11,1
IGSF11-AS1,0
C3orf30,0
RP11-484M3.5,0
UPK1B,4
B4GALT4,156
B4GALT4-AS1,0
ARHGAP31,20
ARHGAP31-AS1,1
TMEM39A,72
POGLUT1,107
RP11-190C22.8,6
TIMMDC1,235
CD80,3
RP11-190C22.9,1
ADPRH,19
PLA1A,0
POPDC2,7
COX17,1010
MAATS1,0
RP11-169N13.4,0
NR1I2,0
GSK3B,181
RP11-18H7.1,9
GPR156,0
LRRC58,280
RP11-174O3.3,0
FSTL1,1
NDUFB4,1540
HGD,0
RABL3,105
GTF2E1,38
RP11-500K19.1,0
STXBP5L,0
POLQ,93
ARGFX,0
FBXO40,1
HCLS1,1032
GOLGB1,473
IQCB1,126
EAF2,175
SLC15A2,20
ILDR1,1
CD86,117
CASR,0
CSTA,2146
CCDC58,137
FAM162A,422
WDR5B,53
RP11-299J3.8,46
KPNA1,181
PARP9,253
DTX3L,204
PARP15,98
PARP14,617
HSPBAP1,63
DIRC2,28
RP11-67L2.2,28
SEMA5B,0
PDIA5,28
SEC22A,44
RP11-797D24.3,1
ADCY5,0
RP11-797D24.4,2
PTPLB,107
MYLK-AS1,17
MYLK,17
MYLK-AS2,0
RP11-9N20.3,0
CCDC14,409
ROPN1,0
KALRN,21
UMPS,102
RP11-71H17.9,2
ITGB5,3
ITGB5-AS1,0
MUC13,0
HEG1,68
SLC12A8,3
ZNF148,384
SNX4,140
OSBPL11,135
RP11-379B18.6,0
RP11-379B18.5,5
RP11-666A20.4,5
ALG1L,2
ROPN1B,0
SLC41A3,103
RP11-158I23.1,0
RP11-124N2.1,0
ALDH1L1,11
ALDH1L1-AS1,0
ALDH1L1-AS2,0
RP11-71E19.1,0
RP11-71E19.2,0
KLF15,3
RP11-71E19.5,0
CCDC37,0
ZXDC,54
UROC1,0
CHST13,6
C3orf22,0
TXNRD3,2
TXNRD3NB,0
CHCHD6,52
PLXNA1,6
C3orf56,0
RP11-88I21.2,0
RP11-59J16.1,0
RP11-59J16.2,0
TPRA1,48
MCM2,82
PODXL2,2
ABTB1,273
MGLL,60
KBTBD12,8
SEC61A1,222
RUVBL1,154
RUVBL1-AS1,0
EEFSEC,88
DNAJB8,0
DNAJB8-AS1,0
GATA2,49
RP11-475N22.4,19
C3orf27,1
RPN1,265
RAB7A,683
RP11-723O4.9,3
RP11-723O4.2,0
ACAD9,44
KIAA1257,12
RP11-723O4.6,0
EFCC1,1
GP9,3
RAB43,0
ISY1-RAB43,0
RP11-434H6.6,3
ISY1,210
RP11-434H6.7,19
CNBP,1766
COPG1,108
HMCES,96
H1FX,30
H1FX-AS1,15
EFCAB12,1
MBD4,467
IFT122,49
RHO,0
H1FOO,0
PLXND1,114
TMCC1,44
TMCC1-AS1,35
RP11-93K22.6,0
TRH,12
RP11-93K22.13,1
RP11-77P16.4,16
COL6A5,5
COL6A6,2
PIK3R4,63
ATP2C1,124
RP11-39E3.3,0
ASTE1,97
NEK11,7
RP11-265F19.1,0
NUDT16,482
MRPL3,414
RP11-517B11.4,3
CPNE4,0
ACPP,30
DNAJC13,137
ACAD11,11
NPHP3,133
ACKR4,8
UBA5,99
NPHP3-AS1,0
RP11-469L4.1,0
TMEM108,6
RP11-402L6.1,0
BFSP2,9
BFSP2-AS1,3
RP11-91K8.5,1
CDV3,272
TOPBP1,202
TF,0
SRPRB,130
RAB6B,7
C3orf36,0
SLCO2A1,0
RP11-202A13.1,0
RYK,109
RP11-200A1.1,0
RP11-375I20.6,0
AMOTL2,0
ANAPC13,325
CEP63,197
EPHB1,7
KY,0
PPP2R3A,19
RP11-305O4.3,0
MSL2,141
PCCB,58
STAG1,238
RP11-102M11.2,8
SLC35G2,42
RP11-731C17.2,6
RP11-85F14.5,71
NCK1,346
IL20RB,5
IL20RB-AS1,0
SOX14,0
RP11-2A4.3,0
RP11-2A4.4,0
CLDN18,1
RP11-461M2.2,0
DZIP1L,2
A4GNT,0
DBR1,33
ARMC8,265
NME9,4
MRAS,1
ESYT3,1
CEP70,76
FAIM,99
PIK3CB,140
RP11-548O1.3,0
FOXL2,0
C3orf72,0
PRR23A,14
MRPS22,166
PRR23B,0
PRR23C,0
BPESC1,0
RP11-219D15.3,0
COPB2,201
RP11-319G6.1,15
RBP2,1
RP11-319G6.3,0
RBP1,0
NMNAT3,81
RP11-442N1.2,4
RP11-442N1.1,0
RP11-166D18.1,0
CLSTN2,2
RP11-68L1.2,0
RP11-68L1.1,0
CLSTN2-AS1,0
TRIM42,0
RP11-691G17.1,0
SLC25A36,231
SPSB4,0
RP11-231L11.1,0
ACPL2,25
RP11-438D8.2,0
ZBTB38,342
RASA2,304
RP11-340E6.1,1
RNF7,901
GRK7,1
ATP1B3,407
ATP1B3-AS1,1
RP11-271K21.11,0
TFDP2,440
RP11-485G4.2,115
GK5,97
XRN1,425
ATR,108
PLS1,13
PLS1-AS1,0
TRPC1,4
PCOLCE2,1
RP11-372E1.4,1
PAQR9,1
RP11-372E1.6,16
U2SURP,819
RP11-91G21.1,23
RP11-80H8.3,0
CHST2,62
RP11-80H8.4,12
SLC9A9,102
SLC9A9-AS1,0
SLC9A9-AS2,0
C3orf58,66
RP11-88H10.2,0
RP11-88H10.3,0
RP11-274H2.2,0
AC107021.1,0
RP11-274H2.3,0
PLOD2,11
PLSCR4,11
PLSCR2,6
PLSCR1,298
PLSCR5,0
PLSCR5-AS1,0
RP11-649A16.1,0
RP11-232M24.1,0
ZIC4,0
ZIC4-AS1,0
ZIC1,0
RP11-78O22.1,0
RP11-71N10.1,1
RP11-639B1.1,0
RP11-501O2.1,0
RP11-501O2.3,1
RP11-501O2.4,0
RP11-501O2.5,0
AGTR1,1
CPB1,5
RP11-680B3.2,2
CPA3,16
GYG1,200
HLTF,167
HLTF-AS1,0
HPS3,137
CP,3
RP11-206M11.7,0
TM4SF18,0
TM4SF1,7
TM4SF1-AS1,0
RP11-278L15.2,0
TM4SF4,0
WWTR1,0
WWTR1-AS1,0
COMMD2,272
ANKUB1,52
RNF13,412
PFN2,14
AC117395.1,1
RP11-651P23.5,1
RP11-167H9.4,0
snoU13,0
RP11-167H9.5,0
RP11-167H9.6,0
RP11-483E7.1,0
TSC22D2,81
SERP1,1486
EIF2A,682
SELT,917
FAM194A,2
RP11-103G8.2,62
SIAH2,82
SIAH2-AS1,1
CLRN1-AS1,0
FAM188B2,0
RP11-166N6.3,0
RP11-166N6.2,0
RP11-373I8.1,1
CLRN1,0
MED12L,21
GPR171,410
P2RY14,47
GPR87,0
P2RY13,126
P2RY12,0
IGSF10,16
RP11-454C18.1,0
AADACL2,0
RP11-454C18.2,0
RP11-64D22.5,0
AADAC,0
SUCNR1,7
RP11-246A10.1,8
MBNL1,1806
MBNL1-AS1,22
TMEM14E,2
RP11-362A9.3,0
RP11-788A4.1,0
P2RY1,43
RP11-38P22.2,24
RP11-529G21.2,13
RAP2B,200
RP11-292E2.1,0
RP11-292E2.2,0
RP11-292E2.4,0
C3orf79,0
RP11-217E22.5,0
ARHGEF26,26
DHX36,659
GPR149,0
RP11-656A15.1,0
RP11-439C8.1,0
RP11-439C8.2,0
MME,56
MME-AS1,0
RP11-451G4.1,0
RP11-451G4.2,8
RP11-451G4.3,0
PLCH1,3
PLCH1-AS1,0
PLCH1-AS2,0
AC104472.1,1
C3orf33,21
SLC33A1,153
GMPS,237
KCNAB1,1
KCNAB1-AS2,0
KCNAB1-AS1,0
RP11-305K5.1,3
SSR3,811
TIPARP-AS1,75
TIPARP,84
LINC00886,6
LEKR1,7
LINC00880,2
RP11-6F2.5,0
LINC00881,3
CCNL1,879
RP11-555M1.3,0
VEPH1,1
PTX3,1
C3orf55,3
RP11-290K4.1,0
RP11-290K4.2,0
SHOX2,4
RSRC1,271
RP11-538P18.2,42
MLF1,7
GFM1,164
LXN,187
RP11-379F4.7,0
RP11-379F4.6,5
RARRES1,4
MFSD1,331
RP11-379F4.4,1
RP11-379F4.9,3
IQCJ-SCHIP1,0
IQCJ,0
IQCJ-SCHIP1-AS1,0
SCHIP1,0
IL12A-AS1,1
IL12A,6
LINC01100,0
C3orf80,8
RP11-431I8.1,0
RP11-432B6.3,0
IFT80,64
SMC4,655
TRIM59,83
KPNA4,199
ARL14,0
RP11-16N11.2,24
PPM1L,48
B3GALNT1,99
NMD3,139
SPTSSB,39
RP11-3P17.4,16
RP11-3P17.5,6
OTOL1,0
RP11-774I5.1,0
RP11-10O22.1,3
CT64,0
RP11-418B12.1,0
RP11-71H9.2,0
RP11-71H9.1,0
SI,0
RP11-747D18.1,2
SLITRK3,0
RP11-85M11.2,0
BCHE,0
RP11-450H5.1,0
RP11-12K11.2,0
ZBBX,0
RP11-576M8.2,0
SERPINI2,2
WDR49,25
PDCD10,495
SERPINI1,11
RP11-298O21.6,0
RP11-298O21.7,0
RP11-298O21.3,0
RP11-298O21.2,1
RP11-298O21.5,0
GOLIM4,178
RP11-637O11.2,0
RP11-368I23.2,1
RP11-368I23.3,0
RP11-368I23.4,0
RP11-152C17.1,0
MECOM,13
RP11-641D5.2,0
TERC,1
ACTRT3,2
RP11-816J6.3,6
MYNN,103
RP11-362K14.5,6
LRRC34,39
RP11-362K14.7,3
RP11-362K14.6,1
LRRIQ4,0
LRRC31,0
SAMD7,2
RP11-379K17.4,2
SEC62,1257
SEC62-AS1,6
GPR160,55
PHC3,249
RP11-379K17.12,47
PRKCI,61
RP11-543D10.2,0
SKIL,89
RP11-469J4.3,0
CLDN11,3
SLC7A14,4
RP11-373E16.4,0
RPL22L1,1855
EIF5A2,55
SLC2A2,0
TNIK,218
RP11-185E8.1,2
PLD1,28
PP13439,8
TMEM212,3
TMEM212-AS1,0
FNDC3B,205
AC092964.2,0
AC092964.1,0
GHSR,0
TNFSF10,481
RP11-408H1.3,1
NCEH1,63
AC007919.2,0
ECT2,55
SPATA16,0
RP11-324C10.1,0
NLGN1,1
NLGN1-AS1,0
NAALADL2,8
NAALADL2-AS2,0
NAALADL2-AS1,0
RP11-523G9.3,0
RP11-809F4.3,0
RP11-71G7.1,0
RP11-644C3.1,0
RP11-255G21.1,3
TBL1XR1,355
TBL1XR1-AS1,0
LINC00501,1
RP11-706D8.3,0
LINC00578,1
RP11-114M1.2,0
RP11-114M1.1,0
RP11-91K9.1,0
RP11-2L8.1,0
RP11-2L8.2,0
RP11-33A14.1,0
KCNMB2,0
RP11-385J1.2,0
ZMAT3,128
RP11-360P21.2,1
PIK3CA,148
RP11-245C23.3,0
KCNMB3,13
ZNF639,52
RP11-255C15.4,1
RP11-255C15.3,0
MFN1,80
RP11-145M9.4,70
AC007620.3,6
GNB4,69
RP11-145M9.5,2
ACTL6A,157
RP11-15L13.4,1
RP11-145M9.6,1
MRPL47,337
NDUFB5,896
USP13,20
PEX5L,1
RP11-494H4.3,1
PEX5L-AS1,0
PEX5L-AS2,0
RP11-420J11.2,0
RP11-496B10.3,0
TTC14,861
CCDC39,2
CCDC39-AS1,0
FXR1,524
DNAJC19,729
RP11-275H4.1,0
RP11-4B14.3,0
SOX2,0
RP11-416O18.1,0
RP11-416O18.2,0
RP11-338L18.1,0
RP11-139K4.1,0
RP11-139K4.2,0
RP11-646E18.2,0
RP11-646E18.4,1
RP11-225N10.1,1
ATP11B,176
RP11-531F16.4,0
DCUN1D1,194
MCCC1,88
MCCC1-AS1,0
LAMP3,7
MCF2L2,20
B3GNT5,39
KLHL6,161
KLHL6-AS1,3
KLHL24,248
YEATS2,56
YEATS2-AS1,0
MAP6D1,1
PARL,405
ABCC5,108
ABCC5-AS1,0
HTR3D,0
HTR3C,0
HTR3E-AS1,0
HTR3E,1
RP11-778D9.13,0
RP11-778D9.12,5
EIF2B5,131
DVL3,53
AP2M1,754
ABCF3,54
VWA5B2,0
ALG3,174
ECE2,56
CAMK2N2,0
PSMD2,269
EIF4G1,285
FAM131A,29
CLCN2,4
POLR2H,259
THPO,0
CHRD,0
RP11-433C9.2,0
EIF2B5-AS1,12
EPHB3,2
MAGEF1,86
RP11-329B9.4,0
RP11-329B9.3,0
RP11-329B9.5,0
RP11-329B9.1,11
VPS8,180
C3orf70,4
EHHADH-AS1,0
EHHADH,22
MAP3K13,330
TMEM41A,126
LIPH,1
SENP2,142
IGF2BP2,145
C3orf65,0
TRA2B,960
ETV5,2
ETV5-AS1,0
DGKG,22
RP11-78H24.1,0
RP11-48F14.1,0
RP11-48F14.2,0
CRYGS,11
TBCCD1,51
DNAJB11,266
AHSG,1
FETUB,0
RP11-134F2.2,0
HRG,0
RP11-573D15.8,10
KNG1,0
RP11-573D15.9,8
EIF4A2,2184
RFC4,118
RP11-573D15.3,0
RP11-573D15.2,4
ADIPOQ,1
ADIPOQ-AS1,8
ST6GAL1,235
RPL39L,237
RP11-208N14.4,0
RTP1,0
MASP1,1
RTP4,90
RP11-567G11.1,0
SST,0
RTP2,0
RP11-211G3.3,0
BCL6,43
RP11-211G3.2,3
RP11-30O15.1,0
RP11-44H4.1,0
RP11-132N15.3,0
RP11-132N15.1,0
RP11-132N15.2,0
RP11-430L16.1,0
LPP-AS2,17
LPP,304
AC022498.1,7
LPP-AS1,0
TPRG1-AS1,17
TPRG1,20
TPRG1-AS2,0
TP63,0
LEPREL1,7
LEPREL1-AS1,5
CLDN1,0
CLDN16,5
TMEM207,0
IL1RAP,46
RP11-268E23.2,0
RP11-95L3.2,0
GMNC,0
OSTN,0
OSTN-AS1,5
UTS2B,5
CCDC50,127
PYDC2,0
RP11-197K6.1,0
RP11-655G22.1,0
FGF12,1
FGF12-AS1,0
FGF12-AS2,0
FGF12-AS3,0
MB21D2,25
RP11-143P4.2,0
HRASLS,1
ATP13A5,1
ATP13A5-AS1,0
ATP13A4,10
ATP13A4-AS1,0
OPA1,217
OPA1-AS1,0
RP11-528A4.2,0
RP11-699L21.1,0
RP11-699L21.2,0
RP11-135A1.3,0
RP11-135A1.2,2
HES1,1
RP11-513G11.4,0
RP11-513G11.3,4
RP11-513G11.2,0
LINC00887,14
CPN2,0
LRRC15,0
GP5,1
ATP13A3,179
LINC00884,32
TMEM44-AS1,32
TMEM44,15
AC046143.3,1
RP11-534C12.1,0
LSG1,106
FAM43A,21
AC106706.1,0
AC090505.6,0
AC090505.4,7
AC090505.1,0
XXYLT1,27
XXYLT1-AS1,0
XXYLT1-AS2,15
ACAP2,439
PPP1R2,975
AC091633.3,4
APOD,0
RP11-141C7.4,4
AC069513.4,19
LINC00969,502
MUC20,9
MUC4,0
AC124944.5,0
TNK2,106
TNK2-AS1,3
AC124944.3,5
RP11-352G9.1,1
RP11-480A16.1,24
TFRC,609
LINC00885,4
ZDHHC19,1
SLC51A,47
PCYT1A,175
RP11-447L10.1,0
AC069257.8,0
TCTEX1D2,88
TM4SF19,0
TM4SF19-AS1,3
TM4SF19,1
UBXN7,153
UBXN7-AS1,16
RNF168,271
CTD-2002J20.1,0
SMCO1,0
WDR53,49
FBXO45,59
LINC01063,7
NRROS,210
PIGX,119
CEP19,53
PAK2,996
SENP5,187
NCBP2,463
NCBP2-AS1,2
NCBP2-AS2,353
PIGZ,7
MFI2,7
MFI2-AS1,5
DLG1,168
DLG1-AS1,0
AC128709.3,0
AC128709.4,0
AC128709.2,0
RP13-616I3.1,0
BDH1,58
RP11-496H1.2,1
AC024560.2,0
KIAA0226,109
FYTTD1,278
RP11-803P9.1,0
LRCH3,153
AC055764.1,1
IQCG,69
RPL35A,35407
LMLN,15
LMLN-AS1,0
FAM157A,0
ZNF595,148
ZNF718,68
ZNF732,7
ZNF141,202
RP11-2H3.6,2
ZNF721,303
PIGG,105
RP11-1263C18.1,0
PDE6B,76
RP11-1191J2.2,0
RP11-1191J2.5,64
ATP5I,2290
MYL5,81
MFSD7,6
PCGF3,98
RP11-1191J2.4,0
RP11-440L14.4,7
RP11-440L14.1,105
AC139887.4,1
CPLX1,1
RP11-440L14.3,0
GAK,157
TMEM175,84
DGKQ,48
SLC26A1,5
IDUA,1
FGFRL1,27
RP11-460I19.2,0
RNF212,20
RP11-20I20.2,1
AC092535.3,0
SPON2,846
RP11-20I20.4,2
CTBP1,340
CTBP1-AS2,69
MAEA,111
UVSSA,41
CRIPAK,22
NKX1-1,0
RP13-1016M1.2,0
RP11-1398P2.1,69
FAM53A,2
SLBP,118
RP11-572O17.1,101
TMEM129,35
TACC3,144
FGFR3,6
LETM1,119
WHSC1,183
NELFA,80
C4orf48,14
NAT8L,2
POLN,32
RP11-317B7.3,0
HAUS3,146
MXD4,144
ZFYVE28,41
RP11-478C1.7,0
RP11-503N18.1,1
RP11-503N18.3,0
RNF4,202
FAM193A,72
TNIP2,34
SH3BP2,212
ADD1,376
MFSD10,306
NOP14-AS1,45
NOP14,148
GRK4,25
HTT-AS,0
HTT,104
MSANTD1,1
RGS12,59
HGFAC,0
DOK7,3
LRPAP1,374
AL590235.1,0
RP11-529E10.7,2
LINC00955,0
RP3-368B9.2,0
RP3-513G18.2,0
AC141928.1,0
ADRA2C,0
OTOP1,0
TMEM128,167
LYAR,775
ZBTB49,36
RP11-265O12.1,1
NSG1,59
STX18,100
STX18-AS1,15
RP11-326I19.3,1
MSX1,19
CYTL1,240
STK32B,1
C4orf6,0
EVC2,6
EVC,4
CRMP1,1
C4orf50,0
JAKMIP1,21
RP11-586D19.1,5
RP11-586D19.2,1
RP11-1406H17.1,0
WFS1,4
PPP2R2C,0
MAN2B2,57
MRFAP1,739
RP11-539L10.3,85
AC093323.3,35
RP11-539L10.2,37
AC093323.1,0
S100P,65
MRFAP1L1,196
BLOC1S4,20
KIAA0232,114
TBC1D14,160
RP11-367J11.2,0
CCDC96,3
TADA2B,55
GRPEL1,185
RP11-367J11.3,11
SORCS2,0
PSAPL1,0
AFAP1-AS1,0
AFAP1,17
AC097381.1,0
ABLIM2,1
RP11-338K13.1,0
RP11-1258F18.1,0
SH3TC1,78
HTRA3,1
RP11-774O3.2,0
RP11-774O3.1,0
RP11-774O3.3,6
ACOX3,34
TRMT44,22
RP11-689P11.3,0
RP11-689P11.2,1
GPR78,0
CPZ,0
RP11-1338A24.1,0
HMX1,0
FAM90A26,0
USP17L13,0
USP17L10,0
USP17L11,0
USP17L12,0
USP17L15,0
USP17L17,0
USP17L18,0
USP17L19,0
USP17L20,0
USP17L21,0
USP17L22,0
USP17L23,0
USP17L24,0
USP17L25,0
USP17L26,0
USP17L5,0
USP17L27,0
USP17L28,0
USP17L29,0
USP17L30,0
RP11-1396O13.13,0
DEFB131,1
SLC2A9,9
DRD5,0
RP13-560N11.1,0
RP11-448G15.1,0
WDR1,524
ZNF518B,79
CLNK,16
RP11-61G19.1,0
HS3ST1,19
RP11-281P23.1,2
RP11-281P23.2,0
RP11-74M11.2,0
RP11-1J7.1,0
RP11-168E17.1,1
RP11-22A3.2,3
RP11-22A3.1,1
RAB28,175
NKX3-2,0
LINC01096,0
BOD1L1,374
RP11-341G5.1,0
AC007126.1,0
LINC01085,0
RP11-669M16.2,0
RP11-669M16.1,0
AC006296.1,0
AC006296.2,0
LINC00504,27
CPEB2-AS1,1
CPEB2,25
RP11-665G4.1,1
C1QTNF7,0
RP11-484O2.1,0
CC2D2A,28
RP11-799M12.2,0
FBXL5,357
FAM200B,560
BST1,165
CD38,295
FGFBP1,0
FGFBP2,1346
PROM1,16
TAPT1,54
RP11-452J21.2,0
TAPT1-AS1,42
RP11-446J8.1,0
LDB2,15
RP11-141E13.1,0
RP11-576E20.1,0
QDPR,145
CLRN2,0
LAP3,298
AC006160.5,1
MED28,772
FAM184B,34
DCAF16,150
NCAPG,81
LCORL,127
RP11-608B3.1,0
RP11-3J1.1,0
RP11-608O21.1,0
RP11-94H6.1,0
SLIT2,0
PACRGL,26
KCNIP4,0
RP11-362J17.1,0
RP11-120A1.1,0
RP11-556G22.3,0
RP11-556G22.2,0
RP11-17E2.2,0
GPR125,42
RP11-412P11.1,0
RP11-552M14.1,0
RP11-453O5.1,0
RP11-380P13.1,0
RP11-380P13.2,0
PPARGC1A,6
RP13-497K6.1,0
DHX15,249
RP11-496D24.2,1
SOD3,0
CCDC149,18
LGI2,0
SEPSECS,39
PI4K2B,111
RP11-660M5.1,0
ZCCHC4,46
ANAPC4,114
RP11-302F12.3,0
SLC34A2,0
SEL1L3,100
RP11-302F12.10,0
SMIM20,293
RP13-494C23.1,2
RBPJ,473
CCKAR,0
TBC1D19,60
STIM2,420
RP11-293A21.1,6
RP11-415C15.1,0
AC024132.1,0
RP11-415C15.2,0
RP11-415C15.3,0
AC007106.1,0
RP11-180C1.1,0
RP11-123O22.1,0
RP11-292B1.2,0
RP11-769N22.1,0
RP11-472K22.1,0
RP11-472K22.2,0
PCDH7,1
RP11-619J20.1,0
RP11-617I14.1,0
RP11-315A17.1,14
RP11-665I14.1,0
RP11-734I18.1,1
RP11-240A16.1,0
RP11-802H3.2,0
RP11-79E3.3,0
RP11-79E3.2,0
RP11-548L20.1,0
RP11-725M22.1,0
ARAP2,272
RP11-431M7.3,1
DTHD1,104
RP11-431M7.2,0
RP11-722M1.1,0
RP11-103J17.2,0
RP11-103J17.1,0
KIAA1239,0
C4orf19,1
RP11-36B15.1,0
RELL1,37
PGM2,101
TBC1D1,164
PTTG2,24
RP11-600L4.1,0
RP11-83C7.1,3
RP11-83C7.2,0
RP11-213G21.1,5
RP11-213G21.2,0
RP11-617D20.1,15
RP11-617D20.2,0
AC021860.1,42
KLF3,188
TLR10,22
TLR1,75
TLR6,39
FAM114A1,11
TMEM156,140
KLHL5,101
RP11-360F5.1,0
RP11-360F5.3,2
WDR19,39
RFC1,490
KLB,9
RPL9,40555
LIAS,171
UGDH,74
UGDH-AS1,19
SMIM14,288
RP11-539G18.2,1
UBE2K,361
PDS5A,306
N4BP2,290
RHOH,777
RP11-395I6.2,0
AC195454.1,2
CHRNA9,0
RBM47,141
RP11-588L15.2,0
NSUN7,10
APBB2,13
RP11-632F7.3,0
UCHL1-AS1,0
UCHL1,5
LIMCH1,2
RP11-227F19.5,0
PHOX2B,0
RP11-227F19.1,0
RP11-227F19.2,0
LINC00682,0
RP11-457P14.5,0
TMEM33,271
DCAF4L1,1
RP11-814H16.2,3
SLC30A9,178
BEND4,3
RP11-63A11.1,0
SHISA3,1
ATP8A1,115
RP11-109E24.2,0
RP11-109E24.1,0
GRXCR1,0
RP11-395F4.1,0
RP11-324J13.2,0
RP11-663P9.1,0
RP11-328N19.1,0
KCTD8,0
YIPF7,0
GUF1,126
GNPDA2,65
RP11-700J17.1,1
RP11-700J17.2,7
RP11-362I1.1,0
GABRG1,0
GABRA2,0
RP11-436F23.1,0
COX7B2,0
GABRA4,0
GABRB1,0
COMMD8,353
ATP10D,70
AC092597.3,0
CORIN,2
RP11-121C2.2,5
NFXL1,37
NIPAL1,8
CNGA1,1
TXK,897
TEC,39
SLAIN2,151
SLC10A4,8
ZAR1,0
FRYL,422
OCIAD1,777
OCIAD1-AS1,0
OCIAD2,701
CWH43,0
DCUN1D4,78
RP11-365H22.2,4
LRRC66,0
SGCB,18
RP11-535C7.1,0
SPATA18,0
USP46,73
USP46-AS1,2
RP11-177B4.2,0
ERVMER34-1,0
RP11-752D24.3,0
RASL11B,0
SCFD2,31
RP11-752D24.2,0
FIP1L1,228
LNX1,9
LNX1-AS1,1
RP11-571I18.4,5
CHIC2,250
AC110792.1,0
