,BMET6_Tumor
AOX1,0
AC007163.3,0
AC007163.6,0
BZW1,499
RP11-469M7.1,11
CLK1,734
PPIL3,221
NIF3L1,32
ORC2,56
AC005037.3,4
FAM126B,140
NDUFB3,825
RP11-13J8.1,4
CFLAR,787
CFLAR-AS1,12
AC007283.5,0
CASP10,77
CASP8,282
ALS2CR12,4
TRAK2,82
STRADB,54
ALS2CR11,4
TMEM237,25
MPP4,3
ALS2,25
CDK15,0
RP11-107N15.1,2
FZD7,10
AC079354.1,5
AC079354.3,4
AC079354.5,2
SUMO1,918
AC079354.2,7
NOP58,402
RP11-686O6.1,1
RP11-686O6.2,6
BMPR2,100
FAM117B,32
ICA1L,34
WDR12,107
CARF,45
NBEAL1,3725
CYP20A1,185
ABI2,144
RP11-363J17.1,0
RAPH1,66
CD28,43
CTLA4,31
ICOS,74
AC009965.2,0
AC009498.1,0
AC016903.1,0
AC016903.2,0
PARD3B,1
NRP2,252
AC007362.3,0
AC007679.3,0
INO80D,153
AC007383.3,6
NDUFS1,193
AC007383.4,8
EEF1B2,6566
GPR1,4
ZDBF2,10
AC017081.1,0
ADAM23,3
AC010731.2,0
AC010731.3,0
AC010731.4,0
DYTN,0
MDH1B,1
FASTKD2,71
RP11-95H11.1,0
AC008269.2,1
CPO,0
KLF7,60
AC007879.1,0
AC007879.2,0
AC007879.4,0
AC007879.3,0
AC007879.7,0
AC007879.5,0
AC007879.6,0
CREB1,205
METTL21A,195
AC079767.4,10
CCNYL1,57
RP11-801F7.1,2
FZD5,11
AC096772.6,16
PLEKHM3,5
CRYGD,0
CRYGC,0
CRYGB,0
CRYGA,0
C2orf80,2
IDH1,190
IDH1-AS1,3
PIKFYVE,138
PTH2R,0
MAP2,7
UNC80,2
RPE,109
KANSL1L,24
RP11-260M2.1,24
AC007038.7,18
AC006994.2,5
ACADL,1
MYL1,7
AC007970.1,0
LANCL1,46
CPS1,5
ERBB4,0
AC093381.2,0
AC108066.1,0
IKZF2,29
RP11-105N14.1,0
RP11-105N14.3,0
RP11-105N14.2,0
AC079610.2,0
SPAG16,39
AC107218.3,3
VWC2L,0
BARD1,51
AC072062.1,0
ABCA12,0
AC072062.3,0
AC073284.4,1
ATIC,127
FN1,3576
AC012462.1,0
AC012462.2,0
AC012462.3,0
AC012668.1,1
AC012668.2,3
AC012668.3,0
LINC00607,5
AC093850.2,1
AC122136.2,0
AC093382.1,1
MREG,1
PECR,43
TMEM169,2
XRCC5,692
RP11-566E18.3,6
4-Mar,0
AC012513.6,0
AC069155.1,0
AC098820.2,1
SMARCAL1,26
AC098820.4,2
RPL37A,22581
AC073321.3,0
AC073321.4,0
IGFBP2,21
IGFBP5,123
AC007563.5,0
AC007563.3,0
AC007557.4,0
TNP1,0
AC007557.2,0
AC007557.3,0
AC007563.1,0
AC007557.1,0
RP11-574O16.1,0
AC009492.1,0
DIRC3,10
TNS1,80
AC010136.2,1
RUFY4,41
CXCR2,8
CXCR1,2
ARPC2,5022
GPBAR1,72
AAMP,186
PNKD,360
TMBIM1,276
AC021016.8,2
C2orf62,8
SLC11A1,718
CTDSP1,329
RP11-378A13.2,0
VIL1,11
USP37,73
RQCD1,100
PLCD4,4
RP11-548H3.1,3
ZNF142,20
BCS1L,39
RNF25,22
STK36,10
TTLL4,21
CYP27A1,119
RP11-459I19.1,3
PRKAG3,0
WNT6,0
WNT10A,3
AC073128.10,0
AC097468.7,0
CDK5R2,0
LINC00608,1
FEV,0
CRYBA2,0
AC097468.4,0
CCDC108,1
IHH,1
RP11-33O4.1,3
NHEJ1,1
SLC23A3,22
CNPPD1,124
FAM134A,54
ZFAND2B,188
ABCB6,1
ATG9A,31
ANKZF1,91
GLB1L,38
STK16,144
TUBA4A,502
DNAJB2,121
PTPRN,3
AC114803.3,0
RESP18,0
DNPEP,210
AC053503.4,0
DES,2
AC053503.6,0
SPEG,5
AC053503.11,0
RP11-316O14.1,0
GMPPA,94
ASIC4,34
CHPF,4
TMEM198,0
RP11-256I23.1,0
OBSL1,4
RP11-256I23.2,0
INHA,0
STK11IP,39
AC009955.8,0
SLC4A3,2
RP11-256I23.3,0
AC009502.4,1
AC008281.1,0
AC114765.1,0
AC114765.2,0
AC067956.1,0
AC093843.1,0
EPHA4,36
CTD-2308L22.1,1
AC068489.1,0
PAX3,0
CCDC140,0
RP11-384O8.1,0
SGPP2,15
RP11-16P6.1,2
FARSB,77
MOGAT1,6
ACSL3,251
AC097461.4,0
KCNE4,12
AC013448.1,3
AC013448.2,0
SCG2,0
AP1S3,43
WDFY1,124
MRPL44,118
AC073641.2,1
SERPINE2,13
FAM124B,1
CUL3,124
DOCK10,283
AC067961.1,0
NYAP2,18
RP11-314B1.2,4
AC068138.1,0
IRS1,6
RP11-395N3.2,0
RHBDD1,33
COL4A4,3
COL4A3,3
AC097662.2,0
MFF,292
TM4SF20,0
AGFG1,110
C2orf83,0
SLC19A3,21
CCL20,807
DAW1,0
SPHKAP,0
AC009410.1,0
AC074019.1,0
PID1,85
DNER,0
TRIP12,266
FBXO36,20
SLC16A14,1
AC009950.2,8
SP110,385
SP140,152
SP140L,145
SP100,946
AC010149.4,0
AC098823.3,3
CAB39,213
ITM2C,390
AC012507.3,0
GPR55,2
AC012507.4,0
SPATA3-AS1,0
SPATA3,0
C2orf72,1
PSMD1,202
HTR2B,0
ARMC9,22
B3GNT7,10
AC017104.2,2
NCL,1791
NMUR1,15
C2orf57,0
MGC4771,0
PTMA,22431
PDE6D,136
COPS7B,68
NPPC,0
DIS3L2,77
AC105461.1,0
ALPP,0
AC068134.8,0
ALPPL2,0
AC068134.6,0
ALPI,0
ECEL1,0
PRSS56,0
CHRND,0
CHRNG,1
TIGD1,29
EIF4E2,367
AC073254.1,1
EFHD1,2
GIGYF2,159
KCNJ13,0
C2orf82,4
NGEF,2
AC106876.2,0
NEU2,0
INPP5D,192
ATG16L1,41
SAG,19
RP11-400N9.1,15
DGKD,85
USP40,34
UGT1A8,4
UGT1A10,0
UGT1A9,0
UGT1A7,0
UGT1A6,0
AC114812.8,0
UGT1A5,0
UGT1A4,0
UGT1A3,0
UGT1A1,0
MROH2A,0
HJURP,6
TRPM8,18
AC005538.5,0
SPP2,1
AC006037.2,0
RP11-309M7.1,1
AC097713.3,0
AC097713.4,1
ARL4C,553
SH3BP4,11
AC114814.4,0
AC114814.3,0
AGAP1,18
AC064874.1,0
GBX2,0
AC079135.1,0
ASB18,0
IQCA1,0
RP11-785G17.1,0
AC019068.2,0
ACKR3,7
AC011286.1,0
AC105760.3,0
AC105760.2,2
COPS8,248
AC107079.1,0
AC112715.2,2
COL6A3,108
AC112721.1,1
AC112721.2,2
MLPH,8
PRLH,0
RAB17,1
AC104667.3,6
AC096574.5,1
LRRFIP1,944
RBM44,9
RAMP1,42
UBE2F,337
UBE2F-SCLY,3
SCLY,21
ESPNL,0
KLHL30,2
FAM132B,20
ILKAP,99
AC016757.3,5
HES6,5
PER2,19
AC012485.1,0
AC012485.2,0
TRAF3IP1,9
ASB1,66
AC016999.2,0
LINC01107,0
AC113618.1,0
AC144525.1,0
TWIST2,0
AC114788.2,0
RP11-648F7.1,0
HDAC4,52
AC017028.1,0
AC062017.1,26
AC079612.1,0
AC079612.2,0
RP11-315F22.1,0
AC093802.1,15
NDUFA10,329
OR6B2,0
PRR21,0
OR6B3,0
AC013469.1,0
MYEOV2,1487
OTOS,0
AC124861.1,0
GPC1,20
AC110619.2,1
ANKMY1,15
DUSP28,23
RNPEPL1,154
CAPN10-AS1,22
CAPN10,29
GPR35,42
AQP12B,0
AC011298.1,0
AC011298.2,0
AQP12A,0
KIF1A,0
AGXT,7
C2orf54,0
AC104809.3,0
AC104809.2,0
SNED1,8
AC093585.6,0
AC005237.4,0
MTERFD2,182
PASK,42
PPP1R7,316
ANO7,8
HDLBP,372
AC104841.2,7
2-Sep,532
AC005104.3,0
FARP2,26
STK25,153
BOK-AS1,0
BOK,2
RP11-367H1.1,0
THAP4,60
ATG4B,136
DTYMK,150
AC133528.2,5
ING5,64
AC114730.11,0
D2HGDH,38
AC114730.8,0
AC114730.7,0
GAL3ST2,0
AC114730.5,2
AC114730.3,0
NEU4,7
AC114730.2,0
PDCD1,26
CXXC11,3
AC131097.3,0
AC131097.4,0
AC093642.3,1
AC093642.4,0
AC093642.6,0
RP11-341N2.1,0
AY269186.1,0
AY269186.2,0
CHL1,0
CHL1-AS1,0
AC090044.1,0
AC090044.2,0
AC087430.1,1
CNTN6,0
RP11-204C23.1,0
CNTN4,1
CNTN4-AS2,0
CNTN4-AS1,0
IL5RA,2
TRNT1,99
CRBN,274
RP11-97C16.1,9
AC026188.1,0
SUMF1,69
LRRN1,1
SETMAR,18
ITPR1-AS1,6
ITPR1,70
EGOT,5
AC018816.3,29
BHLHE40-AS1,4
BHLHE40,375
ARL8B,277
AC026202.3,8
AC026202.1,0
EDEM1,117
AC026202.5,0
AC027119.1,0
AC026167.1,0
AC069277.2,0
GRM7-AS3,0
GRM7,3
GRM7-AS2,0
GRM7-AS1,2
RP11-157E16.1,0
LMCD1-AS1,11
AC018832.1,0
AC023481.1,0
LMCD1,15
LINC00312,2
AC034187.2,3
SSUH2,6
CAV3,0
OXTR,0
RAD18,32
SRGAP3,87
SRGAP3-AS1,0
SRGAP3-AS2,0
SRGAP3-AS3,0
SRGAP3-AS4,0
RP11-380O24.1,0
SETD5-AS1,390
THUMPD3,111
SETD5,182
RP11-58B17.2,10
LHFPL4,0
MTMR14,185
CPNE9,2
BRPF1,45
OGG1,70
CAMK1,76
TADA3,268
ARPC4,1254
ARPC4-TTLL3,2
TTLL3,39
RP11-266J6.2,1
RPUSD3,130
CIDEC,14
JAGN1,183
IL17RE,5
IL17RC,27
CRELD1,47
PRRT3,18
PRRT3-AS1,6
RP11-1020A11.2,22
EMC3,357
AC022007.5,0
FANCD2,20
FANCD2OS,0
BRK1,1755
VHL,155
IRAK2,29
TATDN2,16
RP11-438J1.1,0
LINC00852,5
GHRL,35
GHRLOS,5
SEC13,204
ATP2B2,1
LINC00606,0
AC018495.3,0
SLC6A11,5
SLC6A1,2
SLC6A1-AS1,0
HRH1,35
ATG7,117
VGLL4,161
RP11-169K17.4,0
RP11-169K17.3,2
TAMM41,51
TIMP4,20
PPARG,61
TSEN2,41
C3orf83,0
MKRN2,49
RAF1,172
TMEM40,2
CAND2,1
RP11-767C1.2,0
RPL32,31549
RP11-767C1.1,0
IQSEC1,114
NUP210,79
HDAC11-AS1,0
HDAC11,15
FBLN2,7
LINC00620,0
WNT7A,0
TPRXL,2
CHCHD4,53
TMEM43,125
RP11-434D12.1,0
AC093495.4,15
XPC,166
LSM3,726
RP11-536I6.2,0
RP11-536I6.1,0
SLC6A6,191
AC090952.5,0
CCDC174,143
C3orf20,0
AC090957.2,0
RP11-95M5.1,0
FGD5,9
FGD5-AS1,231
NR2C2,19
MRPS25,289
ZFYVE20,43
CAPN7,106
SH3BP5-AS1,26
SH3BP5,200
METTL6,58
EAF1,74
EAF1-AS1,15
COLQ,17
HACL1,86
BTD,61
ANKRD28,626
GALNT15,7
DPH3,193
OXNAD1,251
RFTN1,83
RP11-415F23.2,8
RP11-415F23.3,5
RP11-415F23.4,14
RP11-194G10.3,0
LINC00690,0
DAZL,0
AC091493.2,0
PLCL2,44
PLCL2-AS1,0
TBC1D5,152
AC132807.1,0
SATB1,206
KCNH8,0
EFHB,8
RAB5A,325
PP2D1,0
KAT2B,66
SGOL1,11
SGOL1-AS1,1
AC107622.1,3
RP11-669C19.1,0
RP11-180N14.1,0
ZNF385D,3
ZNF385D-AS1,0
ZNF385D-AS2,0
UBE2E2-AS1,0
UBE2E2,92
UBE2E1-AS1,0
UBE2E1,397
NKIRAS1,30
RPL15,20433
NR1D2,77
LINC00691,12
THRB,16
RP11-317L10.1,1
AC133680.1,0
RARB,9
TOP2B,184
NGLY1,176
OXSM,27
LINC00692,0
AC099754.1,0
LRRC3B,0
AC114877.3,0
NEK10,12
SLC4A7,170
RP11-222K16.1,0
RP11-222K16.2,47
EOMES,48
AC098973.2,0
AC098973.1,0
AC092415.1,3
CMC1,773
AZI2,280
ZCWPW2,6
LINC00693,2
RBMS3-AS3,0
RBMS3,17
RBMS3-AS2,7
RBMS3-AS1,0
AC116035.1,5
AC116035.2,0
TGFBR2,177
GADL1,1
STT3B,243
OSBPL10,12
OSBPL10-AS1,3
ZNF860,0
GPD1L,8
CMTM8,6
CMTM7,83
CMTM6,729
DYNC1LI1,187
CNOT10,88
CNOT10-AS1,0
TRIM71,1
CCR4,22
GLB1,147
TMPPE,3
CRTAP,228
RP11-627J17.1,0
SUSD5,3
FBXL2,38
UBP1,73
CLASP2,107
RP11-10C24.2,0
RP11-10C24.3,2
RP11-10C24.1,4
PDCD6IP,307
AC018359.1,1
AC123023.1,1
AC018359.3,0
ARPP21,0
ARPP21-AS1,0
STAC,0
DCLK3,0
TRANK1,38
RP11-129K12.1,0
RP11-129K12.4,0
RP11-129K12.3,0
EPM2AIP1,169
MLH1,78
LRRFIP2,99
RP11-285J16.1,1
RP11-259K5.1,0
RP11-259K5.2,0
GOLGA4,604
C3orf35,3
ITGA9,9
CTDSPL,16
VILL,32
PLCD1,28
DLEC1,7
ACAA1,58
MYD88,160
OXSR1,83
SLC22A13,0
SLC22A14,0
XYLB,16
ACVR2B-AS1,0
ACVR2B,11
EXOG,59
SCN5A,0
SCN10A,0
RP11-134J21.1,0
SCN11A,5
WDR48,60
GORASP1,34
TTC21A,11
CSRNP1,260
XIRP1,0
CX3CR1,60
CCR8,2
SLC25A38,109
RPSA,8390
MOBP,5
MYRIP,0
EIF1B,546
ENTPD3-AS1,86
ENTPD3,3
RPL14,15202
RP11-391M1.4,15
ZNF619,5
ZNF620,27
ZNF621,32
RP11-528N21.1,0
RP11-761N21.1,0
RP11-520A21.1,2
RP11-372H2.1,0
CTNNB1,329
ULK4,42
TRAK1,67
CCK,0
LYZL4,0
VIPR1,8
VIPR1-AS1,4
SEC22C,111
SS18L2,312
NKTR,533
RP4-613B23.1,8
ZBTB47,9
KLHL40,0
CCDC13,6
HHATL,0
HHATL-AS1,0
CCDC13-AS1,0
HIGD1A,354
RP11-70C1.1,15
ACKR2,2
RP11-70C1.3,0
KRBOX1,0
KRBOX1,7
CYP8B1,0
ZNF662,10
KRBOX1-AS1,0
FAM198A,2
POMGNT2,8
RP11-136C24.2,0
SNRK,121
RP11-188P20.3,3
SNRK-AS1,1
ANO10,35
ABHD5,224
RP4-672N11.1,0
RP4-555D20.3,0
RP4-555D20.4,0
RP4-555D20.2,6
TOPAZ1,0
RP11-424N24.2,1
TCAIM,81
LINC00694,8
ZNF445,41
ZNF852,10
ZKSCAN7,3
RP11-944L7.4,1
RP11-944L7.5,0
ZNF660,6
ZNF197,45
ZNF197-AS1,0
ZNF35,25
RP11-348P10.2,2
ZNF502,4
ZNF501,7
KIAA1143,233
KIF15,3
TMEM42,65
TGM4,1
RP11-272D20.2,0
ZDHHC3,128
EXOSC7,111
CLEC3B,1
CDCP1,25
TMEM158,3
LARS2,22
LARS2-AS1,1
LIMD1,43
LIMD1-AS1,3
SACM1L,181
SLC6A20,3
LZTFL1,23
CCR9,0
FYCO1,33
CXCR6,40
XCR1,2
CCR3,0
CCR1,173
CCR2,51
RP11-24F11.2,79
CCR5,47
CCRL2,113
LTF,2
RTP3,0
LRRC2,9
LUZPP1,0
TDGF1,0
ALS2CL,4
TMIE,5
PRSS50,0
PRSS46,0
PRSS45,0
PRSS42,0
MYL3,7
PTH1R,49
AC109583.1,0
CCDC12,326
NBEAL2,23
SETD2,186
KIF9-AS1,12
KIF9,32
KLHL18,89
RP11-708J19.1,20
PTPN23,26
SCAP,53
ELP6,101
CSPG5,1
SMARCC1,139
DHX30,150
MAP4,327
CDC25A,4
CAMP,0
ZNF589,19
NME6,99
SPINK8,0
FBXW12,1
PLXNB1,4
CCDC51,30
TMA7,5072
RP11-24C3.2,2
ATRIP,11
TREX1,92
SHISA5,283
PFKFB4,18
UCN2,3
COL7A1,10
UQCRC1,500
TMEM89,0
SLC26A6,17
CELSR3,5
RP11-148G20.1,1
NCKIPSD,14
RP11-572O6.1,0
IP6K2,172
PRKAR2A,190
PRKAR2A-AS1,4
SLC25A20,64
ARIH2OS,44
ARIH2,275
RP13-131K19.1,2
RP13-131K19.2,2
RP13-131K19.7,1
P4HTM,33
WDR6,67
DALRD3,103
NDUFAF3,580
IMPDH2,371
RP13-131K19.6,1
QRICH1,90
QARS,353
USP19,25
LAMB2,45
CCDC71,40
KLHDC8B,48
C3orf84,0
CCDC36,3
RP11-3B7.1,2
C3orf62,56
USP4,163
GPX1,13501
RHOA,2738
TCTA,145
AMT,15
NICN1-AS1,2
NICN1,32
DAG1,17
BSN-AS2,5
BSN,1
BSN-AS1,1
APEH,83
MST1,2
RNF123,28
AMIGO3,0
GMPPB,8
IP6K1,47
CDHR4,5
FAM212A,9
UBA7,66
TRAIP,0
CAMKV,0
MST1R,0
CTD-2330K9.2,0
CTD-2330K9.3,2
MON1A,20
RBM6,276
RBM5,275
RP11-493K19.3,3
SEMA3F,5
GNAT1,0
GNAI2,846
U73166.2,25
SEMA3B-AS1,1
LSMEM2,4
IFRD2,157
HYAL3,16
NAT6,33
HYAL1,33
HYAL2,69
TUSC2,212
RASSF1,116
ZMYND10-AS1,0
ZMYND10,5
NPRL2,92
CYB561D2,205
XXcos-LUCA11.5,0
TMEM115,71
CACNA2D2,7
XXcos-LUCA11.4,26
C3orf18,8
HEMK1,53
CISH,85
MAPKAPK3,314
RP11-804H8.6,14
DOCK3,0
MANF,673
RBM15B,40
VPRBP,46
RAD54L2,49
TEX264,318
GRM2,0
IQCF6,0
IQCF3,0
IQCF2,0
IQCF5-AS1,0
IQCF5,0
IQCF1,0
RRP9,64
PARP3,13
GPR62,0
PCBP4,29
RP11-155D18.14,0
ABHD14B,294
ABHD14A,135
ACY1,4
ABHD14A-ACY1,0
RPL29,15157
DUSP7,22
LINC00696,0
POC1A,8
ALAS1,135
TLR9,0
TLR9,0
TWF2,469
RP5-1157M23.2,5
PPM1M,92
WDR82,205
GLYCTK,46
DNAH1,11
BAP1,47
PHF7,27
SEMA3G,9
TNNC1,16
NISCH,116
STAB1,458
NT5DC2,38
SMIM4,347
PBRM1,246
GNL3,573
GLT8D1,53
SPCS1,1102
NEK4,34
ITIH1,2
ITIH3,0
ITIH4,5
RP5-966M1.6,0
ITIH4-AS1,0
MUSTN1,0
TMEM110-MUSTN1,2
TMEM110,6
SFMBT1,25
RP11-894J14.5,1
RFT1,52
PRKCD,57
TKT,1647
DCP1A,146
CACNA1D,8
RP11-884K10.6,0
CHDH,7
IL17RB,2
RP11-884K10.7,18
ACTR8,73
SELK,1208
CACNA2D3,31
CACNA2D3-AS1,0
LRTM1,8
RP11-889D3.1,0
RP11-889D3.2,0
RP11-64C1.1,0
RP11-875H7.1,0
RP11-875H7.2,0
WNT5A,18
WNT5A-AS1,0
RP11-875H7.5,0
ERC2,0
RP11-58O15.1,0
CCDC66,397
FAM208A,233
ARHGEF3,171
ARHGEF3-AS1,0
SPATA12,5
RP11-157F20.3,0
IL17RD,3
HESX1,9
APPL1,292
ASB14,1
DNAH12,1
PDE12,56
ARF4,597
RP11-755B10.4,19
DENND6A,69
RP11-755B10.2,0
RP11-755B10.3,8
SLMAP,83
FLNB,78
FLNB-AS1,0
DNASE1L3,31
ABHD6,44
RPP14,108
RPP14,0
RP11-80H18.4,0
PXK,125
PDHB,212
RP11-802O23.3,7
RP11-359I18.5,0
KCTD6,24
ACOX2,3
FAM107A,5
RP11-475O23.2,0
RP11-475O23.3,1
FAM3D,2
C3orf67,8
RP11-147N17.1,0
CTD-2185K10.1,1
RP11-285B24.1,0
RP11-719N22.2,0
FHIT,60
NPCDR1,0
PTPRG,34
C3orf14,49
FEZF2,1
CADPS,0
LINC00698,0
SYNPR,0
SYNPR-AS1,0
SNTN,0
C3orf49,3
THOC7,458
THOC7-AS1,0
ATXN7,195
PSMD6-AS2,16
RP11-245J9.5,0
PSMD6,241
RP11-245J9.4,17
RP11-245J9.6,8
RP11-129B22.1,0
LINC00994,0
PRICKLE2,1
PRICKLE2-AS1,0
PRICKLE2-AS2,0
PRICKLE2-AS3,3
RP11-14D22.2,0
RP11-14D22.1,0
ADAMTS9,21
ADAMTS9-AS1,0
ADAMTS9-AS2,15
RP11-543A18.1,0
MAGI1,9
MAGI1-AS1,0
SLC25A26,156
LRIG1,14
KBTBD8,21
RP11-85I21.1,0
SUCLG2,273
RP11-81N13.1,9
FAM19A1,6
FAM19A4,0
EOGT,59
CTD-2013N24.2,2
TMF1,337
UBA3,163
ARL6IP5,1439
LMOD3,79
FRMD4B,327
RP11-62G11.2,0
RP11-444P10.1,0
MITF,137
RP11-460N16.1,13
RP11-231I13.2,0
FOXP1,520
FOXP1-AS1,1
RP11-154H23.3,4
EIF4E3,72
GPR27,3
PROK2,11
LINC00877,38
RP11-398A8.4,0
LINC00870,0
RP11-433A10.3,0
RP11-433A10.2,0
RP11-447M4.1,0
RYBP,148
RP11-654C22.2,0
SHQ1,38
GXYLT2,8
PPP4R2,276
EBLN2,26
PDZRN3,0
PDZRN3-AS1,0
RP11-20B7.1,0
RP11-508O18.1,0
CNTN3,0
RP11-803B1.8,9
CTD-2026G6.3,2
FRG2C,0
LINC00960,0
ZNF717,17
ROBO2,3
RP11-354H21.1,0
RP11-354H21.2,0
RP11-314M24.1,0
ROBO1,11
RP11-47P18.1,0
RP11-47P18.2,0
RP11-6B4.1,0
RP11-520D19.1,0
RP11-520D19.2,1
GBE1,85
RP11-142L1.1,0
RP11-359D24.1,0
RP11-260O18.1,0
LINC00971,31
RP11-735B13.2,0
CADM2,2
CADM2-AS2,0
CADM2-AS1,0
RP11-789F5.1,0
RP11-331K15.1,0
VGLL3,2
CHMP2B,280
POU1F1,0
RP11-451B8.1,0
HTR1F,2
CGGBP1,272
RP11-159G9.5,22
ZNF654,56
C3orf38,122
EPHA3,14
PROS1,19
ARL13B,61
STX19,0
DHFRL1,18
NSUN3,85
LINC00879,0
MTRNR2L12,12147
EPHA6,0
ARL6,13
CRYBG3,70
CRYBG3,29
MINA,68
OR5AC2,0
RP11-343D2.11,0
OR5H1,0
OR5H14,0
OR5H15,0
RP11-325B23.2,0
OR5H6,0
OR5H2,0
OR5K4,0
OR5K3,0
OR5K1,0
OR5K2,0
CLDND1,416
CPOX,25
RP11-227H4.5,0
GPR15,0
ST3GAL6-AS1,5
ST3GAL6,198
DCBLD2,9
CTD-2021J15.1,0
LINC00973,1
RP11-779P15.1,0
RP11-779P15.2,0
RP11-201E8.1,1
COL8A1,26
RP11-383I23.2,0
CMSS1,150
FILIP1L,157
TMEM30C,0
TBC1D23,92
NIT2,152
RP11-114I8.4,3
TOMM70A,62
LNP1,10
TMEM45A,19
GPR128,0
TFG,192
ABI3BP,11
IMPG2,4
SENP7,155
TRMT10C,129
PCNP,649
ZBTB11,107
ZBTB11-AS1,23
RPL24,9897
CEP97,28
NXPE3,62
RP11-49I4.3,0
NFKBIZ,532
RP11-221J22.1,0
RP11-221J22.2,0
ZPLD1,0
RP11-280H21.1,0
ALCAM,292
CBLB,202
LINC00882,3
LINC00883,5
RP11-446H18.5,0
RP11-446H18.6,0
CCDC54,0
RP11-115H18.1,1
BBX,406
LINC00635,0
LINC00636,1
CD47,333
RP11-861A13.4,25
IFT57,122
HHLA2,0
MYH15,0
KIAA1524,18
DZIP3,73
RETNLB,0
TRAT1,211
GUCA1C,0
MORC1,1
MORC1-AS1,0
RP11-59E19.1,0
RP11-59E19.4,0
LINC00488,0
DPPA2,0
DPPA4,14
RP11-702L6.4,5
RP11-457K10.1,0
RP11-119D18.1,0
RP11-553A10.1,0
PVRL3-AS1,0
PVRL3,10
CD96,366
RP11-615J4.3,0
ZBED2,2
PLCXD2,8
PLCXD2-AS1,1
PHLDB2,30
ABHD10,40
TAGLN3,0
TMPRSS7,32
C3orf52,3
GCSAM,18
RP11-757F18.5,1
SLC9C1,0
RP11-90K6.1,0
CD200,33
RP11-231E6.1,0
BTLA,30
ATG3,426
SLC35A5,49
RP11-572C15.6,7
CCDC80,57
RP11-572C15.5,1
CD200R1L,1
CD200R1,30
RP11-484K9.4,6
GTPBP8,78
C3orf17,100
RP11-572M11.4,1
RP11-572M11.1,0
RP11-572M11.3,3
BOC,6
WDR52,13
WDR52-AS1,0
SPICE1,27
SIDT1,24
SIDT1-AS1,53
KIAA2018,59
NAA50,305
RP11-271C24.2,0
ATP6V1A,293
GRAMD1C,12
RP11-255E6.6,0
ZDHHC23,5
KIAA1407,25
QTRTD1,86
DRD3,0
RP11-553L6.2,58
ZNF80,6
TIGIT,90
RP11-553L6.5,37
ZBTB20,199
ZBTB20-AS1,0
RP11-197K3.1,0
ZBTB20-AS2,5
ZBTB20-AS3,1
ZBTB20-AS4,2
RP11-190P13.2,1
GAP43,0
LSAMP,9
LSAMP-AS1,0
LINC00903,0
TUSC7,0
LINC00901,0
RP11-384F7.2,0
RP11-768G7.2,1
RP11-768G7.3,0
RP11-384F7.1,0
IGSF11,0
IGSF11-AS1,0
C3orf30,0
RP11-484M3.5,0
UPK1B,1
B4GALT4,66
B4GALT4-AS1,0
ARHGAP31,39
ARHGAP31-AS1,1
TMEM39A,66
POGLUT1,81
RP11-190C22.8,1
TIMMDC1,204
CD80,4
RP11-190C22.9,1
ADPRH,24
PLA1A,10
POPDC2,9
COX17,925
MAATS1,1
RP11-169N13.4,0
NR1I2,1
GSK3B,170
RP11-18H7.1,14
GPR156,0
LRRC58,154
RP11-174O3.3,0
FSTL1,95
NDUFB4,1307
HGD,1
RABL3,71
GTF2E1,28
RP11-500K19.1,0
STXBP5L,0
POLQ,10
ARGFX,0
FBXO40,1
HCLS1,957
GOLGB1,464
IQCB1,92
EAF2,87
SLC15A2,23
ILDR1,3
CD86,269
CASR,0
CSTA,1005
CCDC58,75
FAM162A,389
WDR5B,9
RP11-299J3.8,20
KPNA1,135
PARP9,142
DTX3L,93
PARP15,56
PARP14,406
HSPBAP1,86
DIRC2,13
RP11-67L2.2,15
SEMA5B,0
PDIA5,27
SEC22A,40
RP11-797D24.3,0
ADCY5,0
RP11-797D24.4,0
PTPLB,114
MYLK-AS1,6
MYLK,63
MYLK-AS2,0
RP11-9N20.3,0
CCDC14,158
ROPN1,0
KALRN,19
UMPS,46
RP11-71H17.9,0
ITGB5,74
ITGB5-AS1,0
MUC13,0
HEG1,56
SLC12A8,11
ZNF148,281
SNX4,148
OSBPL11,137
RP11-379B18.6,0
RP11-379B18.5,4
RP11-666A20.4,6
ALG1L,2
ROPN1B,0
SLC41A3,60
RP11-158I23.1,0
RP11-124N2.1,0
ALDH1L1,21
ALDH1L1-AS1,0
ALDH1L1-AS2,0
RP11-71E19.1,0
RP11-71E19.2,0
KLF15,3
RP11-71E19.5,0
CCDC37,0
ZXDC,34
UROC1,0
CHST13,18
C3orf22,0
TXNRD3,4
TXNRD3NB,0
CHCHD6,49
PLXNA1,29
C3orf56,0
RP11-88I21.2,1
RP11-59J16.1,1
RP11-59J16.2,0
TPRA1,62
MCM2,9
PODXL2,0
ABTB1,171
MGLL,189
KBTBD12,0
SEC61A1,214
RUVBL1,120
RUVBL1-AS1,0
EEFSEC,39
DNAJB8,0
DNAJB8-AS1,0
GATA2,10
RP11-475N22.4,0
C3orf27,3
RPN1,391
RAB7A,822
RP11-723O4.9,4
RP11-723O4.2,0
ACAD9,59
KIAA1257,7
RP11-723O4.6,0
EFCC1,1
GP9,0
RAB43,1
ISY1-RAB43,0
RP11-434H6.6,2
ISY1,132
RP11-434H6.7,4
CNBP,1463
COPG1,101
HMCES,88
H1FX,5
H1FX-AS1,5
EFCAB12,2
MBD4,279
IFT122,30
RHO,0
