,BMM6_Benign
CCDC85A,4
VRK2,149
FANCL,118
RP11-334G22.1,1
AC007250.4,1
LINC01122,51
AC007131.1,0
RP11-444A22.1,3
AC007131.2,0
AC007179.1,0
AC007381.3,15
AC007381.2,28
BCL11A,888
AC009970.1,0
PAPOLG,164
AC010733.4,0
REL,1353
PUS10,103
PEX13,175
KIAA1841,113
C2orf74,4
RP11-493E12.1,0
AHSA2,330
USP34,1022
RP11-355B11.2,65
XPO1,776
FAM161A,89
CCT4,1133
AC107081.5,10
COMMD1,478
AC018462.2,0
B3GNT2,79
AC093159.1,0
TMEM17,12
AC092155.4,0
EHBP1,181
AC007098.1,0
AC009501.4,319
OTX1,0
WDPCP,157
MDH1,669
UGP2,1678
VPS54,94
AC012368.1,0
PELI1,107
AC074289.1,37
LINC00309,0
AC114752.1,0
AC114752.3,0
AC008074.3,3
LGALSL,0
AC008074.4,0
RP11-568N6.1,8
AFTPH,439
AC007365.1,0
SERTAD2,210
AC007365.3,1
AC007880.1,19
AC007386.2,135
SLC1A4,29
AC007386.4,0
CEP68,297
RAB1A,476
ACTR2,2032
SPRED2,14
AC074391.1,0
AC012370.3,1
AC007389.3,3
RP11-340F16.1,0
AC118345.1,0
AC092669.6,0
AC092669.2,0
AC092669.3,6
MEIS1-AS3,0
MEIS1,14
MEIS1-AS2,4
AC092669.1,0
AC007392.3,0
AC007392.4,0
AC007403.2,0
AC007403.1,0
AC007403.3,0
AC023115.2,0
AC023115.1,0
AC078941.1,1
AC023115.4,0
ETAA1,159
AC007422.1,0
AC010987.5,0
AC010987.6,0
C1D,711
WDR92,177
RP11-474G23.1,1
PNO1,152
PPP3R1,97
RP11-474G23.2,3
RP11-474G23.3,26
CNRIP1,20
AC015969.3,1
PLEK,732
FBXO48,90
APLF,35
PROKR1,0
ARHGAP25,704
AC097495.2,1
AC097495.3,0
BMP10,0
GKN2,0
GKN1,0
ANTXR1,0
GFPT1,126
NFU1,389
RP11-427H3.3,386
AAK1,672
ANXA4,151
AC092431.3,0
GMCL1,562
SNRNP27,504
MXD1,68
AC019206.1,0
ASPRV1,3
PCBP1-AS1,283
PCBP1,1361
AC016700.2,0
AC016700.5,12
C2orf42,111
TIA1,662
PCYOX1,139
SNRPG,3036
FAM136A,389
AC022201.5,0
AC022201.4,0
TGFA,8
ADD2,47
AC007395.3,0
FIGLA,0
CLEC4F,5
CD207,1
LINC01143,0
VAX2,0
ATP6V1B1,4
AC007040.11,5
AC007040.7,0
ANKRD53,5
TEX261,116
AC007040.6,0
AC007040.8,0
NAGK,280
RP11-467P9.1,7
MCEE,140
MPHOSPH10,590
PAIP2B,68
ZNF638,1278
DYSF,14
CYP26B1,0
EXOC6B,46
SPR,1
EMX1,0
SFXN5,154
RAB11FIP5,6
NOTO,1
SMYD5,54
PRADC1,159
CCT7,769
FBXO41,31
EGR4,0
ALMS1,115
NAT8,0
TPRKB,684
RP11-434P11.2,0
DUSP11,336
C2orf78,0
STAMBP,282
ACTG2,1
DGUOK,1295
DGUOK-AS1,8
AC073046.25,0
RP11-711M9.1,1
TET3,51
MGC10955,1
BOLA3,440
BOLA3-AS1,20
MOB1A,1455
CATX-2,0
MTHFD2,275
RP11-287D1.3,3
SLC4A5,20
DCTN1,187
DCTN1-AS1,0
C2orf81,21
WDR54,359
RTKN,14
INO80B,109
WBP1,15
MOGS,146
MRPL53,111
CCDC142,151
TTC31,133
LBX2,0
AC005041.17,0
RP11-523H20.3,1
LBX2-AS1,1
PCGF1,112
TLX2,0
DQX1,1
AUP1,738
HTRA2,305
LOXL3,5
DOK1,148
M1AP,0
SEMA4F,19
RP11-259N19.1,3
HK2,29
AC104135.3,1
AC104135.2,20
AC104135.4,0
POLE4,802
TACR1,0
RP11-355F16.1,8
EVA1A,0
AC007099.2,0
AC007099.1,0
MRPL19,372
GCFC2,185
RP11-342K6.1,5
RP11-342K6.3,0
RP11-342K6.4,2
LRRTM4,0
AC079117.1,0
AC084149.2,0
AC084149.1,2
AC073628.1,0
AC012494.1,0
AC092660.1,0
REG3G,0
REG1B,0
REG1A,0
REG3A,0
CTNNA2,0
AC010975.1,0
AC016716.2,0
LRRTM1,0
AC008067.2,0
AC084193.1,0
AC012075.2,0
AC079896.1,0
AC010105.1,0
AC010744.1,0
AC106874.1,0
SUCLG1,735
DNAH6,18
TRABD2A,515
AC022210.1,0
TMSB10,61267
KCMF1,134
RP11-60H5.1,0
TCF7L1,7
TGOLN2,972
RETSAT,34
ELMOD3,336
RP11-717A5.2,0
CAPG,651
SH2D6,1
MAT2A,883
GGCX,209
VAMP8,3821
VAMP5,987
RNF181,802
TMEM150A,105
USP39,250
C2orf68,448
SFTPB,3
GNLY,2515
ATOH8,3
AC105053.3,5
ST3GAL5,139
AC105053.4,2
RP11-548P2.2,4
POLR1A,61
PTCD3,417
IMMT,439
RP11-301O19.1,30
MRPL35,230
REEP1,6
KDM3A,161
CHMP3,589
RNF103-CHMP3,0
AC015971.2,0
RNF103,53
RMND5A,160
CD8A,1330
CD8B,1679
AC111200.1,0
RGPD1,0
PLGLB1,42
LINC00152,427
RP11-1399P15.1,29
PLGLB2,1
RGPD2,5
KRCC1,762
SMYD1,0
FABP1,0
THNSL2,8
TEX37,0
AC104134.2,0
EIF2AK3,83
AC062029.1,33
RPIA,599
CH17-132F21.1,0
RP11-685N3.1,4
RP11-575H3.1,0
TEKT4,23
AC103563.8,0
MAL,456
AC103563.9,0
MRPS5,719
ZNF514,120
ZNF2,28
AC092835.2,13
PROM2,6
KCNIP3,0
FAHD2A,201
RP11-440D17.3,15
RP11-440D17.4,0
TRIM43,0
AC008268.1,0
LINC00342,117
ANKRD36C,1135
GPAT2,16
ADRA2B,0
ASTL,1
DUSP2,130
AC012307.2,0
STARD7,397
TMEM127,116
CIAO1,471
SNRNP200,532
AC021188.4,27
ITPRIPL1,40
NCAPH,80
RP11-363D14.1,0
ARID5A,533
KANSL3,107
LMAN2L,65
CNNM4,14
RP11-353K11.1,0
CNNM3,26
ANKRD23,16
ANKRD39,238
SEMA4C,26
FAM178B,27
FAHD2B,74
ANKRD36,1532
AC159540.3,0
AC159540.1,444
AC159540.2,0
COX5B,3449
ACTR1B,409
LINC01125,13
ZAP70,547
TMEM131,308
VWA3B,11
AC092675.3,0
CNGA3,0
INPP4A,272
COA5,452
UNC50,342
MGAT4A,414
AC109826.1,42
KIAA1211L,1
TSGA10,231
C2orf15,10
C2ORF15,24
LIPT1,151
MRPL30,6
MITD1,597
MRPL30,5
LYG2,48
LYG1,8
TXNDC9,410
EIF5B,1141
REV1,345
RP11-527J8.1,6
AFF3,1408
AC092667.2,0
LINC01104,3
LONRF2,1
AC012493.2,0
CHST10,13
NMS,0
PDCL3,301
AC068538.4,0
AC092168.3,0
AC092168.4,0
NPAS2,6
AC016738.3,0
AC016738.4,0
RPL31,53737
TBC1D8,11
RP11-299H21.1,4
CNOT11,181
RNF149,408
CREG2,6
RFX8,1
AC092570.2,0
MAP4K4,319
FLJ20373,0
IL1R2,11
IL1R1,4
AC007271.3,0
IL1RL2,0
IL1RL1,0
IL18R1,92
IL18RAP,64
SLC9A4,0
SLC9A2,0
MFSD9,52
TMEM182,21
AC007251.2,0
AC108051.1,0
AC108051.2,0
AC108051.3,0
AC073987.1,0
AC013727.1,0
AC013727.2,0
RP11-76I14.1,2
AC096554.1,0
AC068535.2,0
AC068535.3,0
LINC01102,2
LINC01103,0
AC013402.4,0
AC013402.3,0
AC013402.5,0
AC068057.1,0
LINC01114,0
LINC01158,0
POU3F3,1
AC018730.4,0
LINC01159,0
AC010884.1,1
MRPS9,319
AC104655.2,0
AC104655.3,0
GPR45,0
RP11-332H14.1,0
AC012360.1,0
TGFBRAP1,91
AC012360.2,0
AC012360.4,0
RP11-332H14.2,242
C2orf49,266
FHL2,21
AC012360.6,0
NCK2,293
AC009505.2,16
AC009505.4,2
C2orf40,28
UXS1,606
AC018878.3,0
RGPD3,0
AC108868.1,0
AC108868.5,0
AC108868.6,0
ST6GAL2,5
AC016994.2,0
AC006227.1,0
AC096669.1,0
AC096669.2,0
AC096669.3,1
GACAT1,0
RGPD4-AS1,14
RGPD4,0
SLC5A7,0
AC023672.2,0
AC019100.3,0
SULT1C3,0
SULT1C2,9
SULT1C4,22
GCC2,1624
AC012487.2,2
LIMS1,573
AC010095.5,0
RANBP2,347
CCDC138,66
EDAR,9
SH3RF3-AS1,0
SH3RF3,3
10-Sep,3
SOWAHC,5
RGPD5,42
LIMS3,1
LINC01123,0
MALL,3
NPHP1,34
LINC00116,688
RP11-1223D19.1,3
LINC01106,0
RP13-1039J1.2,0
LIMS3,0
RP13-1039J1.3,0
LIMS3L,0
RGPD6,1
AC123886.2,0
BUB1,135
AC114776.3,0
ACOXL,3
AC096670.3,0
BCL2L11,95
AC108463.1,0
MIR4435-1HG,201
RP11-181E10.3,8
AC068491.2,0
RP11-803D5.4,11
AC017002.1,30
AC017002.2,3
AC017002.4,0
ANAPC1,171
MERTK,3
TMEM87B,136
FBLN7,39
ZC3H8,366
ZC3H6,441
RGPD8,1
TTL,174
POLR1B,48
CHCHD5,698
AC012442.6,2
AC079922.3,71
SLC20A1,365
NT5DC4,0
CKAP2L,155
IL1A,0
IL1B,49
IL37,0
IL36G,0
IL36A,0
IL36B,0
IL36RN,0
IL1F10,0
IL1RN,12
PSD4,338
AC016683.5,11
PAX8,25
RP11-65I12.1,9
AC016745.3,2
RP11-480C16.1,52
CBWD2,141
AC016745.1,0
FOXD4L1,0
RP11-395L14.3,0
RP11-395L14.4,0
FAM138B,0
RABL2A,131
AC017074.1,0
AC017074.2,0
SLC35F5,117
AC024704.2,1
AC104653.1,18
RP11-141B14.1,130
ACTR3,2346
AC010982.1,0
AC110769.3,0
AC010982.2,0
DPP10,0
DPP10-AS3,0
DPP10-AS2,0
DPP10-AS1,0
AC009312.1,1
DDX18,1235
AC009404.2,11
CCDC93,197
AC009303.1,0
RP11-98C1.1,1
RP11-98C1.2,0
INSIG2,296
AC093901.1,6
RP11-19E11.1,0
EN1,0
MARCO,11
RP11-77A13.1,0
C1QL2,0
STEAP3,3
STEAP3-AS1,0
C2orf76,137
DBI,3072
TMEM37,1
SCTR,0
AC013275.2,0
PCDP1,5
TMEM177,59
PTPN4,581
EPB41L5,62
AC012363.4,2
TMEM185B,14
RALB,349
AC012363.13,0
INHBB,1
LINC01101,0
AC073257.2,0
AC073257.1,0
AC018866.1,0
GLI2,0
RP11-297J22.1,0
AC067960.1,0
AC079988.3,0
TFCP2L1,0
CLASP1,168
RP11-204L24.2,1
NIFK-AS1,385
NIFK,620
TSN,634
AC018737.3,0
AC062020.2,0
AC062020.1,0
AC073409.1,0
AC079154.1,0
CNTNAP5,0
AC097499.1,0
AC114813.1,0
AC023347.1,0
GYPC,2643
AC114783.1,0
RP11-521O16.1,0
RP11-521O16.2,3
BIN1,816
CYP27C1,23
ERCC3,147
MAP3K2,497
AC068282.3,5
PROC,39
IWS1,617
AC010976.2,0
MYO7B,30
RP11-286H15.1,1
LIMS2,88
GPR17,0
WDR33,659
SFT2D3,14
RP5-935K16.1,75
POLR2D,246
AMMECR1L,51
RP11-395A13.2,70
SAP130,64
UGGT1,254
HS6ST1,27
AC012451.1,0
AC068483.1,0
AC079586.1,0
AC079776.1,0
AC079776.3,0
RAB6C,6
POTEF,1
AC018804.3,0
CCDC74B,1
SMPD4,129
MZT2B,1511
TUBA3E,0
CCDC115,518
IMP4,554
PTPN18,330
POTEI,0
AC013269.3,0
CFC1B,0
AC013269.4,0
AC013269.5,0
AC140481.2,12
AC140481.4,0
CFC1,0
POTEJ,0
GPR148,0
AC140481.8,0
AMER3,0
AC133785.1,0
ARHGEF4,22
FAM168B,165
PLEKHB2,401
POTEE,3
CYP4F31P,0
LINC01120,0
RP11-109E12.1,2
MZT2A,1314
TUBA3D,2
CCDC74A,31
LINC01087,0
C2orf27A,46
C2orf27B,0
AC103564.7,0
AJ239322.3,0
AJ239322.1,3
RP1-156L9.1,0
ANKRD30BL,5
AC097532.2,0
RP11-725P16.2,0
GPR39,0
LYPD1,0
AC010974.3,0
NCKAP5,0
AC016909.1,0
AC011755.1,0
AC010890.1,0
AC011243.1,0
MGAT5,98
TMEM163,2
CCNT2-AS1,17
ACMSD,0
CCNT2,370
MAP3K19,0
RAB3GAP1,343
ZRANB3,69
R3HDM1,594
UBXN4,2015
LCT,0
AC011893.3,33
MCM6,103
DARS,716
AC093391.2,24
AC068492.1,0
CXCR4,6944
THSD7B,1
AC020601.1,0
HNMT,73
AC069394.1,0
AC097721.2,6
AC114763.1,0
SPOPL,130
RP11-231E19.1,9
AC092620.3,2
NXPH2,0
AC062021.1,0
AC016710.1,0
AC078851.1,0
AC073928.2,0
LRP1B,2
KYNU,53
ARHGAP15,1609
RP11-190J23.1,0
AC096558.1,2
RP11-570L15.2,2
RP11-570L15.1,0
AC092652.1,1
RP11-434H14.1,0
CTD-2252P21.1,0
AC079584.2,0
AC016910.1,0
GTDC1,185
ZEB2,1716
ZEB2-AS1,97
AC010090.1,0
TEX41,3
AC023128.1,0
RP11-514A9.1,0
AC064865.1,0
AC092484.1,0
AC079163.1,0
AC062031.1,0
AC103881.1,0
AC062032.1,0
ACVR2A,20
AC009480.3,2
ORC4,317
MBD5,154
EPC2,212
AC105402.4,1
KIF5C,23
LYPD6B,7
LYPD6,1
MMADHC,852
AC144449.1,1
AC007364.1,0
AC016682.1,0
AC113610.1,0
RND3,0
AC104777.2,0
AC104777.3,0
AC104777.1,0
AC104777.4,0
AC023469.2,0
AC023469.1,0
AC018731.3,0
RBM43,234
NMI,493
TNFAIP6,5
RIF1,602
NEB,16
ARL5A,1373
CACNB4,10
AC079790.2,0
STAM2,136
FMNL2,7
PRPF40A,1202
ARL6IP6,465
AC011901.2,0
AC079150.3,0
RPRM,2
GALNT13,0
AC009227.2,2
AC009227.3,0
AC061961.2,0
KCNJ3,58
AC092625.1,0
AC093375.1,4
NR4A2,63
GPD2,62
AC011308.1,0
GALNT5,5
ERMN,24
CYTIP,1608
ACVR1C,25
AC019186.1,1
ACVR1,26
UPP2,0
RP11-546J1.1,1
RP11-1152H14.1,1
CCDC148-AS1,0
CCDC148,2
PKP4,51
AC005042.4,0
AC005042.5,0
DAPL1,33
TANC1,3
WDSUB1,157
BAZ2B,729
AC008277.1,0
AC009506.1,29
AC009961.3,30
7-Mar,909
CD302,133
LY75,124
LY75-CD302,0
PLA2R1,1
ITGB6,0
RBMS1,630
AC009313.1,0
TANK,719
AC009299.2,0
AC009299.3,28
PSMD14,395
TBR1,0
AC009487.4,0
SLC4A10,40
DPP4,144
AC008063.2,1
AC008063.3,0
GCG,0
AC007750.5,0
FAP,0
IFIH1,79
GCA,461
KCNH7,0
AC007740.1,0
FIGN,5
AC092684.1,0
GRB14,0
COBLL1,97
AC019181.2,5
SLC38A11,43
AC013463.2,0
SCN3A,39
SCN2A,1
CSRNP3,0
GALNT3,106
AC009495.2,11
AC009495.4,2
AC009495.3,0
TTC21B,128
AC010127.3,1
SCN1A,0
SCN9A,50
SCN7A,0
XIRP2,0
XIRP2-AS1,0
AC074363.1,0
AC016723.4,0
B3GALT1,0
STK39,111
CERS6,128
CERS6-AS1,5
NOSTRIN,12
SPC25,212
G6PC2,0
ABCB11,0
DHRS9,24
AC007556.3,0
LRP2,0
BBS5,8
RP11-724O16.1,0
KLHL41,0
FASTKD1,84
PPIG,1748
CCDC173,0
PHOSPHO2,60
KLHL23,80
SSB,1375
METTL5,576
UBR3,156
MYO3B,3
AC012594.1,0
AC007277.3,1
LINC01124,0
SP5,0
AC007405.4,0
AC007405.6,1
ERICH2,0
GAD1,1
AC007405.8,0
GORASP2,366
TLK1,899
METTL8,244
DCAF17,124
CYBRD1,20
DYNC1I2,331
AC068039.1,0
AC068039.4,21
SLC25A12,65
HAT1,401
METAP1D,186
DLX1,0
DLX2,0
AC104801.1,0
AC104088.1,0
ITGA6,149
AC078883.4,0
AC078883.3,23
AC093818.1,45
PDK1,194
RAPGEF4-AS1,0
RAPGEF4,1
MLTK,195
MLK7-AS1,0
CDCA7,327
RP11-796E10.1,0
AC106900.6,2
SP3,441
RP11-394I13.2,4
RP11-394I13.3,1
RP11-394I13.1,0
OLA1,769
AC018470.4,0
SP9,0
AC018470.1,0
CIR1,718
SCRN3,91
GPR155,364
AC010894.3,6
AC018890.6,0
WIPF1,1487
AC010894.5,5
CHRNA1,3
AC018890.4,0
CHN1,25
ATF2,338
AC096649.2,0
ATP5G3,3044
AC096649.3,0
AC016751.3,0
AC016751.2,0
KIAA1715,224
EVX2,0
HOXD13,0
HOXD12,0
HOXD11,0
HOXD10,0
HOXD-AS2,0
HOXD9,0
HOXD8,0
HOXD3,0
HOXD4,0
RP11-387A1.5,0
HOXD-AS1,1
AC009336.24,0
HOXD1,0
MTX2,229
AC017048.1,0
AC017048.2,0
RP11-324L17.1,0
LINC01116,15
LINC01117,0
AC092162.1,0
AC073636.1,0
AC079305.11,0
AC079305.8,0
HNRNPA3,3557
NFE2L2,414
AC079305.10,3
RP11-337N6.2,0
RP11-337N6.1,8
AGPS,196
TTC30B,16
AC073834.3,0
TTC30A,7
PDE11A,9
AC012499.1,0
RBM45,137
OSBPL6,2
RP11-65L3.1,1
AC009948.5,63
PRKRA,529
DFNB59,7
FKBP7,33
PLEKHA3,83
TTN-AS1,127
TTN,521
RP11-65L3.4,9
RP11-65L3.2,4
RP11-171I2.5,11
RP11-171I2.2,6
RP11-171I2.4,4
RP11-171I2.3,0
RP11-171I2.1,0
RP11-88L24.4,0
CCDC141,344
SESTD1,143
AC093911.1,0
ZNF385B,1
CWC22,462
AC009478.1,1
UBE2E3,792
AC104076.3,2
AC068196.1,0
AC104820.2,186
AC020595.1,0
ITGA4,1756
CERKL,4
NEUROD1,7
AC013733.3,0
AC013733.4,0
RP11-366L5.1,4
SSFA2,201
PPP1R1C,1
PDE1A,0
DNAJC10,721
FRZB,0
NCKAP1,11
DUSP19,12
AC064871.3,0
NUP35,84
RP11-438L19.1,10
AC093639.1,0
ZNF804A,7
AC007966.1,1
FSIP2,10
AC008174.3,2
AC097500.2,151
RP11-410E4.1,20
ZC3H15,1296
AC018867.1,0
AC018867.2,1
ITGAV,45
AC017101.10,0
FAM171B,8
ZSWIM2,0
AC007319.1,1
CALCRL,11
TFPI,37
LINC01090,0
GULP1,6
DIRC1,0
COL3A1,0
COL5A2,0
AC133106.2,0
WDR75,164
SLC40A1,196
ASNSD1,370
ANKAR,172
OSGEPL1,129
OSGEPL1-AS1,7
RP11-455J20.3,6
ORMDL1,1835
AC013468.1,0
PMS1,315
C2orf88,22
MSTN,0
HIBCH,437
INPP1,46
MFSD6,99
RP11-647K16.1,3
TMEM194B,120
AC093388.3,23
NAB1,80
AC006460.2,0
AC005540.3,74
GLS,408
STAT1,608
AC067945.2,0
STAT4,390
AC092614.2,0
MYO1B,18
NABP1,527
AC098872.3,0
SDPR,30
AC098617.1,1
TMEFF2,0
AC013401.1,0
AC013401.2,0
PCGEM1,0
RP11-764E7.1,0
AC018799.1,0
AC006196.1,0
AC010983.1,0
AC064834.1,3
RP11-762E8.1,3
AC064834.2,7
AC064834.3,1
SLC39A10,373
DNAH7,7
STK17B,2228
RP11-347P5.1,577
HECW2,8
AC020571.3,22
CCDC150,57
GTF3C3,160
C2orf66,0
PGAP1,46
ANKRD44,1283
AC013264.2,153
AC010746.3,0
SF3B1,1748
COQ10B,413
HSPD1,1454
HSPE1,2042
HSPE1-MOB4,0
MOB4,507
RFTN2,1
AC011997.1,4
MARS2,35
BOLL,8
PLCL1,24
AC109589.1,0
AC005235.1,0
AC019330.1,0
AC018717.1,0
SATB2,15
RP11-486F17.1,0
SATB2-AS1,0
AC093590.1,0
FTCDNL1,12
C2orf69,281
TYW5,275
C2orf47,118
SPATS2L,72
KCTD18,192
SGOL2,336
AOX1,27
AC007163.3,2
AC007163.6,3
BZW1,1078
RP11-469M7.1,38
CLK1,1334
PPIL3,421
NIF3L1,93
ORC2,201
AC005037.3,14
FAM126B,315
NDUFB3,1331
RP11-13J8.1,6
CFLAR,1344
CFLAR-AS1,2
AC007283.5,0
CASP10,207
CASP8,841
ALS2CR12,10
TRAK2,195
STRADB,191
ALS2CR11,5
TMEM237,65
MPP4,1
ALS2,31
CDK15,0
RP11-107N15.1,0
FZD7,0
AC079354.1,5
AC079354.3,1
AC079354.5,0
SUMO1,2047
AC079354.2,0
NOP58,724
RP11-686O6.1,6
RP11-686O6.2,15
BMPR2,148
FAM117B,110
ICA1L,100
WDR12,187
CARF,301
NBEAL1,2549
CYP20A1,424
ABI2,376
RP11-363J17.1,0
RAPH1,13
CD28,168
CTLA4,20
ICOS,52
AC009965.2,0
AC009498.1,0
AC016903.1,0
AC016903.2,0
PARD3B,2
NRP2,4
AC007362.3,0
AC007679.3,0
INO80D,431
AC007383.3,10
NDUFS1,294
AC007383.4,7
EEF1B2,20831
GPR1,13
ZDBF2,34
AC017081.1,0
ADAM23,96
AC010731.2,0
AC010731.3,0
AC010731.4,0
DYTN,1
MDH1B,3
FASTKD2,155
RP11-95H11.1,0
AC008269.2,0
CPO,1
KLF7,203
AC007879.1,0
AC007879.2,2
AC007879.4,1
AC007879.3,0
AC007879.7,1
AC007879.5,3
AC007879.6,0
CREB1,811
METTL21A,495
AC079767.4,120
CCNYL1,44
RP11-801F7.1,1
FZD5,0
AC096772.6,22
PLEKHM3,19
CRYGD,19
CRYGC,0
CRYGB,0
CRYGA,0
C2orf80,0
IDH1,215
IDH1-AS1,13
PIKFYVE,358
PTH2R,1
MAP2,17
UNC80,1
RPE,162
KANSL1L,86
RP11-260M2.1,98
AC007038.7,50
AC006994.2,20
ACADL,1
MYL1,0
AC007970.1,0
LANCL1,143
CPS1,2
ERBB4,0
AC093381.2,0
AC108066.1,0
IKZF2,376
RP11-105N14.1,89
RP11-105N14.3,0
RP11-105N14.2,1
AC079610.2,0
SPAG16,212
AC107218.3,5
VWC2L,1
BARD1,344
AC072062.1,3
ABCA12,0
AC072062.3,0
AC073284.4,0
ATIC,245
FN1,17
AC012462.1,0
AC012462.2,0
AC012462.3,0
AC012668.1,0
AC012668.2,0
AC012668.3,0
LINC00607,2
AC093850.2,0
AC122136.2,0
AC093382.1,0
MREG,5
PECR,112
TMEM169,22
XRCC5,1611
RP11-566E18.3,17
4-Mar,0
AC012513.6,0
AC069155.1,0
AC098820.2,1
SMARCAL1,80
AC098820.4,1
RPL37A,43521
AC073321.3,0
AC073321.4,0
IGFBP2,6
IGFBP5,0
AC007563.5,0
AC007563.3,0
AC007557.4,0
TNP1,0
AC007557.2,0
AC007557.3,0
AC007563.1,0
AC007557.1,0
RP11-574O16.1,0
AC009492.1,0
DIRC3,8
TNS1,14
AC010136.2,0
RUFY4,5
CXCR2,24
CXCR1,3
ARPC2,7206
GPBAR1,22
AAMP,361
PNKD,774
TMBIM1,197
AC021016.8,0
C2orf62,2
SLC11A1,149
CTDSP1,652
RP11-378A13.2,6
VIL1,2
USP37,168
RQCD1,297
PLCD4,3
RP11-548H3.1,10
ZNF142,43
BCS1L,110
RNF25,42
STK36,14
TTLL4,45
CYP27A1,12
RP11-459I19.1,0
PRKAG3,0
WNT6,1
WNT10A,13
AC073128.10,0
AC097468.7,0
CDK5R2,0
LINC00608,2
FEV,0
CRYBA2,0
AC097468.4,0
CCDC108,0
IHH,1
RP11-33O4.1,4
NHEJ1,4
SLC23A3,24
CNPPD1,246
FAM134A,190
ZFAND2B,522
ABCB6,1
ATG9A,99
ANKZF1,604
GLB1L,59
STK16,356
TUBA4A,1084
DNAJB2,244
PTPRN,0
AC114803.3,0
RESP18,0
DNPEP,479
AC053503.4,0
DES,1
AC053503.6,0
SPEG,6
AC053503.11,0
RP11-316O14.1,2
GMPPA,105
ASIC4,25
CHPF,35
TMEM198,1
RP11-256I23.1,0
OBSL1,3
RP11-256I23.2,0
INHA,0
STK11IP,63
AC009955.8,0
SLC4A3,10
RP11-256I23.3,1
AC009502.4,1
AC008281.1,0
AC114765.1,0
AC114765.2,0
AC067956.1,0
AC093843.1,0
EPHA4,12
CTD-2308L22.1,0
AC068489.1,0
PAX3,0
CCDC140,0
RP11-384O8.1,0
SGPP2,13
RP11-16P6.1,6
FARSB,139
MOGAT1,0
ACSL3,265
AC097461.4,0
KCNE4,2
AC013448.1,2
AC013448.2,0
SCG2,0
AP1S3,115
WDFY1,169
MRPL44,259
AC073641.2,0
SERPINE2,55
FAM124B,8
CUL3,299
DOCK10,602
AC067961.1,0
NYAP2,30
RP11-314B1.2,3
AC068138.1,0
IRS1,24
RP11-395N3.2,1
RHBDD1,133
COL4A4,5
COL4A3,6
AC097662.2,3
MFF,810
TM4SF20,0
AGFG1,161
C2orf83,0
SLC19A3,45
CCL20,11
DAW1,1
SPHKAP,0
AC009410.1,0
AC074019.1,0
PID1,18
DNER,0
TRIP12,508
FBXO36,23
SLC16A14,23
AC009950.2,28
SP110,2157
SP140,435
SP140L,602
SP100,2026
AC010149.4,0
AC098823.3,0
CAB39,242
ITM2C,1406
AC012507.3,0
GPR55,42
AC012507.4,0
SPATA3-AS1,0
SPATA3,0
C2orf72,0
PSMD1,303
HTR2B,1
ARMC9,61
B3GNT7,34
AC017104.2,0
NCL,3749
NMUR1,29
C2orf57,0
MGC4771,0
PTMA,66724
PDE6D,354
COPS7B,246
NPPC,34
DIS3L2,284
AC105461.1,0
ALPP,4
AC068134.8,0
ALPPL2,0
AC068134.6,0
ALPI,0
ECEL1,0
PRSS56,0
CHRND,2
CHRNG,3
TIGD1,125
EIF4E2,493
AC073254.1,1
EFHD1,2
GIGYF2,435
KCNJ13,0
C2orf82,1
NGEF,0
AC106876.2,0
NEU2,0
INPP5D,578
ATG16L1,136
SAG,30
RP11-400N9.1,25
DGKD,574
USP40,63
UGT1A8,4
UGT1A10,0
UGT1A9,0
UGT1A7,0
UGT1A6,0
AC114812.8,0
UGT1A5,0
UGT1A4,0
UGT1A3,0
UGT1A1,0
MROH2A,0
HJURP,73
TRPM8,13
AC005538.5,0
SPP2,0
AC006037.2,0
RP11-309M7.1,0
AC097713.3,0
AC097713.4,19
ARL4C,1175
SH3BP4,16
AC114814.4,0
AC114814.3,0
AGAP1,10
AC064874.1,0
GBX2,0
AC079135.1,0
ASB18,0
IQCA1,1
RP11-785G17.1,0
AC019068.2,0
ACKR3,0
AC011286.1,0
AC105760.3,3
AC105760.2,10
COPS8,433
AC107079.1,0
AC112715.2,0
COL6A3,13
AC112721.1,1
AC112721.2,2
MLPH,1
PRLH,0
RAB17,0
AC104667.3,13
AC096574.5,0
LRRFIP1,1910
RBM44,12
RAMP1,13
UBE2F,539
UBE2F-SCLY,0
SCLY,60
ESPNL,1
KLHL30,4
FAM132B,8
ILKAP,416
AC016757.3,11
HES6,33
PER2,130
AC012485.1,0
AC012485.2,0
TRAF3IP1,31
ASB1,137
AC016999.2,0
LINC01107,0
AC113618.1,0
AC144525.1,0
TWIST2,0
AC114788.2,0
RP11-648F7.1,0
HDAC4,129
AC017028.1,1
AC062017.1,99
AC079612.1,0
AC079612.2,0
RP11-315F22.1,0
AC093802.1,16
NDUFA10,682
OR6B2,0
PRR21,0
OR6B3,0
AC013469.1,0
MYEOV2,2084
OTOS,0
AC124861.1,0
GPC1,2
AC110619.2,0
ANKMY1,33
DUSP28,122
RNPEPL1,203
CAPN10-AS1,133
CAPN10,71
GPR35,14
AQP12B,0
AC011298.1,0
AC011298.2,0
AQP12A,0
KIF1A,0
AGXT,0
C2orf54,0
AC104809.3,0
AC104809.2,0
SNED1,8
AC093585.6,0
AC005237.4,0
MTERFD2,641
PASK,179
PPP1R7,550
ANO7,1
HDLBP,407
AC104841.2,0
2-Sep,924
AC005104.3,0
FARP2,105
STK25,442
BOK-AS1,1
