,BMET10_Tumor
RP11-807H7.1,0
RP11-807H7.2,0
RP11-51P8.1,0
RP11-25H12.1,0
RP11-19C24.1,0
RP11-584P21.2,3
CENPC,150
STAP1,0
UBA6,402
UBA6-AS1,57
GNRHR,0
TMPRSS11D,0
TMPRSS11A,0
TMPRSS11F,0
TMPRSS11BNL,0
TMPRSS11B,1
YTHDC1,814
TMPRSS11E,0
UGT2B17,145
UGT2B15,414
UGT2B10,0
RP11-468N14.13,0
UGT2A3,0
UGT2B7,0
RP11-704M14.1,0
UGT2B11,0
UGT2B28,0
UGT2B4,0
UGT2A1,0
UGT2A2,0
UGT2A1,0
SULT1B1,15
SULT1E1,1
CSN1S1,0
CSN2,0
STATH,0
HTN3,0
HTN1,0
C4orf40,0
ODAM,5
FDCSP,0
CSN3,0
CABS1,0
SMR3A,0
SMR3B,0
PROL1,0
MUC7,0
AMTN,2
AMBN,0
ENAM,0
IGJ,2
UTP3,160
RP11-46J23.1,0
RUFY3,272
GRSF1,287
MOB1B,161
DCK,237
SLC4A4,4
GC,203
RP11-545L5.1,0
NPFFR2,0
ADAMTS3,51
RP11-373J21.1,0
RP11-352E8.2,0
COX18,77
ANKRD17,487
RP11-692D12.1,2
ALB,129
AFP,0
AFM,0
RP11-622A1.2,0
RASSF6,12
AC112518.3,0
IL8,1165
CXCL6,23
PF4V1,0
CXCL1,201
PF4,8
PPBP,6
CXCL5,18
CXCL3,981
CXCL2,2431
MTHFD2L,659
AC093677.1,0
EPGN,0
EREG,286
RP11-727M10.1,0
AREG,35
AC142293.3,0
RP11-727M10.2,0
AREGB,1
BTC,7
PARM1,133
RP11-44F21.3,0
RP11-44F21.2,0
RP11-44F21.5,0
RP11-542G1.1,1
RP11-542G1.2,0
RP11-542G1.3,0
RP11-567N4.2,0
RP11-567N4.3,0
RCHY1,516
THAP6,195
C4orf26,0
CDKL2,1
G3BP2,658
USO1,547
RP11-556N4.1,19
PPEF2,1
NAAA,231
SDAD1,474
AC110615.1,0
RP11-630D6.5,0
CXCL9,2
ART3,11
CXCL10,27
CXCL11,6
NUP54,307
SCARB2,691
FAM47E,11
FAM47E-STBD1,0
FAM47E-STBD1,5
CCDC158,2
SHROOM3,222
RP11-359D14.2,0
RP11-359D14.3,0
SOWAHB,0
11-Sep,858
CCNI,4524
CCNG2,363
RP11-625I7.1,0
CXCL13,1
CNOT6L,455
MRPL1,223
FRAS1,6
ANXA3,35
LINC01094,21
RP11-109G23.3,13
BMP2K,121
PAQR3,67
LINC01088,47
NAA11,0
GK2,0
LINC00989,18
RP11-234K19.1,2
RP11-452C8.1,4
PCAT4,10
ANTXR2,133
RP11-377G16.2,0
PRDM8,11
FGF5,8
C4orf22,0
BMP3,0
PRKG2,0
RP11-100N20.1,0
RASGEF1B,87
RP11-689K5.3,0
RP11-127B20.2,1
HNRNPD,431
RP11-127B20.3,27
HNRNPDL,1966
ENOPH1,273
TMEM150C,72
LINC00575,0
SCD5,84
SEC31A,658
THAP9-AS1,404
THAP9,20
LIN54,42
COPS4,237
PLAC8,34
RP11-576N17.5,0
COQ2,25
HPSE,21
HELQ,85
MRPS18C,428
FAM175A,95
AGPAT9,8
RP11-767N15.1,0
RP11-42A4.1,0
NKX6-1,1
CDS1,20
WDFY3,184
WDFY3-AS1,0
ARHGAP24,62
RP13-514E23.2,2
MAPK10,82
RP11-778J15.1,0
PTPN13,71
SLC10A6,24
C4orf36,70
AFF1,268
KLHL8,93
RP11-529H2.1,0
HSD17B13,5
HSD17B11,476
NUDT9,335
RP11-710E1.2,2
SPARCL1,9879
RP11-742B18.1,3
DSPP,1
DMP1,15
IBSP,67
MEPE,0
SPP1,1073
PKD2,146
ABCG2,50
PPM1K,217
RP11-10L7.1,1
HERC6,24
HERC5,26
PYURF,1514
HERC3,67
PIGY,0
NAP1L5,87
FAM13A-AS1,2
FAM13A,362
RP11-84C13.1,2
TIGD2,22
RP11-84C13.2,1
GPRIN3,216
RP11-115D19.1,2
SNCA,32
RP11-67M1.1,1
MMRN1,24
CCSER1,11
AC004054.1,0
RP11-763F8.1,0
RP11-354O24.1,0
RP11-562F9.2,0
RP11-9B6.1,0
GRID2,0
RP11-428L21.1,0
RP11-703C10.1,0
ATOH1,0
RP11-363G15.2,0
SMARCAD1,152
HPGDS,3
PDLIM5,626
RP11-554D13.1,3
RP11-168E14.1,1
BMPR1B,9
UNC5C,10
RP11-710C12.1,7
PDHA2,1
RP11-145G20.1,2
RP11-431J17.1,0
STPG2,1
STPG2-AS1,0
RP11-323J4.1,1
RAP1GDS1,180
TSPAN5,90
RP11-724M22.1,0
RP11-1299A16.3,7
EIF4E,1023
RP11-571L19.7,0
METAP1,141
RP11-571L19.8,3
ADH5,455
RP11-696N14.1,9
ADH4,0
ADH6,0
ADH1A,4
ADH1B,299
ADH7,0
C4orf17,0
TRMT10A,130
MTTP,0
RP11-766F14.1,0
RP11-766F14.2,0
DAPP1,4
LAMTOR3,257
DNAJB14,603
H2AFZ,3288
RP11-15B17.1,0
DDIT4L,36
RP11-588P8.1,0
EMCN,654
PPP3CA,944
AP001816.1,469
BANK1,6
RP11-498M5.2,0
SLC39A8,132
RP11-499E18.1,20
AF213884.2,0
NFKB1,263
MANBA,62
UBE2D3,3239
RP11-10L12.4,52
CISD2,626
SLC9B1,3
SLC9B2,50
BDH2,196
CENPE,64
RP11-328K4.1,0
RP11-297P16.3,0
RP11-297P16.4,0
TACR3,0
RP11-703G6.1,0
RP11-729M20.1,0
CXXC4,35
AC004053.1,4
AC004063.1,0
RP11-556I14.2,0
RP11-556I14.1,0
AC004069.2,52
TET2,186
TET2-AS1,1
PPA2,504
AC004066.3,0
ARHGEF38,93
INTS12,157
GSTCD,65
RP11-45L9.1,0
NPNT,187
RP11-710F7.2,0
RP11-710F7.3,0
TBCK,96
AIMP1,682
GIMD1,0
RP13-612N21.1,0
DKK2,36
RP11-713M6.2,0
PAPSS1,460
SGMS2,81
RP11-286E11.1,4
CYP2U1,22
RP11-286E11.2,6
HADH,206
LEF1,332
RPL34-AS1,1
RPL34,39115
OSTC,2764
ETNPPL,0
COL25A1,5
AC004051.2,0
SEC24B-AS1,10
SEC24B,159
CCDC109B,70
CASP6,120
AC004067.5,1
PLA2G12A,286
CFI,121
RP11-602N24.3,6
GAR1,235
RRH,2
LRIT3,0
EGF,2
ELOVL6,78
ENPEP,354
RP11-380D23.1,0
RP11-380D23.2,0
PITX2,2
RP11-777N19.1,0
RP11-255I10.2,0
RP11-269F21.1,0
RP11-269F21.2,0
RP11-269F21.3,0
C4orf32,414
RP11-73K9.2,3
AP1AR,144
RP11-73K9.3,12
TIFA,180
ALPK1,54
NEUROG2,0
RP11-402J6.1,0
C4orf21,15
LARP7,331
MIR302B,0
RP11-148B6.2,1
ANK2,29
RP11-119H12.6,0
RP11-650J17.1,0
RP11-650J17.2,0
CAMK2D,535
ARSJ,32
RP11-26P13.2,0
UGT8,13
NDST4,0
RP11-659O3.1,0
MTRNR2L13,59
RP11-55L3.1,0
TRAM1L1,17
AC107399.2,0
AC113617.1,0
AC092661.1,0
AC108056.1,0
NDST3,0
SNHG8,2033
PRSS12,0
RP11-384K6.6,2
METTL14,113
SEC24D,375
SYNPO2,385
RP11-21I10.2,1
MYOZ2,0
RP11-455G16.1,3
USP53,139
C4orf3,2930
FABP2,0
RP11-33B1.4,0
RP11-33B1.3,1
PDE5A,163
RP11-236P13.1,0
RP11-700N1.1,0
RP11-96A1.5,0
MAD2L1,162
RP11-679C8.2,7
RP11-501E14.1,0
PRDM5,19
NDNF,2
RP11-647P12.1,0
TNIP3,43
QRFPR,1
ANXA5,2007
TMEM155,3
AC079341.1,0
EXOSC9,75
CCNA2,45
BBS7,110
RP11-63B13.1,0
TRPC3,10
KIAA1109,260
ADAD1,0
IL2,0
IL21,0
IL21-AS1,0
BBS12,16
FGF2,34
RP11-170N16.3,2
NUDT6,51
SPATA5,49
SPRY1,6131
RP11-381N20.2,0
RP11-381N20.1,2
LINC01091,10
AC096732.2,0
CTD-2325B11.1,0
RP11-93I21.3,0
ANKRD50,231
FAT4,40
RP11-399F2.2,0
RP11-318I4.1,0
RP11-810P8.1,0
RP11-125O18.1,0
INTU,78
SLC25A31,0
HSPA4L,95
RP11-50D9.3,0
PLK4,11
MFSD8,31
C4orf29,49
LARP1B,104
PGRMC2,370
RP11-420A23.1,5
RP11-130C6.1,1
RP11-184M15.1,4
RP11-184M15.2,3
JADE1,150
SCLT1,145
C4orf33,60
RP11-419L4.1,0
RP11-519M16.1,2
RP11-422J15.1,0
RP11-521E5.1,0
RP11-401I19.1,0
RP11-314N14.1,0
RP11-614F17.2,1
RP11-745L13.2,4
RP11-789C2.1,1
RP11-1E22.1,0
RP11-62N21.1,0
RP11-149A7.2,0
RP11-404I7.2,0
RP11-404I7.1,0
RP11-9G1.3,1
PCDH10,1
RP11-427M20.1,3
PABPC4L,37
RP11-400D2.2,0
RP11-400D2.3,0
CTD-2012I17.1,0
RP11-192C21.2,0
RP11-553P9.2,0
RP11-553P9.3,0
RP11-780O17.1,0
LINC00613,0
RP11-775H9.3,0
RP11-775H9.2,0
RP11-775H9.1,0
RP11-138I17.1,0
RP11-785F11.1,0
PCDH18,156
RP11-714L20.1,10
RP13-884E18.2,0
RP13-884E18.4,0
RP11-793B23.1,0
LINC00616,0
SLC7A11,43
RP11-733C7.1,0
LINC00498,0
LINC00499,0
LINC00500,1
RP11-173E2.2,0
RP11-98O2.1,1
RP11-371F15.3,0
RP11-577B7.1,0
CCRN4L,6
ELF2,527
MGARP,3
NDUFC1,1513
NAA15,248
RP11-83A24.2,91
RAB33B,95
SETD7,220
RP11-342I1.2,3
RP11-308D13.3,0
MGST2,1326
MAML3,93
RP11-392B6.1,0
SCOC,720
RP11-425I13.3,12
CLGN,132
RP11-542P2.1,0
ELMOD2,95
UCP1,0
TBC1D9,242
RP11-102N12.2,0
RP11-102N12.3,38
RNF150,17
ZNF330,271
RP11-586L23.1,0
RP11-362F19.1,8
RP11-362F19.3,0
RP11-208N20.1,0
IL15,46
INPP4B,170
RP11-223C24.2,0
RP11-223C24.1,0
RP11-284M14.1,1
USP38,128
RP11-364L4.3,0
GAB1,105
SMARCA5,716
SMARCA5-AS1,1
FREM3,0
RP13-578N3.3,0
GYPE,5
RP11-673E1.1,3
RP11-673E1.4,0
GYPB,38
GYPA,42
RP11-361D14.2,0
HHIP-AS1,7
HHIP,5
RP13-539F13.3,0
ANAPC10,189
ABCE1,614
OTUD4,247
RP11-142A22.4,3
SMAD1,279
SMAD1-AS2,0
SMAD1-AS1,1
RP11-557J10.5,0
MMAA,54
RP11-557J10.4,0
C4orf51,1
ZNF827,81
RP11-181K12.2,0
RP11-203B7.2,0
RP11-203B7.1,0
LINC01095,0
LSM6,638
RP11-6L6.2,0
RP11-6L6.7,0
SLC10A7,57
POU4F2,0
TTC29,57
RP11-292D4.2,0
RP11-292D4.1,2
RP11-292D4.3,0
EDNRA,367
RP11-752L20.5,2
RP11-425A23.1,0
TMEM184C,99
PRMT10,232
ARHGAP10,80
NR3C2,4
RP11-76G10.1,0
RP11-503L19.1,0
RP11-563M4.1,0
RP11-342A1.1,0
RP11-24I21.1,0
RP11-526A4.1,0
RP11-707F2.1,0
RP11-423J7.1,0
DCLK2,40
LRBA,94
RP11-1336O20.2,0
MAB21L2,4
RPS3A,27848
SH3D19,128
RP11-372K14.2,3
PRSS48,0
RP11-731D1.4,1
RP11-610P16.1,0
FAM160A1,3
RP11-164P12.4,3
PET112,46
RP11-164P12.3,0
RP11-424M21.1,0
RP11-503L23.1,0
RP11-73G16.3,0
RP11-73G16.2,0
RP11-18H21.1,0
RP11-18H21.2,0
RP11-18H21.3,0
RP11-461L13.4,0
RP11-461L13.5,0
RP11-461L13.3,2
FBXW7,157
RP11-461L13.2,0
MIR4453,21
TMEM154,37
RP11-768B22.2,0
TIGD4,4
ARFIP1,218
FHDC1,6
RP11-285C1.2,0
TRIM2,54
MND1,34
KIAA0922,64
TLR2,39
RNF175,0
RP11-153M7.5,0
SFRP2,337
DCHS2,0
PLRG1,161
FGB,25
FGA,0
FGG,40
LRAT,4
RP11-21G20.3,4
RBM46,0
RP11-92A5.2,0
NPY2R,1
AC097467.2,0
RP11-27G13.1,0
MAP9,145
RP13-487K5.1,0
GUCY1A3,308
GUCY1B3,343
ASIC5,0
TDO2,26
CTSO,101
RP11-171N4.1,0
RP11-171N4.2,0
RP11-171N4.3,0
RP11-171N4.4,0
PDGFC,28
RP11-154F14.2,0
GLRB,2
GRIA2,0
RP11-364P22.1,0
RP11-364P22.2,0
FAM198B,677
RP11-597D13.9,60
RP11-597D13.8,0
TMEM144,56
RXFP1,0
RP11-781M16.2,0
C4orf46,58
ETFDH,117
PPID,412
FNIP2,227
C4orf45,1
RAPGEF2,200
RP11-138A23.2,0
RP11-6C14.1,0
RP11-502M1.2,0
RP11-234O6.2,0
FSTL5,0
RP11-497K21.1,2
AC005150.1,7
RP11-563E2.2,0
NAF1,71
NPY1R,2
NPY5R,1
TKTL2,0
TMA16,271
1-Mar,27
RP11-218F10.3,10
RP11-294O2.2,21
TRIM61,9
FAM218A,7
RP11-366M4.13,0
TRIM60,5
RP11-219C20.3,2
TMEM192,115
KLHL2,86
MSMO1,418
CPE,608
RP11-340B18.1,0
TLL1,42
RP11-217C7.1,0
SPOCK3,0
RP11-436A7.1,0
RP11-310I9.1,0
ANXA10,0
DDX60,83
DDX60L,133
PALLD,399
RP11-610J23.1,0
RP11-635L1.3,0
CBR4,472
RP11-483A20.3,1
SH3RF1,346
RP11-327O17.2,0
NEK1,112
CLCN3,191
C4orf27,267
RP11-205M3.3,7
RP11-6E9.5,0
RP11-6E9.4,0
MFAP3L,7
AADAT,40
RP11-789C1.1,0
RP11-789C1.2,0
RP11-322J23.1,0
RP11-344G13.1,0
RP11-717H13.1,0
RP11-97E7.1,0
RP11-97E7.2,0
GALNTL6,2
RP11-10K16.1,14
GALNT7,261
RP11-798M19.3,1
HMGB2,1323
RP11-798M19.6,120
SAP30,73
SCRG1,122
RP11-489G11.3,1
HAND2,1
HAND2-AS1,9
RP11-475B2.1,0
RP11-161D15.2,0
RP11-161D15.1,0
RP11-161D15.3,0
RP11-148L24.1,0
RP11-248N22.1,0
RP11-248N22.2,0
FBXO8,173
CEP44,85
RP11-51M24.1,0
HPGD,311
RP11-440I14.2,2
RP11-440I14.3,0
GLRA3,21
ADAM29,1
RP13-577H12.2,0
RP11-287F9.2,0
RP11-598D14.1,1
GPM6A,289
RP11-806K15.1,0
WDR17,9
SPATA4,1
ASB5,0
RP11-87F15.2,0
SPCS3,1142
RP11-313E19.2,0
VEGFC,265
RP11-624A4.1,0
RP11-765K14.1,0
RP11-487E13.1,0
NEIL3,6
RP11-376O6.2,0
AGA,41
RP11-130F10.1,0
RP11-140M13.1,0
LINC01098,0
LINC01099,0
RP11-404J23.1,0
RP11-460H9.1,0
LINC00290,0
RP11-665C14.2,0
RP11-540E16.2,0
AC108142.1,4
TENM3,1
RP11-18D7.3,0
RP11-18D7.2,0
RP11-188P17.2,2
DCTD,446
RP11-335L23.4,1
RP11-335L23.5,0
WWC2-AS2,2
WWC2,127
WWC2-AS1,0
CLDN22,0
CLDN24,0
CDKN2AIP,322
RP11-367N14.2,3
ING2,63
RP11-367N14.3,4
RWDD4,400
TRAPPC11,78
STOX2,43
ENPP6,3
RP11-290F5.2,4
RP11-290F5.1,1
IRF2,476
RP11-326I11.3,70
RP11-326I11.4,0
RP11-242J7.1,0
CASP3,197
PRIMPOL,61
CENPU,62
ACSL1,261
RP11-701P16.2,3
RP11-701P16.5,34
LINC01093,2
RP11-386B13.4,0
HELT,3
RP11-386B13.3,0
SLC25A4,368
KIAA1430,443
SNX25,73
LRP2BP,39
RP11-714G18.1,0
ANKRD37,836
UFSP2,282
C4orf47,21
CCDC110,13
RP11-279O9.4,35
PDLIM3,397
SORBS2,259
RP11-301L8.2,0
RP11-626E13.1,0
RP11-45I20.1,0
TLR3,27
FAM149A,1
AC110771.1,0
CYP4V2,29
KLKB1,1
F11,0
F11-AS1,0
RP11-215A19.2,0
MTNR1A,0
FAT1,185
RP11-11N5.1,0
RP11-11N5.3,0
RP11-217E13.1,0
RP11-696F12.1,1
RP11-308K2.1,1
RP11-138B4.1,0
RP11-91J3.2,0
RP11-91J3.3,7
RP11-237D3.1,0
RP11-565A3.2,0
RP11-565A3.1,0
ZFP42,3
TRIML2,1
TRIML1,0
RP11-366H4.3,2
RP11-366H4.1,1
LINC01060,0
RP11-756P10.4,0
RP11-756P10.5,0
RP11-756P10.2,0
RP11-818C3.1,0
RP11-706F1.1,0
RP11-706F1.2,0
RP11-462G22.1,0
RP11-462G22.2,0
AF146191.4,3
RP11-463J17.1,1
FRG1,386
FRG2,0
DUX4L7,0
DUX4L6,0
DUX4L5,0
DUX4L4,0
DUX4,0
DUX4L3,0
DUX4L2,0
CTD-2231H16.1,0
PLEKHG4B,4
LRRC14B,0
CCDC127,130
SDHA,350
CTD-2083E4.6,1
PDCD6,1160
AHRR,4
C5orf55,47
EXOC3,142
CTD-2228K2.5,33
SLC9A3,0
RP11-310P5.2,0
RP11-310P5.1,0
CEP72,5
TPPP,0
AC026740.1,1
CTD-2589H19.6,0
ZDHHC11,33
ZDHHC11B,4
BRD9,75
TRIP13,30
RP11-661C8.2,0
RP11-661C8.3,0
RP11-43F13.3,2
RP11-43F13.4,0
NKD2,3
SLC12A7,131
CTD-3080P12.3,1
SLC6A19,0
SLC6A18,0
TERT,0
CLPTM1L,177
RP11-325I22.2,0
SLC6A3,0
LPCAT1,133
CTD-2245E15.3,0
CTD-2012J19.3,4
CTD-2587M23.1,0
MRPL36,1093
NDUFS6,1946
CTD-2194D22.1,0
CTD-2194D22.2,0
IRX4,2
CTD-2194D22.3,11
CTD-2194D22.4,0
RP11-259O2.1,2
RP11-259O2.2,0
RP11-259O2.3,1
RP11-129I19.2,0
IRX2,19
C5orf38,3
RP11-468D11.1,0
RP11-35O7.1,0
CTD-2029E14.1,0
LINC01019,0
RP11-121L11.3,0
RP11-121L11.2,0
IRX1,1
CTD-2012M11.3,0
CTD-2287N17.1,0
CTD-2383I20.1,0
CTD-2008N3.1,0
RP11-445O3.3,42
RP11-445O3.2,0
RP11-445O3.1,0
CTD-2318H23.1,0
CTD-2161F6.3,0
CTD-2161F6.2,0
CTD-2161F6.1,0
CTD-2046I8.1,0
CTD-2247C11.2,0
CTD-2247C11.1,0
LINC01020,0
CTD-2247C11.4,0
CTD-2247C11.5,0
CTD-2297D10.2,0
ADAMTS16,0
CTD-2297D10.1,0
KIAA0947,87
CTC-471C19.1,0
CTC-471C19.2,0
CTD-2324F15.2,0
MED10,573
UBE2QL1,0
LINC01018,3
NSUN2,109
SRD5A1,52
CTD-2044J15.2,5
CTD-2044J15.1,0
PAPD7,67
RP11-332J15.3,1
RP11-332J15.4,0
RP11-332J15.1,0
RP11-332J15.2,0
RP11-122F24.1,1
RP11-404K5.4,0
CTD-2296D1.1,0
CTD-2296D1.2,0
CTD-2296D1.3,0
CTD-2296D1.4,0
CTD-2296D1.5,1
ADCY2,20
RP11-711G10.1,0
C5orf49,75
MTRR,93
FASTKD3,37
CTD-2072I24.1,0
RP11-480D4.1,0
RP11-480D4.2,0
RP11-480D4.6,0
MIR4458HG,161
RP11-417J1.1,0
RP11-315A16.1,0
RP11-143A12.3,0
CTD-2215L10.1,0
SEMA5A,155
CTD-2201E9.4,0
CTD-2201E9.1,0
SNHG18,245
TAS2R1,0
CTD-2143L24.1,0
RP11-447B18.1,0
CTD-2199O4.1,6
CTD-2199O4.3,0
CTD-2199O4.7,0
CTD-2199O4.6,2
FAM173B,101
CTD-2256P15.1,3
CCT5,1125
CTD-2256P15.4,4
CTD-2256P15.5,1
CMBL,589
CTD-2256P15.2,22
6-Mar,587
ROPN1L-AS1,0
ROPN1L,10
RP11-1C1.7,10
RP11-1C1.6,0
RP11-1C1.4,0
RP11-1C1.5,0
ANKRD33B,0
ANKRD33B-AS1,0
RP11-215G15.5,18
DAP,173
CTD-2154B17.4,1
CTD-2154B17.1,0
CTNND2,8
RP11-308B16.2,0
CT49,1
RP11-419C19.2,0
CTC-305H11.1,0
DNAH5,36
CTB-51A17.1,0
TRIO,214
FAM105A,21
CTD-2165H16.4,9
FAM105B,75
ANKH,294
CTB-40H15.4,0
RP1-251I12.1,0
RP1-137K24.1,0
FBXL7,113
CTD-2350J17.1,0
11-Mar,0
RP11-19O2.1,0
RP11-19O2.2,1
RP1-167G20.1,0
RP1-167G20.2,0
ZNF622,188
FAM134B,34
RP11-260E18.1,0
CTC-461F20.1,0
MYO10,433
BASP1,210
CTD-2228A4.1,0
AC091878.1,4
CTD-2139B15.2,1
CTD-2139B15.5,0
CTD-2139B15.4,0
RP11-321E2.3,0
RP11-321E2.4,0
RP11-454P21.1,0
CTD-2023M8.1,0
RP11-124N3.3,0
RP11-124N3.2,0
CDH18,1
RP11-420O16.1,0
RP11-774D14.1,1
CTD-2333M24.1,0
RP11-374A4.1,7
RP11-360I2.1,0
RP11-804N13.1,0
CDH12,0
CTD-2234B20.1,0
PRDM9,0
C5orf17,1
CTD-2074D8.1,0
CDH10,0
RP11-116O11.1,0
RP11-730N24.1,0
RP11-730N24.2,0
RP11-549K20.1,0
RP11-184E9.1,0
RP11-192H6.2,0
RP11-184E9.2,0
CTD-2306M5.1,8
RP11-351N6.1,0
CTD-2533K21.4,0
CDH9,0
CTD-3007L5.1,0
LINC01021,1
CTD-2061E9.1,0
CTD-2134P3.1,0
CTD-2118P12.1,9
CTD-2010I22.2,0
RP11-152K4.2,0
CDH6,209
DROSHA,49
C5orf22,60
PDZD2,70
RP11-5N11.4,0
RP11-5N11.5,0
RP11-5N11.6,0
CTD-2152M20.2,2
GOLPH3,466
CTD-2186M15.3,33
MTMR12,162
ZFR,561
SUB1,3833
CTD-2004A9.1,0
NPR3,18
AC026703.1,0
CTD-2066L21.3,0
CTD-2218G20.2,0
CTD-2066L21.1,0
CTD-2066L21.2,0
RP11-113I22.1,0
CTD-2203K17.1,3
TARS,369
CTD-2233C11.2,1
ADAMTS12,198
RXFP3,0
SLC45A2,0
AMACR,13
RP11-1084J3.4,0
C1QTNF3,8
RP11-1250I15.3,1
CTD-2024P10.2,5
RAI14,668
CTD-2024P10.1,1
CTD-2517O10.6,11
TTC23L,2
RAD1,170
BRIX1,430
DNAJC21,223
AGXT2,0
PRLR,19
AC010368.2,0
SPEF2,43
CTD-2113L7.1,0
IL7R,34
CAPSL,3
RP11-79C6.3,0
UGT3A1,0
UGT3A2,0
LMBRD2,92
SKP2,45
NADK2,81
NADK2-AS1,0
RANBP3L,3
SLC1A3,166
CTD-2353F22.1,0
CTD-2653M23.3,4
NIPBL,476
C5orf42,131
NUP155,74
WDR70,124
GDNF,0
GDNF-AS1,1
CTD-2194L12.2,0
CTD-2194L12.3,0
CTD-2130F23.2,0
CTD-2130F23.1,0
CTD-2116N24.1,0
CTD-2207A17.1,0
EGFLAM,251
EGFLAM-AS4,0
EGFLAM-AS3,0
EGFLAM-AS2,0
EGFLAM-AS1,0
CTD-2263F21.1,18
LIFR,238
LIFR-AS1,20
CTD-2196P11.2,0
RP11-122C5.1,0
CTD-2127H9.1,42
RP11-122C5.3,0
OSMR,312
RICTOR,302
FYB,63
AC008964.1,0
C9,1
DAB2,762
CTD-2078B5.2,2
LINC00603,2
LINC00604,0
PTGER4,63
TTC33,110
PRKAA1,312
RPL37,35843
CARD6,91
C7,456
MROH2B,1
C6,1
PLCXD3,12
OXCT1,106
C5orf51,155
FBXO4,82
RP11-112L7.1,2
GHR,38
CCDC152,34
SEPP1,2153
CTD-2325A15.5,0
CTD-2201E18.5,6
CTD-2035E11.3,71
CTD-2035E11.4,10
ANXA2R,185
AC025171.1,27
CTD-2035E11.5,16
ZNF131,315
NIM1K,1
CTD-2636A23.2,0
HMGCS1,318
CCL28,26
C5orf28,146
C5orf34,15
RP11-159F24.6,0
RP11-159F24.5,2
PAIP1,498
NNT-AS1,117
NNT,160
RP11-8L21.1,0
FGF10,13
FGF10-AS1,0
RP11-473L15.3,0
RP11-503D12.1,0
RP11-53O19.1,13
RP11-53O19.2,0
MRPS30,248
RP11-53O19.3,23
RP11-357F12.1,1
HCN1,3
CTD-2013M15.1,0
EMB,35
RP11-269M20.3,1
PARP8,61
RP11-317O24.1,0
RP11-317O24.2,0
CTD-2089N3.1,0
CTD-2089N3.2,0
CTD-2089N3.3,0
CTD-2314G24.2,0
ISL1,0
CTD-2335O3.3,0
CTD-2203A3.1,0
CTD-2288O8.1,0
ITGA1,1031
PELO,362
CTD-2175A23.1,0
ITGA2,168
CTD-2366F13.2,0
MOCS2,373
CTD-2366F13.1,4
FST,9
NDUFS4,893
CTD-2081C10.1,0
CTD-2081C10.7,26
ARL15,393
LINC01033,0
HSPB3,0
SNX18,119
RP11-45H22.3,0
ESM1,703
GZMK,19
CTD-2313F11.2,0
CTD-2313F11.3,0
GZMA,8
CDC20B,15
GPX8,413
MCIDAS,4
CCNO,443
RP11-506H20.1,2
DHX29,371
SKIV2L2,129
PPAP2A,3827
SLC38A9,53
DDX4,0
IL31RA,0
AC008914.1,0
IL6ST,1807
CTD-2031P19.5,1
CTD-2031P19.3,8
CTD-2227I18.1,0
ANKRD55,7
RP11-155L15.1,0
CTC-236F12.4,1
AC022431.2,0
AC008940.1,0
MAP3K1,118
AC008937.2,0
AC008937.3,0
SETD9,68
MIER3,76
CTD-2310F14.1,2
AC016644.1,0
GPBP1,1787
CTD-2023N9.1,0
ACTBL2,2
CTD-2023N9.2,0
CTD-2023N9.3,0
RP11-772C9.1,0
RP11-478P10.1,0
CTD-2037L6.2,0
PLK2,1128
GAPT,1
CTD-2117L12.1,0
RAB3C,70
RP11-479O16.1,1
CTD-2176I21.2,0
PDE4D,253
RP11-266N13.2,0
CTD-2254N19.1,0
FKSG52,0
PART1,46
DEPDC1B,10
ELOVL7,12
RP11-231G3.1,1
ERCC8,35
AC104113.3,0
NDUFAF2,435
AC008498.1,0
SMIM15,395
CTC-436P18.1,0
CTC-436P18.3,0
ZSWIM6,250
C5orf64,0
RP11-2O17.2,0
CTD-2170G1.2,0
CTD-2244C20.2,0
KIF2A,276
DIMT1,205
IPO11,358
CKS1B,1
LRRC70,9
HTR1A,0
RNF180,46
RGS7BP,14
FAM159B,0
SREK1IP1,473
CWC27,237
RP11-307L14.1,1
RP11-307L14.2,1
ADAMTS6,101
CTD-2116N20.1,1
CENPK,79
PPWD1,129
TRIM23,84
TRAPPC13,103
CTC-534A2.2,42
SGTB,80
NLN,71
CTD-2033C11.1,1
ERBB2IP,368
SREK1,700
AC025442.3,0
CTD-2016O11.1,0
RP11-305P14.1,0
RP11-5P22.3,0
MAST4,696
MAST4-AS1,4
CTD-2306M10.1,1
CD180,4
CTD-2187J20.1,0
RP11-434D9.1,0
RP11-83M16.5,2
RP11-83M16.6,0
RP11-434D9.2,0
RP11-404L6.2,0
PIK3R1,270
CTD-2582M21.1,0
CTC-537E7.3,0
CTC-537E7.1,0
CTC-537E7.2,0
CTC-340D7.1,0
RP11-141O11.1,0
7SK,1
CTC-498J12.1,3
SLC30A5,238
CTC-498J12.3,0
CCNB1,97
CENPH,70
MRPS36,629
CDK7,68
CCDC125,29
TAF9,750
RAD17,60
MARVELD2,39
RP11-241G9.3,0
OCLN,134
GTF2H2C,66
SERF1B,12
SMN2,26
RP11-497H16.9,21
SERF1A,30
SMN1,32
NAIP,61
RP11-195E2.4,1
GTF2H2,221
RP11-136K7.2,0
RP11-136K7.3,0
RP11-136K7.1,0
BDP1,472
MCCC2,98
CARTPT,0
MAP1B,1879
MRPS27,192
PTCD2,27
CTC-365E16.1,4
RP11-389C8.3,4
ZNF366,61
