,BMET7_Distal
AC016716.2,0
LRRTM1,0
AC008067.2,0
AC084193.1,0
AC012075.2,0
AC079896.1,0
AC010105.1,0
AC010744.1,0
AC106874.1,0
SUCLG1,487
DNAH6,3
TRABD2A,181
AC022210.1,0
TMSB10,33814
KCMF1,139
RP11-60H5.1,0
TCF7L1,2
TGOLN2,666
RETSAT,23
ELMOD3,180
RP11-717A5.2,0
CAPG,265
SH2D6,0
MAT2A,992
GGCX,154
VAMP8,2493
VAMP5,594
RNF181,645
TMEM150A,52
USP39,180
C2orf68,348
SFTPB,3
GNLY,1526
ATOH8,5
AC105053.3,5
ST3GAL5,40
AC105053.4,0
RP11-548P2.2,2
POLR1A,114
PTCD3,406
IMMT,393
RP11-301O19.1,34
MRPL35,249
REEP1,11
KDM3A,109
CHMP3,402
RNF103-CHMP3,0
AC015971.2,2
RNF103,61
RMND5A,197
CD8A,58
CD8B,110
AC111200.1,0
RGPD1,2
PLGLB1,14
LINC00152,1411
RP11-1399P15.1,64
PLGLB2,1
RGPD2,1
KRCC1,467
SMYD1,0
FABP1,0
THNSL2,5
TEX37,0
AC104134.2,0
EIF2AK3,53
AC062029.1,15
RPIA,504
CH17-132F21.1,3
RP11-685N3.1,16
RP11-575H3.1,0
TEKT4,0
AC103563.8,0
MAL,336
AC103563.9,1
MRPS5,495
ZNF514,104
ZNF2,26
AC092835.2,10
PROM2,0
KCNIP3,0
FAHD2A,155
RP11-440D17.3,14
RP11-440D17.4,1
TRIM43,0
AC008268.1,0
LINC00342,114
ANKRD36C,742
GPAT2,9
ADRA2B,0
ASTL,2
DUSP2,38
AC012307.2,0
STARD7,370
TMEM127,83
CIAO1,256
SNRNP200,412
AC021188.4,15
ITPRIPL1,7
NCAPH,87
RP11-363D14.1,3
ARID5A,153
KANSL3,113
LMAN2L,28
CNNM4,14
RP11-353K11.1,0
CNNM3,42
ANKRD23,9
ANKRD39,214
SEMA4C,34
FAM178B,656
FAHD2B,60
ANKRD36,1045
AC159540.3,0
AC159540.1,270
AC159540.2,0
COX5B,3414
ACTR1B,123
LINC01125,16
ZAP70,138
TMEM131,246
VWA3B,8
AC092675.3,0
CNGA3,0
INPP4A,169
COA5,370
UNC50,196
MGAT4A,197
AC109826.1,24
KIAA1211L,1
TSGA10,169
C2orf15,5
C2ORF15,34
LIPT1,92
MRPL30,1
MITD1,338
MRPL30,2
LYG2,8
LYG1,3
TXNDC9,311
EIF5B,1677
REV1,267
RP11-527J8.1,2
AFF3,166
AC092667.2,0
LINC01104,1
LONRF2,1
AC012493.2,0
CHST10,9
NMS,0
PDCL3,145
AC068538.4,0
AC092168.3,0
AC092168.4,0
NPAS2,0
AC016738.3,0
AC016738.4,0
RPL31,53626
TBC1D8,22
RP11-299H21.1,8
CNOT11,115
RNF149,282
CREG2,3
RFX8,3
AC092570.2,0
MAP4K4,252
FLJ20373,1
IL1R2,64
IL1R1,6
AC007271.3,0
IL1RL2,0
IL1RL1,1
IL18R1,53
IL18RAP,26
SLC9A4,0
SLC9A2,0
MFSD9,52
TMEM182,7
AC007251.2,0
AC108051.1,0
AC108051.2,0
AC108051.3,0
AC073987.1,0
AC013727.1,0
AC013727.2,0
RP11-76I14.1,1
AC096554.1,0
AC068535.2,0
AC068535.3,0
LINC01102,1
LINC01103,0
AC013402.4,0
AC013402.3,0
AC013402.5,0
AC068057.1,0
LINC01114,0
LINC01158,0
POU3F3,0
AC018730.4,0
LINC01159,0
AC010884.1,1
MRPS9,214
AC104655.2,0
AC104655.3,0
GPR45,0
RP11-332H14.1,5
AC012360.1,0
TGFBRAP1,108
AC012360.2,0
AC012360.4,1
RP11-332H14.2,167
C2orf49,222
FHL2,141
AC012360.6,2
NCK2,98
AC009505.2,8
AC009505.4,0
C2orf40,5
UXS1,195
AC018878.3,0
RGPD3,0
AC108868.1,0
AC108868.5,0
AC108868.6,0
ST6GAL2,51
AC016994.2,0
AC006227.1,0
AC096669.1,0
AC096669.2,0
AC096669.3,0
GACAT1,0
RGPD4-AS1,9
RGPD4,1
SLC5A7,2
AC023672.2,0
AC019100.3,0
SULT1C3,0
SULT1C2,15
SULT1C4,39
GCC2,779
AC012487.2,2
LIMS1,735
AC010095.5,0
RANBP2,471
CCDC138,95
EDAR,5
SH3RF3-AS1,0
SH3RF3,4
10-Sep,30
SOWAHC,8
RGPD5,46
LIMS3,0
LINC01123,0
MALL,1
NPHP1,15
LINC00116,765
RP11-1223D19.1,3
LINC01106,1
RP13-1039J1.2,1
LIMS3,1
RP13-1039J1.3,0
LIMS3L,0
RGPD6,0
AC123886.2,0
BUB1,121
AC114776.3,0
ACOXL,5
AC096670.3,0
BCL2L11,150
AC108463.1,0
MIR4435-1HG,506
RP11-181E10.3,31
AC068491.2,0
RP11-803D5.4,22
AC017002.1,17
AC017002.2,6
AC017002.4,0
ANAPC1,182
MERTK,17
TMEM87B,112
FBLN7,27
ZC3H8,304
ZC3H6,298
RGPD8,6
TTL,147
POLR1B,65
CHCHD5,693
AC012442.6,1
AC079922.3,29
SLC20A1,323
NT5DC4,0
CKAP2L,153
IL1A,0
IL1B,125
IL37,0
IL36G,0
IL36A,0
IL36B,0
IL36RN,0
IL1F10,0
IL1RN,28
PSD4,112
AC016683.5,0
PAX8,18
RP11-65I12.1,4
AC016745.3,1
RP11-480C16.1,17
CBWD2,131
AC016745.1,0
FOXD4L1,0
RP11-395L14.3,0
RP11-395L14.4,0
FAM138B,0
RABL2A,59
AC017074.1,0
AC017074.2,1
SLC35F5,87
AC024704.2,0
AC104653.1,3
RP11-141B14.1,60
ACTR3,1105
AC010982.1,0
AC110769.3,0
AC010982.2,0
DPP10,10
DPP10-AS3,0
DPP10-AS2,0
DPP10-AS1,2
AC009312.1,0
DDX18,1163
AC009404.2,6
CCDC93,113
AC009303.1,0
RP11-98C1.1,0
RP11-98C1.2,0
INSIG2,197
AC093901.1,8
RP11-19E11.1,0
EN1,0
MARCO,5
RP11-77A13.1,0
C1QL2,0
STEAP3,80
STEAP3-AS1,1
C2orf76,138
DBI,1184
TMEM37,0
SCTR,0
AC013275.2,0
PCDP1,1
TMEM177,68
PTPN4,222
EPB41L5,20
AC012363.4,0
TMEM185B,6
RALB,206
AC012363.13,0
INHBB,0
LINC01101,0
AC073257.2,0
AC073257.1,0
AC018866.1,0
GLI2,0
RP11-297J22.1,0
AC067960.1,0
AC079988.3,1
TFCP2L1,0
CLASP1,114
RP11-204L24.2,0
NIFK-AS1,332
NIFK,477
TSN,469
AC018737.3,0
AC062020.2,0
AC062020.1,0
AC073409.1,0
AC079154.1,0
CNTNAP5,0
AC097499.1,0
AC114813.1,0
AC023347.1,0
GYPC,4435
AC114783.1,0
RP11-521O16.1,0
RP11-521O16.2,2
BIN1,300
CYP27C1,9
ERCC3,77
MAP3K2,415
AC068282.3,8
PROC,3
IWS1,407
AC010976.2,0
MYO7B,2
RP11-286H15.1,0
LIMS2,15
GPR17,0
WDR33,400
SFT2D3,10
RP5-935K16.1,90
POLR2D,248
AMMECR1L,44
RP11-395A13.2,86
SAP130,58
UGGT1,376
HS6ST1,33
AC012451.1,0
AC068483.1,0
AC079586.1,0
AC079776.1,1
AC079776.3,0
RAB6C,2
POTEF,2
AC018804.3,0
CCDC74B,0
SMPD4,140
MZT2B,1584
TUBA3E,0
CCDC115,266
IMP4,474
PTPN18,280
POTEI,0
AC013269.3,0
CFC1B,0
AC013269.4,0
AC013269.5,0
AC140481.2,9
AC140481.4,0
CFC1,0
POTEJ,1
GPR148,0
AC140481.8,0
AMER3,1
AC133785.1,0
ARHGEF4,21
FAM168B,117
PLEKHB2,307
POTEE,2
CYP4F31P,0
LINC01120,0
RP11-109E12.1,3
MZT2A,1360
TUBA3D,0
CCDC74A,5
LINC01087,0
C2orf27A,20
C2orf27B,0
AC103564.7,0
AJ239322.3,0
AJ239322.1,2
RP1-156L9.1,0
ANKRD30BL,0
AC097532.2,0
RP11-725P16.2,13
GPR39,0
LYPD1,0
AC010974.3,0
NCKAP5,5
AC016909.1,0
AC011755.1,0
AC010890.1,0
AC011243.1,0
MGAT5,43
TMEM163,8
CCNT2-AS1,12
ACMSD,1
CCNT2,273
MAP3K19,0
RAB3GAP1,244
ZRANB3,108
R3HDM1,383
UBXN4,1106
LCT,4
AC011893.3,11
MCM6,216
DARS,741
AC093391.2,6
AC068492.1,0
CXCR4,1655
THSD7B,0
AC020601.1,0
HNMT,196
AC069394.1,0
AC097721.2,10
AC114763.1,0
SPOPL,109
RP11-231E19.1,2
AC092620.3,1
NXPH2,0
AC062021.1,0
AC016710.1,0
AC078851.1,0
AC073928.2,0
LRP1B,1
KYNU,71
ARHGAP15,628
RP11-190J23.1,0
AC096558.1,1
RP11-570L15.2,1
RP11-570L15.1,0
AC092652.1,0
RP11-434H14.1,0
CTD-2252P21.1,0
AC079584.2,0
AC016910.1,0
GTDC1,91
ZEB2,1376
ZEB2-AS1,35
AC010090.1,0
TEX41,1
AC023128.1,0
RP11-514A9.1,0
AC064865.1,0
AC092484.1,0
AC079163.1,0
AC062031.1,0
AC103881.1,0
AC062032.1,0
ACVR2A,36
AC009480.3,0
ORC4,356
MBD5,117
EPC2,140
AC105402.4,0
KIF5C,6
LYPD6B,47
LYPD6,1
MMADHC,670
AC144449.1,0
AC007364.1,1
AC016682.1,0
AC113610.1,0
RND3,1
AC104777.2,0
AC104777.3,0
AC104777.1,0
AC104777.4,0
AC023469.2,0
AC023469.1,0
AC018731.3,0
RBM43,190
NMI,375
TNFAIP6,28
RIF1,1085
NEB,11
ARL5A,947
CACNB4,11
AC079790.2,0
STAM2,67
FMNL2,9
PRPF40A,931
ARL6IP6,366
AC011901.2,0
AC079150.3,0
RPRM,0
GALNT13,0
AC009227.2,0
AC009227.3,0
AC061961.2,0
KCNJ3,103
AC092625.1,0
AC093375.1,2
NR4A2,14
GPD2,80
AC011308.1,0
GALNT5,30
ERMN,9
CYTIP,551
ACVR1C,18
AC019186.1,0
ACVR1,23
UPP2,0
RP11-546J1.1,2
RP11-1152H14.1,1
CCDC148-AS1,0
CCDC148,1
PKP4,184
AC005042.4,0
AC005042.5,0
DAPL1,66
TANC1,23
WDSUB1,111
BAZ2B,489
AC008277.1,0
AC009506.1,25
AC009961.3,25
7-Mar,476
CD302,332
LY75,80
LY75-CD302,0
PLA2R1,3
ITGB6,1
RBMS1,463
AC009313.1,0
TANK,508
AC009299.2,1
AC009299.3,40
PSMD14,332
TBR1,0
AC009487.4,0
SLC4A10,4
DPP4,30
AC008063.2,0
AC008063.3,0
GCG,0
AC007750.5,0
FAP,0
IFIH1,45
GCA,404
KCNH7,0
AC007740.1,0
FIGN,25
AC092684.1,0
GRB14,1
COBLL1,144
AC019181.2,3
SLC38A11,3
AC013463.2,0
SCN3A,8
SCN2A,0
CSRNP3,0
GALNT3,33
AC009495.2,5
AC009495.4,1
AC009495.3,2
TTC21B,97
AC010127.3,0
SCN1A,0
SCN9A,38
SCN7A,0
XIRP2,4
XIRP2-AS1,0
AC074363.1,0
AC016723.4,0
B3GALT1,0
STK39,50
CERS6,183
CERS6-AS1,2
NOSTRIN,4
SPC25,125
G6PC2,0
ABCB11,0
DHRS9,15
AC007556.3,0
LRP2,1
BBS5,11
RP11-724O16.1,0
KLHL41,2
FASTKD1,106
PPIG,1343
CCDC173,8
PHOSPHO2,51
KLHL23,166
SSB,940
METTL5,457
UBR3,164
MYO3B,11
AC012594.1,2
AC007277.3,0
LINC01124,0
SP5,0
AC007405.4,1
AC007405.6,3
ERICH2,0
GAD1,17
AC007405.8,0
GORASP2,226
TLK1,684
METTL8,264
DCAF17,96
CYBRD1,216
DYNC1I2,254
AC068039.1,0
AC068039.4,8
SLC25A12,63
HAT1,323
METAP1D,257
DLX1,0
DLX2,0
AC104801.1,0
AC104088.1,0
ITGA6,85
AC078883.4,0
AC078883.3,14
AC093818.1,14
PDK1,178
RAPGEF4-AS1,0
RAPGEF4,0
MLTK,290
MLK7-AS1,0
CDCA7,371
RP11-796E10.1,0
AC106900.6,0
SP3,364
RP11-394I13.2,6
RP11-394I13.3,1
RP11-394I13.1,0
OLA1,772
AC018470.4,0
SP9,0
AC018470.1,0
CIR1,451
SCRN3,78
GPR155,371
AC010894.3,10
AC018890.6,1
WIPF1,578
AC010894.5,0
CHRNA1,0
AC018890.4,0
CHN1,8
ATF2,210
AC096649.2,0
ATP5G3,3085
AC096649.3,0
AC016751.3,0
AC016751.2,0
KIAA1715,198
EVX2,0
HOXD13,0
HOXD12,0
HOXD11,0
HOXD10,0
HOXD-AS2,1
HOXD9,0
HOXD8,0
HOXD3,0
HOXD4,0
RP11-387A1.5,0
HOXD-AS1,0
AC009336.24,0
HOXD1,0
MTX2,167
AC017048.1,0
AC017048.2,0
RP11-324L17.1,1
LINC01116,11
LINC01117,0
AC092162.1,0
AC073636.1,0
AC079305.11,0
AC079305.8,0
HNRNPA3,2666
NFE2L2,422
AC079305.10,3
RP11-337N6.2,0
RP11-337N6.1,4
AGPS,226
TTC30B,11
AC073834.3,0
TTC30A,8
PDE11A,8
AC012499.1,0
RBM45,109
OSBPL6,2
RP11-65L3.1,2
AC009948.5,63
PRKRA,255
DFNB59,8
FKBP7,34
PLEKHA3,68
TTN-AS1,92
TTN,104
RP11-65L3.4,9
RP11-65L3.2,7
RP11-171I2.5,7
RP11-171I2.2,8
RP11-171I2.4,4
RP11-171I2.3,0
RP11-171I2.1,0
RP11-88L24.4,0
CCDC141,47
SESTD1,118
AC093911.1,0
ZNF385B,0
CWC22,285
AC009478.1,0
UBE2E3,572
AC104076.3,1
AC068196.1,1
AC104820.2,44
AC020595.1,0
ITGA4,1377
CERKL,1
NEUROD1,8
AC013733.3,0
AC013733.4,0
RP11-366L5.1,11
SSFA2,247
PPP1R1C,2
PDE1A,3
DNAJC10,399
FRZB,30
NCKAP1,23
DUSP19,19
AC064871.3,0
NUP35,103
RP11-438L19.1,10
AC093639.1,0
ZNF804A,27
AC007966.1,0
FSIP2,3
AC008174.3,6
AC097500.2,54
RP11-410E4.1,20
ZC3H15,1006
AC018867.1,0
AC018867.2,0
ITGAV,25
AC017101.10,0
FAM171B,11
ZSWIM2,0
AC007319.1,0
CALCRL,26
TFPI,101
LINC01090,0
GULP1,6
DIRC1,0
COL3A1,0
COL5A2,3
AC133106.2,0
WDR75,166
SLC40A1,771
ASNSD1,265
ANKAR,119
OSGEPL1,60
OSGEPL1-AS1,12
RP11-455J20.3,4
ORMDL1,1072
AC013468.1,0
PMS1,293
C2orf88,171
MSTN,1
HIBCH,230
INPP1,34
MFSD6,58
RP11-647K16.1,4
TMEM194B,69
AC093388.3,47
NAB1,97
AC006460.2,0
AC005540.3,29
GLS,274
STAT1,334
AC067945.2,0
STAT4,99
AC092614.2,0
MYO1B,9
NABP1,266
AC098872.3,0
SDPR,178
AC098617.1,13
TMEFF2,0
AC013401.1,0
AC013401.2,0
PCGEM1,0
RP11-764E7.1,0
AC018799.1,0
AC006196.1,0
AC010983.1,0
AC064834.1,4
RP11-762E8.1,1
AC064834.2,2
AC064834.3,0
SLC39A10,271
DNAH7,3
STK17B,760
RP11-347P5.1,224
HECW2,3
AC020571.3,17
CCDC150,67
GTF3C3,211
C2orf66,0
PGAP1,18
ANKRD44,417
AC013264.2,25
AC010746.3,1
SF3B1,963
COQ10B,175
HSPD1,2128
HSPE1,3222
HSPE1-MOB4,0
MOB4,234
RFTN2,1
AC011997.1,1
MARS2,48
BOLL,8
PLCL1,20
AC109589.1,0
AC005235.1,0
AC019330.1,0
AC018717.1,0
SATB2,6
RP11-486F17.1,0
SATB2-AS1,0
AC093590.1,0
FTCDNL1,9
C2orf69,238
TYW5,208
C2orf47,101
SPATS2L,44
KCTD18,72
SGOL2,223
AOX1,2
AC007163.3,2
AC007163.6,0
BZW1,653
RP11-469M7.1,18
CLK1,586
PPIL3,488
NIF3L1,66
ORC2,195
AC005037.3,6
FAM126B,226
NDUFB3,1011
RP11-13J8.1,5
CFLAR,1011
CFLAR-AS1,4
AC007283.5,0
CASP10,208
CASP8,403
ALS2CR12,8
TRAK2,240
STRADB,461
ALS2CR11,0
TMEM237,111
MPP4,2
ALS2,65
CDK15,1
RP11-107N15.1,2
FZD7,5
AC079354.1,3
AC079354.3,2
AC079354.5,2
SUMO1,1578
AC079354.2,0
NOP58,917
RP11-686O6.1,3
RP11-686O6.2,7
BMPR2,119
FAM117B,65
ICA1L,71
WDR12,281
CARF,202
NBEAL1,4879
CYP20A1,235
ABI2,292
RP11-363J17.1,0
RAPH1,13
CD28,55
CTLA4,7
ICOS,12
AC009965.2,0
AC009498.1,0
AC016903.1,0
AC016903.2,0
PARD3B,4
NRP2,6
AC007362.3,0
AC007679.3,0
INO80D,305
AC007383.3,6
NDUFS1,315
AC007383.4,19
EEF1B2,28170
GPR1,7
ZDBF2,36
AC017081.1,0
ADAM23,7
AC010731.2,0
AC010731.3,0
AC010731.4,0
DYTN,3
MDH1B,2
FASTKD2,147
RP11-95H11.1,0
AC008269.2,1
CPO,0
KLF7,74
AC007879.1,0
AC007879.2,3
AC007879.4,0
AC007879.3,0
AC007879.7,3
AC007879.5,0
AC007879.6,0
CREB1,476
METTL21A,419
AC079767.4,46
CCNYL1,59
RP11-801F7.1,4
FZD5,26
AC096772.6,21
PLEKHM3,6
CRYGD,55
CRYGC,0
CRYGB,0
CRYGA,0
C2orf80,0
IDH1,289
IDH1-AS1,26
PIKFYVE,236
PTH2R,85
MAP2,3
UNC80,0
RPE,152
KANSL1L,50
RP11-260M2.1,57
AC007038.7,38
AC006994.2,4
ACADL,0
MYL1,0
AC007970.1,0
LANCL1,142
CPS1,3
ERBB4,0
AC093381.2,0
AC108066.1,0
IKZF2,64
RP11-105N14.1,18
RP11-105N14.3,0
RP11-105N14.2,0
AC079610.2,0
SPAG16,135
AC107218.3,3
VWC2L,0
BARD1,200
AC072062.1,6
ABCA12,1
AC072062.3,0
AC073284.4,0
ATIC,233
FN1,18
AC012462.1,0
AC012462.2,0
AC012462.3,0
AC012668.1,0
AC012668.2,0
AC012668.3,0
LINC00607,1
AC093850.2,0
AC122136.2,0
AC093382.1,0
MREG,6
PECR,80
TMEM169,10
XRCC5,1149
RP11-566E18.3,19
4-Mar,0
AC012513.6,0
AC069155.1,0
AC098820.2,0
SMARCAL1,37
AC098820.4,0
RPL37A,69618
AC073321.3,0
AC073321.4,0
IGFBP2,6
IGFBP5,32
AC007563.5,0
AC007563.3,0
AC007557.4,0
TNP1,0
AC007557.2,0
AC007557.3,0
AC007563.1,0
AC007557.1,0
RP11-574O16.1,0
AC009492.1,0
DIRC3,4
TNS1,17
AC010136.2,0
RUFY4,6
CXCR2,17
CXCR1,1
ARPC2,3097
GPBAR1,72
AAMP,201
PNKD,613
TMBIM1,130
AC021016.8,0
C2orf62,1
SLC11A1,305
CTDSP1,441
RP11-378A13.2,20
VIL1,1
USP37,154
RQCD1,367
PLCD4,1
RP11-548H3.1,5
ZNF142,35
BCS1L,149
RNF25,30
STK36,16
TTLL4,56
CYP27A1,15
RP11-459I19.1,3
PRKAG3,0
WNT6,1
WNT10A,8
AC073128.10,0
AC097468.7,1
CDK5R2,0
LINC00608,1
FEV,0
CRYBA2,0
AC097468.4,0
CCDC108,0
IHH,0
RP11-33O4.1,13
NHEJ1,0
SLC23A3,10
CNPPD1,114
FAM134A,166
ZFAND2B,271
ABCB6,2
ATG9A,89
ANKZF1,203
GLB1L,35
STK16,267
TUBA4A,368
DNAJB2,93
PTPRN,1
AC114803.3,0
RESP18,0
DNPEP,361
AC053503.4,2
DES,23
AC053503.6,0
SPEG,6
AC053503.11,0
RP11-316O14.1,2
GMPPA,104
ASIC4,5
CHPF,55
TMEM198,5
RP11-256I23.1,1
OBSL1,11
RP11-256I23.2,0
INHA,0
STK11IP,39
AC009955.8,0
SLC4A3,3
RP11-256I23.3,0
AC009502.4,0
AC008281.1,0
AC114765.1,0
AC114765.2,0
AC067956.1,0
AC093843.1,0
EPHA4,17
CTD-2308L22.1,0
AC068489.1,0
PAX3,0
CCDC140,0
RP11-384O8.1,0
SGPP2,4
RP11-16P6.1,6
FARSB,188
MOGAT1,0
ACSL3,218
AC097461.4,0
KCNE4,0
AC013448.1,3
AC013448.2,0
SCG2,0
AP1S3,44
WDFY1,137
MRPL44,155
AC073641.2,0
SERPINE2,170
FAM124B,59
CUL3,215
DOCK10,176
AC067961.1,0
NYAP2,16
RP11-314B1.2,0
AC068138.1,0
IRS1,7
RP11-395N3.2,0
RHBDD1,99
COL4A4,9
COL4A3,13
AC097662.2,4
MFF,564
TM4SF20,0
AGFG1,150
C2orf83,0
SLC19A3,30
CCL20,1
DAW1,0
SPHKAP,0
AC009410.1,0
AC074019.1,0
PID1,47
DNER,0
TRIP12,452
FBXO36,16
SLC16A14,9
AC009950.2,6
SP110,582
SP140,164
SP140L,252
SP100,813
AC010149.4,3
AC098823.3,2
CAB39,276
ITM2C,537
AC012507.3,0
GPR55,5
AC012507.4,0
SPATA3-AS1,0
SPATA3,0
C2orf72,0
PSMD1,294
HTR2B,1
ARMC9,9
B3GNT7,21
AC017104.2,2
NCL,5057
NMUR1,8
C2orf57,0
MGC4771,0
PTMA,57832
PDE6D,115
COPS7B,138
NPPC,0
DIS3L2,138
AC105461.1,0
ALPP,1
AC068134.8,0
ALPPL2,0
AC068134.6,0
ALPI,0
ECEL1,0
PRSS56,0
CHRND,1
CHRNG,1
TIGD1,106
EIF4E2,518
AC073254.1,0
EFHD1,0
GIGYF2,350
KCNJ13,0
C2orf82,4
NGEF,0
AC106876.2,0
NEU2,0
INPP5D,270
ATG16L1,69
SAG,19
RP11-400N9.1,21
DGKD,186
USP40,43
UGT1A8,2
UGT1A10,0
UGT1A9,0
UGT1A7,0
UGT1A6,0
AC114812.8,0
UGT1A5,0
UGT1A4,0
UGT1A3,0
UGT1A1,0
MROH2A,0
HJURP,104
TRPM8,11
AC005538.5,0
SPP2,0
AC006037.2,0
RP11-309M7.1,0
AC097713.3,0
AC097713.4,5
ARL4C,319
SH3BP4,7
AC114814.4,0
AC114814.3,0
AGAP1,21
AC064874.1,0
GBX2,0
AC079135.1,0
ASB18,2
IQCA1,0
RP11-785G17.1,0
AC019068.2,0
ACKR3,2
AC011286.1,0
AC105760.3,1
AC105760.2,19
COPS8,241
AC107079.1,0
AC112715.2,0
COL6A3,11
AC112721.1,1
AC112721.2,0
MLPH,1
PRLH,0
RAB17,0
AC104667.3,7
AC096574.5,0
LRRFIP1,1409
RBM44,9
RAMP1,23
UBE2F,456
UBE2F-SCLY,0
SCLY,64
ESPNL,0
KLHL30,3
FAM132B,27
ILKAP,254
AC016757.3,58
HES6,60
PER2,120
AC012485.1,0
AC012485.2,0
TRAF3IP1,41
ASB1,100
AC016999.2,0
LINC01107,0
AC113618.1,0
AC144525.1,0
TWIST2,0
AC114788.2,0
RP11-648F7.1,0
HDAC4,80
AC017028.1,0
AC062017.1,72
AC079612.1,0
AC079612.2,0
RP11-315F22.1,0
AC093802.1,5
NDUFA10,530
OR6B2,0
PRR21,0
OR6B3,0
AC013469.1,0
MYEOV2,1986
OTOS,0
AC124861.1,0
GPC1,0
AC110619.2,1
ANKMY1,25
DUSP28,70
RNPEPL1,163
CAPN10-AS1,88
CAPN10,45
GPR35,24
AQP12B,0
AC011298.1,0
AC011298.2,0
AQP12A,0
KIF1A,0
AGXT,0
C2orf54,0
AC104809.3,0
AC104809.2,0
SNED1,5
AC093585.6,0
AC005237.4,2
MTERFD2,368
PASK,105
PPP1R7,309
ANO7,6
HDLBP,694
AC104841.2,1
2-Sep,757
AC005104.3,0
FARP2,102
STK25,360
BOK-AS1,0
BOK,2
RP11-367H1.1,0
THAP4,106
ATG4B,195
DTYMK,595
AC133528.2,26
ING5,216
AC114730.11,0
D2HGDH,81
AC114730.8,0
AC114730.7,3
GAL3ST2,0
AC114730.5,0
AC114730.3,0
NEU4,0
AC114730.2,0
PDCD1,3
CXXC11,1
AC131097.3,3
AC131097.4,0
AC093642.3,16
AC093642.4,0
AC093642.6,0
RP11-341N2.1,2
AY269186.1,0
AY269186.2,0
CHL1,17
CHL1-AS1,0
AC090044.1,1
AC090044.2,0
AC087430.1,0
CNTN6,2
RP11-204C23.1,0
CNTN4,1
CNTN4-AS2,0
CNTN4-AS1,0
IL5RA,35
TRNT1,310
CRBN,542
RP11-97C16.1,46
AC026188.1,4
SUMF1,109
LRRN1,3
SETMAR,51
ITPR1-AS1,3
ITPR1,104
EGOT,0
AC018816.3,19
BHLHE40-AS1,4
BHLHE40,24
ARL8B,258
AC026202.3,33
AC026202.1,0
EDEM1,132
AC026202.5,0
AC027119.1,0
AC026167.1,0
AC069277.2,3
GRM7-AS3,0
GRM7,12
GRM7-AS2,0
GRM7-AS1,1
RP11-157E16.1,0
LMCD1-AS1,1
AC018832.1,0
AC023481.1,0
LMCD1,1
LINC00312,0
AC034187.2,4
SSUH2,1
CAV3,0
OXTR,7
RAD18,105
SRGAP3,53
SRGAP3-AS1,0
SRGAP3-AS2,0
SRGAP3-AS3,0
SRGAP3-AS4,0
RP11-380O24.1,1
SETD5-AS1,966
THUMPD3,209
SETD5,412
RP11-58B17.2,11
LHFPL4,0
MTMR14,179
CPNE9,1
BRPF1,67
OGG1,157
CAMK1,50
TADA3,387
ARPC4,996
ARPC4-TTLL3,0
TTLL3,46
RP11-266J6.2,2
RPUSD3,317
CIDEC,4
JAGN1,314
IL17RE,7
IL17RC,33
CRELD1,71
PRRT3,49
PRRT3-AS1,2
RP11-1020A11.2,13
EMC3,295
AC022007.5,3
FANCD2,254
FANCD2OS,0
BRK1,2282
VHL,279
IRAK2,7
TATDN2,52
RP11-438J1.1,0
LINC00852,4
GHRL,96
GHRLOS,14
SEC13,214
ATP2B2,0
LINC00606,0
AC018495.3,0
SLC6A11,5
SLC6A1,0
SLC6A1-AS1,0
HRH1,5
ATG7,113
VGLL4,241
RP11-169K17.4,0
RP11-169K17.3,0
TAMM41,85
TIMP4,1
PPARG,0
TSEN2,139
C3orf83,1
MKRN2,107
RAF1,306
TMEM40,5
CAND2,14
RP11-767C1.2,1
RPL32,94522
RP11-767C1.1,3
IQSEC1,289
NUP210,549
HDAC11-AS1,1
HDAC11,6
FBLN2,6
LINC00620,0
WNT7A,3
TPRXL,0
CHCHD4,183
TMEM43,122
RP11-434D12.1,2
AC093495.4,7
XPC,338
LSM3,1457
RP11-536I6.2,0
RP11-536I6.1,0
SLC6A6,83
AC090952.5,0
CCDC174,232
C3orf20,1
AC090957.2,0
RP11-95M5.1,0
FGD5,1
FGD5-AS1,572
NR2C2,22
MRPS25,647
ZFYVE20,115
CAPN7,262
SH3BP5-AS1,22
SH3BP5,113
METTL6,101
EAF1,96
EAF1-AS1,15
COLQ,16
HACL1,108
BTD,54
ANKRD28,480
GALNT15,4
DPH3,245
OXNAD1,270
RFTN1,103
RP11-415F23.2,9
RP11-415F23.3,7
RP11-415F23.4,4
RP11-194G10.3,0
LINC00690,0
DAZL,0
AC091493.2,0
PLCL2,59
PLCL2-AS1,0
TBC1D5,311
AC132807.1,0
SATB1,355
KCNH8,3
EFHB,8
RAB5A,269
PP2D1,0
KAT2B,85
SGOL1,173
SGOL1-AS1,2
AC107622.1,0
RP11-669C19.1,5
RP11-180N14.1,3
ZNF385D,90
ZNF385D-AS1,0
ZNF385D-AS2,0
UBE2E2-AS1,0
UBE2E2,90
UBE2E1-AS1,0
UBE2E1,444
NKIRAS1,26
RPL15,49888
NR1D2,97
LINC00691,4
THRB,37
RP11-317L10.1,1
AC133680.1,0
RARB,3
TOP2B,586
NGLY1,339
OXSM,57
LINC00692,0
AC099754.1,0
LRRC3B,0
AC114877.3,0
NEK10,4
SLC4A7,109
RP11-222K16.1,0
RP11-222K16.2,40
EOMES,29
AC098973.2,0
AC098973.1,0
