,BMM9_Benign
RP11-553A10.1,0
PVRL3-AS1,0
PVRL3,8
CD96,473
RP11-615J4.3,0
ZBED2,0
PLCXD2,8
PLCXD2-AS1,0
PHLDB2,81
ABHD10,90
TAGLN3,0
TMPRSS7,13
C3orf52,19
GCSAM,168
RP11-757F18.5,3
SLC9C1,11
RP11-90K6.1,2
CD200,189
RP11-231E6.1,1
BTLA,394
ATG3,499
SLC35A5,99
RP11-572C15.6,3
CCDC80,3
RP11-572C15.5,5
CD200R1L,0
CD200R1,49
RP11-484K9.4,18
GTPBP8,193
C3orf17,211
RP11-572M11.4,9
RP11-572M11.1,1
RP11-572M11.3,2
BOC,1
WDR52,38
WDR52-AS1,0
SPICE1,63
SIDT1,140
SIDT1-AS1,121
KIAA2018,178
NAA50,322
RP11-271C24.2,1
ATP6V1A,130
GRAMD1C,28
RP11-255E6.6,0
ZDHHC23,25
KIAA1407,545
QTRTD1,147
DRD3,0
RP11-553L6.2,110
ZNF80,5
TIGIT,239
RP11-553L6.5,95
ZBTB20,470
ZBTB20-AS1,4
RP11-197K3.1,3
ZBTB20-AS2,15
ZBTB20-AS3,0
ZBTB20-AS4,6
RP11-190P13.2,0
GAP43,0
LSAMP,2
LSAMP-AS1,0
LINC00903,0
TUSC7,0
LINC00901,0
RP11-384F7.2,0
RP11-768G7.2,0
RP11-768G7.3,0
RP11-384F7.1,1
IGSF11,0
IGSF11-AS1,0
C3orf30,0
RP11-484M3.5,0
UPK1B,0
B4GALT4,98
B4GALT4-AS1,0
ARHGAP31,18
ARHGAP31-AS1,0
TMEM39A,90
POGLUT1,139
RP11-190C22.8,1
TIMMDC1,302
CD80,1
RP11-190C22.9,2
ADPRH,21
PLA1A,0
POPDC2,12
COX17,1087
MAATS1,0
RP11-169N13.4,0
NR1I2,5
GSK3B,205
RP11-18H7.1,19
GPR156,0
LRRC58,239
RP11-174O3.3,0
FSTL1,2
NDUFB4,1793
HGD,0
RABL3,110
GTF2E1,67
RP11-500K19.1,0
STXBP5L,0
POLQ,47
ARGFX,0
FBXO40,1
HCLS1,1201
GOLGB1,579
IQCB1,195
EAF2,430
SLC15A2,49
ILDR1,6
CD86,131
CASR,0
CSTA,349
CCDC58,175
FAM162A,625
WDR5B,61
RP11-299J3.8,79
KPNA1,184
PARP9,223
DTX3L,153
PARP15,140
PARP14,717
HSPBAP1,63
DIRC2,12
RP11-67L2.2,9
SEMA5B,0
PDIA5,37
SEC22A,83
RP11-797D24.3,3
ADCY5,0
RP11-797D24.4,3
PTPLB,110
MYLK-AS1,31
MYLK,67
MYLK-AS2,0
RP11-9N20.3,0
CCDC14,491
ROPN1,0
KALRN,7
UMPS,135
RP11-71H17.9,1
ITGB5,0
ITGB5-AS1,0
MUC13,0
HEG1,51
SLC12A8,1
ZNF148,511
SNX4,220
OSBPL11,208
RP11-379B18.6,0
RP11-379B18.5,8
RP11-666A20.4,9
ALG1L,11
ROPN1B,1
SLC41A3,128
RP11-158I23.1,0
RP11-124N2.1,1
ALDH1L1,14
ALDH1L1-AS1,0
ALDH1L1-AS2,0
RP11-71E19.1,0
RP11-71E19.2,0
KLF15,1
RP11-71E19.5,0
CCDC37,0
ZXDC,21
UROC1,0
CHST13,14
C3orf22,0
TXNRD3,2
TXNRD3NB,0
CHCHD6,64
PLXNA1,10
C3orf56,0
RP11-88I21.2,0
RP11-59J16.1,0
RP11-59J16.2,0
TPRA1,76
MCM2,83
PODXL2,17
ABTB1,260
MGLL,97
KBTBD12,1
SEC61A1,223
RUVBL1,253
RUVBL1-AS1,0
EEFSEC,177
DNAJB8,1
DNAJB8-AS1,0
GATA2,95
RP11-475N22.4,11
C3orf27,1
RPN1,247
RAB7A,781
RP11-723O4.9,7
RP11-723O4.2,0
ACAD9,78
KIAA1257,21
RP11-723O4.6,0
EFCC1,1
GP9,1
RAB43,2
ISY1-RAB43,0
RP11-434H6.6,2
ISY1,235
RP11-434H6.7,24
CNBP,2489
COPG1,165
HMCES,283
H1FX,130
H1FX-AS1,15
EFCAB12,2
MBD4,854
IFT122,80
RHO,0
H1FOO,0
PLXND1,67
TMCC1,66
TMCC1-AS1,43
RP11-93K22.6,1
TRH,6
RP11-93K22.13,1
RP11-77P16.4,25
COL6A5,0
COL6A6,0
PIK3R4,38
ATP2C1,131
RP11-39E3.3,0
ASTE1,162
NEK11,10
RP11-265F19.1,0
NUDT16,177
MRPL3,464
RP11-517B11.4,6
CPNE4,0
ACPP,13
DNAJC13,113
ACAD11,26
NPHP3,130
ACKR4,11
UBA5,184
NPHP3-AS1,0
RP11-469L4.1,0
TMEM108,3
RP11-402L6.1,0
BFSP2,15
BFSP2-AS1,1
RP11-91K8.5,1
CDV3,208
TOPBP1,219
TF,1
SRPRB,183
RAB6B,11
C3orf36,0
SLCO2A1,0
RP11-202A13.1,0
RYK,124
RP11-200A1.1,0
RP11-375I20.6,0
AMOTL2,0
ANAPC13,379
CEP63,283
EPHB1,24
KY,0
PPP2R3A,28
RP11-305O4.3,2
MSL2,155
PCCB,71
STAG1,380
RP11-102M11.2,15
SLC35G2,60
RP11-731C17.2,17
RP11-85F14.5,90
NCK1,465
IL20RB,1
IL20RB-AS1,0
SOX14,0
RP11-2A4.3,0
RP11-2A4.4,0
CLDN18,1
RP11-461M2.2,0
DZIP1L,4
A4GNT,0
DBR1,81
ARMC8,281
NME9,1
MRAS,1
ESYT3,3
CEP70,94
FAIM,204
PIK3CB,99
RP11-548O1.3,0
FOXL2,0
C3orf72,1
PRR23A,10
MRPS22,219
PRR23B,0
PRR23C,0
BPESC1,0
RP11-219D15.3,0
COPB2,282
RP11-319G6.1,22
RBP2,0
RP11-319G6.3,0
RBP1,3
NMNAT3,33
RP11-442N1.2,10
RP11-442N1.1,0
RP11-166D18.1,0
CLSTN2,3
RP11-68L1.2,0
RP11-68L1.1,0
CLSTN2-AS1,0
TRIM42,0
RP11-691G17.1,0
SLC25A36,382
SPSB4,0
RP11-231L11.1,0
ACPL2,25
RP11-438D8.2,0
ZBTB38,486
RASA2,392
RP11-340E6.1,0
RNF7,954
GRK7,0
ATP1B3,589
ATP1B3-AS1,1
RP11-271K21.11,1
TFDP2,574
RP11-485G4.2,63
GK5,50
XRN1,583
ATR,120
PLS1,14
PLS1-AS1,0
TRPC1,8
PCOLCE2,0
RP11-372E1.4,0
PAQR9,0
RP11-372E1.6,16
U2SURP,1126
RP11-91G21.1,22
RP11-80H8.3,0
CHST2,23
RP11-80H8.4,2
SLC9A9,178
SLC9A9-AS1,1
SLC9A9-AS2,0
C3orf58,131
RP11-88H10.2,0
RP11-88H10.3,0
RP11-274H2.2,0
AC107021.1,0
RP11-274H2.3,0
PLOD2,16
PLSCR4,3
PLSCR2,0
PLSCR1,203
PLSCR5,0
PLSCR5-AS1,0
RP11-649A16.1,0
RP11-232M24.1,0
ZIC4,0
ZIC4-AS1,0
ZIC1,1
RP11-78O22.1,0
RP11-71N10.1,0
RP11-639B1.1,0
RP11-501O2.1,0
RP11-501O2.3,0
RP11-501O2.4,0
RP11-501O2.5,0
AGTR1,0
CPB1,0
RP11-680B3.2,2
CPA3,30
GYG1,260
HLTF,232
HLTF-AS1,0
HPS3,161
CP,4
RP11-206M11.7,0
TM4SF18,0
TM4SF1,18
TM4SF1-AS1,0
RP11-278L15.2,0
TM4SF4,0
WWTR1,8
WWTR1-AS1,0
COMMD2,439
ANKUB1,6
RNF13,502
PFN2,20
AC117395.1,0
RP11-651P23.5,0
RP11-167H9.4,0
snoU13,3
RP11-167H9.5,0
RP11-167H9.6,0
RP11-483E7.1,0
TSC22D2,117
SERP1,3126
EIF2A,856
SELT,756
FAM194A,0
RP11-103G8.2,60
SIAH2,45
SIAH2-AS1,0
CLRN1-AS1,0
FAM188B2,0
RP11-166N6.3,0
RP11-166N6.2,1
RP11-373I8.1,0
CLRN1,0
MED12L,43
GPR171,223
P2RY14,121
GPR87,0
P2RY13,32
P2RY12,0
IGSF10,24
RP11-454C18.1,0
AADACL2,0
RP11-454C18.2,0
RP11-64D22.5,0
AADAC,0
SUCNR1,14
RP11-246A10.1,23
MBNL1,2142
MBNL1-AS1,25
TMEM14E,2
RP11-362A9.3,1
RP11-788A4.1,0
P2RY1,22
RP11-38P22.2,12
RP11-529G21.2,15
RAP2B,121
RP11-292E2.1,0
RP11-292E2.2,0
RP11-292E2.4,0
C3orf79,0
RP11-217E22.5,0
ARHGEF26,29
DHX36,886
GPR149,0
RP11-656A15.1,0
RP11-439C8.1,0
RP11-439C8.2,0
MME,399
MME-AS1,0
RP11-451G4.1,0
RP11-451G4.2,3
RP11-451G4.3,0
PLCH1,1
PLCH1-AS1,0
PLCH1-AS2,0
AC104472.1,0
C3orf33,40
SLC33A1,160
GMPS,307
KCNAB1,1
KCNAB1-AS2,0
KCNAB1-AS1,0
RP11-305K5.1,6
SSR3,734
TIPARP-AS1,47
TIPARP,72
LINC00886,3
LEKR1,13
LINC00880,1
RP11-6F2.5,0
LINC00881,1
CCNL1,1638
RP11-555M1.3,0
VEPH1,1
PTX3,1
C3orf55,0
RP11-290K4.1,0
RP11-290K4.2,0
SHOX2,1
RSRC1,473
RP11-538P18.2,67
MLF1,20
GFM1,159
LXN,105
RP11-379F4.7,0
RP11-379F4.6,6
RARRES1,1
MFSD1,244
RP11-379F4.4,4
RP11-379F4.9,3
IQCJ-SCHIP1,0
IQCJ,0
IQCJ-SCHIP1-AS1,0
SCHIP1,26
IL12A-AS1,10
IL12A,21
LINC01100,0
C3orf80,8
RP11-431I8.1,0
RP11-432B6.3,0
IFT80,92
SMC4,893
TRIM59,65
KPNA4,240
ARL14,0
RP11-16N11.2,16
PPM1L,17
B3GALNT1,21
NMD3,207
SPTSSB,15
RP11-3P17.4,2
RP11-3P17.5,11
OTOL1,0
RP11-774I5.1,0
RP11-10O22.1,6
CT64,0
RP11-418B12.1,0
RP11-71H9.2,0
RP11-71H9.1,0
SI,0
RP11-747D18.1,2
SLITRK3,0
RP11-85M11.2,0
BCHE,0
RP11-450H5.1,0
RP11-12K11.2,0
ZBBX,0
RP11-576M8.2,0
SERPINI2,7
WDR49,36
PDCD10,683
SERPINI1,95
RP11-298O21.6,0
RP11-298O21.7,0
RP11-298O21.3,0
RP11-298O21.2,0
RP11-298O21.5,0
GOLIM4,136
RP11-637O11.2,1
RP11-368I23.2,4
RP11-368I23.3,3
RP11-368I23.4,3
RP11-152C17.1,0
MECOM,42
RP11-641D5.2,0
TERC,1
ACTRT3,5
RP11-816J6.3,2
MYNN,129
RP11-362K14.5,7
LRRC34,48
RP11-362K14.7,0
RP11-362K14.6,2
LRRIQ4,0
LRRC31,0
SAMD7,10
RP11-379K17.4,12
SEC62,2170
SEC62-AS1,7
GPR160,45
PHC3,321
RP11-379K17.12,36
PRKCI,97
RP11-543D10.2,0
SKIL,185
RP11-469J4.3,0
CLDN11,5
SLC7A14,2
RP11-373E16.4,0
RPL22L1,1758
EIF5A2,45
SLC2A2,0
TNIK,191
RP11-185E8.1,0
PLD1,3
PP13439,4
TMEM212,1
TMEM212-AS1,0
FNDC3B,91
AC092964.2,0
AC092964.1,0
GHSR,0
TNFSF10,323
RP11-408H1.3,1
NCEH1,11
AC007919.2,0
ECT2,50
SPATA16,0
RP11-324C10.1,0
NLGN1,2
NLGN1-AS1,0
NAALADL2,7
NAALADL2-AS2,0
NAALADL2-AS1,0
RP11-523G9.3,1
RP11-809F4.3,0
RP11-71G7.1,0
RP11-644C3.1,0
RP11-255G21.1,1
TBL1XR1,435
TBL1XR1-AS1,0
LINC00501,0
RP11-706D8.3,0
LINC00578,0
RP11-114M1.2,0
RP11-114M1.1,0
RP11-91K9.1,0
RP11-2L8.1,0
RP11-2L8.2,0
RP11-33A14.1,0
KCNMB2,0
RP11-385J1.2,0
ZMAT3,111
RP11-360P21.2,1
PIK3CA,125
RP11-245C23.3,2
KCNMB3,28
ZNF639,46
RP11-255C15.4,4
RP11-255C15.3,3
MFN1,111
RP11-145M9.4,34
AC007620.3,6
GNB4,99
RP11-145M9.5,1
ACTL6A,273
RP11-15L13.4,0
RP11-145M9.6,0
MRPL47,434
NDUFB5,977
USP13,34
PEX5L,2
RP11-494H4.3,0
PEX5L-AS1,0
PEX5L-AS2,0
RP11-420J11.2,0
RP11-496B10.3,0
TTC14,1390
CCDC39,0
CCDC39-AS1,0
FXR1,648
DNAJC19,899
RP11-275H4.1,0
RP11-4B14.3,0
SOX2,0
RP11-416O18.1,0
RP11-416O18.2,0
RP11-338L18.1,0
RP11-139K4.1,0
RP11-139K4.2,0
RP11-646E18.2,0
RP11-646E18.4,0
RP11-225N10.1,0
ATP11B,171
RP11-531F16.4,1
DCUN1D1,174
MCCC1,115
MCCC1-AS1,0
LAMP3,3
MCF2L2,30
B3GNT5,7
KLHL6,220
KLHL6-AS1,6
KLHL24,293
YEATS2,63
YEATS2-AS1,2
MAP6D1,1
PARL,400
ABCC5,42
ABCC5-AS1,0
HTR3D,0
HTR3C,0
HTR3E-AS1,0
HTR3E,0
RP11-778D9.13,2
RP11-778D9.12,5
EIF2B5,185
DVL3,55
AP2M1,986
ABCF3,105
VWA5B2,0
ALG3,189
ECE2,52
CAMK2N2,1
PSMD2,387
EIF4G1,299
FAM131A,52
CLCN2,2
POLR2H,337
THPO,0
CHRD,0
RP11-433C9.2,0
EIF2B5-AS1,7
EPHB3,2
MAGEF1,227
RP11-329B9.4,0
RP11-329B9.3,0
RP11-329B9.5,0
RP11-329B9.1,6
VPS8,218
C3orf70,2
EHHADH-AS1,0
EHHADH,14
MAP3K13,328
TMEM41A,135
LIPH,0
SENP2,142
IGF2BP2,92
C3orf65,0
TRA2B,1106
ETV5,9
ETV5-AS1,0
DGKG,85
RP11-78H24.1,0
RP11-48F14.1,0
RP11-48F14.2,0
CRYGS,5
TBCCD1,67
DNAJB11,388
AHSG,0
FETUB,0
RP11-134F2.2,0
HRG,0
RP11-573D15.8,9
KNG1,0
RP11-573D15.9,5
EIF4A2,4054
RFC4,235
RP11-573D15.3,0
RP11-573D15.2,36
ADIPOQ,1
ADIPOQ-AS1,1
ST6GAL1,334
RPL39L,258
RP11-208N14.4,0
RTP1,0
MASP1,1
RTP4,117
RP11-567G11.1,0
SST,0
RTP2,0
RP11-211G3.3,0
BCL6,45
RP11-211G3.2,1
RP11-30O15.1,0
RP11-44H4.1,0
RP11-132N15.3,0
RP11-132N15.1,0
RP11-132N15.2,0
RP11-430L16.1,0
LPP-AS2,17
LPP,377
AC022498.1,7
LPP-AS1,1
TPRG1-AS1,1
TPRG1,48
TPRG1-AS2,0
TP63,0
LEPREL1,10
LEPREL1-AS1,6
CLDN1,0
CLDN16,3
TMEM207,0
IL1RAP,24
RP11-268E23.2,0
RP11-95L3.2,0
GMNC,0
OSTN,0
OSTN-AS1,3
UTS2B,1
CCDC50,345
PYDC2,0
RP11-197K6.1,0
RP11-655G22.1,0
FGF12,0
FGF12-AS1,0
FGF12-AS2,0
FGF12-AS3,0
MB21D2,5
RP11-143P4.2,0
HRASLS,0
ATP13A5,1
ATP13A5-AS1,0
ATP13A4,7
ATP13A4-AS1,11
OPA1,208
OPA1-AS1,0
RP11-528A4.2,0
RP11-699L21.1,0
RP11-699L21.2,0
RP11-135A1.3,0
RP11-135A1.2,0
HES1,1
RP11-513G11.4,0
RP11-513G11.3,0
RP11-513G11.2,0
LINC00887,8
CPN2,0
LRRC15,0
GP5,2
ATP13A3,96
LINC00884,17
TMEM44-AS1,25
TMEM44,22
AC046143.3,2
RP11-534C12.1,1
LSG1,161
FAM43A,28
AC106706.1,0
AC090505.6,0
AC090505.4,14
AC090505.1,0
XXYLT1,32
XXYLT1-AS1,0
XXYLT1-AS2,36
ACAP2,777
PPP1R2,1296
AC091633.3,4
APOD,10
RP11-141C7.4,1
AC069513.4,13
LINC00969,853
MUC20,24
MUC4,1
AC124944.5,1
TNK2,155
TNK2-AS1,5
AC124944.3,4
RP11-352G9.1,1
RP11-480A16.1,15
TFRC,102
LINC00885,7
ZDHHC19,2
SLC51A,31
PCYT1A,198
RP11-447L10.1,0
AC069257.8,0
TCTEX1D2,113
TM4SF19,0
TM4SF19-AS1,7
TM4SF19,0
UBXN7,196
UBXN7-AS1,25
RNF168,391
CTD-2002J20.1,0
SMCO1,0
WDR53,68
FBXO45,56
LINC01063,9
NRROS,200
PIGX,98
CEP19,60
PAK2,1293
SENP5,177
NCBP2,565
NCBP2-AS1,3
NCBP2-AS2,480
PIGZ,16
MFI2,8
MFI2-AS1,3
DLG1,203
DLG1-AS1,1
AC128709.3,0
AC128709.4,0
AC128709.2,0
RP13-616I3.1,2
BDH1,101
RP11-496H1.2,1
AC024560.2,6
KIAA0226,147
FYTTD1,415
RP11-803P9.1,2
LRCH3,207
AC055764.1,0
IQCG,93
RPL35A,43204
LMLN,26
LMLN-AS1,1
FAM157A,1
ZNF595,168
ZNF718,126
ZNF732,5
ZNF141,258
RP11-2H3.6,1
ZNF721,406
PIGG,120
RP11-1263C18.1,0
PDE6B,94
RP11-1191J2.2,1
RP11-1191J2.5,25
ATP5I,1665
MYL5,59
MFSD7,5
PCGF3,72
RP11-1191J2.4,0
RP11-440L14.4,20
RP11-440L14.1,140
AC139887.4,0
CPLX1,4
RP11-440L14.3,0
GAK,175
TMEM175,148
DGKQ,20
SLC26A1,2
IDUA,2
FGFRL1,15
RP11-460I19.2,0
RNF212,16
RP11-20I20.2,0
AC092535.3,0
SPON2,271
RP11-20I20.4,1
CTBP1,230
CTBP1-AS2,48
MAEA,197
UVSSA,58
CRIPAK,29
NKX1-1,0
RP13-1016M1.2,0
RP11-1398P2.1,71
FAM53A,4
SLBP,102
RP11-572O17.1,78
TMEM129,33
TACC3,168
FGFR3,2
LETM1,76
WHSC1,122
NELFA,123
C4orf48,26
NAT8L,4
POLN,20
RP11-317B7.3,0
HAUS3,150
MXD4,136
ZFYVE28,47
RP11-478C1.7,0
RP11-503N18.1,0
RP11-503N18.3,0
RNF4,221
FAM193A,108
TNIP2,57
SH3BP2,129
ADD1,435
MFSD10,380
NOP14-AS1,56
NOP14,186
GRK4,29
HTT-AS,0
HTT,107
MSANTD1,1
RGS12,40
HGFAC,0
DOK7,4
LRPAP1,523
AL590235.1,0
RP11-529E10.7,1
LINC00955,0
RP3-368B9.2,0
RP3-513G18.2,0
AC141928.1,0
ADRA2C,0
OTOP1,0
TMEM128,207
LYAR,626
ZBTB49,45
RP11-265O12.1,2
NSG1,28
STX18,140
STX18-AS1,17
RP11-326I19.3,0
MSX1,13
CYTL1,257
STK32B,21
C4orf6,0
EVC2,23
EVC,3
CRMP1,10
C4orf50,0
JAKMIP1,23
RP11-586D19.1,9
RP11-586D19.2,2
RP11-1406H17.1,0
WFS1,10
PPP2R2C,2
MAN2B2,100
MRFAP1,1002
RP11-539L10.3,75
AC093323.3,30
RP11-539L10.2,55
AC093323.1,0
S100P,13
MRFAP1L1,234
BLOC1S4,21
KIAA0232,141
TBC1D14,118
RP11-367J11.2,0
CCDC96,0
TADA2B,47
GRPEL1,284
RP11-367J11.3,10
SORCS2,0
PSAPL1,0
AFAP1-AS1,1
AFAP1,26
AC097381.1,0
ABLIM2,3
RP11-338K13.1,0
RP11-1258F18.1,0
SH3TC1,75
HTRA3,0
RP11-774O3.2,0
RP11-774O3.1,0
RP11-774O3.3,12
ACOX3,51
TRMT44,29
RP11-689P11.3,0
RP11-689P11.2,3
GPR78,0
CPZ,0
RP11-1338A24.1,0
HMX1,0
FAM90A26,0
USP17L13,0
USP17L10,0
USP17L11,0
USP17L12,0
USP17L15,0
USP17L17,0
USP17L18,0
USP17L19,0
USP17L20,0
USP17L21,0
USP17L22,0
USP17L23,0
USP17L24,0
USP17L25,0
USP17L26,0
USP17L5,0
USP17L27,0
USP17L28,0
USP17L29,0
USP17L30,0
RP11-1396O13.13,2
DEFB131,0
SLC2A9,9
DRD5,0
RP13-560N11.1,0
RP11-448G15.1,0
WDR1,641
ZNF518B,72
CLNK,261
RP11-61G19.1,0
HS3ST1,106
RP11-281P23.1,2
RP11-281P23.2,0
RP11-74M11.2,0
RP11-1J7.1,0
RP11-168E17.1,0
RP11-22A3.2,1
RP11-22A3.1,0
RAB28,209
NKX3-2,0
LINC01096,0
BOD1L1,530
RP11-341G5.1,0
AC007126.1,0
LINC01085,0
RP11-669M16.2,0
RP11-669M16.1,0
AC006296.1,0
AC006296.2,0
LINC00504,6
CPEB2-AS1,1
CPEB2,13
RP11-665G4.1,1
C1QTNF7,0
RP11-484O2.1,2
CC2D2A,50
RP11-799M12.2,3
FBXL5,311
FAM200B,532
BST1,55
CD38,488
FGFBP1,0
FGFBP2,271
PROM1,47
TAPT1,78
RP11-452J21.2,0
TAPT1-AS1,84
RP11-446J8.1,1
LDB2,8
RP11-141E13.1,0
RP11-576E20.1,0
QDPR,170
CLRN2,0
LAP3,282
AC006160.5,1
MED28,857
FAM184B,158
DCAF16,195
NCAPG,84
LCORL,149
RP11-608B3.1,0
RP11-3J1.1,0
RP11-608O21.1,2
RP11-94H6.1,0
SLIT2,0
PACRGL,46
KCNIP4,0
RP11-362J17.1,0
RP11-120A1.1,0
RP11-556G22.3,0
RP11-556G22.2,0
RP11-17E2.2,0
GPR125,19
RP11-412P11.1,1
RP11-552M14.1,0
RP11-453O5.1,0
RP11-380P13.1,0
RP11-380P13.2,1
PPARGC1A,1
RP13-497K6.1,0
DHX15,294
RP11-496D24.2,0
SOD3,0
CCDC149,8
LGI2,0
SEPSECS,45
PI4K2B,159
RP11-660M5.1,0
ZCCHC4,58
ANAPC4,133
RP11-302F12.3,0
SLC34A2,0
SEL1L3,304
RP11-302F12.10,7
SMIM20,446
RP13-494C23.1,0
RBPJ,520
CCKAR,0
TBC1D19,97
STIM2,623
RP11-293A21.1,8
RP11-415C15.1,0
AC024132.1,0
RP11-415C15.2,0
RP11-415C15.3,0
AC007106.1,0
RP11-180C1.1,0
RP11-123O22.1,0
RP11-292B1.2,0
RP11-769N22.1,2
RP11-472K22.1,0
RP11-472K22.2,0
PCDH7,0
RP11-619J20.1,0
RP11-617I14.1,0
RP11-315A17.1,0
RP11-665I14.1,0
RP11-734I18.1,0
RP11-240A16.1,0
RP11-802H3.2,0
RP11-79E3.3,0
RP11-79E3.2,0
RP11-548L20.1,0
RP11-725M22.1,0
ARAP2,418
RP11-431M7.3,9
DTHD1,167
RP11-431M7.2,0
RP11-722M1.1,0
RP11-103J17.2,0
RP11-103J17.1,0
KIAA1239,0
C4orf19,0
RP11-36B15.1,0
RELL1,25
PGM2,115
TBC1D1,313
PTTG2,14
RP11-600L4.1,0
RP11-83C7.1,0
RP11-83C7.2,0
RP11-213G21.1,1
RP11-213G21.2,0
RP11-617D20.1,24
RP11-617D20.2,0
AC021860.1,51
KLF3,79
TLR10,115
TLR1,64
TLR6,48
FAM114A1,15
TMEM156,262
KLHL5,80
RP11-360F5.1,0
RP11-360F5.3,0
WDR19,38
RFC1,683
KLB,12
RPL9,42699
LIAS,197
UGDH,91
UGDH-AS1,16
SMIM14,775
RP11-539G18.2,2
UBE2K,384
PDS5A,270
N4BP2,312
RHOH,1240
RP11-395I6.2,1
AC195454.1,8
CHRNA9,1
RBM47,72
RP11-588L15.2,0
NSUN7,13
APBB2,74
RP11-632F7.3,0
UCHL1-AS1,0
UCHL1,37
LIMCH1,22
RP11-227F19.5,0
PHOX2B,0
RP11-227F19.1,0
RP11-227F19.2,0
LINC00682,1
RP11-457P14.5,0
TMEM33,232
DCAF4L1,2
RP11-814H16.2,0
SLC30A9,167
BEND4,18
RP11-63A11.1,1
SHISA3,0
ATP8A1,154
RP11-109E24.2,0
RP11-109E24.1,0
GRXCR1,0
RP11-395F4.1,0
RP11-324J13.2,0
RP11-663P9.1,0
RP11-328N19.1,0
KCTD8,0
YIPF7,0
GUF1,109
GNPDA2,140
RP11-700J17.1,1
RP11-700J17.2,4
RP11-362I1.1,0
GABRG1,0
GABRA2,0
RP11-436F23.1,0
COX7B2,0
GABRA4,0
GABRB1,0
COMMD8,406
ATP10D,154
AC092597.3,0
CORIN,6
RP11-121C2.2,3
NFXL1,49
NIPAL1,9
CNGA1,0
TXK,227
TEC,35
SLAIN2,267
SLC10A4,1
ZAR1,0
FRYL,465
OCIAD1,976
OCIAD1-AS1,0
OCIAD2,872
CWH43,0
DCUN1D4,100
RP11-365H22.2,3
LRRC66,0
SGCB,39
RP11-535C7.1,0
SPATA18,0
USP46,71
USP46-AS1,9
RP11-177B4.2,0
ERVMER34-1,0
RP11-752D24.3,0
RASL11B,1
SCFD2,42
RP11-752D24.2,0
FIP1L1,476
LNX1,22
LNX1-AS1,4
RP11-571I18.4,2
CHIC2,339
AC110792.1,0
GSX2,0
PDGFRA,0
RP11-231C18.1,0
RP11-231C18.2,0
RP11-545H22.1,0
AC006552.1,0
KIT,26
RP11-273B19.2,0
RP11-273B19.1,0
RP11-463H12.2,0
RP11-530I17.1,0
KDR,0
SRD5A3,123
RP11-177J6.1,0
TMEM165,111
CLOCK,159
RP11-528I4.2,3
PDCL2,0
NMU,7
RP11-345F18.1,0
EXOC1,283
CEP135,415
KIAA1211,1
AASDH,226
RP11-646I6.5,10
PPAT,100
RP11-646I6.6,1
AC068620.1,5
PAICS,283
RP11-393M11.2,1
SRP72,791
ARL9,12
THEGL,0
HOPX,921
SPINK2,874
REST,517
RP11-738E22.3,0
NOA1,213
POLR2B,792
IGFBP7,24
IGFBP7-AS1,2
RP11-300M6.1,0
RP11-319E12.1,0
RP11-319E12.2,0
RP11-685F15.1,0
RP11-4O3.1,0
RP11-4O3.2,0
RP11-577G20.1,0
RP11-577G20.2,0
RP11-506N2.1,0
RP11-340A13.2,0
RP11-340A13.3,0
RP11-622J8.1,0
RP11-725D20.1,0
RP11-525J21.1,1
RP11-593F5.2,0
RP11-16N2.1,6
LPHN3,0
RP11-798L4.1,1
RP11-84A1.3,0
RP11-257A22.1,0
RP11-12K22.1,0
TECRL,0
RP11-707A18.1,7
EPHA5,0
RP11-807H7.1,0
RP11-807H7.2,0
RP11-51P8.1,0
RP11-25H12.1,0
RP11-19C24.1,0
RP11-584P21.2,1
CENPC,792
STAP1,193
UBA6,417
UBA6-AS1,101
GNRHR,0
TMPRSS11D,0
TMPRSS11A,0
TMPRSS11F,0
TMPRSS11BNL,0
TMPRSS11B,1
YTHDC1,858
TMPRSS11E,0
UGT2B17,0
UGT2B15,0
UGT2B10,0
RP11-468N14.13,0
UGT2A3,0
UGT2B7,0
RP11-704M14.1,3
UGT2B11,0
UGT2B28,0
UGT2B4,0
UGT2A1,0
UGT2A2,0
UGT2A1,0
SULT1B1,18
SULT1E1,0
CSN1S1,0
CSN2,0
STATH,0
HTN3,0
HTN1,1
C4orf40,0
ODAM,0
FDCSP,0
CSN3,0
CABS1,0
SMR3A,0
SMR3B,0
PROL1,0
MUC7,0
AMTN,0
AMBN,0
ENAM,8
IGJ,1928
UTP3,225
RP11-46J23.1,0
RUFY3,132
GRSF1,169
MOB1B,55
DCK,889
SLC4A4,15
GC,0
RP11-545L5.1,0
NPFFR2,0
ADAMTS3,1
RP11-373J21.1,0
RP11-352E8.2,0
COX18,90
ANKRD17,281
RP11-692D12.1,4
ALB,0
AFP,0
AFM,0
RP11-622A1.2,0
RASSF6,15
AC112518.3,0
IL8,14
CXCL6,2
PF4V1,0
CXCL1,0
PF4,12
PPBP,5
CXCL5,0
CXCL3,20
CXCL2,5
MTHFD2L,207
AC093677.1,1
EPGN,1
EREG,38
RP11-727M10.1,0
AREG,1
AC142293.3,0
RP11-727M10.2,0
AREGB,0
BTC,3
PARM1,7
RP11-44F21.3,0
RP11-44F21.2,0
RP11-44F21.5,1
RP11-542G1.1,0
RP11-542G1.2,0
RP11-542G1.3,0
RP11-567N4.2,0
RP11-567N4.3,0
RCHY1,190
THAP6,238
