,BMET11_Involved
RP11-171I2.4,6
RP11-171I2.3,4
RP11-171I2.1,1
RP11-88L24.4,0
CCDC141,52
SESTD1,179
AC093911.1,0
ZNF385B,0
CWC22,358
AC009478.1,0
UBE2E3,818
AC104076.3,0
AC068196.1,4
AC104820.2,58
AC020595.1,0
ITGA4,1483
CERKL,1
NEUROD1,5
AC013733.3,0
AC013733.4,0
RP11-366L5.1,19
SSFA2,350
PPP1R1C,1
PDE1A,3
DNAJC10,460
FRZB,21
NCKAP1,24
DUSP19,31
AC064871.3,0
NUP35,117
RP11-438L19.1,16
AC093639.1,0
ZNF804A,30
AC007966.1,0
FSIP2,30
AC008174.3,10
AC097500.2,150
RP11-410E4.1,18
ZC3H15,1234
AC018867.1,0
AC018867.2,0
ITGAV,72
AC017101.10,0
FAM171B,41
ZSWIM2,0
AC007319.1,0
CALCRL,69
TFPI,319
LINC01090,0
GULP1,16
DIRC1,0
COL3A1,3
COL5A2,5
AC133106.2,0
WDR75,183
SLC40A1,805
ASNSD1,394
ANKAR,138
OSGEPL1,84
OSGEPL1-AS1,22
RP11-455J20.3,8
ORMDL1,1385
AC013468.1,0
PMS1,356
C2orf88,175
MSTN,0
HIBCH,292
INPP1,46
MFSD6,94
RP11-647K16.1,5
TMEM194B,83
AC093388.3,48
NAB1,159
AC006460.2,3
AC005540.3,25
GLS,383
STAT1,360
AC067945.2,0
STAT4,107
AC092614.2,0
MYO1B,21
NABP1,336
AC098872.3,0
SDPR,309
AC098617.1,2
TMEFF2,0
AC013401.1,0
AC013401.2,0
PCGEM1,0
RP11-764E7.1,0
AC018799.1,0
AC006196.1,0
AC010983.1,0
AC064834.1,0
RP11-762E8.1,2
AC064834.2,1
AC064834.3,1
SLC39A10,399
DNAH7,1
STK17B,1177
RP11-347P5.1,415
HECW2,4
AC020571.3,16
CCDC150,93
GTF3C3,256
C2orf66,0
PGAP1,19
ANKRD44,490
AC013264.2,50
AC010746.3,0
SF3B1,1323
COQ10B,238
HSPD1,2868
HSPE1,2781
HSPE1-MOB4,0
MOB4,389
RFTN2,3
AC011997.1,0
MARS2,38
BOLL,6
PLCL1,7
AC109589.1,0
AC005235.1,0
AC019330.1,0
AC018717.1,0
SATB2,1
RP11-486F17.1,0
SATB2-AS1,1
AC093590.1,0
FTCDNL1,34
C2orf69,280
TYW5,248
C2orf47,114
SPATS2L,83
KCTD18,135
SGOL2,369
AOX1,14
AC007163.3,1
AC007163.6,0
BZW1,823
RP11-469M7.1,29
CLK1,882
PPIL3,797
NIF3L1,107
ORC2,200
AC005037.3,3
FAM126B,282
NDUFB3,1350
RP11-13J8.1,7
CFLAR,1148
CFLAR-AS1,2
AC007283.5,0
CASP10,242
CASP8,514
ALS2CR12,1
TRAK2,208
STRADB,382
ALS2CR11,3
TMEM237,125
MPP4,2
ALS2,110
CDK15,2
RP11-107N15.1,3
FZD7,14
AC079354.1,8
AC079354.3,2
AC079354.5,1
SUMO1,2021
AC079354.2,1
NOP58,807
RP11-686O6.1,4
RP11-686O6.2,31
BMPR2,156
FAM117B,132
ICA1L,104
WDR12,258
CARF,304
NBEAL1,5298
CYP20A1,240
ABI2,410
RP11-363J17.1,0
RAPH1,7
CD28,64
CTLA4,18
ICOS,24
AC009965.2,0
AC009498.1,0
AC016903.1,0
AC016903.2,0
PARD3B,3
NRP2,14
AC007362.3,0
AC007679.3,0
INO80D,354
AC007383.3,13
NDUFS1,310
AC007383.4,12
EEF1B2,34345
GPR1,9
ZDBF2,13
AC017081.1,0
ADAM23,5
AC010731.2,0
AC010731.3,0
AC010731.4,0
DYTN,18
MDH1B,2
FASTKD2,174
RP11-95H11.1,0
AC008269.2,0
CPO,1
KLF7,134
AC007879.1,0
AC007879.2,2
AC007879.4,0
AC007879.3,0
AC007879.7,3
AC007879.5,0
AC007879.6,0
CREB1,580
METTL21A,468
AC079767.4,31
CCNYL1,57
RP11-801F7.1,0
FZD5,32
AC096772.6,33
PLEKHM3,10
CRYGD,178
CRYGC,0
CRYGB,0
CRYGA,0
C2orf80,0
IDH1,405
IDH1-AS1,34
PIKFYVE,341
PTH2R,51
MAP2,1
UNC80,3
RPE,256
KANSL1L,87
RP11-260M2.1,98
AC007038.7,62
AC006994.2,13
ACADL,1
MYL1,1
AC007970.1,0
LANCL1,171
CPS1,8
ERBB4,0
AC093381.2,0
AC108066.1,0
IKZF2,182
RP11-105N14.1,36
RP11-105N14.3,0
RP11-105N14.2,0
AC079610.2,1
SPAG16,208
AC107218.3,17
VWC2L,0
BARD1,343
AC072062.1,34
ABCA12,2
AC072062.3,4
AC073284.4,0
ATIC,312
FN1,34
AC012462.1,1
AC012462.2,0
AC012462.3,0
AC012668.1,0
AC012668.2,1
AC012668.3,0
LINC00607,2
AC093850.2,0
AC122136.2,0
AC093382.1,4
MREG,3
PECR,81
TMEM169,15
XRCC5,1448
RP11-566E18.3,13
4-Mar,1
AC012513.6,0
AC069155.1,0
AC098820.2,0
SMARCAL1,89
AC098820.4,4
RPL37A,65111
AC073321.3,0
AC073321.4,0
IGFBP2,39
IGFBP5,8
AC007563.5,0
AC007563.3,0
AC007557.4,0
TNP1,0
AC007557.2,0
AC007557.3,0
AC007563.1,0
AC007557.1,0
RP11-574O16.1,0
AC009492.1,0
DIRC3,4
TNS1,33
AC010136.2,0
RUFY4,1
CXCR2,16
CXCR1,7
ARPC2,5076
GPBAR1,99
AAMP,364
PNKD,861
TMBIM1,183
AC021016.8,0
C2orf62,5
SLC11A1,352
CTDSP1,509
RP11-378A13.2,19
VIL1,4
USP37,205
RQCD1,293
PLCD4,1
RP11-548H3.1,8
ZNF142,47
BCS1L,168
RNF25,46
STK36,9
TTLL4,53
CYP27A1,12
RP11-459I19.1,1
PRKAG3,0
WNT6,2
WNT10A,5
AC073128.10,0
AC097468.7,0
CDK5R2,0
LINC00608,3
FEV,0
CRYBA2,0
AC097468.4,0
CCDC108,0
IHH,0
RP11-33O4.1,6
NHEJ1,3
SLC23A3,18
CNPPD1,203
FAM134A,282
ZFAND2B,376
ABCB6,0
ATG9A,67
ANKZF1,320
GLB1L,76
STK16,357
TUBA4A,517
DNAJB2,143
PTPRN,0
AC114803.3,0
RESP18,0
DNPEP,311
AC053503.4,2
DES,3
AC053503.6,0
SPEG,8
AC053503.11,0
RP11-316O14.1,1
GMPPA,127
ASIC4,10
CHPF,52
TMEM198,3
RP11-256I23.1,0
OBSL1,29
RP11-256I23.2,0
INHA,0
STK11IP,50
AC009955.8,0
SLC4A3,4
RP11-256I23.3,0
AC009502.4,0
AC008281.1,0
AC114765.1,0
AC114765.2,0
AC067956.1,0
AC093843.1,0
EPHA4,11
CTD-2308L22.1,0
AC068489.1,0
PAX3,0
CCDC140,0
RP11-384O8.1,0
SGPP2,7
RP11-16P6.1,4
FARSB,166
MOGAT1,0
ACSL3,200
AC097461.4,1
KCNE4,3
AC013448.1,2
AC013448.2,0
SCG2,0
AP1S3,33
WDFY1,170
MRPL44,223
AC073641.2,0
SERPINE2,272
FAM124B,84
CUL3,242
DOCK10,204
AC067961.1,0
NYAP2,22
RP11-314B1.2,0
AC068138.1,0
IRS1,15
RP11-395N3.2,1
RHBDD1,122
COL4A4,9
COL4A3,3
AC097662.2,3
MFF,860
TM4SF20,2
AGFG1,228
C2orf83,0
SLC19A3,43
CCL20,6
DAW1,0
SPHKAP,0
AC009410.1,0
AC074019.1,0
PID1,26
DNER,0
TRIP12,510
FBXO36,19
SLC16A14,12
AC009950.2,12
SP110,906
SP140,196
SP140L,337
SP100,1303
AC010149.4,2
AC098823.3,1
CAB39,248
ITM2C,1144
AC012507.3,0
GPR55,10
AC012507.4,0
SPATA3-AS1,0
SPATA3,0
C2orf72,0
PSMD1,251
HTR2B,1
ARMC9,31
B3GNT7,44
AC017104.2,2
NCL,5250
NMUR1,37
C2orf57,0
MGC4771,0
PTMA,66304
PDE6D,191
COPS7B,215
NPPC,2
DIS3L2,150
AC105461.1,0
ALPP,2
AC068134.8,0
ALPPL2,0
AC068134.6,0
ALPI,0
ECEL1,0
PRSS56,0
CHRND,1
CHRNG,1
TIGD1,145
EIF4E2,532
AC073254.1,1
EFHD1,3
GIGYF2,417
KCNJ13,1
C2orf82,9
NGEF,0
AC106876.2,0
NEU2,0
INPP5D,327
ATG16L1,83
SAG,25
RP11-400N9.1,20
DGKD,238
USP40,54
UGT1A8,0
UGT1A10,0
UGT1A9,0
UGT1A7,0
UGT1A6,0
AC114812.8,0
UGT1A5,0
UGT1A4,0
UGT1A3,0
UGT1A1,0
MROH2A,0
HJURP,127
TRPM8,17
AC005538.5,0
SPP2,0
AC006037.2,0
RP11-309M7.1,0
AC097713.3,0
AC097713.4,1
ARL4C,347
SH3BP4,11
AC114814.4,0
AC114814.3,0
AGAP1,29
AC064874.1,0
GBX2,1
AC079135.1,0
ASB18,2
IQCA1,7
RP11-785G17.1,0
AC019068.2,0
ACKR3,2
AC011286.1,1
AC105760.3,1
AC105760.2,21
COPS8,358
AC107079.1,0
AC112715.2,0
COL6A3,11
AC112721.1,0
AC112721.2,1
MLPH,1
PRLH,0
RAB17,0
AC104667.3,2
AC096574.5,0
LRRFIP1,2108
RBM44,16
RAMP1,137
UBE2F,553
UBE2F-SCLY,1
SCLY,50
ESPNL,2
KLHL30,3
FAM132B,7
ILKAP,308
AC016757.3,33
HES6,28
PER2,113
AC012485.1,0
AC012485.2,0
TRAF3IP1,40
ASB1,114
AC016999.2,0
LINC01107,0
AC113618.1,0
AC144525.1,0
TWIST2,0
AC114788.2,0
RP11-648F7.1,0
HDAC4,110
AC017028.1,0
AC062017.1,76
AC079612.1,0
AC079612.2,0
RP11-315F22.1,0
AC093802.1,18
NDUFA10,877
OR6B2,0
PRR21,0
OR6B3,0
AC013469.1,0
MYEOV2,2007
OTOS,0
AC124861.1,0
GPC1,1
AC110619.2,0
ANKMY1,36
DUSP28,64
RNPEPL1,183
CAPN10-AS1,97
CAPN10,42
GPR35,15
AQP12B,0
AC011298.1,0
AC011298.2,0
AQP12A,0
KIF1A,1
AGXT,0
C2orf54,0
AC104809.3,1
AC104809.2,0
SNED1,14
AC093585.6,0
AC005237.4,0
MTERFD2,447
PASK,183
PPP1R7,474
ANO7,5
HDLBP,673
AC104841.2,2
2-Sep,899
AC005104.3,0
FARP2,62
STK25,444
BOK-AS1,0
BOK,4
RP11-367H1.1,0
THAP4,153
ATG4B,267
DTYMK,633
AC133528.2,19
ING5,216
AC114730.11,0
D2HGDH,143
AC114730.8,1
AC114730.7,3
GAL3ST2,0
AC114730.5,0
AC114730.3,0
NEU4,0
AC114730.2,0
PDCD1,17
CXXC11,2
AC131097.3,6
AC131097.4,0
AC093642.3,19
AC093642.4,0
AC093642.6,0
RP11-341N2.1,4
AY269186.1,0
AY269186.2,0
CHL1,29
CHL1-AS1,0
AC090044.1,3
AC090044.2,0
AC087430.1,1
CNTN6,0
RP11-204C23.1,0
CNTN4,3
CNTN4-AS2,0
CNTN4-AS1,0
IL5RA,6
TRNT1,339
CRBN,711
RP11-97C16.1,59
AC026188.1,4
SUMF1,108
LRRN1,9
SETMAR,61
ITPR1-AS1,10
ITPR1,166
EGOT,0
AC018816.3,33
BHLHE40-AS1,5
BHLHE40,51
ARL8B,276
AC026202.3,23
AC026202.1,0
EDEM1,210
AC026202.5,0
AC027119.1,1
AC026167.1,0
AC069277.2,30
GRM7-AS3,0
GRM7,6
GRM7-AS2,0
GRM7-AS1,0
RP11-157E16.1,0
LMCD1-AS1,5
AC018832.1,0
AC023481.1,2
LMCD1,9
LINC00312,0
AC034187.2,1
SSUH2,1
CAV3,0
OXTR,6
RAD18,151
SRGAP3,67
SRGAP3-AS1,0
SRGAP3-AS2,0
SRGAP3-AS3,0
SRGAP3-AS4,0
RP11-380O24.1,4
SETD5-AS1,1270
THUMPD3,211
SETD5,569
RP11-58B17.2,8
LHFPL4,0
MTMR14,280
CPNE9,4
BRPF1,95
OGG1,189
CAMK1,76
TADA3,644
ARPC4,1508
ARPC4-TTLL3,0
TTLL3,74
RP11-266J6.2,5
RPUSD3,450
CIDEC,8
JAGN1,571
IL17RE,6
IL17RC,64
CRELD1,115
PRRT3,48
PRRT3-AS1,6
RP11-1020A11.2,10
EMC3,402
AC022007.5,2
FANCD2,202
FANCD2OS,0
BRK1,3107
VHL,314
IRAK2,5
TATDN2,52
RP11-438J1.1,0
LINC00852,13
GHRL,101
GHRLOS,17
SEC13,276
ATP2B2,1
LINC00606,0
AC018495.3,0
SLC6A11,8
SLC6A1,1
SLC6A1-AS1,0
HRH1,1
ATG7,80
VGLL4,328
RP11-169K17.4,0
RP11-169K17.3,0
TAMM41,119
TIMP4,27
PPARG,4
TSEN2,126
C3orf83,0
MKRN2,133
RAF1,418
TMEM40,2
CAND2,10
RP11-767C1.2,1
RPL32,119380
RP11-767C1.1,0
IQSEC1,260
NUP210,466
HDAC11-AS1,1
HDAC11,33
FBLN2,11
LINC00620,0
WNT7A,3
TPRXL,0
CHCHD4,155
TMEM43,195
RP11-434D12.1,3
AC093495.4,11
XPC,272
LSM3,1569
RP11-536I6.2,0
RP11-536I6.1,0
SLC6A6,110
AC090952.5,0
CCDC174,269
C3orf20,0
AC090957.2,0
RP11-95M5.1,0
FGD5,14
FGD5-AS1,622
NR2C2,28
MRPS25,701
ZFYVE20,113
CAPN7,229
SH3BP5-AS1,22
SH3BP5,131
METTL6,124
EAF1,179
EAF1-AS1,19
COLQ,8
HACL1,157
BTD,60
ANKRD28,1443
GALNT15,7
DPH3,273
OXNAD1,294
RFTN1,212
RP11-415F23.2,19
RP11-415F23.3,8
RP11-415F23.4,11
RP11-194G10.3,0
LINC00690,0
DAZL,0
AC091493.2,1
PLCL2,83
PLCL2-AS1,0
TBC1D5,343
AC132807.1,1
SATB1,547
KCNH8,5
EFHB,23
RAB5A,306
PP2D1,0
KAT2B,99
SGOL1,210
SGOL1-AS1,1
AC107622.1,0
RP11-669C19.1,2
RP11-180N14.1,3
ZNF385D,107
ZNF385D-AS1,0
ZNF385D-AS2,0
UBE2E2-AS1,0
UBE2E2,146
UBE2E1-AS1,0
UBE2E1,692
NKIRAS1,66
RPL15,70847
NR1D2,94
LINC00691,1
THRB,83
RP11-317L10.1,2
AC133680.1,0
RARB,2
TOP2B,776
NGLY1,481
OXSM,86
LINC00692,0
AC099754.1,0
LRRC3B,0
AC114877.3,0
NEK10,9
SLC4A7,197
RP11-222K16.1,1
RP11-222K16.2,44
EOMES,43
AC098973.2,0
AC098973.1,0
AC092415.1,1
CMC1,1488
AZI2,425
ZCWPW2,13
LINC00693,0
RBMS3-AS3,1
RBMS3,42
RBMS3-AS2,2
RBMS3-AS1,0
AC116035.1,0
AC116035.2,0
TGFBR2,201
GADL1,0
STT3B,496
OSBPL10,37
OSBPL10-AS1,17
ZNF860,10
GPD1L,63
CMTM8,310
CMTM7,340
CMTM6,1038
DYNC1LI1,250
CNOT10,252
CNOT10-AS1,0
TRIM71,6
CCR4,13
GLB1,144
TMPPE,4
CRTAP,308
RP11-627J17.1,0
SUSD5,1
FBXL2,29
UBP1,233
CLASP2,258
RP11-10C24.2,3
RP11-10C24.3,8
RP11-10C24.1,5
PDCD6IP,592
AC018359.1,3
AC123023.1,14
AC018359.3,0
ARPP21,138
ARPP21-AS1,0
STAC,27
DCLK3,0
TRANK1,81
RP11-129K12.1,2
RP11-129K12.4,3
RP11-129K12.3,0
EPM2AIP1,856
MLH1,165
LRRFIP2,511
RP11-285J16.1,11
RP11-259K5.1,0
RP11-259K5.2,8
GOLGA4,1078
C3orf35,10
ITGA9,42
CTDSPL,115
VILL,75
PLCD1,39
DLEC1,10
ACAA1,459
MYD88,235
OXSR1,232
SLC22A13,0
SLC22A14,0
XYLB,31
ACVR2B-AS1,1
ACVR2B,22
EXOG,216
SCN5A,1
SCN10A,0
RP11-134J21.1,0
SCN11A,9
WDR48,221
GORASP1,51
TTC21A,22
CSRNP1,33
XIRP1,0
CX3CR1,70
CCR8,0
SLC25A38,318
RPSA,22563
MOBP,1
MYRIP,9
EIF1B,1761
ENTPD3-AS1,107
ENTPD3,2
RPL14,55993
RP11-391M1.4,41
ZNF619,36
ZNF620,103
ZNF621,91
RP11-528N21.1,0
RP11-761N21.1,1
RP11-520A21.1,0
RP11-372H2.1,0
CTNNB1,689
ULK4,59
TRAK1,72
CCK,0
LYZL4,0
VIPR1,37
VIPR1-AS1,9
SEC22C,356
SS18L2,1073
NKTR,1878
RP4-613B23.1,10
ZBTB47,11
KLHL40,0
CCDC13,7
HHATL,0
HHATL-AS1,0
CCDC13-AS1,0
HIGD1A,558
RP11-70C1.1,8
ACKR2,4
RP11-70C1.3,0
KRBOX1,0
KRBOX1,15
CYP8B1,0
ZNF662,75
KRBOX1-AS1,0
FAM198A,5
POMGNT2,34
RP11-136C24.2,0
SNRK,214
RP11-188P20.3,1
SNRK-AS1,3
ANO10,74
ABHD5,186
RP4-672N11.1,0
RP4-555D20.3,0
RP4-555D20.4,0
RP4-555D20.2,0
TOPAZ1,0
RP11-424N24.2,11
TCAIM,159
LINC00694,21
ZNF445,158
ZNF852,19
ZKSCAN7,35
RP11-944L7.4,3
RP11-944L7.5,0
ZNF660,123
ZNF197,111
ZNF197-AS1,4
ZNF35,41
RP11-348P10.2,7
ZNF502,38
ZNF501,51
KIAA1143,509
KIF15,224
TMEM42,196
TGM4,4
RP11-272D20.2,0
ZDHHC3,331
EXOSC7,289
CLEC3B,1
CDCP1,25
TMEM158,0
LARS2,36
LARS2-AS1,0
LIMD1,186
LIMD1-AS1,9
SACM1L,377
SLC6A20,1
LZTFL1,129
CCR9,7
FYCO1,57
CXCR6,54
XCR1,6
CCR3,1
CCR1,67
CCR2,103
RP11-24F11.2,7
CCR5,34
CCRL2,39
LTF,4
RTP3,0
LRRC2,12
LUZPP1,1
TDGF1,0
ALS2CL,6
TMIE,4
PRSS50,0
PRSS46,0
PRSS45,0
PRSS42,1
MYL3,0
PTH1R,2
AC109583.1,0
CCDC12,923
NBEAL2,54
SETD2,526
KIF9-AS1,19
KIF9,198
KLHL18,149
RP11-708J19.1,92
PTPN23,45
SCAP,113
ELP6,343
CSPG5,0
SMARCC1,542
DHX30,300
MAP4,408
CDC25A,50
CAMP,5
ZNF589,56
NME6,176
SPINK8,0
FBXW12,0
PLXNB1,4
CCDC51,96
TMA7,7848
RP11-24C3.2,2
ATRIP,16
TREX1,208
SHISA5,389
PFKFB4,12
UCN2,0
COL7A1,1
UQCRC1,514
TMEM89,0
SLC26A6,28
CELSR3,9
RP11-148G20.1,0
NCKIPSD,42
RP11-572O6.1,0
IP6K2,490
PRKAR2A,345
PRKAR2A-AS1,3
SLC25A20,111
ARIH2OS,83
ARIH2,440
RP13-131K19.1,5
RP13-131K19.2,1
RP13-131K19.7,4
P4HTM,103
WDR6,235
DALRD3,297
NDUFAF3,1452
IMPDH2,2335
RP13-131K19.6,2
QRICH1,176
QARS,1442
USP19,52
LAMB2,25
CCDC71,121
KLHDC8B,104
C3orf84,0
CCDC36,2
RP11-3B7.1,0
C3orf62,105
USP4,187
GPX1,7557
RHOA,3270
TCTA,233
AMT,139
NICN1-AS1,3
NICN1,76
DAG1,48
BSN-AS2,13
BSN,0
BSN-AS1,3
APEH,197
MST1,13
RNF123,98
AMIGO3,0
GMPPB,3
IP6K1,121
CDHR4,1
FAM212A,299
UBA7,210
TRAIP,42
CAMKV,0
MST1R,2
CTD-2330K9.2,0
CTD-2330K9.3,1
MON1A,37
RBM6,957
RBM5,736
RP11-493K19.3,2
SEMA3F,0
GNAT1,0
GNAI2,766
U73166.2,13
SEMA3B-AS1,0
LSMEM2,1
IFRD2,461
HYAL3,79
NAT6,126
HYAL1,2
HYAL2,53
TUSC2,451
RASSF1,483
ZMYND10-AS1,0
ZMYND10,11
NPRL2,218
CYB561D2,234
XXcos-LUCA11.5,0
TMEM115,185
CACNA2D2,1
XXcos-LUCA11.4,71
C3orf18,14
HEMK1,119
CISH,86
MAPKAPK3,541
RP11-804H8.6,11
DOCK3,3
MANF,826
RBM15B,133
VPRBP,99
RAD54L2,148
TEX264,431
GRM2,0
IQCF6,0
IQCF3,0
IQCF2,0
IQCF5-AS1,0
IQCF5,0
IQCF1,0
RRP9,113
PARP3,25
GPR62,0
PCBP4,19
RP11-155D18.14,0
ABHD14B,973
ABHD14A,271
ACY1,9
ABHD14A-ACY1,0
RPL29,61084
DUSP7,65
LINC00696,0
POC1A,107
ALAS1,100
TLR9,0
TLR9,0
TWF2,547
RP5-1157M23.2,8
PPM1M,74
WDR82,347
GLYCTK,105
DNAH1,22
BAP1,97
PHF7,233
SEMA3G,0
TNNC1,8
NISCH,132
STAB1,60
NT5DC2,76
SMIM4,258
PBRM1,485
GNL3,594
GLT8D1,192
SPCS1,2239
NEK4,112
ITIH1,0
ITIH3,0
ITIH4,7
RP5-966M1.6,0
ITIH4-AS1,1
MUSTN1,0
TMEM110-MUSTN1,1
TMEM110,0
SFMBT1,56
RP11-894J14.5,2
RFT1,76
PRKCD,59
TKT,3878
DCP1A,223
CACNA1D,7
RP11-884K10.6,0
CHDH,7
IL17RB,0
RP11-884K10.7,13
ACTR8,58
SELK,994
CACNA2D3,46
CACNA2D3-AS1,0
LRTM1,1
RP11-889D3.1,0
RP11-889D3.2,0
RP11-64C1.1,0
RP11-875H7.1,0
RP11-875H7.2,0
WNT5A,0
WNT5A-AS1,0
RP11-875H7.5,0
ERC2,1
RP11-58O15.1,0
CCDC66,751
FAM208A,576
ARHGEF3,184
ARHGEF3-AS1,0
SPATA12,0
RP11-157F20.3,1
IL17RD,6
HESX1,23
APPL1,745
ASB14,1
DNAH12,1
PDE12,195
ARF4,686
RP11-755B10.4,69
DENND6A,192
RP11-755B10.2,2
RP11-755B10.3,18
SLMAP,365
FLNB,141
FLNB-AS1,2
DNASE1L3,29
ABHD6,28
RPP14,314
RPP14,0
RP11-80H18.4,0
PXK,241
PDHB,372
RP11-802O23.3,8
RP11-359I18.5,1
KCTD6,116
ACOX2,11
FAM107A,1
RP11-475O23.2,0
RP11-475O23.3,0
FAM3D,0
C3orf67,21
RP11-147N17.1,0
CTD-2185K10.1,1
RP11-285B24.1,0
RP11-719N22.2,0
FHIT,511
NPCDR1,0
PTPRG,12
C3orf14,63
FEZF2,0
CADPS,5
LINC00698,0
SYNPR,0
SYNPR-AS1,0
SNTN,0
C3orf49,7
THOC7,914
THOC7-AS1,0
ATXN7,371
PSMD6-AS2,26
RP11-245J9.5,1
PSMD6,476
RP11-245J9.4,34
RP11-245J9.6,2
RP11-129B22.1,1
LINC00994,0
PRICKLE2,1
PRICKLE2-AS1,0
PRICKLE2-AS2,0
PRICKLE2-AS3,0
RP11-14D22.2,0
RP11-14D22.1,0
ADAMTS9,9
ADAMTS9-AS1,0
ADAMTS9-AS2,1
RP11-543A18.1,0
MAGI1,3
MAGI1-AS1,0
SLC25A26,306
LRIG1,16
KBTBD8,32
RP11-85I21.1,0
SUCLG2,309
RP11-81N13.1,10
FAM19A1,4
FAM19A4,0
EOGT,59
CTD-2013N24.2,3
TMF1,660
UBA3,367
ARL6IP5,1819
LMOD3,87
FRMD4B,213
RP11-62G11.2,0
RP11-444P10.1,0
MITF,42
RP11-460N16.1,22
RP11-231I13.2,0
FOXP1,2062
FOXP1-AS1,4
RP11-154H23.3,89
EIF4E3,101
GPR27,12
PROK2,5
LINC00877,27
RP11-398A8.4,0
LINC00870,0
RP11-433A10.3,0
RP11-433A10.2,0
RP11-447M4.1,0
RYBP,346
RP11-654C22.2,0
SHQ1,84
GXYLT2,4
PPP4R2,480
EBLN2,61
PDZRN3,0
PDZRN3-AS1,0
RP11-20B7.1,0
RP11-508O18.1,0
CNTN3,0
RP11-803B1.8,21
CTD-2026G6.3,0
FRG2C,0
LINC00960,46
ZNF717,106
ROBO2,0
RP11-354H21.1,0
RP11-354H21.2,0
RP11-314M24.1,0
ROBO1,12
RP11-47P18.1,0
RP11-47P18.2,0
RP11-6B4.1,0
RP11-520D19.1,0
RP11-520D19.2,0
GBE1,128
RP11-142L1.1,1
RP11-359D24.1,0
RP11-260O18.1,0
LINC00971,10
RP11-735B13.2,0
CADM2,0
CADM2-AS2,0
CADM2-AS1,0
RP11-789F5.1,0
RP11-331K15.1,0
VGLL3,15
CHMP2B,360
POU1F1,0
RP11-451B8.1,18
HTR1F,307
CGGBP1,1008
RP11-159G9.5,59
ZNF654,148
C3orf38,275
EPHA3,0
PROS1,11
ARL13B,97
STX19,0
DHFRL1,90
NSUN3,135
LINC00879,0
MTRNR2L12,6713
EPHA6,1
ARL6,19
CRYBG3,33
CRYBG3,28
MINA,157
OR5AC2,0
RP11-343D2.11,0
OR5H1,0
OR5H14,0
OR5H15,0
RP11-325B23.2,0
OR5H6,0
OR5H2,0
OR5K4,0
OR5K3,0
OR5K1,0
OR5K2,0
CLDND1,504
CPOX,176
RP11-227H4.5,0
GPR15,0
ST3GAL6-AS1,4
ST3GAL6,147
DCBLD2,32
CTD-2021J15.1,0
LINC00973,0
RP11-779P15.1,0
RP11-779P15.2,0
RP11-201E8.1,1
COL8A1,0
RP11-383I23.2,6
CMSS1,346
FILIP1L,18
TMEM30C,0
TBC1D23,215
NIT2,311
RP11-114I8.4,2
TOMM70A,289
LNP1,14
TMEM45A,51
GPR128,0
TFG,340
ABI3BP,24
IMPG2,7
SENP7,406
TRMT10C,434
PCNP,1715
ZBTB11,210
ZBTB11-AS1,58
RPL24,38313
CEP97,169
NXPE3,230
RP11-49I4.3,1
NFKBIZ,262
RP11-221J22.1,0
RP11-221J22.2,2
ZPLD1,0
RP11-280H21.1,0
ALCAM,345
CBLB,229
LINC00882,7
LINC00883,38
RP11-446H18.5,0
RP11-446H18.6,0
CCDC54,0
RP11-115H18.1,2
BBX,882
LINC00635,0
LINC00636,0
CD47,1190
RP11-861A13.4,78
IFT57,335
HHLA2,2
MYH15,2
KIAA1524,206
DZIP3,211
RETNLB,0
TRAT1,220
GUCA1C,0
MORC1,62
MORC1-AS1,0
RP11-59E19.1,0
RP11-59E19.4,1
LINC00488,1
DPPA2,1
DPPA4,347
RP11-702L6.4,4
RP11-457K10.1,0
RP11-119D18.1,0
RP11-553A10.1,0
PVRL3-AS1,0
PVRL3,3
CD96,169
RP11-615J4.3,0
ZBED2,2
PLCXD2,4
PLCXD2-AS1,0
PHLDB2,292
ABHD10,154
TAGLN3,0
TMPRSS7,14
C3orf52,23
GCSAM,155
RP11-757F18.5,2
SLC9C1,6
RP11-90K6.1,5
CD200,217
RP11-231E6.1,1
BTLA,129
ATG3,883
SLC35A5,129
RP11-572C15.6,3
CCDC80,12
RP11-572C15.5,6
CD200R1L,0
CD200R1,31
RP11-484K9.4,13
GTPBP8,296
C3orf17,287
RP11-572M11.4,2
RP11-572M11.1,1
RP11-572M11.3,6
BOC,1
WDR52,63
WDR52-AS1,0
SPICE1,136
SIDT1,63
SIDT1-AS1,117
KIAA2018,253
NAA50,763
RP11-271C24.2,0
ATP6V1A,324
GRAMD1C,31
RP11-255E6.6,0
ZDHHC23,14
KIAA1407,97
QTRTD1,144
DRD3,0
RP11-553L6.2,20
ZNF80,5
TIGIT,81
RP11-553L6.5,106
ZBTB20,385
ZBTB20-AS1,0
RP11-197K3.1,0
ZBTB20-AS2,33
ZBTB20-AS3,0
ZBTB20-AS4,8
RP11-190P13.2,1
GAP43,0
LSAMP,5
LSAMP-AS1,0
LINC00903,0
TUSC7,0
LINC00901,0
RP11-384F7.2,0
RP11-768G7.2,2
RP11-768G7.3,0
RP11-384F7.1,1
IGSF11,1
IGSF11-AS1,0
C3orf30,0
RP11-484M3.5,0
UPK1B,0
B4GALT4,159
B4GALT4-AS1,0
ARHGAP31,17
ARHGAP31-AS1,2
TMEM39A,127
POGLUT1,257
RP11-190C22.8,5
TIMMDC1,437
