,BMET2_Distal
AC019171.1,0
SOS1,155
CDKL4,1
MAP4K3,25
AC007246.3,67
TMEM178A,0
THUMPD2,131
SLC8A1-AS1,3
SLC8A1,107
AC007377.1,0
AC007317.1,0
AC104654.1,0
AC104654.2,0
C2orf91,3
AC013480.2,0
PKDCC,0
AC083949.1,2
EML4,363
COX7A2L,1666
KCNG3,0
MTA3,58
OXER1,10
HAAO,13
AC016735.1,0
AC016735.2,1
AC016735.3,1
AC093609.1,17
THADA,111
ZFP36L2,1108
AC010883.5,8
PLEKHH2,37
DYNC2LI1,43
ABCG5,0
ABCG8,0
LRPPRC,194
RP11-559M23.1,1
PPM1B,170
SLC3A1,4
PREPL,222
CAMKMT,60
RP11-89K21.1,0
SIX3-AS1,0
SIX3,1
AC012354.6,0
SIX2,0
AC093702.1,0
AC009236.2,0
SRBD1,79
PRKCE,22
U51244.2,0
AC017006.2,0
AC017006.3,0
EPAS1,1
AC016912.3,0
TMEM247,0
ATP6V1E2,55
RP11-417F21.2,0
RHOQ,190
RP11-417F21.1,0
PIGF,174
CRIPT,362
SOCS5,16
RP11-333I13.1,25
LINC01118,18
LINC01119,0
AC016722.3,2
AC016722.4,0
MCFD2,129
TTC7A,75
RP11-15I20.1,0
AC093732.1,0
C2orf61,3
RP11-761B3.1,2
AC073283.7,8
CALM2,3127
AC073283.4,6
AC106869.2,0
BCYRN1,99
EPCAM,21
MSH2,58
AC138655.6,5
KCNK12,1
AC138655.4,0
AC138655.1,9
MSH6,87
FBXO11,176
AC079807.2,8
AC079807.4,3
FOXN2,159
RP11-191L17.1,3
PPP1R21,116
STON1,29
STON1-GTF2A1L,0
GTF2A1L,0
LHCGR,141
FSHR,0
NRXN1,0
AC007682.1,0
AC007680.2,0
AC087073.1,0
AC139712.4,0
AC010967.2,0
AC010967.3,0
GPR75-ASB3,46
ASB3,0
CHAC2,24
ERLEC1,276
GPR75,0
PSME4,189
ACYP2,146
RP11-477N3.1,3
TSPYL6,0
C2orf73,0
SPTBN1,153
AC092839.3,0
AC092839.4,0
AC093110.3,1
EML6,25
AC104781.1,0
RTN4,536
CLHC1,19
AC012358.7,1
RPS27A,47901
MTIF2,156
CCDC88A,362
AC012358.8,15
CCDC104,171
SMEK2,362
RP11-554J4.1,57
PNPT1,159
EFEMP1,1
RP11-481J13.1,3
AC011306.2,0
AC011306.1,0
AC007743.1,1
CCDC85A,0
VRK2,80
FANCL,24
RP11-334G22.1,0
AC007250.4,0
LINC01122,99
AC007131.1,0
RP11-444A22.1,0
AC007131.2,0
AC007179.1,0
AC007381.3,1
AC007381.2,1
BCL11A,161
AC009970.1,0
PAPOLG,84
AC010733.4,0
REL,659
PUS10,55
PEX13,132
KIAA1841,80
C2orf74,9
RP11-493E12.1,1
AHSA2,203
USP34,387
RP11-355B11.2,25
XPO1,339
FAM161A,49
CCT4,482
AC107081.5,5
COMMD1,656
AC018462.2,1
B3GNT2,29
AC093159.1,2
TMEM17,27
AC092155.4,0
EHBP1,70
AC007098.1,0
AC009501.4,548
OTX1,0
WDPCP,60
MDH1,216
UGP2,553
VPS54,57
AC012368.1,0
PELI1,95
AC074289.1,79
LINC00309,1
AC114752.1,0
AC114752.3,0
AC008074.3,1
LGALSL,3
AC008074.4,0
RP11-568N6.1,8
AFTPH,271
AC007365.1,0
SERTAD2,120
AC007365.3,2
AC007880.1,3
AC007386.2,22
SLC1A4,21
AC007386.4,1
CEP68,111
RAB1A,306
ACTR2,1192
SPRED2,5
AC074391.1,0
AC012370.3,1
AC007389.3,4
RP11-340F16.1,0
AC118345.1,0
AC092669.6,0
AC092669.2,0
AC092669.3,19
MEIS1-AS3,0
MEIS1,6
MEIS1-AS2,2
AC092669.1,0
AC007392.3,1
AC007392.4,0
AC007403.2,0
AC007403.1,0
AC007403.3,0
AC023115.2,0
AC023115.1,1
AC078941.1,0
AC023115.4,0
ETAA1,73
AC007422.1,0
AC010987.5,0
AC010987.6,0
C1D,317
WDR92,159
RP11-474G23.1,1
PNO1,99
PPP3R1,122
RP11-474G23.2,3
RP11-474G23.3,30
CNRIP1,53
AC015969.3,4
PLEK,753
FBXO48,88
APLF,16
PROKR1,0
ARHGAP25,291
AC097495.2,0
AC097495.3,0
BMP10,0
GKN2,0
GKN1,0
ANTXR1,0
GFPT1,76
NFU1,165
RP11-427H3.3,267
AAK1,342
ANXA4,140
AC092431.3,1
GMCL1,205
SNRNP27,361
MXD1,113
AC019206.1,0
ASPRV1,3
PCBP1-AS1,113
PCBP1,1380
AC016700.2,1
AC016700.5,3
C2orf42,38
TIA1,213
PCYOX1,128
SNRPG,1552
FAM136A,280
AC022201.5,0
AC022201.4,0
TGFA,2
ADD2,34
AC007395.3,0
FIGLA,1
CLEC4F,1
CD207,0
LINC01143,0
VAX2,0
ATP6V1B1,1
AC007040.11,9
AC007040.7,1
ANKRD53,0
TEX261,63
AC007040.6,0
AC007040.8,1
NAGK,375
RP11-467P9.1,7
MCEE,75
MPHOSPH10,251
PAIP2B,41
ZNF638,547
DYSF,43
CYP26B1,0
EXOC6B,31
SPR,8
EMX1,0
SFXN5,129
RAB11FIP5,4
NOTO,5
SMYD5,19
PRADC1,98
CCT7,243
FBXO41,30
EGR4,0
ALMS1,63
NAT8,0
TPRKB,342
RP11-434P11.2,2
DUSP11,171
C2orf78,0
STAMBP,149
ACTG2,4
DGUOK,684
DGUOK-AS1,16
AC073046.25,0
RP11-711M9.1,0
TET3,72
MGC10955,0
BOLA3,267
BOLA3-AS1,15
MOB1A,769
CATX-2,0
MTHFD2,173
RP11-287D1.3,1
SLC4A5,30
DCTN1,92
DCTN1-AS1,1
C2orf81,11
WDR54,148
RTKN,3
INO80B,80
WBP1,14
MOGS,62
MRPL53,272
CCDC142,106
TTC31,73
LBX2,1
AC005041.17,0
RP11-523H20.3,2
LBX2-AS1,11
PCGF1,74
TLX2,0
DQX1,0
AUP1,409
HTRA2,129
LOXL3,8
DOK1,130
M1AP,10
SEMA4F,6
RP11-259N19.1,1
HK2,76
AC104135.3,0
AC104135.2,7
AC104135.4,0
POLE4,944
TACR1,0
RP11-355F16.1,1
EVA1A,0
AC007099.2,0
AC007099.1,0
MRPL19,195
GCFC2,67
RP11-342K6.1,12
RP11-342K6.3,0
RP11-342K6.4,4
LRRTM4,0
AC079117.1,0
AC084149.2,0
AC084149.1,0
AC073628.1,0
AC012494.1,0
AC092660.1,0
REG3G,0
REG1B,0
REG1A,0
REG3A,0
CTNNA2,0
AC010975.1,0
AC016716.2,0
LRRTM1,0
AC008067.2,0
AC084193.1,0
AC012075.2,0
AC079896.1,0
AC010105.1,0
AC010744.1,0
AC106874.1,0
SUCLG1,332
DNAH6,5
TRABD2A,306
AC022210.1,0
TMSB10,45564
KCMF1,133
RP11-60H5.1,0
TCF7L1,1
TGOLN2,796
RETSAT,17
ELMOD3,244
RP11-717A5.2,0
CAPG,320
SH2D6,3
MAT2A,402
GGCX,151
VAMP8,1951
VAMP5,799
RNF181,588
TMEM150A,67
USP39,122
C2orf68,318
SFTPB,18
GNLY,5598
ATOH8,2
AC105053.3,13
ST3GAL5,84
AC105053.4,2
RP11-548P2.2,3
POLR1A,35
PTCD3,234
IMMT,239
RP11-301O19.1,26
MRPL35,140
REEP1,3
KDM3A,79
CHMP3,388
RNF103-CHMP3,0
AC015971.2,2
RNF103,38
RMND5A,123
CD8A,171
CD8B,270
AC111200.1,0
RGPD1,15
PLGLB1,22
LINC00152,704
RP11-1399P15.1,76
PLGLB2,5
RGPD2,17
KRCC1,340
SMYD1,0
FABP1,0
THNSL2,10
TEX37,0
AC104134.2,0
EIF2AK3,27
AC062029.1,11
RPIA,292
CH17-132F21.1,0
RP11-685N3.1,1
RP11-575H3.1,10
TEKT4,17
AC103563.8,6
MAL,340
AC103563.9,0
MRPS5,334
ZNF514,48
ZNF2,18
AC092835.2,4
PROM2,0
KCNIP3,0
FAHD2A,97
RP11-440D17.3,3
RP11-440D17.4,0
TRIM43,0
AC008268.1,0
LINC00342,54
ANKRD36C,443
GPAT2,2
ADRA2B,0
ASTL,0
DUSP2,20
AC012307.2,0
STARD7,194
TMEM127,152
CIAO1,241
SNRNP200,296
AC021188.4,18
ITPRIPL1,5
NCAPH,15
RP11-363D14.1,1
ARID5A,229
KANSL3,108
LMAN2L,21
CNNM4,7
RP11-353K11.1,0
CNNM3,17
ANKRD23,4
ANKRD39,152
SEMA4C,30
FAM178B,68
FAHD2B,34
ANKRD36,616
AC159540.3,0
AC159540.1,176
AC159540.2,0
COX5B,2382
ACTR1B,105
LINC01125,17
ZAP70,293
TMEM131,141
VWA3B,26
AC092675.3,0
CNGA3,0
INPP4A,190
COA5,270
UNC50,228
MGAT4A,262
AC109826.1,43
KIAA1211L,0
TSGA10,92
C2orf15,4
C2ORF15,31
LIPT1,89
MRPL30,5
MITD1,336
MRPL30,4
LYG2,17
LYG1,4
TXNDC9,222
EIF5B,792
REV1,118
RP11-527J8.1,2
AFF3,73
AC092667.2,1
LINC01104,6
LONRF2,2
AC012493.2,0
CHST10,3
NMS,0
PDCL3,156
AC068538.4,0
AC092168.3,0
AC092168.4,0
NPAS2,3
AC016738.3,0
AC016738.4,0
RPL31,32496
TBC1D8,18
RP11-299H21.1,2
CNOT11,83
RNF149,361
CREG2,16
RFX8,1
AC092570.2,0
MAP4K4,195
FLJ20373,1
IL1R2,5
IL1R1,13
AC007271.3,0
IL1RL2,0
IL1RL1,0
IL18R1,53
IL18RAP,61
SLC9A4,0
SLC9A2,1
MFSD9,46
TMEM182,8
AC007251.2,0
AC108051.1,0
AC108051.2,0
AC108051.3,0
AC073987.1,4
AC013727.1,0
AC013727.2,0
RP11-76I14.1,4
AC096554.1,0
AC068535.2,0
AC068535.3,0
LINC01102,3
LINC01103,0
AC013402.4,0
AC013402.3,0
AC013402.5,0
AC068057.1,0
LINC01114,0
LINC01158,0
POU3F3,2
AC018730.4,0
LINC01159,0
AC010884.1,0
MRPS9,115
AC104655.2,0
AC104655.3,0
GPR45,0
RP11-332H14.1,0
AC012360.1,0
TGFBRAP1,45
AC012360.2,0
AC012360.4,0
RP11-332H14.2,66
C2orf49,208
FHL2,67
AC012360.6,3
NCK2,94
AC009505.2,11
AC009505.4,1
C2orf40,15
UXS1,194
AC018878.3,0
RGPD3,2
AC108868.1,0
AC108868.5,0
AC108868.6,0
ST6GAL2,12
AC016994.2,0
AC006227.1,0
AC096669.1,0
AC096669.2,0
AC096669.3,2
GACAT1,0
RGPD4-AS1,12
RGPD4,3
SLC5A7,0
AC023672.2,0
AC019100.3,0
SULT1C3,0
SULT1C2,72
SULT1C4,18
GCC2,1075
AC012487.2,1
LIMS1,547
AC010095.5,0
RANBP2,257
CCDC138,28
EDAR,7
SH3RF3-AS1,0
SH3RF3,6
10-Sep,12
SOWAHC,14
RGPD5,17
LIMS3,5
LINC01123,1
MALL,2
NPHP1,34
LINC00116,405
RP11-1223D19.1,1
LINC01106,1
RP13-1039J1.2,0
LIMS3,3
RP13-1039J1.3,0
LIMS3L,0
RGPD6,3
AC123886.2,0
BUB1,6
AC114776.3,8
ACOXL,36
AC096670.3,0
BCL2L11,85
AC108463.1,0
MIR4435-1HG,316
RP11-181E10.3,18
AC068491.2,0
RP11-803D5.4,20
AC017002.1,33
AC017002.2,3
AC017002.4,0
ANAPC1,74
MERTK,7
TMEM87B,71
FBLN7,41
ZC3H8,200
ZC3H6,210
RGPD8,2
TTL,137
POLR1B,40
CHCHD5,481
AC012442.6,0
AC079922.3,67
SLC20A1,222
NT5DC4,1
CKAP2L,33
IL1A,0
IL1B,74
IL37,0
IL36G,0
IL36A,0
IL36B,0
IL36RN,0
IL1F10,0
IL1RN,95
PSD4,149
AC016683.5,3
PAX8,10
RP11-65I12.1,10
AC016745.3,2
RP11-480C16.1,30
CBWD2,265
AC016745.1,0
FOXD4L1,0
RP11-395L14.3,0
RP11-395L14.4,2
FAM138B,2
RABL2A,70
AC017074.1,0
AC017074.2,1
SLC35F5,35
AC024704.2,1
AC104653.1,10
RP11-141B14.1,45
ACTR3,1117
AC010982.1,0
AC110769.3,0
AC010982.2,0
DPP10,0
DPP10-AS3,0
DPP10-AS2,0
DPP10-AS1,0
AC009312.1,0
DDX18,664
AC009404.2,17
CCDC93,102
AC009303.1,0
RP11-98C1.1,0
RP11-98C1.2,0
INSIG2,154
AC093901.1,1
RP11-19E11.1,0
EN1,1
MARCO,137
RP11-77A13.1,0
C1QL2,0
STEAP3,11
STEAP3-AS1,0
C2orf76,106
DBI,1447
TMEM37,0
SCTR,0
AC013275.2,0
PCDP1,13
TMEM177,33
PTPN4,272
EPB41L5,14
AC012363.4,0
TMEM185B,8
RALB,247
AC012363.13,0
INHBB,0
LINC01101,0
AC073257.2,0
AC073257.1,0
AC018866.1,2
GLI2,0
RP11-297J22.1,0
AC067960.1,0
AC079988.3,0
TFCP2L1,0
CLASP1,66
RP11-204L24.2,0
NIFK-AS1,176
NIFK,312
TSN,290
AC018737.3,0
AC062020.2,0
AC062020.1,0
AC073409.1,0
AC079154.1,0
CNTNAP5,0
AC097499.1,0
AC114813.1,0
AC023347.1,0
GYPC,1289
AC114783.1,0
RP11-521O16.1,0
RP11-521O16.2,7
BIN1,570
CYP27C1,62
ERCC3,55
MAP3K2,359
AC068282.3,7
PROC,3
IWS1,247
AC010976.2,1
MYO7B,3
RP11-286H15.1,1
LIMS2,14
GPR17,0
WDR33,249
SFT2D3,7
RP5-935K16.1,85
POLR2D,88
AMMECR1L,25
RP11-395A13.2,90
SAP130,28
UGGT1,202
HS6ST1,15
AC012451.1,0
AC068483.1,0
AC079586.1,0
AC079776.1,0
AC079776.3,6
RAB6C,6
POTEF,10
AC018804.3,0
CCDC74B,0
SMPD4,50
MZT2B,725
TUBA3E,0
CCDC115,344
IMP4,307
PTPN18,320
POTEI,3
AC013269.3,0
CFC1B,0
AC013269.4,0
AC013269.5,0
AC140481.2,18
AC140481.4,0
CFC1,0
POTEJ,1
GPR148,0
AC140481.8,0
AMER3,1
AC133785.1,0
ARHGEF4,31
FAM168B,109
PLEKHB2,326
POTEE,21
CYP4F31P,1
LINC01120,0
RP11-109E12.1,7
MZT2A,670
TUBA3D,3
CCDC74A,9
LINC01087,0
C2orf27A,12
C2orf27B,0
AC103564.7,0
AJ239322.3,0
AJ239322.1,24
RP1-156L9.1,0
ANKRD30BL,1
AC097532.2,0
RP11-725P16.2,1
GPR39,0
LYPD1,0
AC010974.3,0
NCKAP5,1
AC016909.1,0
AC011755.1,0
AC010890.1,0
AC011243.1,0
MGAT5,30
TMEM163,1
CCNT2-AS1,4
ACMSD,0
CCNT2,204
MAP3K19,0
RAB3GAP1,147
ZRANB3,44
R3HDM1,195
UBXN4,891
LCT,1
AC011893.3,5
MCM6,28
DARS,334
AC093391.2,16
AC068492.1,0
CXCR4,818
THSD7B,0
AC020601.1,0
HNMT,382
AC069394.1,0
AC097721.2,5
AC114763.1,0
SPOPL,104
RP11-231E19.1,10
AC092620.3,0
NXPH2,0
AC062021.1,1
AC016710.1,0
AC078851.1,0
AC073928.2,0
LRP1B,2
KYNU,118
ARHGAP15,803
RP11-190J23.1,0
AC096558.1,0
RP11-570L15.2,0
RP11-570L15.1,0
AC092652.1,0
RP11-434H14.1,2
CTD-2252P21.1,0
AC079584.2,0
AC016910.1,0
GTDC1,76
ZEB2,990
ZEB2-AS1,48
AC010090.1,1
TEX41,0
AC023128.1,0
RP11-514A9.1,0
AC064865.1,0
AC092484.1,0
AC079163.1,0
AC062031.1,0
AC103881.1,0
AC062032.1,0
ACVR2A,61
AC009480.3,0
ORC4,164
MBD5,86
EPC2,89
AC105402.4,0
KIF5C,14
LYPD6B,7
LYPD6,0
MMADHC,402
AC144449.1,0
AC007364.1,0
AC016682.1,0
AC113610.1,0
RND3,0
AC104777.2,0
AC104777.3,0
AC104777.1,0
AC104777.4,0
AC023469.2,0
AC023469.1,0
AC018731.3,0
RBM43,147
NMI,307
TNFAIP6,9
RIF1,287
NEB,10
ARL5A,491
CACNB4,25
AC079790.2,0
STAM2,77
FMNL2,3
PRPF40A,561
ARL6IP6,147
AC011901.2,0
AC079150.3,0
RPRM,1
GALNT13,0
AC009227.2,6
AC009227.3,0
AC061961.2,0
KCNJ3,173
AC092625.1,0
AC093375.1,6
NR4A2,7
GPD2,44
AC011308.1,0
GALNT5,4
ERMN,5
CYTIP,612
ACVR1C,11
AC019186.1,2
ACVR1,29
UPP2,0
RP11-546J1.1,2
RP11-1152H14.1,2
CCDC148-AS1,0
CCDC148,0
PKP4,31
AC005042.4,0
AC005042.5,0
DAPL1,13
TANC1,2
WDSUB1,37
BAZ2B,417
AC008277.1,0
AC009506.1,35
AC009961.3,28
7-Mar,389
CD302,403
LY75,102
LY75-CD302,0
PLA2R1,1
ITGB6,1
RBMS1,532
AC009313.1,0
TANK,415
AC009299.2,1
AC009299.3,13
PSMD14,141
TBR1,0
AC009487.4,0
SLC4A10,9
DPP4,51
AC008063.2,0
AC008063.3,0
GCG,0
AC007750.5,0
FAP,0
IFIH1,69
GCA,587
KCNH7,0
AC007740.1,0
FIGN,4
AC092684.1,0
GRB14,0
COBLL1,35
AC019181.2,1
SLC38A11,16
AC013463.2,0
SCN3A,13
SCN2A,1
CSRNP3,0
GALNT3,63
AC009495.2,9
AC009495.4,0
AC009495.3,0
TTC21B,60
AC010127.3,0
SCN1A,0
SCN9A,17
SCN7A,4
XIRP2,2
XIRP2-AS1,0
AC074363.1,0
AC016723.4,0
B3GALT1,0
STK39,50
CERS6,105
CERS6-AS1,7
NOSTRIN,2
SPC25,10
G6PC2,0
ABCB11,0
DHRS9,31
AC007556.3,0
LRP2,0
BBS5,16
RP11-724O16.1,0
KLHL41,0
FASTKD1,34
PPIG,956
CCDC173,1
PHOSPHO2,28
KLHL23,32
SSB,501
METTL5,301
UBR3,74
MYO3B,23
AC012594.1,2
AC007277.3,9
LINC01124,0
SP5,0
AC007405.4,3
AC007405.6,0
ERICH2,0
GAD1,2
AC007405.8,0
GORASP2,134
TLK1,414
METTL8,116
DCAF17,39
CYBRD1,74
DYNC1I2,245
AC068039.1,0
AC068039.4,39
SLC25A12,35
HAT1,195
METAP1D,86
DLX1,0
DLX2,0
AC104801.1,0
AC104088.1,0
ITGA6,77
AC078883.4,0
AC078883.3,5
AC093818.1,17
PDK1,92
RAPGEF4-AS1,0
RAPGEF4,0
MLTK,198
MLK7-AS1,0
CDCA7,69
RP11-796E10.1,0
AC106900.6,0
SP3,235
RP11-394I13.2,6
RP11-394I13.3,1
RP11-394I13.1,0
OLA1,398
AC018470.4,0
SP9,0
AC018470.1,0
CIR1,548
SCRN3,59
GPR155,400
AC010894.3,6
AC018890.6,1
WIPF1,975
AC010894.5,0
CHRNA1,0
AC018890.4,0
CHN1,2
ATF2,136
AC096649.2,0
ATP5G3,1411
AC096649.3,0
AC016751.3,0
AC016751.2,0
KIAA1715,219
EVX2,0
HOXD13,0
HOXD12,0
HOXD11,0
HOXD10,0
HOXD-AS2,0
HOXD9,0
HOXD8,0
HOXD3,0
HOXD4,0
RP11-387A1.5,0
HOXD-AS1,0
AC009336.24,0
HOXD1,0
MTX2,106
AC017048.1,0
AC017048.2,0
RP11-324L17.1,0
LINC01116,36
LINC01117,0
AC092162.1,0
AC073636.1,0
AC079305.11,0
AC079305.8,0
HNRNPA3,1188
NFE2L2,325
AC079305.10,5
RP11-337N6.2,0
RP11-337N6.1,18
AGPS,98
TTC30B,8
AC073834.3,0
TTC30A,4
PDE11A,60
AC012499.1,0
RBM45,62
OSBPL6,0
RP11-65L3.1,9
AC009948.5,33
PRKRA,142
DFNB59,5
FKBP7,15
PLEKHA3,56
TTN-AS1,69
TTN,78
RP11-65L3.4,10
RP11-65L3.2,6
RP11-171I2.5,5
RP11-171I2.2,4
RP11-171I2.4,2
RP11-171I2.3,1
RP11-171I2.1,0
RP11-88L24.4,0
CCDC141,68
SESTD1,83
AC093911.1,0
ZNF385B,0
CWC22,182
AC009478.1,0
UBE2E3,293
AC104076.3,0
AC068196.1,0
AC104820.2,65
AC020595.1,0
ITGA4,657
CERKL,1
NEUROD1,11
AC013733.3,0
AC013733.4,0
RP11-366L5.1,15
SSFA2,170
PPP1R1C,0
PDE1A,0
DNAJC10,352
FRZB,1
NCKAP1,69
DUSP19,22
AC064871.3,0
NUP35,82
RP11-438L19.1,2
AC093639.1,0
ZNF804A,7
AC007966.1,0
FSIP2,1
AC008174.3,1
AC097500.2,47
RP11-410E4.1,6
ZC3H15,745
AC018867.1,0
AC018867.2,0
ITGAV,30
AC017101.10,0
FAM171B,0
ZSWIM2,0
AC007319.1,0
CALCRL,18
TFPI,20
LINC01090,0
GULP1,16
DIRC1,0
COL3A1,2
COL5A2,0
AC133106.2,0
WDR75,95
SLC40A1,200
ASNSD1,208
ANKAR,66
OSGEPL1,56
OSGEPL1-AS1,3
RP11-455J20.3,6
ORMDL1,1017
AC013468.1,0
PMS1,127
C2orf88,12
MSTN,0
HIBCH,177
INPP1,33
MFSD6,67
RP11-647K16.1,0
TMEM194B,23
AC093388.3,9
NAB1,53
AC006460.2,1
AC005540.3,160
GLS,199
STAT1,471
AC067945.2,0
STAT4,203
AC092614.2,0
MYO1B,26
NABP1,348
AC098872.3,0
SDPR,18
AC098617.1,1
TMEFF2,0
AC013401.1,0
AC013401.2,0
PCGEM1,0
RP11-764E7.1,0
AC018799.1,0
AC006196.1,0
AC010983.1,0
AC064834.1,11
RP11-762E8.1,3
AC064834.2,7
AC064834.3,0
SLC39A10,202
DNAH7,39
STK17B,1214
RP11-347P5.1,584
HECW2,8
AC020571.3,18
CCDC150,58
GTF3C3,81
C2orf66,0
PGAP1,22
ANKRD44,644
AC013264.2,115
AC010746.3,0
SF3B1,819
COQ10B,212
HSPD1,687
HSPE1,935
HSPE1-MOB4,0
MOB4,195
RFTN2,5
AC011997.1,1
MARS2,20
BOLL,28
PLCL1,7
AC109589.1,0
AC005235.1,2
AC019330.1,0
AC018717.1,0
SATB2,15
RP11-486F17.1,0
SATB2-AS1,0
AC093590.1,0
FTCDNL1,6
C2orf69,153
TYW5,569
C2orf47,63
SPATS2L,64
KCTD18,96
SGOL2,123
AOX1,0
AC007163.3,0
AC007163.6,0
BZW1,459
RP11-469M7.1,19
CLK1,439
PPIL3,301
NIF3L1,52
ORC2,103
AC005037.3,4
FAM126B,214
NDUFB3,694
RP11-13J8.1,6
CFLAR,1071
CFLAR-AS1,3
AC007283.5,0
CASP10,152
CASP8,374
ALS2CR12,10
TRAK2,104
STRADB,62
ALS2CR11,4
TMEM237,27
MPP4,6
ALS2,26
CDK15,0
RP11-107N15.1,0
FZD7,1
AC079354.1,11
AC079354.3,4
AC079354.5,1
SUMO1,1063
AC079354.2,5
NOP58,337
RP11-686O6.1,0
RP11-686O6.2,10
BMPR2,114
FAM117B,87
ICA1L,86
WDR12,247
CARF,162
NBEAL1,11726
CYP20A1,278
ABI2,199
RP11-363J17.1,0
RAPH1,16
CD28,132
CTLA4,27
ICOS,59
AC009965.2,0
AC009498.1,0
AC016903.1,0
AC016903.2,0
PARD3B,3
NRP2,9
AC007362.3,0
AC007679.3,0
INO80D,194
AC007383.3,15
NDUFS1,169
AC007383.4,14
EEF1B2,11266
GPR1,22
ZDBF2,18
AC017081.1,0
ADAM23,6
AC010731.2,0
AC010731.3,0
AC010731.4,0
DYTN,3
MDH1B,1
FASTKD2,87
RP11-95H11.1,0
AC008269.2,2
CPO,0
KLF7,94
AC007879.1,0
AC007879.2,0
AC007879.4,1
AC007879.3,0
AC007879.7,1
AC007879.5,1
AC007879.6,0
CREB1,370
METTL21A,203
AC079767.4,42
CCNYL1,34
RP11-801F7.1,1
FZD5,5
AC096772.6,21
PLEKHM3,8
CRYGD,25
CRYGC,0
CRYGB,0
CRYGA,0
C2orf80,0
IDH1,156
IDH1-AS1,4
PIKFYVE,184
PTH2R,3
MAP2,0
UNC80,2
RPE,82
KANSL1L,22
RP11-260M2.1,42
AC007038.7,34
AC006994.2,4
ACADL,2
MYL1,3
AC007970.1,0
LANCL1,68
CPS1,8
ERBB4,0
AC093381.2,0
AC108066.1,0
IKZF2,47
RP11-105N14.1,4
RP11-105N14.3,0
RP11-105N14.2,0
AC079610.2,0
SPAG16,71
AC107218.3,2
VWC2L,0
BARD1,54
AC072062.1,1
ABCA12,0
AC072062.3,0
AC073284.4,1
ATIC,103
FN1,29
AC012462.1,0
AC012462.2,0
AC012462.3,0
AC012668.1,0
AC012668.2,0
AC012668.3,0
LINC00607,0
AC093850.2,0
AC122136.2,0
AC093382.1,0
MREG,5
PECR,86
TMEM169,19
XRCC5,608
RP11-566E18.3,21
4-Mar,0
AC012513.6,2
AC069155.1,0
AC098820.2,0
SMARCAL1,34
AC098820.4,2
RPL37A,31387
AC073321.3,0
AC073321.4,0
IGFBP2,5
IGFBP5,3
AC007563.5,0
AC007563.3,0
AC007557.4,0
TNP1,0
AC007557.2,0
AC007557.3,0
AC007563.1,0
AC007557.1,0
RP11-574O16.1,0
AC009492.1,0
DIRC3,1
TNS1,2
AC010136.2,0
RUFY4,5
CXCR2,67
CXCR1,12
ARPC2,4517
GPBAR1,212
AAMP,151
PNKD,448
TMBIM1,152
AC021016.8,0
C2orf62,3
SLC11A1,360
CTDSP1,429
RP11-378A13.2,9
VIL1,6
USP37,59
RQCD1,104
PLCD4,3
RP11-548H3.1,2
ZNF142,15
BCS1L,46
RNF25,22
STK36,10
TTLL4,50
CYP27A1,55
RP11-459I19.1,2
PRKAG3,0
WNT6,2
WNT10A,3
AC073128.10,0
AC097468.7,0
CDK5R2,0
LINC00608,15
FEV,0
CRYBA2,0
AC097468.4,0
CCDC108,1
IHH,0
RP11-33O4.1,5
NHEJ1,3
SLC23A3,22
CNPPD1,151
FAM134A,106
ZFAND2B,272
ABCB6,1
ATG9A,57
ANKZF1,227
GLB1L,39
STK16,191
TUBA4A,424
DNAJB2,64
PTPRN,0
AC114803.3,0
RESP18,0
DNPEP,225
AC053503.4,0
DES,5
AC053503.6,3
SPEG,27
AC053503.11,0
RP11-316O14.1,2
GMPPA,91
ASIC4,37
CHPF,8
TMEM198,0
RP11-256I23.1,0
OBSL1,3
RP11-256I23.2,0
INHA,0
STK11IP,54
AC009955.8,0
SLC4A3,1
RP11-256I23.3,0
AC009502.4,3
AC008281.1,0
AC114765.1,0
AC114765.2,0
AC067956.1,0
AC093843.1,0
EPHA4,17
CTD-2308L22.1,0
AC068489.1,0
PAX3,0
CCDC140,0
RP11-384O8.1,0
SGPP2,9
RP11-16P6.1,2
FARSB,67
MOGAT1,1
ACSL3,122
AC097461.4,0
KCNE4,1
AC013448.1,0
AC013448.2,0
SCG2,0
AP1S3,71
WDFY1,106
MRPL44,135
AC073641.2,1
SERPINE2,41
FAM124B,8
CUL3,153
DOCK10,218
AC067961.1,0
NYAP2,59
RP11-314B1.2,1
AC068138.1,0
IRS1,2
RP11-395N3.2,0
RHBDD1,55
COL4A4,3
COL4A3,0
AC097662.2,0
MFF,308
TM4SF20,1
AGFG1,100
C2orf83,1
SLC19A3,70
CCL20,3
DAW1,0
SPHKAP,0
AC009410.1,0
AC074019.1,0
PID1,81
DNER,0
TRIP12,334
FBXO36,38
SLC16A14,4
AC009950.2,22
SP110,723
SP140,208
SP140L,244
SP100,868
AC010149.4,0
AC098823.3,3
CAB39,265
ITM2C,199
AC012507.3,0
GPR55,6
AC012507.4,0
SPATA3-AS1,0
SPATA3,0
C2orf72,0
PSMD1,132
HTR2B,0
ARMC9,21
B3GNT7,7
AC017104.2,6
NCL,1095
NMUR1,55
C2orf57,0
MGC4771,0
PTMA,16892
PDE6D,125
COPS7B,113
NPPC,0
DIS3L2,116
AC105461.1,0
ALPP,3
AC068134.8,0
ALPPL2,0
AC068134.6,0
ALPI,0
