,BMM8_Benign
OSBPL10,39
OSBPL10-AS1,19
ZNF860,18
GPD1L,31
CMTM8,42
CMTM7,202
CMTM6,840
DYNC1LI1,231
CNOT10,180
CNOT10-AS1,0
TRIM71,5
CCR4,9
GLB1,98
TMPPE,2
CRTAP,193
RP11-627J17.1,0
SUSD5,1
FBXL2,25
UBP1,148
CLASP2,182
RP11-10C24.2,1
RP11-10C24.3,1
RP11-10C24.1,0
PDCD6IP,409
AC018359.1,1
AC123023.1,3
AC018359.3,0
ARPP21,89
ARPP21-AS1,0
STAC,12
DCLK3,0
TRANK1,75
RP11-129K12.1,0
RP11-129K12.4,1
RP11-129K12.3,0
EPM2AIP1,396
MLH1,94
LRRFIP2,268
RP11-285J16.1,2
RP11-259K5.1,0
RP11-259K5.2,2
GOLGA4,1144
C3orf35,3
ITGA9,14
CTDSPL,66
VILL,58
PLCD1,28
DLEC1,8
ACAA1,292
MYD88,201
OXSR1,216
SLC22A13,0
SLC22A14,1
XYLB,23
ACVR2B-AS1,1
ACVR2B,12
EXOG,195
SCN5A,0
SCN10A,0
RP11-134J21.1,0
SCN11A,2
WDR48,155
GORASP1,37
TTC21A,25
CSRNP1,22
XIRP1,0
CX3CR1,94
CCR8,0
SLC25A38,212
RPSA,25220
MOBP,6
MYRIP,0
EIF1B,1080
ENTPD3-AS1,92
ENTPD3,1
RPL14,41393
RP11-391M1.4,22
ZNF619,21
ZNF620,43
ZNF621,45
RP11-528N21.1,0
RP11-761N21.1,1
RP11-520A21.1,2
RP11-372H2.1,0
CTNNB1,215
ULK4,54
TRAK1,60
CCK,0
LYZL4,0
VIPR1,28
VIPR1-AS1,2
SEC22C,195
SS18L2,927
NKTR,1300
RP4-613B23.1,4
ZBTB47,5
KLHL40,0
CCDC13,5
HHATL,0
HHATL-AS1,0
CCDC13-AS1,0
HIGD1A,577
RP11-70C1.1,10
ACKR2,1
RP11-70C1.3,0
KRBOX1,0
KRBOX1,3
CYP8B1,0
ZNF662,20
KRBOX1-AS1,0
FAM198A,2
POMGNT2,36
RP11-136C24.2,0
SNRK,224
RP11-188P20.3,1
SNRK-AS1,1
ANO10,44
ABHD5,95
RP4-672N11.1,0
RP4-555D20.3,0
RP4-555D20.4,0
RP4-555D20.2,0
TOPAZ1,0
RP11-424N24.2,4
TCAIM,99
LINC00694,10
ZNF445,85
ZNF852,24
ZKSCAN7,13
RP11-944L7.4,0
RP11-944L7.5,0
ZNF660,34
ZNF197,54
ZNF197-AS1,1
ZNF35,30
RP11-348P10.2,4
ZNF502,12
ZNF501,16
KIAA1143,417
KIF15,73
TMEM42,200
TGM4,0
RP11-272D20.2,0
ZDHHC3,210
EXOSC7,252
CLEC3B,0
CDCP1,9
TMEM158,0
LARS2,24
LARS2-AS1,0
LIMD1,106
LIMD1-AS1,4
SACM1L,222
SLC6A20,1
LZTFL1,53
CCR9,9
FYCO1,34
CXCR6,124
XCR1,4
CCR3,1
CCR1,73
CCR2,131
RP11-24F11.2,11
CCR5,61
CCRL2,27
LTF,5
RTP3,0
LRRC2,10
LUZPP1,0
TDGF1,0
ALS2CL,6
TMIE,12
PRSS50,0
PRSS46,0
PRSS45,0
PRSS42,0
MYL3,0
PTH1R,0
AC109583.1,0
CCDC12,1022
NBEAL2,55
SETD2,282
KIF9-AS1,11
KIF9,98
KLHL18,108
RP11-708J19.1,64
PTPN23,57
SCAP,79
ELP6,229
CSPG5,1
SMARCC1,408
DHX30,249
MAP4,319
CDC25A,27
CAMP,21
ZNF589,40
NME6,167
SPINK8,0
FBXW12,0
PLXNB1,3
CCDC51,86
TMA7,9012
RP11-24C3.2,2
ATRIP,15
TREX1,243
SHISA5,495
PFKFB4,5
UCN2,0
COL7A1,0
UQCRC1,568
TMEM89,0
SLC26A6,17
CELSR3,6
RP11-148G20.1,0
NCKIPSD,40
RP11-572O6.1,0
IP6K2,312
PRKAR2A,251
PRKAR2A-AS1,5
SLC25A20,114
ARIH2OS,58
ARIH2,427
RP13-131K19.1,3
RP13-131K19.2,0
RP13-131K19.7,1
P4HTM,63
WDR6,126
DALRD3,235
NDUFAF3,1277
IMPDH2,1177
RP13-131K19.6,8
QRICH1,147
QARS,717
USP19,47
LAMB2,13
CCDC71,99
KLHDC8B,26
C3orf84,0
CCDC36,2
RP11-3B7.1,1
C3orf62,75
USP4,155
GPX1,5773
RHOA,2815
TCTA,192
AMT,67
NICN1-AS1,5
NICN1,64
DAG1,33
BSN-AS2,4
BSN,1
BSN-AS1,2
APEH,176
MST1,19
RNF123,90
AMIGO3,1
GMPPB,6
IP6K1,98
CDHR4,0
FAM212A,165
UBA7,100
TRAIP,28
CAMKV,0
MST1R,0
CTD-2330K9.2,0
CTD-2330K9.3,1
MON1A,47
RBM6,666
RBM5,410
RP11-493K19.3,1
SEMA3F,0
GNAT1,0
GNAI2,929
U73166.2,18
SEMA3B-AS1,0
LSMEM2,2
IFRD2,370
HYAL3,68
NAT6,94
HYAL1,0
HYAL2,46
TUSC2,435
RASSF1,300
ZMYND10-AS1,0
ZMYND10,9
NPRL2,247
CYB561D2,253
XXcos-LUCA11.5,0
TMEM115,130
CACNA2D2,1
XXcos-LUCA11.4,81
C3orf18,23
HEMK1,104
CISH,301
MAPKAPK3,380
RP11-804H8.6,11
DOCK3,3
MANF,734
RBM15B,108
VPRBP,97
RAD54L2,143
TEX264,558
GRM2,3
IQCF6,0
IQCF3,0
IQCF2,0
IQCF5-AS1,0
IQCF5,0
IQCF1,0
RRP9,111
PARP3,34
GPR62,0
PCBP4,37
RP11-155D18.14,0
ABHD14B,829
ABHD14A,412
ACY1,6
ABHD14A-ACY1,1
RPL29,43911
DUSP7,49
LINC00696,0
POC1A,62
ALAS1,92
TLR9,0
TLR9,0
TWF2,617
RP5-1157M23.2,6
PPM1M,81
WDR82,389
GLYCTK,82
DNAH1,22
BAP1,63
PHF7,123
SEMA3G,1
TNNC1,6
NISCH,134
STAB1,48
NT5DC2,69
SMIM4,251
PBRM1,341
GNL3,691
GLT8D1,166
SPCS1,2596
NEK4,48
ITIH1,1
ITIH3,0
ITIH4,4
RP5-966M1.6,0
ITIH4-AS1,1
MUSTN1,0
TMEM110-MUSTN1,0
TMEM110,3
SFMBT1,54
RP11-894J14.5,4
RFT1,82
PRKCD,77
TKT,1992
DCP1A,214
CACNA1D,9
RP11-884K10.6,0
CHDH,1
IL17RB,1
RP11-884K10.7,9
ACTR8,64
SELK,1164
CACNA2D3,98
CACNA2D3-AS1,0
LRTM1,2
RP11-889D3.1,0
RP11-889D3.2,0
RP11-64C1.1,0
RP11-875H7.1,0
RP11-875H7.2,0
WNT5A,0
WNT5A-AS1,0
RP11-875H7.5,0
ERC2,1
RP11-58O15.1,0
CCDC66,741
FAM208A,360
ARHGEF3,151
ARHGEF3-AS1,0
SPATA12,0
RP11-157F20.3,0
IL17RD,7
HESX1,17
APPL1,641
ASB14,0
DNAH12,0
PDE12,115
ARF4,539
RP11-755B10.4,51
DENND6A,80
RP11-755B10.2,3
RP11-755B10.3,9
SLMAP,194
FLNB,100
FLNB-AS1,0
DNASE1L3,51
ABHD6,35
RPP14,276
RPP14,0
RP11-80H18.4,0
PXK,189
PDHB,429
RP11-802O23.3,9
RP11-359I18.5,1
KCTD6,85
ACOX2,6
FAM107A,2
RP11-475O23.2,0
RP11-475O23.3,0
FAM3D,0
C3orf67,8
RP11-147N17.1,0
CTD-2185K10.1,1
RP11-285B24.1,0
RP11-719N22.2,0
FHIT,473
NPCDR1,2
PTPRG,4
C3orf14,59
FEZF2,0
CADPS,8
LINC00698,0
SYNPR,0
SYNPR-AS1,0
SNTN,0
C3orf49,8
THOC7,973
THOC7-AS1,0
ATXN7,291
PSMD6-AS2,13
RP11-245J9.5,0
PSMD6,344
RP11-245J9.4,28
RP11-245J9.6,3
RP11-129B22.1,0
LINC00994,0
PRICKLE2,1
PRICKLE2-AS1,0
PRICKLE2-AS2,0
PRICKLE2-AS3,2
RP11-14D22.2,0
RP11-14D22.1,0
ADAMTS9,0
ADAMTS9-AS1,0
ADAMTS9-AS2,1
RP11-543A18.1,0
MAGI1,3
MAGI1-AS1,0
SLC25A26,365
LRIG1,32
KBTBD8,20
RP11-85I21.1,0
SUCLG2,235
RP11-81N13.1,11
FAM19A1,28
FAM19A4,0
EOGT,25
CTD-2013N24.2,0
TMF1,530
UBA3,255
ARL6IP5,1701
LMOD3,106
FRMD4B,150
RP11-62G11.2,0
RP11-444P10.1,0
MITF,24
RP11-460N16.1,19
RP11-231I13.2,0
FOXP1,1553
FOXP1-AS1,0
RP11-154H23.3,37
EIF4E3,131
GPR27,29
PROK2,43
LINC00877,21
RP11-398A8.4,0
LINC00870,0
RP11-433A10.3,1
RP11-433A10.2,0
RP11-447M4.1,0
RYBP,176
RP11-654C22.2,0
SHQ1,60
GXYLT2,2
PPP4R2,483
EBLN2,48
PDZRN3,0
PDZRN3-AS1,0
RP11-20B7.1,0
RP11-508O18.1,0
CNTN3,0
RP11-803B1.8,15
CTD-2026G6.3,1
FRG2C,0
LINC00960,19
ZNF717,58
ROBO2,0
RP11-354H21.1,0
RP11-354H21.2,0
RP11-314M24.1,1
ROBO1,10
RP11-47P18.1,0
RP11-47P18.2,0
RP11-6B4.1,0
RP11-520D19.1,0
RP11-520D19.2,0
GBE1,53
RP11-142L1.1,0
RP11-359D24.1,0
RP11-260O18.1,2
LINC00971,4
RP11-735B13.2,0
CADM2,2
CADM2-AS2,0
CADM2-AS1,0
RP11-789F5.1,0
RP11-331K15.1,0
VGLL3,3
CHMP2B,322
POU1F1,0
RP11-451B8.1,1
HTR1F,43
CGGBP1,537
RP11-159G9.5,37
ZNF654,91
C3orf38,150
EPHA3,0
PROS1,4
ARL13B,70
STX19,0
DHFRL1,49
NSUN3,132
LINC00879,0
MTRNR2L12,6328
EPHA6,0
ARL6,10
CRYBG3,48
CRYBG3,21
MINA,129
OR5AC2,0
RP11-343D2.11,0
OR5H1,0
OR5H14,0
OR5H15,0
RP11-325B23.2,0
OR5H6,0
OR5H2,0
OR5K4,0
OR5K3,0
OR5K1,0
OR5K2,0
CLDND1,373
CPOX,50
RP11-227H4.5,0
GPR15,0
ST3GAL6-AS1,2
ST3GAL6,119
DCBLD2,5
CTD-2021J15.1,0
LINC00973,0
RP11-779P15.1,0
RP11-779P15.2,0
RP11-201E8.1,0
COL8A1,0
RP11-383I23.2,0
CMSS1,379
FILIP1L,15
TMEM30C,1
TBC1D23,131
NIT2,289
RP11-114I8.4,1
TOMM70A,176
LNP1,17
TMEM45A,27
GPR128,0
TFG,324
ABI3BP,3
IMPG2,0
SENP7,264
TRMT10C,418
PCNP,823
ZBTB11,156
ZBTB11-AS1,42
RPL24,31514
CEP97,109
NXPE3,160
RP11-49I4.3,2
NFKBIZ,193
RP11-221J22.1,0
RP11-221J22.2,0
ZPLD1,0
RP11-280H21.1,0
ALCAM,197
CBLB,137
LINC00882,3
LINC00883,24
RP11-446H18.5,0
RP11-446H18.6,0
CCDC54,0
RP11-115H18.1,1
BBX,871
LINC00635,0
LINC00636,0
CD47,771
RP11-861A13.4,102
IFT57,347
HHLA2,3
MYH15,0
KIAA1524,89
DZIP3,98
RETNLB,0
TRAT1,491
GUCA1C,0
MORC1,5
MORC1-AS1,0
RP11-59E19.1,0
RP11-59E19.4,0
LINC00488,2
DPPA2,1
DPPA4,80
RP11-702L6.4,3
RP11-457K10.1,0
RP11-119D18.1,0
RP11-553A10.1,0
PVRL3-AS1,0
PVRL3,7
CD96,353
RP11-615J4.3,0
ZBED2,1
PLCXD2,0
PLCXD2-AS1,0
PHLDB2,19
ABHD10,113
TAGLN3,0
TMPRSS7,14
C3orf52,5
GCSAM,104
RP11-757F18.5,1
SLC9C1,2
RP11-90K6.1,1
CD200,112
RP11-231E6.1,1
BTLA,237
ATG3,785
SLC35A5,36
RP11-572C15.6,0
CCDC80,3
RP11-572C15.5,2
CD200R1L,0
CD200R1,60
RP11-484K9.4,3
GTPBP8,188
C3orf17,145
RP11-572M11.4,1
RP11-572M11.1,0
RP11-572M11.3,1
BOC,1
WDR52,41
WDR52-AS1,0
SPICE1,67
SIDT1,71
SIDT1-AS1,136
KIAA2018,165
NAA50,323
RP11-271C24.2,0
ATP6V1A,186
GRAMD1C,8
RP11-255E6.6,0
ZDHHC23,5
KIAA1407,95
QTRTD1,136
DRD3,0
RP11-553L6.2,64
ZNF80,16
TIGIT,110
RP11-553L6.5,71
ZBTB20,286
ZBTB20-AS1,2
RP11-197K3.1,1
ZBTB20-AS2,17
ZBTB20-AS3,0
ZBTB20-AS4,4
RP11-190P13.2,0
GAP43,0
LSAMP,0
LSAMP-AS1,0
LINC00903,0
TUSC7,0
LINC00901,0
RP11-384F7.2,0
RP11-768G7.2,0
RP11-768G7.3,0
RP11-384F7.1,0
IGSF11,1
IGSF11-AS1,0
C3orf30,0
RP11-484M3.5,0
UPK1B,2
B4GALT4,122
B4GALT4-AS1,0
ARHGAP31,27
ARHGAP31-AS1,1
TMEM39A,89
POGLUT1,173
RP11-190C22.8,1
TIMMDC1,377
CD80,1
RP11-190C22.9,1
ADPRH,31
PLA1A,0
POPDC2,19
COX17,1321
MAATS1,2
RP11-169N13.4,0
NR1I2,6
GSK3B,194
RP11-18H7.1,12
GPR156,0
LRRC58,290
RP11-174O3.3,0
FSTL1,14
NDUFB4,1972
HGD,2
RABL3,94
GTF2E1,49
RP11-500K19.1,0
STXBP5L,0
POLQ,74
ARGFX,0
FBXO40,0
HCLS1,1094
GOLGB1,611
IQCB1,224
EAF2,407
SLC15A2,37
ILDR1,1
CD86,93
CASR,0
CSTA,1476
CCDC58,66
FAM162A,775
WDR5B,52
RP11-299J3.8,40
KPNA1,168
PARP9,150
DTX3L,151
PARP15,90
PARP14,424
HSPBAP1,66
DIRC2,15
RP11-67L2.2,11
SEMA5B,0
PDIA5,56
SEC22A,81
RP11-797D24.3,0
ADCY5,0
RP11-797D24.4,1
PTPLB,129
MYLK-AS1,38
MYLK,33
MYLK-AS2,0
RP11-9N20.3,0
CCDC14,526
ROPN1,0
KALRN,11
UMPS,163
RP11-71H17.9,1
ITGB5,0
ITGB5-AS1,0
MUC13,0
HEG1,58
SLC12A8,2
ZNF148,459
SNX4,138
OSBPL11,189
RP11-379B18.6,0
RP11-379B18.5,9
RP11-666A20.4,6
ALG1L,4
ROPN1B,0
SLC41A3,110
RP11-158I23.1,0
RP11-124N2.1,0
ALDH1L1,6
ALDH1L1-AS1,0
ALDH1L1-AS2,0
RP11-71E19.1,0
RP11-71E19.2,0
KLF15,0
RP11-71E19.5,0
CCDC37,0
ZXDC,52
UROC1,0
CHST13,12
C3orf22,0
TXNRD3,6
TXNRD3NB,0
CHCHD6,70
PLXNA1,8
C3orf56,0
RP11-88I21.2,0
RP11-59J16.1,0
RP11-59J16.2,0
TPRA1,87
MCM2,81
PODXL2,5
ABTB1,259
MGLL,169
KBTBD12,7
SEC61A1,236
RUVBL1,269
RUVBL1-AS1,0
EEFSEC,216
DNAJB8,0
DNAJB8-AS1,0
GATA2,139
RP11-475N22.4,32
C3orf27,0
RPN1,432
RAB7A,862
RP11-723O4.9,4
RP11-723O4.2,0
ACAD9,71
KIAA1257,8
RP11-723O4.6,0
EFCC1,0
GP9,1
RAB43,1
ISY1-RAB43,0
RP11-434H6.6,4
ISY1,283
RP11-434H6.7,26
CNBP,2486
COPG1,107
HMCES,178
H1FX,103
H1FX-AS1,14
EFCAB12,0
MBD4,652
IFT122,53
RHO,0
H1FOO,0
PLXND1,86
TMCC1,55
TMCC1-AS1,65
RP11-93K22.6,0
TRH,15
RP11-93K22.13,3
RP11-77P16.4,16
COL6A5,2
COL6A6,1
PIK3R4,52
ATP2C1,99
RP11-39E3.3,0
ASTE1,101
NEK11,14
RP11-265F19.1,0
NUDT16,274
MRPL3,623
RP11-517B11.4,3
CPNE4,0
ACPP,28
DNAJC13,131
ACAD11,8
NPHP3,119
ACKR4,12
UBA5,159
NPHP3-AS1,1
RP11-469L4.1,0
TMEM108,4
RP11-402L6.1,0
BFSP2,6
BFSP2-AS1,7
RP11-91K8.5,1
CDV3,279
TOPBP1,311
TF,11
SRPRB,278
RAB6B,11
C3orf36,0
SLCO2A1,0
RP11-202A13.1,0
RYK,96
RP11-200A1.1,0
RP11-375I20.6,0
AMOTL2,0
ANAPC13,431
CEP63,322
EPHB1,15
KY,0
PPP2R3A,14
RP11-305O4.3,0
MSL2,143
PCCB,98
STAG1,313
RP11-102M11.2,11
SLC35G2,46
RP11-731C17.2,22
RP11-85F14.5,92
NCK1,452
IL20RB,4
IL20RB-AS1,0
SOX14,0
RP11-2A4.3,0
RP11-2A4.4,0
CLDN18,1
RP11-461M2.2,0
DZIP1L,5
A4GNT,0
DBR1,58
ARMC8,283
NME9,5
MRAS,7
ESYT3,1
CEP70,93
FAIM,141
PIK3CB,120
RP11-548O1.3,0
FOXL2,0
C3orf72,1
PRR23A,7
MRPS22,206
PRR23B,0
PRR23C,2
BPESC1,0
RP11-219D15.3,1
COPB2,240
RP11-319G6.1,17
RBP2,0
RP11-319G6.3,0
RBP1,3
NMNAT3,100
RP11-442N1.2,8
RP11-442N1.1,0
RP11-166D18.1,0
CLSTN2,2
RP11-68L1.2,0
RP11-68L1.1,0
CLSTN2-AS1,0
TRIM42,0
RP11-691G17.1,1
SLC25A36,348
SPSB4,0
RP11-231L11.1,0
ACPL2,18
RP11-438D8.2,0
ZBTB38,407
RASA2,328
RP11-340E6.1,0
RNF7,1064
GRK7,2
ATP1B3,618
ATP1B3-AS1,2
RP11-271K21.11,0
TFDP2,504
RP11-485G4.2,62
GK5,33
XRN1,451
ATR,129
PLS1,17
PLS1-AS1,0
TRPC1,6
PCOLCE2,2
RP11-372E1.4,0
PAQR9,2
RP11-372E1.6,11
U2SURP,1188
RP11-91G21.1,25
RP11-80H8.3,0
CHST2,28
RP11-80H8.4,8
SLC9A9,122
SLC9A9-AS1,0
SLC9A9-AS2,0
C3orf58,89
RP11-88H10.2,0
RP11-88H10.3,0
RP11-274H2.2,0
AC107021.1,0
RP11-274H2.3,0
PLOD2,11
PLSCR4,5
PLSCR2,0
PLSCR1,204
PLSCR5,0
PLSCR5-AS1,0
RP11-649A16.1,0
RP11-232M24.1,0
ZIC4,0
ZIC4-AS1,0
ZIC1,0
RP11-78O22.1,0
RP11-71N10.1,2
RP11-639B1.1,0
RP11-501O2.1,0
RP11-501O2.3,0
RP11-501O2.4,0
RP11-501O2.5,0
AGTR1,0
CPB1,11
RP11-680B3.2,1
CPA3,85
GYG1,252
HLTF,268
HLTF-AS1,0
HPS3,133
CP,7
RP11-206M11.7,0
TM4SF18,0
TM4SF1,18
TM4SF1-AS1,0
RP11-278L15.2,0
TM4SF4,0
WWTR1,6
WWTR1-AS1,0
COMMD2,402
ANKUB1,9
RNF13,398
PFN2,31
AC117395.1,1
RP11-651P23.5,0
RP11-167H9.4,0
snoU13,3
RP11-167H9.5,0
RP11-167H9.6,0
RP11-483E7.1,0
TSC22D2,91
SERP1,3445
EIF2A,772
SELT,764
FAM194A,0
RP11-103G8.2,48
SIAH2,69
SIAH2-AS1,1
CLRN1-AS1,0
FAM188B2,0
RP11-166N6.3,0
RP11-166N6.2,0
RP11-373I8.1,0
CLRN1,0
MED12L,75
GPR171,256
P2RY14,54
GPR87,0
P2RY13,140
P2RY12,1
IGSF10,97
RP11-454C18.1,0
AADACL2,0
RP11-454C18.2,0
RP11-64D22.5,0
AADAC,0
SUCNR1,34
RP11-246A10.1,8
MBNL1,1744
MBNL1-AS1,10
TMEM14E,0
RP11-362A9.3,0
RP11-788A4.1,0
P2RY1,23
RP11-38P22.2,16
RP11-529G21.2,13
RAP2B,189
RP11-292E2.1,0
RP11-292E2.2,1
RP11-292E2.4,0
C3orf79,0
RP11-217E22.5,0
ARHGEF26,18
DHX36,819
GPR149,0
RP11-656A15.1,0
RP11-439C8.1,0
RP11-439C8.2,0
MME,64
MME-AS1,0
RP11-451G4.1,0
RP11-451G4.2,7
RP11-451G4.3,0
PLCH1,2
PLCH1-AS1,0
PLCH1-AS2,0
AC104472.1,0
C3orf33,42
SLC33A1,123
GMPS,333
KCNAB1,4
KCNAB1-AS2,0
KCNAB1-AS1,0
RP11-305K5.1,5
SSR3,1194
TIPARP-AS1,95
TIPARP,95
LINC00886,1
LEKR1,11
LINC00880,1
RP11-6F2.5,0
LINC00881,1
CCNL1,1149
RP11-555M1.3,0
VEPH1,0
PTX3,1
C3orf55,2
RP11-290K4.1,0
RP11-290K4.2,0
SHOX2,1
RSRC1,458
RP11-538P18.2,52
MLF1,19
GFM1,120
LXN,210
RP11-379F4.7,0
RP11-379F4.6,1
RARRES1,5
MFSD1,367
RP11-379F4.4,1
RP11-379F4.9,6
IQCJ-SCHIP1,0
IQCJ,0
IQCJ-SCHIP1-AS1,0
SCHIP1,12
IL12A-AS1,3
IL12A,13
LINC01100,0
C3orf80,11
RP11-431I8.1,0
RP11-432B6.3,0
IFT80,56
SMC4,960
TRIM59,70
KPNA4,281
ARL14,2
RP11-16N11.2,13
PPM1L,24
B3GALNT1,61
NMD3,129
SPTSSB,25
RP11-3P17.4,0
RP11-3P17.5,30
OTOL1,0
RP11-774I5.1,0
RP11-10O22.1,1
CT64,0
RP11-418B12.1,1
RP11-71H9.2,0
RP11-71H9.1,0
SI,0
RP11-747D18.1,1
SLITRK3,0
RP11-85M11.2,0
BCHE,0
RP11-450H5.1,0
RP11-12K11.2,0
ZBBX,1
RP11-576M8.2,0
SERPINI2,6
WDR49,28
PDCD10,706
SERPINI1,36
RP11-298O21.6,0
RP11-298O21.7,0
RP11-298O21.3,0
RP11-298O21.2,0
RP11-298O21.5,0
GOLIM4,186
RP11-637O11.2,0
RP11-368I23.2,0
RP11-368I23.3,0
RP11-368I23.4,0
RP11-152C17.1,0
MECOM,27
RP11-641D5.2,0
TERC,7
ACTRT3,2
RP11-816J6.3,1
MYNN,111
RP11-362K14.5,6
LRRC34,67
RP11-362K14.7,1
RP11-362K14.6,3
LRRIQ4,0
LRRC31,0
SAMD7,8
RP11-379K17.4,2
SEC62,1971
SEC62-AS1,2
GPR160,72
PHC3,229
RP11-379K17.12,31
PRKCI,100
RP11-543D10.2,0
SKIL,83
RP11-469J4.3,0
CLDN11,4
SLC7A14,6
RP11-373E16.4,0
RPL22L1,2517
EIF5A2,40
SLC2A2,0
TNIK,180
RP11-185E8.1,2
PLD1,21
PP13439,9
TMEM212,3
TMEM212-AS1,0
FNDC3B,176
AC092964.2,0
AC092964.1,0
GHSR,0
TNFSF10,332
RP11-408H1.3,0
NCEH1,29
AC007919.2,0
ECT2,59
SPATA16,0
RP11-324C10.1,0
NLGN1,2
NLGN1-AS1,0
NAALADL2,9
NAALADL2-AS2,0
NAALADL2-AS1,0
RP11-523G9.3,0
RP11-809F4.3,0
RP11-71G7.1,0
RP11-644C3.1,0
RP11-255G21.1,0
TBL1XR1,408
TBL1XR1-AS1,0
LINC00501,3
RP11-706D8.3,1
LINC00578,0
RP11-114M1.2,0
RP11-114M1.1,0
RP11-91K9.1,0
RP11-2L8.1,0
RP11-2L8.2,0
RP11-33A14.1,0
KCNMB2,0
RP11-385J1.2,0
ZMAT3,93
RP11-360P21.2,0
PIK3CA,113
RP11-245C23.3,1
KCNMB3,27
ZNF639,55
RP11-255C15.4,10
RP11-255C15.3,1
MFN1,94
RP11-145M9.4,63
AC007620.3,8
GNB4,61
RP11-145M9.5,1
ACTL6A,340
RP11-15L13.4,0
RP11-145M9.6,1
MRPL47,479
NDUFB5,1246
USP13,20
PEX5L,0
RP11-494H4.3,1
PEX5L-AS1,0
PEX5L-AS2,0
RP11-420J11.2,0
RP11-496B10.3,0
TTC14,843
CCDC39,4
CCDC39-AS1,0
FXR1,595
DNAJC19,994
RP11-275H4.1,0
RP11-4B14.3,0
SOX2,0
RP11-416O18.1,1
RP11-416O18.2,0
RP11-338L18.1,0
RP11-139K4.1,0
RP11-139K4.2,0
RP11-646E18.2,1
RP11-646E18.4,1
RP11-225N10.1,0
ATP11B,170
RP11-531F16.4,3
DCUN1D1,201
MCCC1,97
MCCC1-AS1,0
LAMP3,3
MCF2L2,8
B3GNT5,39
KLHL6,200
KLHL6-AS1,6
KLHL24,196
YEATS2,75
YEATS2-AS1,0
MAP6D1,2
PARL,499
ABCC5,108
ABCC5-AS1,0
HTR3D,0
HTR3C,0
HTR3E-AS1,0
HTR3E,1
RP11-778D9.13,0
RP11-778D9.12,6
EIF2B5,211
DVL3,68
AP2M1,1332
ABCF3,82
VWA5B2,0
ALG3,291
ECE2,86
CAMK2N2,0
PSMD2,318
EIF4G1,329
FAM131A,35
CLCN2,4
POLR2H,502
THPO,0
CHRD,0
RP11-433C9.2,0
EIF2B5-AS1,3
EPHB3,2
MAGEF1,260
RP11-329B9.4,1
RP11-329B9.3,0
RP11-329B9.5,1
RP11-329B9.1,6
VPS8,140
C3orf70,1
EHHADH-AS1,0
EHHADH,20
MAP3K13,403
TMEM41A,132
LIPH,0
SENP2,149
IGF2BP2,172
C3orf65,0
TRA2B,1517
ETV5,19
ETV5-AS1,0
DGKG,35
RP11-78H24.1,0
RP11-48F14.1,0
RP11-48F14.2,0
CRYGS,12
TBCCD1,39
DNAJB11,480
AHSG,0
FETUB,0
RP11-134F2.2,0
HRG,0
RP11-573D15.8,8
KNG1,0
RP11-573D15.9,6
EIF4A2,3296
RFC4,252
RP11-573D15.3,0
RP11-573D15.2,27
ADIPOQ,0
ADIPOQ-AS1,1
ST6GAL1,294
RPL39L,301
RP11-208N14.4,0
RTP1,0
MASP1,1
RTP4,87
RP11-567G11.1,0
SST,0
RTP2,0
RP11-211G3.3,0
BCL6,37
RP11-211G3.2,1
RP11-30O15.1,0
RP11-44H4.1,0
RP11-132N15.3,0
RP11-132N15.1,0
RP11-132N15.2,0
RP11-430L16.1,0
LPP-AS2,5
LPP,213
AC022498.1,5
LPP-AS1,0
TPRG1-AS1,18
TPRG1,45
TPRG1-AS2,0
TP63,2
LEPREL1,8
LEPREL1-AS1,3
CLDN1,0
CLDN16,3
TMEM207,0
IL1RAP,26
RP11-268E23.2,0
RP11-95L3.2,0
GMNC,0
OSTN,0
OSTN-AS1,3
UTS2B,2
CCDC50,227
PYDC2,0
RP11-197K6.1,0
RP11-655G22.1,0
FGF12,0
FGF12-AS1,0
FGF12-AS2,0
FGF12-AS3,0
MB21D2,5
RP11-143P4.2,0
HRASLS,1
ATP13A5,0
ATP13A5-AS1,0
ATP13A4,9
ATP13A4-AS1,7
OPA1,203
OPA1-AS1,0
RP11-528A4.2,0
RP11-699L21.1,1
RP11-699L21.2,0
RP11-135A1.3,0
RP11-135A1.2,0
HES1,2
RP11-513G11.4,2
RP11-513G11.3,0
RP11-513G11.2,0
LINC00887,10
CPN2,0
LRRC15,0
GP5,0
ATP13A3,173
LINC00884,26
TMEM44-AS1,23
TMEM44,19
AC046143.3,0
RP11-534C12.1,2
LSG1,166
FAM43A,32
AC106706.1,0
AC090505.6,0
AC090505.4,8
AC090505.1,0
XXYLT1,37
XXYLT1-AS1,0
XXYLT1-AS2,23
ACAP2,616
PPP1R2,1130
AC091633.3,1
APOD,4
RP11-141C7.4,3
AC069513.4,16
LINC00969,579
MUC20,14
MUC4,1
AC124944.5,0
TNK2,127
TNK2-AS1,1
AC124944.3,2
RP11-352G9.1,0
RP11-480A16.1,14
TFRC,228
LINC00885,3
ZDHHC19,6
SLC51A,39
PCYT1A,142
RP11-447L10.1,0
AC069257.8,0
TCTEX1D2,135
TM4SF19,0
TM4SF19-AS1,6
TM4SF19,0
UBXN7,153
UBXN7-AS1,15
RNF168,361
CTD-2002J20.1,0
SMCO1,0
WDR53,75
FBXO45,83
LINC01063,7
NRROS,191
PIGX,86
CEP19,71
PAK2,1332
SENP5,134
