,BMET7_Tumor
AC012360.2,0
AC012360.4,1
RP11-332H14.2,60
C2orf49,136
FHL2,96
AC012360.6,0
NCK2,60
AC009505.2,2
AC009505.4,0
C2orf40,13
UXS1,159
AC018878.3,0
RGPD3,1
AC108868.1,0
AC108868.5,0
AC108868.6,0
ST6GAL2,14
AC016994.2,0
AC006227.1,0
AC096669.1,0
AC096669.2,0
AC096669.3,0
GACAT1,0
RGPD4-AS1,4
RGPD4,1
SLC5A7,0
AC023672.2,0
AC019100.3,0
SULT1C3,0
SULT1C2,32
SULT1C4,12
GCC2,515
AC012487.2,1
LIMS1,462
AC010095.5,0
RANBP2,283
CCDC138,58
EDAR,2
SH3RF3-AS1,0
SH3RF3,1
10-Sep,19
SOWAHC,10
RGPD5,21
LIMS3,3
LINC01123,0
MALL,3
NPHP1,12
LINC00116,391
RP11-1223D19.1,0
LINC01106,1
RP13-1039J1.2,0
LIMS3,0
RP13-1039J1.3,0
LIMS3L,0
RGPD6,1
AC123886.2,0
BUB1,39
AC114776.3,1
ACOXL,7
AC096670.3,0
BCL2L11,46
AC108463.1,0
MIR4435-1HG,281
RP11-181E10.3,14
AC068491.2,0
RP11-803D5.4,8
AC017002.1,31
AC017002.2,5
AC017002.4,0
ANAPC1,81
MERTK,8
TMEM87B,53
FBLN7,27
ZC3H8,184
ZC3H6,92
RGPD8,4
TTL,78
POLR1B,22
CHCHD5,377
AC012442.6,1
AC079922.3,28
SLC20A1,167
NT5DC4,0
CKAP2L,37
IL1A,0
IL1B,303
IL37,0
IL36G,0
IL36A,0
IL36B,0
IL36RN,0
IL1F10,0
IL1RN,44
PSD4,60
AC016683.5,0
PAX8,10
RP11-65I12.1,2
AC016745.3,1
RP11-480C16.1,21
CBWD2,111
AC016745.1,0
FOXD4L1,2
RP11-395L14.3,0
RP11-395L14.4,0
FAM138B,0
RABL2A,30
AC017074.1,0
AC017074.2,0
SLC35F5,39
AC024704.2,0
AC104653.1,2
RP11-141B14.1,19
ACTR3,1178
AC010982.1,0
AC110769.3,1
AC010982.2,0
DPP10,3
DPP10-AS3,0
DPP10-AS2,0
DPP10-AS1,0
AC009312.1,0
DDX18,733
AC009404.2,13
CCDC93,101
AC009303.1,0
RP11-98C1.1,0
RP11-98C1.2,0
INSIG2,136
AC093901.1,2
RP11-19E11.1,0
EN1,0
MARCO,16
RP11-77A13.1,0
C1QL2,0
STEAP3,20
STEAP3-AS1,2
C2orf76,83
DBI,947
TMEM37,2
SCTR,0
AC013275.2,0
PCDP1,2
TMEM177,33
PTPN4,150
EPB41L5,10
AC012363.4,0
TMEM185B,3
RALB,170
AC012363.13,0
INHBB,0
LINC01101,0
AC073257.2,0
AC073257.1,0
AC018866.1,0
GLI2,0
RP11-297J22.1,0
AC067960.1,0
AC079988.3,0
TFCP2L1,2
CLASP1,58
RP11-204L24.2,0
NIFK-AS1,119
NIFK,350
TSN,279
AC018737.3,0
AC062020.2,0
AC062020.1,0
AC073409.1,0
AC079154.1,0
CNTNAP5,0
AC097499.1,0
AC114813.1,0
AC023347.1,1
GYPC,1480
AC114783.1,0
RP11-521O16.1,1
RP11-521O16.2,1
BIN1,386
CYP27C1,9
ERCC3,59
MAP3K2,260
AC068282.3,5
PROC,4
IWS1,209
AC010976.2,0
MYO7B,4
RP11-286H15.1,0
LIMS2,11
GPR17,0
WDR33,293
SFT2D3,8
RP5-935K16.1,50
POLR2D,115
AMMECR1L,25
RP11-395A13.2,36
SAP130,40
UGGT1,152
HS6ST1,15
AC012451.1,0
AC068483.1,0
AC079586.1,0
AC079776.1,0
AC079776.3,0
RAB6C,2
POTEF,8
AC018804.3,0
CCDC74B,0
SMPD4,55
MZT2B,198
TUBA3E,0
CCDC115,283
IMP4,296
PTPN18,122
POTEI,1
AC013269.3,0
CFC1B,0
AC013269.4,0
AC013269.5,0
AC140481.2,5
AC140481.4,0
CFC1,0
POTEJ,0
GPR148,0
AC140481.8,0
AMER3,0
AC133785.1,0
ARHGEF4,7
FAM168B,60
PLEKHB2,210
POTEE,6
CYP4F31P,0
LINC01120,0
RP11-109E12.1,1
MZT2A,244
TUBA3D,4
CCDC74A,7
LINC01087,0
C2orf27A,22
C2orf27B,0
AC103564.7,0
AJ239322.3,0
AJ239322.1,2
RP1-156L9.1,0
ANKRD30BL,1
AC097532.2,0
RP11-725P16.2,1
GPR39,0
LYPD1,0
AC010974.3,0
NCKAP5,1
AC016909.1,0
AC011755.1,0
AC010890.1,0
AC011243.1,0
MGAT5,31
TMEM163,5
CCNT2-AS1,7
ACMSD,0
CCNT2,128
MAP3K19,0
RAB3GAP1,159
ZRANB3,46
R3HDM1,158
UBXN4,829
LCT,2
AC011893.3,5
MCM6,117
DARS,470
AC093391.2,10
AC068492.1,0
CXCR4,2581
THSD7B,0
AC020601.1,0
HNMT,182
AC069394.1,0
AC097721.2,5
AC114763.1,0
SPOPL,91
RP11-231E19.1,2
AC092620.3,2
NXPH2,0
AC062021.1,0
AC016710.1,0
AC078851.1,0
AC073928.2,0
LRP1B,4
KYNU,110
ARHGAP15,738
RP11-190J23.1,0
AC096558.1,0
RP11-570L15.2,1
RP11-570L15.1,0
AC092652.1,0
RP11-434H14.1,0
CTD-2252P21.1,0
AC079584.2,0
AC016910.1,0
GTDC1,62
ZEB2,572
ZEB2-AS1,20
AC010090.1,0
TEX41,0
AC023128.1,0
RP11-514A9.1,0
AC064865.1,0
AC092484.1,0
AC079163.1,0
AC062031.1,0
AC103881.1,0
AC062032.1,0
ACVR2A,34
AC009480.3,2
ORC4,187
MBD5,63
EPC2,59
AC105402.4,0
KIF5C,3
LYPD6B,21
LYPD6,0
MMADHC,486
AC144449.1,0
AC007364.1,0
AC016682.1,0
AC113610.1,0
RND3,2
AC104777.2,0
AC104777.3,0
AC104777.1,0
AC104777.4,0
AC023469.2,0
AC023469.1,0
AC018731.3,0
RBM43,131
NMI,386
TNFAIP6,54
RIF1,446
NEB,11
ARL5A,216
CACNB4,5
AC079790.2,0
STAM2,42
FMNL2,3
PRPF40A,579
ARL6IP6,226
AC011901.2,0
AC079150.3,0
RPRM,1
GALNT13,0
AC009227.2,2
AC009227.3,0
AC061961.2,0
KCNJ3,55
AC092625.1,0
AC093375.1,1
NR4A2,590
GPD2,40
AC011308.1,0
GALNT5,4
ERMN,7
CYTIP,481
ACVR1C,11
AC019186.1,1
ACVR1,25
UPP2,0
RP11-546J1.1,3
RP11-1152H14.1,0
CCDC148-AS1,0
CCDC148,0
PKP4,48
AC005042.4,0
AC005042.5,0
DAPL1,24
TANC1,19
WDSUB1,81
BAZ2B,291
AC008277.1,0
AC009506.1,13
AC009961.3,10
7-Mar,368
CD302,235
LY75,42
LY75-CD302,0
PLA2R1,1
ITGB6,1
RBMS1,280
AC009313.1,0
TANK,447
AC009299.2,2
AC009299.3,17
PSMD14,263
TBR1,0
AC009487.4,1
SLC4A10,14
DPP4,44
AC008063.2,0
AC008063.3,0
GCG,0
AC007750.5,0
FAP,7
IFIH1,42
GCA,431
KCNH7,0
AC007740.1,0
FIGN,7
AC092684.1,0
GRB14,0
COBLL1,66
AC019181.2,3
SLC38A11,7
AC013463.2,0
SCN3A,7
SCN2A,1
CSRNP3,1
GALNT3,31
AC009495.2,2
AC009495.4,1
AC009495.3,2
TTC21B,57
AC010127.3,1
SCN1A,0
SCN9A,14
SCN7A,0
XIRP2,3
XIRP2-AS1,0
AC074363.1,0
AC016723.4,0
B3GALT1,0
STK39,40
CERS6,82
CERS6-AS1,2
NOSTRIN,13
SPC25,59
G6PC2,0
ABCB11,0
DHRS9,23
AC007556.3,0
LRP2,0
BBS5,5
RP11-724O16.1,0
KLHL41,0
FASTKD1,59
PPIG,866
CCDC173,1
PHOSPHO2,34
KLHL23,60
SSB,798
METTL5,324
UBR3,73
MYO3B,3
AC012594.1,1
AC007277.3,1
LINC01124,0
SP5,0
AC007405.4,0
AC007405.6,2
ERICH2,0
GAD1,6
AC007405.8,0
GORASP2,185
TLK1,225
METTL8,117
DCAF17,31
CYBRD1,80
DYNC1I2,201
AC068039.1,0
AC068039.4,10
SLC25A12,45
HAT1,255
METAP1D,93
DLX1,1
DLX2,0
AC104801.1,0
AC104088.1,0
ITGA6,67
AC078883.4,0
AC078883.3,3
AC093818.1,7
PDK1,62
RAPGEF4-AS1,0
RAPGEF4,4
MLTK,112
MLK7-AS1,0
CDCA7,107
RP11-796E10.1,0
AC106900.6,0
SP3,163
RP11-394I13.2,0
RP11-394I13.3,2
RP11-394I13.1,0
OLA1,479
AC018470.4,0
SP9,0
AC018470.1,0
CIR1,350
SCRN3,51
GPR155,194
AC010894.3,2
AC018890.6,0
WIPF1,484
AC010894.5,1
CHRNA1,0
AC018890.4,0
CHN1,4
ATF2,154
AC096649.2,0
ATP5G3,1760
AC096649.3,0
AC016751.3,0
AC016751.2,0
KIAA1715,107
EVX2,0
HOXD13,0
HOXD12,0
HOXD11,0
HOXD10,0
HOXD-AS2,0
HOXD9,3
HOXD8,3
HOXD3,1
HOXD4,0
RP11-387A1.5,0
HOXD-AS1,0
AC009336.24,2
HOXD1,0
MTX2,163
AC017048.1,0
AC017048.2,0
RP11-324L17.1,0
LINC01116,10
LINC01117,2
AC092162.1,0
AC073636.1,0
AC079305.11,0
AC079305.8,0
HNRNPA3,1657
NFE2L2,254
AC079305.10,10
RP11-337N6.2,0
RP11-337N6.1,7
AGPS,94
TTC30B,7
AC073834.3,0
TTC30A,3
PDE11A,11
AC012499.1,0
RBM45,51
OSBPL6,4
RP11-65L3.1,0
AC009948.5,28
PRKRA,169
DFNB59,3
FKBP7,17
PLEKHA3,43
TTN-AS1,76
TTN,72
RP11-65L3.4,6
RP11-65L3.2,5
RP11-171I2.5,5
RP11-171I2.2,3
RP11-171I2.4,2
RP11-171I2.3,0
RP11-171I2.1,0
RP11-88L24.4,0
CCDC141,40
SESTD1,69
AC093911.1,0
ZNF385B,0
CWC22,238
AC009478.1,1
UBE2E3,151
AC104076.3,0
AC068196.1,0
AC104820.2,63
AC020595.1,0
ITGA4,590
CERKL,2
NEUROD1,2
AC013733.3,0
AC013733.4,0
RP11-366L5.1,5
SSFA2,132
PPP1R1C,0
PDE1A,3
DNAJC10,270
FRZB,18
NCKAP1,18
DUSP19,12
AC064871.3,0
NUP35,58
RP11-438L19.1,5
AC093639.1,0
ZNF804A,13
AC007966.1,0
FSIP2,1
AC008174.3,5
AC097500.2,37
RP11-410E4.1,5
ZC3H15,634
AC018867.1,0
AC018867.2,0
ITGAV,30
AC017101.10,0
FAM171B,6
ZSWIM2,0
AC007319.1,0
CALCRL,103
TFPI,63
LINC01090,0
GULP1,9
DIRC1,0
COL3A1,1
COL5A2,2
AC133106.2,0
WDR75,111
SLC40A1,261
ASNSD1,174
ANKAR,64
OSGEPL1,45
OSGEPL1-AS1,5
RP11-455J20.3,12
ORMDL1,734
AC013468.1,0
PMS1,153
C2orf88,32
MSTN,0
HIBCH,169
INPP1,22
MFSD6,31
RP11-647K16.1,0
TMEM194B,31
AC093388.3,1
NAB1,42
AC006460.2,0
AC005540.3,71
GLS,154
STAT1,225
AC067945.2,0
STAT4,126
AC092614.2,0
MYO1B,6
NABP1,393
AC098872.3,0
SDPR,69
AC098617.1,1
TMEFF2,0
AC013401.1,0
AC013401.2,0
PCGEM1,0
RP11-764E7.1,0
AC018799.1,0
AC006196.1,0
AC010983.1,0
AC064834.1,0
RP11-762E8.1,3
AC064834.2,2
AC064834.3,2
SLC39A10,159
DNAH7,2
STK17B,700
RP11-347P5.1,155
HECW2,18
AC020571.3,20
CCDC150,31
GTF3C3,102
C2orf66,0
PGAP1,18
ANKRD44,350
AC013264.2,38
AC010746.3,0
SF3B1,745
COQ10B,152
HSPD1,2796
HSPE1,3842
HSPE1-MOB4,0
MOB4,188
RFTN2,2
AC011997.1,0
MARS2,27
BOLL,6
PLCL1,12
AC109589.1,0
AC005235.1,0
AC019330.1,0
AC018717.1,0
SATB2,6
RP11-486F17.1,0
SATB2-AS1,0
AC093590.1,0
FTCDNL1,3
C2orf69,114
TYW5,130
C2orf47,60
SPATS2L,35
KCTD18,68
SGOL2,137
AOX1,0
AC007163.3,0
AC007163.6,0
BZW1,493
RP11-469M7.1,9
CLK1,586
PPIL3,287
NIF3L1,80
ORC2,97
AC005037.3,6
FAM126B,156
NDUFB3,667
RP11-13J8.1,1
CFLAR,593
CFLAR-AS1,1
AC007283.5,0
CASP10,91
CASP8,219
ALS2CR12,1
TRAK2,79
STRADB,36
ALS2CR11,2
TMEM237,39
MPP4,2
ALS2,38
CDK15,0
RP11-107N15.1,0
FZD7,1
AC079354.1,11
AC079354.3,2
AC079354.5,0
SUMO1,976
AC079354.2,0
NOP58,608
RP11-686O6.1,6
RP11-686O6.2,8
BMPR2,59
FAM117B,49
ICA1L,46
WDR12,153
CARF,101
NBEAL1,4727
CYP20A1,190
ABI2,133
RP11-363J17.1,0
RAPH1,14
CD28,85
CTLA4,14
ICOS,45
AC009965.2,0
AC009498.1,0
AC016903.1,0
AC016903.2,0
PARD3B,1
NRP2,22
AC007362.3,0
AC007679.3,0
INO80D,176
AC007383.3,13
NDUFS1,205
AC007383.4,12
EEF1B2,11279
GPR1,7
ZDBF2,10
AC017081.1,0
ADAM23,8
AC010731.2,0
AC010731.3,0
AC010731.4,1
DYTN,6
MDH1B,3
FASTKD2,87
RP11-95H11.1,0
AC008269.2,3
CPO,0
KLF7,44
AC007879.1,0
AC007879.2,0
AC007879.4,0
AC007879.3,0
AC007879.7,0
AC007879.5,0
AC007879.6,0
CREB1,264
METTL21A,209
AC079767.4,25
CCNYL1,28
RP11-801F7.1,1
FZD5,7
AC096772.6,12
PLEKHM3,4
CRYGD,27
CRYGC,0
CRYGB,0
CRYGA,0
C2orf80,0
IDH1,130
IDH1-AS1,8
PIKFYVE,133
PTH2R,17
MAP2,2
UNC80,2
RPE,77
KANSL1L,33
RP11-260M2.1,24
AC007038.7,18
AC006994.2,9
ACADL,2
MYL1,3
AC007970.1,0
LANCL1,77
CPS1,4
ERBB4,0
AC093381.2,0
AC108066.1,0
IKZF2,37
RP11-105N14.1,1
RP11-105N14.3,0
RP11-105N14.2,0
AC079610.2,0
SPAG16,89
AC107218.3,2
VWC2L,0
BARD1,94
AC072062.1,1
ABCA12,0
AC072062.3,0
AC073284.4,1
ATIC,216
FN1,23
AC012462.1,0
AC012462.2,0
AC012462.3,0
AC012668.1,0
AC012668.2,1
AC012668.3,0
LINC00607,1
AC093850.2,0
AC122136.2,0
AC093382.1,2
MREG,1
PECR,68
TMEM169,3
XRCC5,754
RP11-566E18.3,9
4-Mar,0
AC012513.6,2
AC069155.1,0
AC098820.2,1
SMARCAL1,37
AC098820.4,1
RPL37A,27500
AC073321.3,0
AC073321.4,0
IGFBP2,4
IGFBP5,54
AC007563.5,1
AC007563.3,0
AC007557.4,0
TNP1,0
AC007557.2,0
AC007557.3,0
AC007563.1,0
AC007557.1,0
RP11-574O16.1,0
AC009492.1,0
DIRC3,7
TNS1,11
AC010136.2,0
RUFY4,3
CXCR2,16
CXCR1,4
ARPC2,3065
GPBAR1,52
AAMP,268
PNKD,391
TMBIM1,127
AC021016.8,1
C2orf62,3
SLC11A1,185
CTDSP1,223
RP11-378A13.2,3
VIL1,14
USP37,84
RQCD1,95
PLCD4,0
RP11-548H3.1,5
ZNF142,15
BCS1L,74
RNF25,32
STK36,5
TTLL4,29
CYP27A1,22
RP11-459I19.1,0
PRKAG3,0
WNT6,0
WNT10A,4
AC073128.10,0
AC097468.7,0
CDK5R2,0
LINC00608,3
FEV,0
CRYBA2,0
AC097468.4,0
CCDC108,0
IHH,1
RP11-33O4.1,3
NHEJ1,0
SLC23A3,17
CNPPD1,119
FAM134A,71
ZFAND2B,172
ABCB6,2
ATG9A,44
ANKZF1,185
GLB1L,22
STK16,146
TUBA4A,490
DNAJB2,90
PTPRN,0
AC114803.3,0
RESP18,0
DNPEP,222
AC053503.4,0
DES,12
AC053503.6,0
SPEG,2
AC053503.11,0
RP11-316O14.1,0
GMPPA,93
ASIC4,10
CHPF,4
TMEM198,0
RP11-256I23.1,0
OBSL1,8
RP11-256I23.2,0
INHA,0
STK11IP,24
AC009955.8,0
SLC4A3,0
RP11-256I23.3,0
AC009502.4,0
AC008281.1,0
AC114765.1,0
AC114765.2,0
AC067956.1,0
AC093843.1,0
EPHA4,9
CTD-2308L22.1,0
AC068489.1,0
PAX3,0
CCDC140,0
RP11-384O8.1,0
SGPP2,9
RP11-16P6.1,7
FARSB,101
MOGAT1,0
ACSL3,113
AC097461.4,0
KCNE4,1
AC013448.1,0
AC013448.2,0
SCG2,0
AP1S3,41
WDFY1,96
MRPL44,153
AC073641.2,1
SERPINE2,59
FAM124B,35
CUL3,147
DOCK10,168
AC067961.1,0
NYAP2,18
RP11-314B1.2,0
AC068138.1,0
IRS1,8
RP11-395N3.2,0
RHBDD1,40
COL4A4,8
COL4A3,9
AC097662.2,4
MFF,286
TM4SF20,1
AGFG1,122
C2orf83,0
SLC19A3,16
CCL20,43
DAW1,0
SPHKAP,0
AC009410.1,0
AC074019.1,0
PID1,39
DNER,0
TRIP12,233
FBXO36,8
SLC16A14,4
AC009950.2,9
SP110,526
SP140,184
SP140L,205
SP100,897
AC010149.4,2
AC098823.3,3
CAB39,178
ITM2C,290
AC012507.3,0
GPR55,10
AC012507.4,0
SPATA3-AS1,0
SPATA3,0
C2orf72,0
PSMD1,168
HTR2B,0
ARMC9,11
B3GNT7,6
AC017104.2,3
NCL,2356
NMUR1,5
C2orf57,0
MGC4771,0
PTMA,25521
PDE6D,79
COPS7B,78
NPPC,0
DIS3L2,67
AC105461.1,0
ALPP,1
AC068134.8,0
ALPPL2,0
AC068134.6,0
ALPI,0
ECEL1,0
PRSS56,0
CHRND,0
CHRNG,0
TIGD1,48
EIF4E2,273
AC073254.1,0
EFHD1,0
GIGYF2,145
KCNJ13,0
C2orf82,1
NGEF,0
AC106876.2,0
NEU2,0
INPP5D,195
ATG16L1,55
SAG,25
RP11-400N9.1,18
DGKD,90
USP40,37
UGT1A8,2
UGT1A10,0
UGT1A9,0
UGT1A7,0
UGT1A6,0
AC114812.8,0
UGT1A5,0
UGT1A4,0
UGT1A3,0
UGT1A1,0
MROH2A,0
HJURP,38
TRPM8,6
AC005538.5,0
SPP2,0
AC006037.2,0
RP11-309M7.1,0
AC097713.3,0
AC097713.4,4
ARL4C,268
SH3BP4,3
AC114814.4,0
AC114814.3,0
AGAP1,14
AC064874.1,0
GBX2,0
AC079135.1,0
ASB18,2
IQCA1,2
RP11-785G17.1,0
AC019068.2,0
ACKR3,1
AC011286.1,0
AC105760.3,3
AC105760.2,3
COPS8,213
AC107079.1,0
AC112715.2,0
COL6A3,6
AC112721.1,1
AC112721.2,0
MLPH,2
PRLH,0
RAB17,1
AC104667.3,4
AC096574.5,0
LRRFIP1,834
RBM44,4
RAMP1,10
UBE2F,201
UBE2F-SCLY,0
SCLY,30
ESPNL,0
KLHL30,1
FAM132B,22
ILKAP,128
AC016757.3,20
HES6,11
PER2,37
AC012485.1,0
AC012485.2,0
TRAF3IP1,11
ASB1,65
AC016999.2,0
LINC01107,0
AC113618.1,0
AC144525.1,0
TWIST2,0
AC114788.2,0
RP11-648F7.1,0
HDAC4,64
AC017028.1,0
AC062017.1,19
AC079612.1,0
AC079612.2,0
RP11-315F22.1,0
AC093802.1,7
NDUFA10,439
OR6B2,0
PRR21,0
OR6B3,0
AC013469.1,0
MYEOV2,1105
OTOS,0
AC124861.1,0
GPC1,2
AC110619.2,0
ANKMY1,16
DUSP28,14
RNPEPL1,108
CAPN10-AS1,35
CAPN10,32
GPR35,15
AQP12B,0
AC011298.1,0
AC011298.2,0
AQP12A,0
KIF1A,1
AGXT,0
C2orf54,0
AC104809.3,0
AC104809.2,0
SNED1,3
AC093585.6,0
AC005237.4,3
MTERFD2,210
PASK,96
PPP1R7,295
ANO7,4
HDLBP,253
AC104841.2,1
2-Sep,425
AC005104.3,0
FARP2,40
STK25,185
BOK-AS1,0
BOK,2
RP11-367H1.1,0
THAP4,64
ATG4B,128
DTYMK,249
AC133528.2,3
ING5,110
AC114730.11,0
D2HGDH,31
AC114730.8,0
AC114730.7,2
GAL3ST2,0
AC114730.5,0
AC114730.3,0
NEU4,0
AC114730.2,0
PDCD1,34
CXXC11,0
AC131097.3,3
AC131097.4,0
AC093642.3,8
AC093642.4,0
AC093642.6,0
RP11-341N2.1,0
AY269186.1,0
AY269186.2,0
CHL1,10
CHL1-AS1,0
AC090044.1,3
AC090044.2,0
AC087430.1,0
CNTN6,0
RP11-204C23.1,0
CNTN4,1
CNTN4-AS2,0
CNTN4-AS1,0
IL5RA,6
TRNT1,179
CRBN,416
RP11-97C16.1,11
AC026188.1,0
SUMF1,66
LRRN1,4
SETMAR,26
ITPR1-AS1,3
ITPR1,74
EGOT,2
AC018816.3,13
BHLHE40-AS1,0
BHLHE40,59
ARL8B,110
AC026202.3,7
AC026202.1,0
EDEM1,81
AC026202.5,0
AC027119.1,0
AC026167.1,0
AC069277.2,0
GRM7-AS3,0
GRM7,8
GRM7-AS2,0
GRM7-AS1,0
RP11-157E16.1,0
LMCD1-AS1,7
AC018832.1,0
AC023481.1,0
LMCD1,12
LINC00312,1
AC034187.2,2
SSUH2,6
CAV3,0
OXTR,3
RAD18,57
SRGAP3,34
SRGAP3-AS1,0
SRGAP3-AS2,0
SRGAP3-AS3,0
SRGAP3-AS4,0
RP11-380O24.1,2
SETD5-AS1,361
THUMPD3,132
SETD5,189
RP11-58B17.2,27
LHFPL4,0
MTMR14,187
CPNE9,0
BRPF1,35
OGG1,74
CAMK1,31
TADA3,270
ARPC4,824
ARPC4-TTLL3,0
TTLL3,50
RP11-266J6.2,5
RPUSD3,188
CIDEC,7
JAGN1,221
IL17RE,2
IL17RC,24
CRELD1,57
PRRT3,32
PRRT3-AS1,0
RP11-1020A11.2,9
EMC3,277
AC022007.5,2
FANCD2,54
FANCD2OS,0
BRK1,1495
VHL,146
IRAK2,9
TATDN2,43
RP11-438J1.1,0
LINC00852,5
GHRL,46
GHRLOS,11
SEC13,154
ATP2B2,0
LINC00606,0
AC018495.3,0
SLC6A11,4
SLC6A1,0
SLC6A1-AS1,0
HRH1,7
ATG7,90
VGLL4,119
RP11-169K17.4,0
RP11-169K17.3,0
TAMM41,61
TIMP4,3
PPARG,4
TSEN2,43
C3orf83,0
MKRN2,83
RAF1,200
TMEM40,2
CAND2,8
RP11-767C1.2,0
RPL32,52179
RP11-767C1.1,0
IQSEC1,123
NUP210,184
HDAC11-AS1,0
HDAC11,17
FBLN2,4
LINC00620,0
WNT7A,4
TPRXL,0
CHCHD4,69
TMEM43,98
RP11-434D12.1,0
AC093495.4,3
XPC,214
LSM3,651
RP11-536I6.2,0
RP11-536I6.1,0
SLC6A6,62
AC090952.5,0
CCDC174,180
C3orf20,2
AC090957.2,0
RP11-95M5.1,0
FGD5,8
FGD5-AS1,243
NR2C2,14
MRPS25,322
ZFYVE20,56
CAPN7,119
SH3BP5-AS1,16
SH3BP5,84
METTL6,54
EAF1,64
EAF1-AS1,8
COLQ,9
HACL1,128
BTD,46
ANKRD28,211
GALNT15,3
DPH3,159
OXNAD1,282
RFTN1,77
RP11-415F23.2,13
RP11-415F23.3,8
RP11-415F23.4,4
RP11-194G10.3,0
LINC00690,0
DAZL,0
AC091493.2,0
PLCL2,40
PLCL2-AS1,0
TBC1D5,134
AC132807.1,0
SATB1,218
KCNH8,6
EFHB,2
RAB5A,204
PP2D1,0
KAT2B,47
SGOL1,51
SGOL1-AS1,0
AC107622.1,1
RP11-669C19.1,6
RP11-180N14.1,4
ZNF385D,18
ZNF385D-AS1,0
ZNF385D-AS2,0
UBE2E2-AS1,0
UBE2E2,62
UBE2E1-AS1,0
UBE2E1,352
NKIRAS1,17
RPL15,26007
NR1D2,61
LINC00691,7
THRB,12
RP11-317L10.1,0
AC133680.1,0
RARB,3
TOP2B,280
NGLY1,301
OXSM,38
LINC00692,0
AC099754.1,0
LRRC3B,0
AC114877.3,0
NEK10,5
SLC4A7,88
RP11-222K16.1,0
RP11-222K16.2,47
EOMES,35
AC098973.2,0
AC098973.1,0
AC092415.1,2
CMC1,734
AZI2,206
ZCWPW2,10
LINC00693,0
RBMS3-AS3,0
RBMS3,11
RBMS3-AS2,4
RBMS3-AS1,1
AC116035.1,0
AC116035.2,0
TGFBR2,101
GADL1,2
STT3B,191
OSBPL10,26
OSBPL10-AS1,16
ZNF860,19
GPD1L,21
CMTM8,19
CMTM7,49
CMTM6,518
DYNC1LI1,182
CNOT10,121
CNOT10-AS1,0
TRIM71,1
CCR4,12
GLB1,108
TMPPE,1
CRTAP,146
RP11-627J17.1,0
SUSD5,6
FBXL2,26
UBP1,73
CLASP2,97
RP11-10C24.2,1
RP11-10C24.3,4
RP11-10C24.1,1
PDCD6IP,366
AC018359.1,1
AC123023.1,4
AC018359.3,0
ARPP21,29
ARPP21-AS1,0
STAC,5
DCLK3,0
TRANK1,40
RP11-129K12.1,0
RP11-129K12.4,0
RP11-129K12.3,0
EPM2AIP1,219
MLH1,80
LRRFIP2,113
RP11-285J16.1,2
RP11-259K5.1,0
RP11-259K5.2,0
GOLGA4,564
C3orf35,3
ITGA9,5
CTDSPL,18
VILL,36
PLCD1,20
DLEC1,7
ACAA1,71
MYD88,140
OXSR1,74
SLC22A13,0
SLC22A14,0
XYLB,7
ACVR2B-AS1,2
ACVR2B,10
EXOG,105
SCN5A,0
SCN10A,0
RP11-134J21.1,0
SCN11A,9
WDR48,109
GORASP1,32
TTC21A,11
CSRNP1,64
XIRP1,0
CX3CR1,50
CCR8,0
SLC25A38,182
RPSA,11604
MOBP,1
MYRIP,3
EIF1B,629
ENTPD3-AS1,60
ENTPD3,0
RPL14,21053
RP11-391M1.4,16
ZNF619,21
ZNF620,33
ZNF621,46
RP11-528N21.1,0
RP11-761N21.1,0
RP11-520A21.1,0
RP11-372H2.1,0
CTNNB1,160
ULK4,38
TRAK1,33
CCK,0
LYZL4,0
VIPR1,22
VIPR1-AS1,0
SEC22C,158
SS18L2,466
NKTR,805
RP4-613B23.1,6
ZBTB47,10
KLHL40,0
CCDC13,3
HHATL,0
HHATL-AS1,0
CCDC13-AS1,0
HIGD1A,320
RP11-70C1.1,9
ACKR2,2
RP11-70C1.3,0
KRBOX1,0
KRBOX1,1
CYP8B1,0
ZNF662,12
KRBOX1-AS1,0
FAM198A,1
POMGNT2,16
RP11-136C24.2,0
SNRK,110
RP11-188P20.3,2
SNRK-AS1,3
ANO10,38
ABHD5,94
RP4-672N11.1,0
RP4-555D20.3,0
RP4-555D20.4,0
RP4-555D20.2,0
TOPAZ1,0
RP11-424N24.2,2
TCAIM,75
LINC00694,14
ZNF445,65
ZNF852,12
ZKSCAN7,10
RP11-944L7.4,0
RP11-944L7.5,0
ZNF660,24
ZNF197,43
ZNF197-AS1,0
ZNF35,20
RP11-348P10.2,2
ZNF502,18
ZNF501,14
KIAA1143,217
KIF15,46
TMEM42,106
TGM4,8
RP11-272D20.2,0
ZDHHC3,128
EXOSC7,186
CLEC3B,0
CDCP1,6
TMEM158,0
LARS2,21
LARS2-AS1,0
LIMD1,54
LIMD1-AS1,8
SACM1L,186
SLC6A20,11
LZTFL1,50
CCR9,2
FYCO1,25
CXCR6,56
XCR1,3
CCR3,0
CCR1,36
CCR2,61
RP11-24F11.2,6
CCR5,17
CCRL2,22
LTF,0
RTP3,0
LRRC2,8
LUZPP1,0
TDGF1,0
ALS2CL,5
TMIE,5
PRSS50,0
PRSS46,0
PRSS45,0
PRSS42,0
MYL3,1
PTH1R,1
AC109583.1,0
CCDC12,339
NBEAL2,13
SETD2,176
KIF9-AS1,6
KIF9,49
KLHL18,72
RP11-708J19.1,30
PTPN23,23
