,BMET3_Involved
RP11-619J20.1,0
RP11-617I14.1,0
RP11-315A17.1,0
RP11-665I14.1,0
RP11-734I18.1,2
RP11-240A16.1,0
RP11-802H3.2,0
RP11-79E3.3,0
RP11-79E3.2,0
RP11-548L20.1,0
RP11-725M22.1,0
ARAP2,680
RP11-431M7.3,7
DTHD1,284
RP11-431M7.2,0
RP11-722M1.1,0
RP11-103J17.2,0
RP11-103J17.1,0
KIAA1239,0
C4orf19,1
RP11-36B15.1,2
RELL1,41
PGM2,105
TBC1D1,376
PTTG2,11
RP11-600L4.1,0
RP11-83C7.1,0
RP11-83C7.2,1
RP11-213G21.1,1
RP11-213G21.2,0
RP11-617D20.1,18
RP11-617D20.2,0
AC021860.1,45
KLF3,483
TLR10,88
TLR1,152
TLR6,131
FAM114A1,19
TMEM156,497
KLHL5,135
RP11-360F5.1,0
RP11-360F5.3,1
WDR19,37
RFC1,782
KLB,33
RPL9,56979
LIAS,190
UGDH,87
UGDH-AS1,30
SMIM14,800
RP11-539G18.2,17
UBE2K,708
PDS5A,471
N4BP2,310
RHOH,899
RP11-395I6.2,1
AC195454.1,6
CHRNA9,0
RBM47,335
RP11-588L15.2,0
NSUN7,4
APBB2,12
RP11-632F7.3,0
UCHL1-AS1,2
UCHL1,4
LIMCH1,12
RP11-227F19.5,0
PHOX2B,0
RP11-227F19.1,0
RP11-227F19.2,0
LINC00682,5
RP11-457P14.5,0
TMEM33,555
DCAF4L1,9
RP11-814H16.2,3
SLC30A9,213
BEND4,10
RP11-63A11.1,1
SHISA3,5
ATP8A1,414
RP11-109E24.2,1
RP11-109E24.1,4
GRXCR1,0
RP11-395F4.1,0
RP11-324J13.2,0
RP11-663P9.1,0
RP11-328N19.1,0
KCTD8,0
YIPF7,0
GUF1,167
GNPDA2,166
RP11-700J17.1,1
RP11-700J17.2,5
RP11-362I1.1,0
GABRG1,0
GABRA2,0
RP11-436F23.1,0
COX7B2,1
GABRA4,0
GABRB1,0
COMMD8,646
ATP10D,152
AC092597.3,0
CORIN,6
RP11-121C2.2,12
NFXL1,84
NIPAL1,27
CNGA1,0
TXK,856
TEC,25
SLAIN2,358
SLC10A4,0
ZAR1,0
FRYL,606
OCIAD1,1243
OCIAD1-AS1,0
OCIAD2,865
CWH43,0
DCUN1D4,129
RP11-365H22.2,4
LRRC66,1
SGCB,79
RP11-535C7.1,0
SPATA18,2
USP46,115
USP46-AS1,5
RP11-177B4.2,0
ERVMER34-1,1
RP11-752D24.3,0
RASL11B,0
SCFD2,32
RP11-752D24.2,0
FIP1L1,451
LNX1,17
LNX1-AS1,0
RP11-571I18.4,7
CHIC2,732
AC110792.1,0
GSX2,0
PDGFRA,3
RP11-231C18.1,0
RP11-231C18.2,0
RP11-545H22.1,1
AC006552.1,2
KIT,14
RP11-273B19.2,0
RP11-273B19.1,0
RP11-463H12.2,0
RP11-530I17.1,0
KDR,4
SRD5A3,115
RP11-177J6.1,0
TMEM165,457
CLOCK,238
RP11-528I4.2,1
PDCL2,0
NMU,8
RP11-345F18.1,0
EXOC1,394
CEP135,343
KIAA1211,0
AASDH,215
RP11-646I6.5,9
PPAT,69
RP11-646I6.6,1
AC068620.1,9
PAICS,122
RP11-393M11.2,0
SRP72,717
ARL9,1
THEGL,0
HOPX,2499
SPINK2,205
REST,552
RP11-738E22.3,1
NOA1,258
POLR2B,754
IGFBP7,80
IGFBP7-AS1,0
RP11-300M6.1,0
RP11-319E12.1,0
RP11-319E12.2,1
RP11-685F15.1,0
RP11-4O3.1,0
RP11-4O3.2,0
RP11-577G20.1,0
RP11-577G20.2,0
RP11-506N2.1,0
RP11-340A13.2,0
RP11-340A13.3,0
RP11-622J8.1,0
RP11-725D20.1,1
RP11-525J21.1,3
RP11-593F5.2,0
RP11-16N2.1,15
LPHN3,0
RP11-798L4.1,12
RP11-84A1.3,0
RP11-257A22.1,0
RP11-12K22.1,0
TECRL,0
RP11-707A18.1,0
EPHA5,0
RP11-807H7.1,0
RP11-807H7.2,0
RP11-51P8.1,0
RP11-25H12.1,0
RP11-19C24.1,0
RP11-584P21.2,7
CENPC,583
STAP1,86
UBA6,480
UBA6-AS1,85
GNRHR,0
TMPRSS11D,0
TMPRSS11A,0
TMPRSS11F,0
TMPRSS11BNL,0
TMPRSS11B,5
YTHDC1,987
TMPRSS11E,1
UGT2B17,4
UGT2B15,2
UGT2B10,0
RP11-468N14.13,0
UGT2A3,0
UGT2B7,0
RP11-704M14.1,0
UGT2B11,0
UGT2B28,0
UGT2B4,0
UGT2A1,0
UGT2A2,0
UGT2A1,0
SULT1B1,139
SULT1E1,0
CSN1S1,0
CSN2,0
STATH,0
HTN3,0
HTN1,0
C4orf40,0
ODAM,0
FDCSP,0
CSN3,0
CABS1,0
SMR3A,0
SMR3B,0
PROL1,0
MUC7,0
AMTN,0
AMBN,0
ENAM,4
IGJ,2379
UTP3,265
RP11-46J23.1,2
RUFY3,167
GRSF1,272
MOB1B,150
DCK,1049
SLC4A4,46
GC,0
RP11-545L5.1,0
NPFFR2,0
ADAMTS3,0
RP11-373J21.1,0
RP11-352E8.2,6
COX18,149
ANKRD17,373
RP11-692D12.1,6
ALB,0
AFP,0
AFM,0
RP11-622A1.2,0
RASSF6,15
AC112518.3,0
IL8,200
CXCL6,0
PF4V1,1
CXCL1,4
PF4,28
PPBP,39
CXCL5,6
CXCL3,2
CXCL2,11
MTHFD2L,235
AC093677.1,0
EPGN,0
EREG,253
RP11-727M10.1,0
AREG,161
AC142293.3,0
RP11-727M10.2,0
AREGB,4
BTC,1
PARM1,9
RP11-44F21.3,0
RP11-44F21.2,0
RP11-44F21.5,0
RP11-542G1.1,0
RP11-542G1.2,0
RP11-542G1.3,0
RP11-567N4.2,0
RP11-567N4.3,0
RCHY1,404
THAP6,352
C4orf26,3
CDKL2,4
G3BP2,656
USO1,375
RP11-556N4.1,24
PPEF2,4
NAAA,1017
SDAD1,430
AC110615.1,0
RP11-630D6.5,2
CXCL9,0
ART3,10
CXCL10,1
CXCL11,0
NUP54,278
SCARB2,185
FAM47E,6
FAM47E-STBD1,0
FAM47E-STBD1,6
CCDC158,0
SHROOM3,0
RP11-359D14.2,0
RP11-359D14.3,0
SOWAHB,0
11-Sep,255
CCNI,4780
CCNG2,265
RP11-625I7.1,0
CXCL13,0
CNOT6L,1145
MRPL1,494
FRAS1,0
ANXA3,4
LINC01094,5
RP11-109G23.3,9
BMP2K,166
PAQR3,67
LINC01088,0
NAA11,0
GK2,0
LINC00989,1
RP11-234K19.1,0
RP11-452C8.1,0
PCAT4,0
ANTXR2,240
RP11-377G16.2,2
PRDM8,12
FGF5,0
C4orf22,7
BMP3,1
PRKG2,11
RP11-100N20.1,0
RASGEF1B,94
RP11-689K5.3,0
RP11-127B20.2,28
HNRNPD,1142
RP11-127B20.3,95
HNRNPDL,3535
ENOPH1,321
TMEM150C,12
LINC00575,0
SCD5,36
SEC31A,444
THAP9-AS1,283
THAP9,12
LIN54,110
COPS4,304
PLAC8,4554
RP11-576N17.5,2
COQ2,55
HPSE,179
HELQ,195
MRPS18C,836
FAM175A,297
AGPAT9,107
RP11-767N15.1,0
RP11-42A4.1,0
NKX6-1,0
CDS1,0
WDFY3,93
WDFY3-AS1,0
ARHGAP24,520
RP13-514E23.2,2
MAPK10,0
RP11-778J15.1,0
PTPN13,34
SLC10A6,0
C4orf36,82
AFF1,326
KLHL8,379
RP11-529H2.1,0
HSD17B13,1
HSD17B11,2377
NUDT9,86
RP11-710E1.2,0
SPARCL1,15
RP11-742B18.1,0
DSPP,0
DMP1,0
IBSP,71
MEPE,0
SPP1,831
PKD2,83
ABCG2,4
PPM1K,881
RP11-10L7.1,2
HERC6,80
HERC5,116
PYURF,1695
HERC3,152
PIGY,0
NAP1L5,53
FAM13A-AS1,72
FAM13A,149
RP11-84C13.1,2
TIGD2,41
RP11-84C13.2,2
GPRIN3,537
RP11-115D19.1,0
SNCA,79
RP11-67M1.1,0
MMRN1,17
CCSER1,18
AC004054.1,0
RP11-763F8.1,0
RP11-354O24.1,0
RP11-562F9.2,0
RP11-9B6.1,0
GRID2,0
RP11-428L21.1,0
RP11-703C10.1,0
ATOH1,0
RP11-363G15.2,0
SMARCAD1,198
HPGDS,13
PDLIM5,239
RP11-554D13.1,0
RP11-168E14.1,0
BMPR1B,1
UNC5C,1
RP11-710C12.1,1
PDHA2,0
RP11-145G20.1,11
RP11-431J17.1,0
STPG2,0
STPG2-AS1,0
RP11-323J4.1,2
RAP1GDS1,372
TSPAN5,63
RP11-724M22.1,0
RP11-1299A16.3,7
EIF4E,741
RP11-571L19.7,0
METAP1,190
RP11-571L19.8,3
ADH5,584
RP11-696N14.1,13
ADH4,1
ADH6,0
ADH1A,0
ADH1B,5
ADH7,0
C4orf17,0
TRMT10A,54
MTTP,0
RP11-766F14.1,0
RP11-766F14.2,0
DAPP1,348
LAMTOR3,373
DNAJB14,1176
H2AFZ,2556
RP11-15B17.1,1
DDIT4L,2
RP11-588P8.1,0
EMCN,15
PPP3CA,829
AP001816.1,91
BANK1,533
RP11-498M5.2,0
SLC39A8,149
RP11-499E18.1,31
AF213884.2,0
NFKB1,239
MANBA,370
UBE2D3,3504
RP11-10L12.4,31
CISD2,391
SLC9B1,18
SLC9B2,52
BDH2,97
CENPE,22
RP11-328K4.1,0
RP11-297P16.3,0
RP11-297P16.4,0
TACR3,0
RP11-703G6.1,2
RP11-729M20.1,0
CXXC4,13
AC004053.1,12
AC004063.1,0
RP11-556I14.2,0
RP11-556I14.1,2
AC004069.2,80
TET2,503
TET2-AS1,1
PPA2,499
AC004066.3,0
ARHGEF38,0
INTS12,102
GSTCD,45
RP11-45L9.1,0
NPNT,2
RP11-710F7.2,0
RP11-710F7.3,0
TBCK,141
AIMP1,951
GIMD1,0
RP13-612N21.1,0
DKK2,0
RP11-713M6.2,0
PAPSS1,185
SGMS2,291
RP11-286E11.1,0
CYP2U1,23
RP11-286E11.2,11
HADH,135
LEF1,635
RPL34-AS1,10
RPL34,130253
OSTC,1480
ETNPPL,1
COL25A1,0
AC004051.2,0
SEC24B-AS1,31
SEC24B,226
CCDC109B,873
CASP6,189
AC004067.5,4
PLA2G12A,209
CFI,9
RP11-602N24.3,7
GAR1,230
RRH,3
LRIT3,1
EGF,0
ELOVL6,152
ENPEP,1
RP11-380D23.1,0
RP11-380D23.2,0
PITX2,0
RP11-777N19.1,0
RP11-255I10.2,0
RP11-269F21.1,0
RP11-269F21.2,0
RP11-269F21.3,0
C4orf32,120
RP11-73K9.2,19
AP1AR,147
RP11-73K9.3,7
TIFA,271
ALPK1,87
NEUROG2,0
RP11-402J6.1,0
C4orf21,51
LARP7,671
MIR302B,2
RP11-148B6.2,1
ANK2,4
RP11-119H12.6,0
RP11-650J17.1,0
RP11-650J17.2,0
CAMK2D,272
ARSJ,3
RP11-26P13.2,0
UGT8,11
NDST4,0
RP11-659O3.1,0
MTRNR2L13,10
RP11-55L3.1,0
TRAM1L1,0
AC107399.2,0
AC113617.1,0
AC092661.1,0
AC108056.1,0
NDST3,2
SNHG8,2124
PRSS12,0
RP11-384K6.6,5
METTL14,260
SEC24D,145
SYNPO2,11
RP11-21I10.2,0
MYOZ2,1
RP11-455G16.1,5
USP53,223
C4orf3,2950
FABP2,0
RP11-33B1.4,3
RP11-33B1.3,4
PDE5A,11
RP11-236P13.1,0
RP11-700N1.1,0
RP11-96A1.5,0
MAD2L1,111
RP11-679C8.2,17
RP11-501E14.1,0
PRDM5,2
NDNF,0
RP11-647P12.1,0
TNIP3,70
QRFPR,0
ANXA5,1107
TMEM155,3
AC079341.1,0
EXOSC9,176
CCNA2,27
BBS7,72
RP11-63B13.1,0
TRPC3,2
KIAA1109,734
ADAD1,0
IL2,4
IL21,0
IL21-AS1,0
BBS12,17
FGF2,1
RP11-170N16.3,1
NUDT6,29
SPATA5,100
SPRY1,80
RP11-381N20.2,0
RP11-381N20.1,0
LINC01091,1
AC096732.2,0
CTD-2325B11.1,0
RP11-93I21.3,0
ANKRD50,64
FAT4,5
RP11-399F2.2,0
RP11-318I4.1,0
RP11-810P8.1,0
RP11-125O18.1,0
INTU,83
SLC25A31,0
HSPA4L,92
RP11-50D9.3,3
PLK4,7
MFSD8,186
C4orf29,239
LARP1B,108
PGRMC2,186
RP11-420A23.1,5
RP11-130C6.1,0
RP11-184M15.1,1
RP11-184M15.2,6
JADE1,400
SCLT1,340
C4orf33,81
RP11-419L4.1,0
RP11-519M16.1,0
RP11-422J15.1,0
RP11-521E5.1,0
RP11-401I19.1,0
RP11-314N14.1,0
RP11-614F17.2,0
RP11-745L13.2,0
RP11-789C2.1,0
RP11-1E22.1,0
RP11-62N21.1,0
RP11-149A7.2,0
RP11-404I7.2,0
RP11-404I7.1,0
RP11-9G1.3,0
PCDH10,2
RP11-427M20.1,0
PABPC4L,0
RP11-400D2.2,0
RP11-400D2.3,0
CTD-2012I17.1,0
RP11-192C21.2,0
RP11-553P9.2,1
RP11-553P9.3,0
RP11-780O17.1,1
LINC00613,0
RP11-775H9.3,0
RP11-775H9.2,0
RP11-775H9.1,0
RP11-138I17.1,0
RP11-785F11.1,0
PCDH18,3
RP11-714L20.1,34
RP13-884E18.2,0
RP13-884E18.4,0
RP11-793B23.1,0
LINC00616,0
SLC7A11,13
RP11-733C7.1,0
LINC00498,0
LINC00499,0
LINC00500,0
RP11-173E2.2,0
RP11-98O2.1,0
RP11-371F15.3,0
RP11-577B7.1,0
CCRN4L,6
ELF2,616
MGARP,5
NDUFC1,1205
NAA15,292
RP11-83A24.2,318
RAB33B,126
SETD7,129
RP11-342I1.2,3
RP11-308D13.3,0
MGST2,305
MAML3,121
RP11-392B6.1,0
SCOC,434
RP11-425I13.3,60
CLGN,0
RP11-542P2.1,0
ELMOD2,218
UCP1,0
TBC1D9,187
RP11-102N12.2,4
RP11-102N12.3,31
RNF150,1
ZNF330,352
RP11-586L23.1,4
RP11-362F19.1,17
RP11-362F19.3,8
RP11-208N20.1,0
IL15,202
INPP4B,485
RP11-223C24.2,0
RP11-223C24.1,60
RP11-284M14.1,9
USP38,159
RP11-364L4.3,0
GAB1,39
SMARCA5,899
SMARCA5-AS1,3
FREM3,3
RP13-578N3.3,5
GYPE,6
RP11-673E1.1,5
RP11-673E1.4,2
GYPB,2
GYPA,3
RP11-361D14.2,0
HHIP-AS1,0
HHIP,2
RP13-539F13.3,0
ANAPC10,171
ABCE1,534
OTUD4,205
RP11-142A22.4,0
SMAD1,30
SMAD1-AS2,0
SMAD1-AS1,0
RP11-557J10.5,0
MMAA,71
RP11-557J10.4,0
C4orf51,0
ZNF827,86
RP11-181K12.2,0
RP11-203B7.2,0
RP11-203B7.1,0
LINC01095,0
LSM6,1384
RP11-6L6.2,0
RP11-6L6.7,0
SLC10A7,105
POU4F2,0
TTC29,0
RP11-292D4.2,0
RP11-292D4.1,0
RP11-292D4.3,0
EDNRA,0
RP11-752L20.5,0
RP11-425A23.1,1
TMEM184C,137
PRMT10,349
ARHGAP10,77
NR3C2,35
RP11-76G10.1,1
RP11-503L19.1,1
RP11-563M4.1,0
RP11-342A1.1,0
RP11-24I21.1,0
RP11-526A4.1,0
RP11-707F2.1,0
RP11-423J7.1,0
DCLK2,3
LRBA,424
RP11-1336O20.2,0
MAB21L2,0
RPS3A,83683
SH3D19,50
RP11-372K14.2,17
PRSS48,0
RP11-731D1.4,0
RP11-610P16.1,0
FAM160A1,1
RP11-164P12.4,1
PET112,42
RP11-164P12.3,0
RP11-424M21.1,0
RP11-503L23.1,0
RP11-73G16.3,0
RP11-73G16.2,0
RP11-18H21.1,103
RP11-18H21.2,0
RP11-18H21.3,2
RP11-461L13.4,0
RP11-461L13.5,0
RP11-461L13.3,3
FBXW7,411
RP11-461L13.2,0
MIR4453,69
TMEM154,591
RP11-768B22.2,1
TIGD4,2
ARFIP1,200
FHDC1,3
RP11-285C1.2,0
TRIM2,21
MND1,14
KIAA0922,193
TLR2,450
RNF175,5
RP11-153M7.5,0
SFRP2,0
DCHS2,0
PLRG1,230
FGB,0
FGA,0
FGG,0
LRAT,16
RP11-21G20.3,3
RBM46,0
RP11-92A5.2,0
NPY2R,0
AC097467.2,1
RP11-27G13.1,0
MAP9,106
RP13-487K5.1,0
GUCY1A3,33
GUCY1B3,16
ASIC5,0
TDO2,0
CTSO,183
RP11-171N4.1,0
RP11-171N4.2,0
RP11-171N4.3,0
RP11-171N4.4,0
PDGFC,17
RP11-154F14.2,0
GLRB,1
GRIA2,0
RP11-364P22.1,0
RP11-364P22.2,0
FAM198B,461
RP11-597D13.9,70
RP11-597D13.8,0
TMEM144,71
RXFP1,1
RP11-781M16.2,0
C4orf46,65
ETFDH,113
PPID,349
FNIP2,203
C4orf45,0
RAPGEF2,103
RP11-138A23.2,0
RP11-6C14.1,0
RP11-502M1.2,0
RP11-234O6.2,0
FSTL5,2
RP11-497K21.1,10
AC005150.1,0
RP11-563E2.2,0
NAF1,71
NPY1R,0
NPY5R,0
TKTL2,1
TMA16,411
1-Mar,1451
RP11-218F10.3,19
RP11-294O2.2,21
TRIM61,37
FAM218A,16
RP11-366M4.13,0
TRIM60,5
RP11-219C20.3,3
TMEM192,316
KLHL2,141
MSMO1,160
CPE,3
RP11-340B18.1,2
TLL1,0
RP11-217C7.1,0
SPOCK3,2
RP11-436A7.1,0
RP11-310I9.1,0
ANXA10,0
DDX60,198
DDX60L,392
PALLD,45
RP11-610J23.1,0
RP11-635L1.3,0
CBR4,418
RP11-483A20.3,0
SH3RF1,22
RP11-327O17.2,0
NEK1,155
CLCN3,257
C4orf27,282
RP11-205M3.3,10
RP11-6E9.5,0
RP11-6E9.4,0
MFAP3L,1
AADAT,15
RP11-789C1.1,0
RP11-789C1.2,0
RP11-322J23.1,0
RP11-344G13.1,0
RP11-717H13.1,0
RP11-97E7.1,0
RP11-97E7.2,0
GALNTL6,40
RP11-10K16.1,18
GALNT7,159
RP11-798M19.3,4
HMGB2,3677
RP11-798M19.6,315
SAP30,392
SCRG1,98
RP11-489G11.3,0
HAND2,0
HAND2-AS1,23
RP11-475B2.1,0
RP11-161D15.2,0
RP11-161D15.1,0
RP11-161D15.3,0
RP11-148L24.1,0
RP11-248N22.1,0
RP11-248N22.2,0
FBXO8,161
CEP44,179
RP11-51M24.1,0
HPGD,175
RP11-440I14.2,1
RP11-440I14.3,0
GLRA3,71
ADAM29,2
RP13-577H12.2,0
RP11-287F9.2,1
RP11-598D14.1,0
GPM6A,198
RP11-806K15.1,0
WDR17,6
SPATA4,0
ASB5,0
RP11-87F15.2,0
SPCS3,1104
RP11-313E19.2,0
VEGFC,0
RP11-624A4.1,0
RP11-765K14.1,0
RP11-487E13.1,1
NEIL3,8
RP11-376O6.2,0
AGA,256
RP11-130F10.1,2
RP11-140M13.1,0
LINC01098,0
LINC01099,0
RP11-404J23.1,0
RP11-460H9.1,0
LINC00290,0
RP11-665C14.2,0
RP11-540E16.2,0
AC108142.1,1
TENM3,0
RP11-18D7.3,0
RP11-18D7.2,0
RP11-188P17.2,2
DCTD,229
RP11-335L23.4,0
RP11-335L23.5,0
WWC2-AS2,0
WWC2,37
WWC2-AS1,0
CLDN22,3
CLDN24,0
CDKN2AIP,363
RP11-367N14.2,2
ING2,74
RP11-367N14.3,0
RWDD4,346
TRAPPC11,145
STOX2,10
ENPP6,3
RP11-290F5.2,9
RP11-290F5.1,4
IRF2,808
RP11-326I11.3,117
RP11-326I11.4,5
RP11-242J7.1,2
CASP3,247
PRIMPOL,113
CENPU,32
ACSL1,360
RP11-701P16.2,169
RP11-701P16.5,10
LINC01093,0
RP11-386B13.4,0
HELT,0
RP11-386B13.3,0
SLC25A4,89
KIAA1430,474
SNX25,57
LRP2BP,69
RP11-714G18.1,1
ANKRD37,72
UFSP2,217
C4orf47,1
CCDC110,4
RP11-279O9.4,5
PDLIM3,45
SORBS2,27
RP11-301L8.2,0
RP11-626E13.1,0
RP11-45I20.1,0
TLR3,17
FAM149A,0
AC110771.1,5
CYP4V2,93
KLKB1,6
F11,0
F11-AS1,0
RP11-215A19.2,0
MTNR1A,0
FAT1,2
RP11-11N5.1,0
RP11-11N5.3,0
RP11-217E13.1,0
RP11-696F12.1,0
RP11-308K2.1,1
RP11-138B4.1,0
RP11-91J3.2,0
RP11-91J3.3,0
RP11-237D3.1,0
RP11-565A3.2,0
RP11-565A3.1,0
ZFP42,4
TRIML2,2
TRIML1,0
RP11-366H4.3,9
RP11-366H4.1,0
LINC01060,0
RP11-756P10.4,0
RP11-756P10.5,0
RP11-756P10.2,0
RP11-818C3.1,0
RP11-706F1.1,1
RP11-706F1.2,0
RP11-462G22.1,0
RP11-462G22.2,0
AF146191.4,28
RP11-463J17.1,0
FRG1,709
FRG2,0
DUX4L7,0
DUX4L6,0
DUX4L5,0
DUX4L4,0
DUX4,0
DUX4L3,0
DUX4L2,0
CTD-2231H16.1,0
PLEKHG4B,5
LRRC14B,0
CCDC127,146
SDHA,473
CTD-2083E4.6,0
PDCD6,901
AHRR,1
C5orf55,60
EXOC3,225
CTD-2228K2.5,64
SLC9A3,0
RP11-310P5.2,0
RP11-310P5.1,0
CEP72,20
TPPP,0
AC026740.1,1
CTD-2589H19.6,1
ZDHHC11,2
ZDHHC11B,3
BRD9,139
TRIP13,13
RP11-661C8.2,0
RP11-661C8.3,0
RP11-43F13.3,1
RP11-43F13.4,0
NKD2,1
SLC12A7,76
CTD-3080P12.3,0
SLC6A19,0
SLC6A18,0
TERT,0
CLPTM1L,154
RP11-325I22.2,0
SLC6A3,0
LPCAT1,441
CTD-2245E15.3,0
CTD-2012J19.3,0
CTD-2587M23.1,0
MRPL36,603
NDUFS6,2045
CTD-2194D22.1,0
CTD-2194D22.2,0
IRX4,0
CTD-2194D22.3,0
CTD-2194D22.4,0
RP11-259O2.1,0
RP11-259O2.2,0
RP11-259O2.3,0
RP11-129I19.2,0
IRX2,0
C5orf38,0
RP11-468D11.1,0
RP11-35O7.1,0
CTD-2029E14.1,0
LINC01019,0
RP11-121L11.3,0
RP11-121L11.2,0
IRX1,0
CTD-2012M11.3,0
CTD-2287N17.1,0
CTD-2383I20.1,0
CTD-2008N3.1,0
RP11-445O3.3,12
RP11-445O3.2,0
RP11-445O3.1,0
CTD-2318H23.1,0
CTD-2161F6.3,0
CTD-2161F6.2,0
CTD-2161F6.1,0
CTD-2046I8.1,0
CTD-2247C11.2,0
CTD-2247C11.1,0
LINC01020,0
CTD-2247C11.4,0
CTD-2247C11.5,0
CTD-2297D10.2,0
ADAMTS16,0
CTD-2297D10.1,0
KIAA0947,192
CTC-471C19.1,0
CTC-471C19.2,0
CTD-2324F15.2,1
MED10,861
UBE2QL1,0
LINC01018,3
NSUN2,189
SRD5A1,156
CTD-2044J15.2,23
CTD-2044J15.1,0
PAPD7,72
RP11-332J15.3,0
RP11-332J15.4,0
RP11-332J15.1,0
RP11-332J15.2,0
RP11-122F24.1,0
RP11-404K5.4,0
CTD-2296D1.1,0
CTD-2296D1.2,0
CTD-2296D1.3,0
CTD-2296D1.4,0
CTD-2296D1.5,4
ADCY2,29
RP11-711G10.1,0
C5orf49,0
MTRR,143
FASTKD3,76
CTD-2072I24.1,0
RP11-480D4.1,0
RP11-480D4.2,0
RP11-480D4.6,2
MIR4458HG,57
RP11-417J1.1,0
RP11-315A16.1,0
RP11-143A12.3,0
CTD-2215L10.1,0
SEMA5A,9
CTD-2201E9.4,0
CTD-2201E9.1,0
SNHG18,23
TAS2R1,0
CTD-2143L24.1,0
RP11-447B18.1,0
CTD-2199O4.1,24
CTD-2199O4.3,0
CTD-2199O4.7,0
CTD-2199O4.6,5
FAM173B,60
CTD-2256P15.1,2
CCT5,590
CTD-2256P15.4,1
CTD-2256P15.5,0
CMBL,46
CTD-2256P15.2,25
6-Mar,832
ROPN1L-AS1,0
ROPN1L,20
RP11-1C1.7,26
RP11-1C1.6,0
RP11-1C1.4,0
RP11-1C1.5,0
ANKRD33B,0
ANKRD33B-AS1,0
RP11-215G15.5,7
DAP,140
CTD-2154B17.4,0
CTD-2154B17.1,0
CTNND2,0
RP11-308B16.2,0
CT49,0
RP11-419C19.2,0
CTC-305H11.1,0
DNAH5,2
CTB-51A17.1,0
TRIO,76
FAM105A,359
CTD-2165H16.4,13
FAM105B,108
ANKH,143
CTB-40H15.4,0
RP1-251I12.1,0
RP1-137K24.1,0
FBXL7,0
CTD-2350J17.1,0
11-Mar,0
RP11-19O2.1,0
RP11-19O2.2,0
RP1-167G20.1,2
RP1-167G20.2,0
ZNF622,348
FAM134B,59
RP11-260E18.1,3
CTC-461F20.1,1
MYO10,8
BASP1,101
CTD-2228A4.1,0
AC091878.1,2
CTD-2139B15.2,3
CTD-2139B15.5,0
CTD-2139B15.4,0
RP11-321E2.3,2
RP11-321E2.4,6
RP11-454P21.1,0
CTD-2023M8.1,3
RP11-124N3.3,0
RP11-124N3.2,0
CDH18,1
RP11-420O16.1,0
RP11-774D14.1,3
CTD-2333M24.1,0
RP11-374A4.1,11
RP11-360I2.1,1
RP11-804N13.1,0
CDH12,1
CTD-2234B20.1,0
PRDM9,0
C5orf17,3
CTD-2074D8.1,0
CDH10,0
RP11-116O11.1,0
RP11-730N24.1,0
RP11-730N24.2,0
RP11-549K20.1,0
RP11-184E9.1,0
RP11-192H6.2,0
RP11-184E9.2,0
CTD-2306M5.1,14
RP11-351N6.1,0
CTD-2533K21.4,0
CDH9,2
CTD-3007L5.1,0
LINC01021,2
CTD-2061E9.1,0
CTD-2134P3.1,0
CTD-2118P12.1,27
CTD-2010I22.2,0
RP11-152K4.2,0
CDH6,2
DROSHA,78
C5orf22,104
PDZD2,15
RP11-5N11.4,0
RP11-5N11.5,0
RP11-5N11.6,0
CTD-2152M20.2,3
GOLPH3,263
CTD-2186M15.3,36
MTMR12,174
ZFR,608
SUB1,5214
CTD-2004A9.1,0
NPR3,18
AC026703.1,0
CTD-2066L21.3,0
CTD-2218G20.2,0
CTD-2066L21.1,0
CTD-2066L21.2,0
RP11-113I22.1,0
CTD-2203K17.1,3
TARS,174
CTD-2233C11.2,0
ADAMTS12,0
RXFP3,0
SLC45A2,0
AMACR,14
RP11-1084J3.4,1
C1QTNF3,15
RP11-1250I15.3,4
CTD-2024P10.2,0
RAI14,3
CTD-2024P10.1,0
CTD-2517O10.6,6
TTC23L,2
RAD1,215
BRIX1,388
DNAJC21,300
AGXT2,0
PRLR,14
AC010368.2,0
SPEF2,117
CTD-2113L7.1,2
IL7R,5501
CAPSL,0
RP11-79C6.3,0
UGT3A1,0
UGT3A2,3
LMBRD2,126
SKP2,101
NADK2,67
NADK2-AS1,0
RANBP3L,1
SLC1A3,193
CTD-2353F22.1,7
CTD-2653M23.3,2
NIPBL,1069
C5orf42,121
NUP155,137
WDR70,212
GDNF,0
GDNF-AS1,0
CTD-2194L12.2,0
CTD-2194L12.3,0
CTD-2130F23.2,0
CTD-2130F23.1,0
CTD-2116N24.1,0
CTD-2207A17.1,0
EGFLAM,1
EGFLAM-AS4,0
EGFLAM-AS3,0
EGFLAM-AS2,0
EGFLAM-AS1,0
CTD-2263F21.1,0
LIFR,11
LIFR-AS1,0
CTD-2196P11.2,0
RP11-122C5.1,0
CTD-2127H9.1,2
RP11-122C5.3,0
OSMR,4
RICTOR,1000
FYB,3396
AC008964.1,4
C9,0
DAB2,112
CTD-2078B5.2,0
LINC00603,0
LINC00604,0
PTGER4,322
TTC33,109
PRKAA1,670
RPL37,74719
CARD6,63
C7,1
MROH2B,0
C6,0
PLCXD3,0
OXCT1,127
C5orf51,139
FBXO4,181
RP11-112L7.1,4
GHR,4
CCDC152,123
SEPP1,124
CTD-2325A15.5,3
CTD-2201E18.5,9
CTD-2035E11.3,232
CTD-2035E11.4,20
ANXA2R,909
AC025171.1,65
